Pair Compared	DIFF	LWR	UPR	P.adj
lgg_cohort_Posterior fossa-GTExBrain - Cortex	-6.5395623415189945	-12.406648645663068	-0.6724760373749215	0.012592969724388059
lgg_cohort_Midline-GTExBrain - Putamen (basal ganglia)	-14.922069918699327	-28.363901396530093	-1.4802384408685612	0.013346986408623751
lgg_cohort_Mixed-GTExBrain - Hypothalamus	-13.57775363036317	-25.939193739846033	-1.2163135208803073	0.015509147996436545
GTExBrain - Frontal Cortex (BA9)-GTExBrain - Cerebellum	4.592551854067261	0.3947211072272907	8.79038260090723	0.016391652801051038
lgg_cohort_Midline-GTExBrain - Hypothalamus	-14.2487536303631	-27.697388993970268	-0.8001182667559306	0.02511938966970384
lgg_cohort_Posterior fossa-GTExBrain - Frontal Cortex (BA9)	-6.408233413852637	-12.458231085763636	-0.35823574194163754	0.02520501609346093
lgg_cohort_Ventricles-GTExBrain - Putamen (basal ganglia)	-14.834275046904478	-29.207337281447018	-0.46121281236193745	0.034753932981516966
lgg_cohort_Spine-GTExBrain - Hippocampus	-22.527602538071097	-45.28524318313984	0.2300381069976467	0.05585950800347583
lgg_cohort_Ventricles-GTExBrain - Hypothalamus	-14.16095875856825	-28.540384256928622	0.21846673979212028	0.05902090124524051
lgg_cohort_Suprasellar-GTExBrain - Putamen (basal ganglia)	-14.329403252032618	-29.25500946494077	0.5962029608755355	0.0766414279421096
lgg_cohort_Suprasellar-GTExBrain - Hypothalamus	-13.65608696369639	-28.587820971763428	1.2756470443706487	0.1202065123567817
lgg_cohort_Hemispheric-GTExBrain - Nucleus accumbens (basal ganglia)	-5.97407059620589	-12.707703310994184	0.7595621185824033	0.15455372992169403
lgg_cohort_Optic pathway-GTExBrain - Substantia nigra	-28.075194244604283	-63.864792575433796	7.71440408622523	0.3453053189725759
lgg_cohort_Hemispheric-GTExBrain - Cortex	-4.752573398692628	-11.459247511272537	1.9541007138872812	0.5374801947648356
lgg_cohort_Hemispheric-GTExBrain - Frontal Cortex (BA9)	-4.621244471026271	-11.488503588185246	2.2460146461327035	0.6322365015364146
lgg_cohort_Spine-GTExBrain - Putamen (basal ganglia)	-14.598736585366037	-37.345383200496045	8.147910029763974	0.7113470909746343
lgg_cohort_Mixed-GTExBrain - Nucleus accumbens (basal ganglia)	-7.781431707317147	-20.052088898302003	4.489225483667708	0.7298243002708303
lgg_cohort_Midline-GTExBrain - Nucleus accumbens (basal ganglia)	-8.452431707317077	-21.817670929328855	4.9128075146947	0.733940941900648
lgg_cohort_Spine-GTExBrain - Hypothalamus	-13.92542029702981	-36.67608824103684	8.825247646977221	0.7803040557954103
lgg_cohort_Optic pathway-GTExBrain - Hippocampus	-20.956602538071028	-56.67139191067258	14.75818683453053	0.8320910734824235
lgg_cohort_Ventricles-GTExBrain - Nucleus accumbens (basal ganglia)	-8.364636835522228	-22.666094942345918	5.936821271301461	0.8356773303477619
lgg_cohort_Midline-GTExBrain - Cortex	-7.230934509803815	-20.582611841745457	6.120742822137828	0.905495229592072
lgg_cohort_Mixed-GTExBrain - Cortex	-6.559934509803885	-18.815818648182095	5.695949628574327	0.9137289910366284
lgg_cohort_Suprasellar-GTExBrain - Nucleus accumbens (basal ganglia)	-7.859765040650368	-22.716430440598042	6.996900359297307	0.9213268186832531
lgg_cohort_Midline-GTExBrain - Frontal Cortex (BA9)	-7.099605582137458	-20.532663972025365	6.333452807750448	0.9219444271964121
lgg_cohort_Mixed-GTExBrain - Frontal Cortex (BA9)	-6.4286055821375285	-18.773096909981064	5.915885745706005	0.930723624427022
lgg_cohort_Ventricles-GTExBrain - Cortex	-7.143139638008965	-21.43192447423333	7.145645198215401	0.9508768761477886
lgg_cohort_Ventricles-GTExBrain - Frontal Cortex (BA9)	-7.011810710342608	-21.376668601243196	7.353047180557979	0.9601734424172155
lgg_cohort_Suprasellar-GTExBrain - Cortex	-6.638267843137106	-21.482733981085104	8.206198294810891	0.9825299999100058
lgg_cohort_Suprasellar-GTExBrain - Frontal Cortex (BA9)	-6.506938915470749	-21.424644672407315	8.410766841465815	0.9863810214733144
lgg_cohort_Optic pathway-GTExBrain - Putamen (basal ganglia)	-13.027736585365968	-48.73552151292503	22.680048342193093	0.9980707664140662
lgg_cohort_Spine-GTExBrain - Nucleus accumbens (basal ganglia)	-8.129098373983787	-30.830567890664987	14.572371142697413	0.9984515907564353
lgg_cohort_Optic pathway-GTExBrain - Hypothalamus	-12.35442029702974	-48.06476703432252	23.35592644026304	0.9989744762102606
lgg_cohort_Posterior fossa-GTExBrain - Cerebellum	-1.8156815597853764	-7.298129749433091	3.6667666298623387	0.9993989499636335
lgg_cohort_Spine-GTExBrain - Cortex	-6.907601176470525	-29.601088928058818	15.785886575117768	0.9997932464348145
lgg_cohort_Spine-GTExBrain - Frontal Cortex (BA9)	-6.776272248804168	-29.51773562435108	15.965191126742742	0.9998431456203571
GTExBrain - Nucleus accumbens (basal ganglia)-GTExBrain - Frontal Cortex (BA9)	1.352826125179619	-3.374707947943083	6.080360198302321	0.9999077793946981
GTExBrain - Nucleus accumbens (basal ganglia)-GTExBrain - Cortex	1.221497197513262	-3.2695837728860226	5.712578167912547	0.999953238307144
lgg_cohort_Posterior fossa-lgg_cohort_Hemispheric	-1.786988942826366	-9.506749493210007	5.932771607557276	0.9999949767953131
lgg_cohort_Midline-GTExBrain - Cerebellum	-2.507053728070197	-15.694237810662692	10.680130354522298	0.9999997086602408
lgg_cohort_Optic pathway-GTExBrain - Nucleus accumbens (basal ganglia)	-6.558098373983718	-42.237121488637705	29.12092474067027	0.9999998230007863
lgg_cohort_Midline-lgg_cohort_Hemispheric	-2.4783611111111865	-16.741575644703143	11.784853422480772	0.999999923323741
lgg_cohort_Ventricles-GTExBrain - Cerebellum	-2.419258856275348	-16.554459900045895	11.715942187495198	0.9999999388416695
lgg_cohort_Ventricles-lgg_cohort_Hemispheric	-2.3905662393163376	-17.534587282318753	12.753454803686077	0.9999999818875371
lgg_cohort_Mixed-GTExBrain - Cerebellum	-1.8360537280702673	-13.91252806726576	10.240420611125225	0.9999999897488105
lgg_cohort_Optic pathway-GTExBrain - Cortex	-5.336601176470456	-41.01054626992341	30.3373439169825	0.9999999919846906
lgg_cohort_Optic pathway-GTExBrain - Frontal Cortex (BA9)	-5.205272248804099	-40.90975556197571	30.499211064367508	0.9999999945866812
lgg_cohort_Mixed-lgg_cohort_Hemispheric	-1.8073611111112569	-15.050423342647257	11.435701120424742	0.9999999980273746
GTExBrain - Putamen (basal ganglia)-GTExBrain - Hypothalamus	0.6733162883362276	-4.3088045318028865	5.655437108475342	0.9999999983025416
lgg_cohort_Suprasellar-GTExBrain - Cerebellum	-1.9143870614034881	-16.611077551870423	12.782303429063449	0.9999999990364408
lgg_cohort_Suprasellar-lgg_cohort_Hemispheric	-1.8856944444444776	-17.555096991308517	13.783708102419563	0.9999999997163411
lgg_cohort_Spine-GTExBrain - Cerebellum	-2.1837203947369077	-24.78082027023829	20.413379480764473	0.999999999990734
lgg_cohort_Spine-lgg_cohort_Hemispheric	-2.1550277777778972	-25.396507670127107	21.086452114571316	0.9999999999951736
lgg_cohort_Hemispheric-GTExBrain - Cerebellum	-0.028692616959010486	-6.401605146112855	6.344219912194834	1
lgg_cohort_Optic pathway-GTExBrain - Cerebellum	-0.6127203947368383	-36.22542732614817	34.99998653667449	1
GTExBrain - Frontal Cortex (BA9)-GTExBrain - Cortex	-0.13132892766635695	-4.820384965635884	4.55772711030317	1
lgg_cohort_Optic pathway-lgg_cohort_Hemispheric	-0.5840277777778278	-36.609051855294844	35.44099629973919	1
lgg_cohort_Mixed-lgg_cohort_Midline	0.6709999999999297	-16.89790739893271	18.239907398932566	1
lgg_cohort_Optic pathway-lgg_cohort_Midline	1.8943333333333587	-35.93541910716797	39.72408577383468	1
lgg_cohort_Posterior fossa-lgg_cohort_Midline	0.6913721682848206	-13.196842723456822	14.579587060026462	1
lgg_cohort_Spine-lgg_cohort_Midline	0.3233333333332894	-25.6276627460161	26.274329412682675	1
lgg_cohort_Suprasellar-lgg_cohort_Midline	0.5926666666667089	-18.870580392845334	20.05591372617875	1
lgg_cohort_Ventricles-lgg_cohort_Midline	0.08779487179484902	-18.95503010967349	19.130619853263187	1
lgg_cohort_Optic pathway-lgg_cohort_Mixed	1.223333333333429	-36.2337030970448	38.68036976371166	1
lgg_cohort_Posterior fossa-lgg_cohort_Mixed	0.020372168284890968	-12.817926835721078	12.858671172290858	1
lgg_cohort_Spine-lgg_cohort_Mixed	-0.34766666666664026	-25.752264792743613	25.056931459410333	1
lgg_cohort_Suprasellar-lgg_cohort_Mixed	-0.07833333333322079	-18.806851548522335	18.650184881855896	1
lgg_cohort_Ventricles-lgg_cohort_Mixed	-0.5832051282050806	-18.87442137294674	17.70801111653658	1
lgg_cohort_Posterior fossa-lgg_cohort_Optic pathway	-1.2029611650485381	-37.08116602306235	34.67524369296528	1
lgg_cohort_Spine-lgg_cohort_Optic pathway	-1.5710000000000695	-43.61641911391567	40.47441911391553	1
lgg_cohort_Suprasellar-lgg_cohort_Optic pathway	-1.3016666666666499	-39.683707480750726	37.08037414741743	1
lgg_cohort_Ventricles-lgg_cohort_Optic pathway	-1.8065384615385098	-39.97710636704977	36.364029443972754	1
lgg_cohort_Spine-lgg_cohort_Posterior fossa	-0.3680388349515312	-23.38128744601029	22.64520977610723	1
lgg_cohort_Suprasellar-lgg_cohort_Posterior fossa	-0.09870550161811176	-15.427547604777592	15.23013660154137	1
lgg_cohort_Ventricles-lgg_cohort_Posterior fossa	-0.6035772964899716	-15.394946313549392	14.187791720569448	1
lgg_cohort_Suprasellar-lgg_cohort_Spine	0.26933333333341947	-26.480341147953407	27.01900781462025	1
lgg_cohort_Ventricles-lgg_cohort_Spine	-0.23553846153844038	-26.680883647979822	26.209806724902943	1
lgg_cohort_Ventricles-lgg_cohort_Suprasellar	-0.5048717948718598	-20.622527488794926	19.612783899051205	1
