Pair Compared	DIFF	LWR	UPR	P.adj
lgg_cohort_Hemispheric-GTExBrain - Putamen (basal ganglia)	-20.140715040651724	-32.26135374019284	-8.020076341110608	1.3348789569267439e-6
GTExBrain - Nucleus accumbens (basal ganglia)-GTExBrain - Hippocampus	-12.96499310800219	-21.424206806896954	-4.505779409107426	1.625904301894021e-5
lgg_cohort_Spine-GTExBrain - Cortex	-59.418862745100654	-99.37287343571938	-19.46485205448193	3.741753774022527e-5
lgg_cohort_Suprasellar-GTExBrain - Substantia nigra	-39.51710671462799	-66.13779317872516	-12.896420250530827	3.930659150497284e-5
lgg_cohort_Ventricles-GTExBrain - Hippocampus	-36.89032018742769	-62.22606394652074	-11.554576428334638	6.524426040255271e-5
lgg_cohort_Midline-GTExBrain - Substantia nigra	-34.89227338129457	-58.937901747365046	-10.846645015224095	7.122605069875831e-5
lgg_cohort_Suprasellar-GTExBrain - Spinal cord (cervical c-1)	-38.078600628930765	-64.56589937425287	-11.591301883608661	9.019027683843106e-5
lgg_cohort_Posterior fossa-GTExBrain - Nucleus accumbens (basal ganglia)	-14.85301191885609	-25.236788792734185	-4.469235044977996	1.022470283670307e-4
lgg_cohort_Midline-GTExBrain - Spinal cord (cervical c-1)	-33.453767295597345	-57.35163938755041	-9.55589520364428	1.726890038732387e-4
lgg_cohort_Mixed-GTExBrain - Hippocampus	-28.59711505922401	-50.383173495992196	-6.811056622455826	7.221808444937139e-4
lgg_cohort_Ventricles-GTExBrain - Putamen (basal ganglia)	-30.03767016885656	-55.34279243397198	-4.732547903741143	0.004730258664531917
lgg_cohort_Hemispheric-GTExBrain - Nucleus accumbens (basal ganglia)	-14.02837195122066	-25.88356302710638	-2.173180875334939	0.004983119351125609
lgg_cohort_Suprasellar-GTExBrain - Hippocampus	-29.38961505922137	-55.697031935670225	-3.082198182772519	0.012183938365603941
lgg_cohort_Optic pathway-GTExBrain - Cortex	-65.88486274509832	-128.69218435394217	-3.0775411362544673	0.028487307445659082
lgg_cohort_Midline-GTExBrain - Hippocampus	-24.764781725887946	-48.463125094374135	-1.0664383574017613	0.029871875400956815
lgg_cohort_Spine-GTExBrain - Hypothalamus	-41.593663366337765	-81.64834514128682	-1.5389815913886977	0.032278362515899106
GTExBrain - Substantia nigra-GTExBrain - Hippocampus	10.127491655406622	0.3267729304811411	19.928210380332104	0.03425138647134318
lgg_cohort_Spine-GTExBrain - Cerebellum	-41.0579473684228	-80.84225817536662	-1.2736365614789875	0.03478427914766358
lgg_cohort_Spine-GTExBrain - Frontal Cortex (BA9)	-40.9303636363648	-80.96883990642701	-0.8918873663025906	0.038916861943500525
lgg_cohort_Mixed-GTExBrain - Putamen (basal ganglia)	-21.744465040652884	-43.49490511059849	0.005975029292720535	0.05015201893117438
lgg_cohort_Ventricles-GTExBrain - Nucleus accumbens (basal ganglia)	-23.925327079425497	-49.10438357114867	1.2537294122976732	0.08476801252926869
GTExBrain - Spinal cord (cervical c-1)-GTExBrain - Hippocampus	8.688985569709395	-0.7434125627530346	18.121383702171826	0.11286765684973132
lgg_cohort_Spine-GTExBrain - Substantia nigra	-36.410273381296534	-76.68361292402523	3.8630661614321653	0.13259522262375312
lgg_cohort_Spine-GTExBrain - Spinal cord (cervical c-1)	-34.97176729559931	-75.15706217977417	5.213527588575559	0.1791946189119331
lgg_cohort_Suprasellar-GTExBrain - Putamen (basal ganglia)	-22.536965040650244	-48.81489273172367	3.740962650423178	0.19931427558418768
GTExBrain - Putamen (basal ganglia)-GTExBrain - Hippocampus	-6.852650018571126	-15.680029213021886	1.9747291758796344	0.36443244421410736
lgg_cohort_Optic pathway-GTExBrain - Hypothalamus	-48.05966336633543	-110.93107347858842	14.811746745917553	0.39314883718866467
lgg_cohort_Optic pathway-GTExBrain - Cerebellum	-47.523947368420465	-110.22345345733774	15.175558720496802	0.4091167567709011
lgg_cohort_Midline-GTExBrain - Putamen (basal ganglia)	-17.91213170731682	-41.57773500486009	5.753471590226443	0.4118130852726991
lgg_cohort_Optic pathway-GTExBrain - Frontal Cortex (BA9)	-47.39636363636246	-110.25745064127356	15.464723368548647	0.4190899939107122
GTExBrain - Spinal cord (cervical c-1)-GTExBrain - Cerebellum	-6.086180072823495	-14.234824628660506	2.0624644830135157	0.4370810522857458
GTExBrain - Putamen (basal ganglia)-GTExBrain - Nucleus accumbens (basal ganglia)	6.112343089431064	-2.2547111968507174	14.479397375712846	0.4794929018221883
lgg_cohort_Mixed-GTExBrain - Nucleus accumbens (basal ganglia)	-15.63212195122182	-37.23576322294363	5.9715193204999935	0.4977560977418911
GTExBrain - Spinal cord (cervical c-1)-GTExBrain - Hypothalamus	-6.621896070738458	-16.00201087847418	2.7582187369972626	0.5446370430289135
lgg_cohort_Optic pathway-GTExBrain - Substantia nigra	-42.8762733812942	-105.88721334678418	20.134666584195784	0.6124702293276642
lgg_cohort_Optic pathway-GTExBrain - Spinal cord (cervical c-1)	-41.43776729559697	-104.39247007734917	21.516935486155234	0.6703007764287071
lgg_cohort_Spine-GTExBrain - Hippocampus	-26.282781725889915	-66.34973959413111	13.784176142351274	0.6760089959444119
GTExBrain - Spinal cord (cervical c-1)-GTExBrain - Frontal Cortex (BA9)	-5.958596340765489	-15.269267838686632	3.352075157155655	0.7157906618607197
lgg_cohort_Suprasellar-GTExBrain - Nucleus accumbens (basal ganglia)	-16.42462195121918	-42.581172883982276	9.731928981543913	0.7444899568048804
GTExBrain - Substantia nigra-GTExBrain - Cerebellum	-4.647673987126268	-13.219975958778711	3.9246279845261753	0.9046906956203459
GTExBrain - Substantia nigra-GTExBrain - Hypothalamus	-5.183389985041231	-14.933800581632903	4.567020611550442	0.9182416596040246
lgg_cohort_Optic pathway-GTExBrain - Hippocampus	-32.748781725887575	-95.62801351370511	30.130450061929963	0.9306658429202692
lgg_cohort_Midline-GTExBrain - Nucleus accumbens (basal ganglia)	-11.799788617885756	-35.3305440753214	11.730966839549886	0.9495460334206954
lgg_cohort_Spine-GTExBrain - Putamen (basal ganglia)	-19.43013170731879	-59.477733556136556	20.617470141498973	0.9622768808590514
GTExBrain - Substantia nigra-GTExBrain - Frontal Cortex (BA9)	-4.520090255068261	-14.20371337547239	5.163532865335867	0.973578224458932
lgg_cohort_Optic pathway-GTExBrain - Putamen (basal ganglia)	-25.89613170731645	-88.7630315135905	36.970768098957606	0.9924914779951859
lgg_cohort_Ventricles-lgg_cohort_Hemispheric	-9.896955128204837	-36.55942258469907	16.765512328289397	0.9976420937830486
lgg_cohort_Ventricles-lgg_cohort_Midline	-12.12553846153974	-45.652215419158	21.401138496078516	0.9982586909908255
lgg_cohort_Ventricles-lgg_cohort_Posterior fossa	-9.072315160569406	-35.113905695506766	16.969275374367953	0.998884687871193
lgg_cohort_Spine-GTExBrain - Nucleus accumbens (basal ganglia)	-13.317788617887725	-53.28585195353584	26.650274717760386	0.9993517819107656
lgg_cohort_Optic pathway-GTExBrain - Nucleus accumbens (basal ganglia)	-19.783788617885385	-82.60005055866826	43.03247332289749	0.9996800468952594
lgg_cohort_Ventricles-lgg_cohort_Mixed	-8.293205128203677	-40.4966045080843	23.910194251676945	0.9999777703657995
lgg_cohort_Ventricles-lgg_cohort_Spine	-10.607538461537771	-57.16704557045412	35.95196864737858	0.9999959915897023
lgg_cohort_Ventricles-lgg_cohort_Suprasellar	-7.500705128206317	-42.919722225255796	27.918311968843167	0.9999985932997186
GTExBrain - Substantia nigra-GTExBrain - Spinal cord (cervical c-1)	1.4385060856972274	-8.835290663206315	11.71230283460077	0.9999999970792315
lgg_cohort_Suprasellar-lgg_cohort_Midline	-4.624833333333424	-38.89170273667014	29.642036070003297	0.9999999983371806
lgg_cohort_Posterior fossa-lgg_cohort_Midline	-3.053223300970334	-27.504726407601424	21.398279805660756	0.99999999949792
lgg_cohort_Mixed-lgg_cohort_Midline	-3.832333333336063	-34.76404033770856	27.09937367103643	0.9999999995550192
lgg_cohort_Optic pathway-lgg_cohort_Midline	-7.983999999999629	-74.58682235926719	58.61882235926794	0.9999999997329403
lgg_cohort_Optic pathway-lgg_cohort_Hemispheric	-5.7554166666647255	-69.18084570950428	57.670012376174824	0.9999999999966822
lgg_cohort_Midline-lgg_cohort_Hemispheric	2.228583333334903	-22.883141765767	27.340308432436807	0.9999999999977278
lgg_cohort_Spine-lgg_cohort_Optic pathway	6.46599999999766	-67.55889838307945	80.49089838307478	0.9999999999982343
lgg_cohort_Suprasellar-lgg_cohort_Hemispheric	-2.3962499999985205	-29.983700802010972	25.19120080201393	0.9999999999983842
GTExBrain - Frontal Cortex (BA9)-GTExBrain - Cerebellum	-0.12758373205800666	-7.5182579365955435	7.26309047247953	1
GTExBrain - Hypothalamus-GTExBrain - Cerebellum	0.5357159979149628	-6.942252660866534	8.013684656696459	1
GTExBrain - Hypothalamus-GTExBrain - Frontal Cortex (BA9)	0.6632997299729695	-8.066431703842582	9.393031163788521	1
lgg_cohort_Mixed-lgg_cohort_Hemispheric	-1.6037500000011597	-24.91940142243561	21.71190142243329	1
lgg_cohort_Posterior fossa-lgg_cohort_Hemispheric	-0.8246399676354308	-14.41600146020537	12.766721524934509	1
lgg_cohort_Spine-lgg_cohort_Hemispheric	0.7105833333329343	-40.208218846809224	41.62938551347509	1
lgg_cohort_Spine-lgg_cohort_Midline	-1.5180000000019689	-47.20715920445093	44.171159204446994	1
lgg_cohort_Optic pathway-lgg_cohort_Mixed	-4.151666666663566	-70.09828758100426	61.79495424767712	1
lgg_cohort_Posterior fossa-lgg_cohort_Mixed	0.779110032365729	-21.823917817309514	23.382137882040972	1
lgg_cohort_Spine-lgg_cohort_Mixed	2.314333333334094	-42.412841097978784	47.041507764646965	1
lgg_cohort_Suprasellar-lgg_cohort_Mixed	-0.7924999999973608	-33.7658104571677	32.18081045717298	1
lgg_cohort_Posterior fossa-lgg_cohort_Optic pathway	4.930776699029295	-58.23616335658049	68.09771675463908	1
lgg_cohort_Suprasellar-lgg_cohort_Optic pathway	3.359166666666205	-64.21601110239885	70.93434443573128	1
lgg_cohort_Ventricles-lgg_cohort_Optic pathway	-4.141538461540112	-71.34439836821298	63.06132144513276	1
lgg_cohort_Spine-lgg_cohort_Posterior fossa	1.5352233009683651	-38.98175633199948	42.052202933936215	1
lgg_cohort_Suprasellar-lgg_cohort_Posterior fossa	-1.5716100323630897	-28.559472275864007	25.416252211137827	1
lgg_cohort_Suprasellar-lgg_cohort_Spine	-3.106833333331455	-50.20214066973256	43.988474003069655	1
