pathway	P.Value	adj.P.Val
KEGG_BETA_ALANINE_METABOLISM	3.8454840924993337e-34	1.2123051545845357e-33
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	3.99498422956903e-34	1.2384451111663992e-33
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	4.5921536910052785e-34	1.399549053335509e-33
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	4.665163511118363e-34	1.399549053335509e-33
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	8.856274758482142e-34	2.61470969059949e-33
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1.0917679257318574e-33	3.172950534158211e-33
KEGG_NON_SMALL_CELL_LUNG_CANCER	2.169254144029029e-33	6.20740416599076e-33
KEGG_TYPE_I_DIABETES_MELLITUS	2.9381820538701172e-33	8.280331242724876e-33
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1.4129673696142e-32	3.922566130570764e-32
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.606419397204277e-32	4.3940295276469926e-32
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	1.6698464981222598e-32	4.5013253427643524e-32
KEGG_TYPE_II_DIABETES_MELLITUS	3.6509553091645575e-32	9.701109821494395e-32
KEGG_STARCH_AND_SUCROSE_METABOLISM	4.722640824415573e-32	1.2371988638609811e-31
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.0776399402115468e-31	2.7839031788798295e-31
KEGG_RENIN_ANGIOTENSIN_SYSTEM	2.2168262576047064e-31	5.648351834444868e-31
KEGG_RIBOFLAVIN_METABOLISM	2.4111872036852656e-31	6.060551620073776e-31
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	4.3240288180857725e-31	1.0723591468852715e-30
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1.3225085851074582e-30	3.2366657477629894e-30
KEGG_ARGININE_AND_PROLINE_METABOLISM	3.0419818654026507e-30	7.348163986557053e-30
KEGG_BASAL_TRANSCRIPTION_FACTORS	3.7921405538296165e-30	9.042796705286009e-30
KEGG_GAP_JUNCTION	5.5483495182522606e-30	1.3063202663226842e-29
KEGG_ENDOCYTOSIS	1.5852932793049058e-29	3.6858068743839063e-29
KEGG_MAPK_SIGNALING_PATHWAY	3.480690659018476e-29	7.899660290902484e-29
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	3.482645934698945e-29	7.899660290902484e-29
KEGG_GLYCEROLIPID_METABOLISM	7.814319197801867e-29	1.7511606877001772e-28
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	9.158475430515611e-29	2.0279481310427425e-28
KEGG_APOPTOSIS	4.198697768110126e-28	9.187738645511572e-28
KEGG_TASTE_TRANSDUCTION	5.14017074097519e-28	1.1117113463039364e-27
KEGG_CALCIUM_SIGNALING_PATHWAY	8.31483222994753e-28	1.7776537870922302e-27
KEGG_PPAR_SIGNALING_PATHWAY	1.284706402201465e-27	2.7154021682894603e-27
KEGG_GLUTATHIONE_METABOLISM	1.3268918286416913e-27	2.7730548328916247e-27
KEGG_MISMATCH_REPAIR	1.514454706712085e-27	3.1298730605383093e-27
KEGG_CELL_CYCLE	4.075749325027128e-27	8.330652466538964e-27
KEGG_AUTOIMMUNE_THYROID_DISEASE	4.142036240276598e-27	8.374116746646165e-27
KEGG_FATTY_ACID_METABOLISM	4.932997818206398e-27	9.865995636412796e-27
KEGG_PATHWAYS_IN_CANCER	1.5325857422478196e-26	3.032563277213771e-26
KEGG_PHENYLALANINE_METABOLISM	4.2828253251034974e-26	8.385321162834217e-26
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	4.9485657605593585e-26	9.587846161083758e-26
KEGG_PROTEIN_EXPORT	7.574885936080362e-26	1.4525039011453067e-25
KEGG_HOMOLOGOUS_RECOMBINATION	8.995537212287361e-26	1.7073162464137238e-25
KEGG_STEROID_HORMONE_BIOSYNTHESIS	1.6637589670104497e-25	3.1258501804438755e-25
KEGG_TRYPTOPHAN_METABOLISM	2.845986018839855e-25	5.2935339950421305e-25
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	4.645450918638078e-25	8.554988820462204e-25
KEGG_RETINOL_METABOLISM	4.781633975456672e-25	8.719450190538636e-25
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	5.749851123256732e-25	1.0383226300250022e-24
KEGG_PYRUVATE_METABOLISM	2.5071877852854593e-24	4.48400892368361e-24
KEGG_SELENOAMINO_ACID_METABOLISM	7.126055504290099e-24	1.2623298321885316e-23
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	8.387390623474507e-24	1.461338404484628e-23
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	8.406624154830925e-24	1.461338404484628e-23
KEGG_GALACTOSE_METABOLISM	1.0099799200496058e-23	1.7394098623076544e-23
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1.1085310294198511e-23	1.8916217566247e-23
KEGG_PURINE_METABOLISM	4.388251982013987e-22	7.420135169587287e-22
KEGG_MELANOMA	5.249278513261664e-22	8.796088319519546e-22
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	8.56979578648801e-22	1.4231982288274732e-21
KEGG_DNA_REPLICATION	9.59748346763096e-22	1.5797627654684587e-21
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	1.958777743310387e-21	3.1959005285590524e-21
KEGG_ALZHEIMERS_DISEASE	2.92052864853466e-21	4.723637640238667e-21
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	3.0414742802816984e-21	4.8768466907965165e-21
KEGG_LYSOSOME	4.783287231036519e-21	7.60420021344267e-21
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	5.4086166589854775e-21	8.525446598061854e-21
KEGG_ACUTE_MYELOID_LEUKEMIA	1.3722819721347146e-20	2.1449113177903942e-20
KEGG_LEISHMANIA_INFECTION	3.834865252943727e-20	5.944041142062777e-20
KEGG_ERBB_SIGNALING_PATHWAY	6.464571126162668e-20	9.937274623688068e-20
KEGG_FOLATE_BIOSYNTHESIS	2.5599709723772296e-19	3.902906564443973e-19
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	8.311535527064109e-19	1.2568663479950603e-18
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.092961544369346e-18	1.6394423165540191e-18
KEGG_NON_HOMOLOGOUS_END_JOINING	1.78076297583623e-18	2.64977530804431e-18
KEGG_JAK_STAT_SIGNALING_PATHWAY	2.5750103660426026e-18	3.801205778443842e-18
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	6.229886280435541e-18	9.124085418590635e-18
KEGG_LONG_TERM_POTENTIATION	9.23086599542907e-18	1.3413602149607868e-17
KEGG_ARACHIDONIC_ACID_METABOLISM	1.0518765396119455e-17	1.5166591966497818e-17
KEGG_PROPANOATE_METABOLISM	1.2654687934803685e-17	1.8105938122103735e-17
KEGG_GRAFT_VERSUS_HOST_DISEASE	1.5766937211119418e-17	2.238664367380314e-17
KEGG_CARDIAC_MUSCLE_CONTRACTION	6.111009570392275e-17	8.610968031007297e-17
KEGG_DORSO_VENTRAL_AXIS_FORMATION	2.3584714282964456e-16	3.2983134260386383e-16
KEGG_HEDGEHOG_SIGNALING_PATHWAY	5.998110067345681e-16	8.3257348695992285e-16
KEGG_INOSITOL_PHOSPHATE_METABOLISM	2.307727907752201e-15	3.1795362284585878e-15
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1.6331502432036123e-14	2.2335731267343523e-14
KEGG_AXON_GUIDANCE	5.542520295730347e-14	7.524881569385726e-14
KEGG_NITROGEN_METABOLISM	9.016202155800038e-14	1.215227247086092e-13
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	2.0508206087613997e-13	2.744263548414535e-13
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	5.706935715105048e-13	7.582071735782421e-13
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	1.5371261345960063e-12	2.027698305211753e-12
KEGG_BUTANOATE_METABOLISM	2.022198562015197e-12	2.6487952995410326e-12
KEGG_LYSINE_DEGRADATION	3.4796909280807916e-12	4.526031556804386e-12
KEGG_HUNTINGTONS_DISEASE	6.435018855008398e-12	8.311899354385848e-12
KEGG_RIBOSOME	2.9391719393286594e-11	3.77024814286297e-11
KEGG_PRIMARY_IMMUNODEFICIENCY	4.478838824788376e-11	5.705917954867383e-11
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	8.018130917006204e-11	1.0145390139885401e-10
KEGG_THYROID_CANCER	8.335693283750138e-11	1.0475938856604904e-10
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1.0555927393182663e-10	1.3177197953905875e-10
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	1.7276285690963904e-10	2.142259425679524e-10
KEGG_SPHINGOLIPID_METABOLISM	1.9805425915019968e-10	2.439608755095175e-10
KEGG_INSULIN_SIGNALING_PATHWAY	4.50994170591647e-10	5.518744455924101e-10
KEGG_SULFUR_METABOLISM	5.422808315384182e-10	6.592433638310181e-10
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	2.371674976490784e-9	2.864490556021337e-9
KEGG_RNA_POLYMERASE	4.532964169666777e-9	5.439557003600132e-9
KEGG_RENAL_CELL_CARCINOMA	6.316076812766492e-9	7.53070696906774e-9
KEGG_LINOLEIC_ACID_METABOLISM	7.991563735093332e-9	9.467712450492738e-9
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1.097307561794048e-8	1.2917671297069173e-8
KEGG_BLADDER_CANCER	1.6241547057580488e-8	1.8999545614528116e-8
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	2.33525294226308e-8	2.7147315453808307e-8
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	3.1297921240847484e-8	3.6157846899364174e-8
KEGG_N_GLYCAN_BIOSYNTHESIS	1.4437317314495927e-7	1.6576179138865695e-7
KEGG_FOCAL_ADHESION	2.1383631626810196e-7	2.440095388089998e-7
KEGG_LIMONENE_AND_PINENE_DEGRADATION	3.754438150186125e-7	4.258082292284263e-7
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	1.3995711775467336e-6	1.5776984183254086e-6
KEGG_REGULATION_OF_AUTOPHAGY	1.5786714622317049e-6	1.7688728432234765e-6
KEGG_RNA_DEGRADATION	4.133651602756619e-6	4.60394729408821e-6
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	6.234796663682422e-6	6.90281059193411e-6
KEGG_COLORECTAL_CANCER	1.0206766119634819e-5	1.1233482238177968e-5
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	1.4518083849793654e-5	1.588449174153894e-5
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1.8963880381349153e-5	2.062737866041487e-5
KEGG_STEROID_BIOSYNTHESIS	3.0995363799191805e-5	3.3518242247963226e-5
KEGG_PROSTATE_CANCER	5.465690001661415e-5	5.876406591381637e-5
KEGG_OLFACTORY_TRANSDUCTION	6.81864140480198e-5	7.288892536167633e-5
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	9.334273072442573e-5	9.920998808424678e-5
KEGG_P53_SIGNALING_PATHWAY	1.0432798063845367e-4	1.1025570681109309e-4
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1.1176356524063142e-4	1.1744645838846015e-4
KEGG_BASAL_CELL_CARCINOMA	0.0021631559185530213	0.0022603764092745055
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.003414626447845599	0.0035410643257157764
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0.0034268364442410736	0.0035410643257157764
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.008433952766861274	0.008666934887492801
