Kids_First_Biospecimen_ID	pathway	ssgsea_score	description	Type	cancer_group	gene_parsed_by	group
BS_C05FKR8X	hsa00730	-0.13638332448038756	Thiamine metabolism	Metabolism	EPN	FOLH1	upper
BS_PRAEF32W	hsa03420	-0.1340192237949912	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_N5DVEJXT	hsa04966	-0.13386079749438118	Collecting duct acid secretion	Signaling	EPN	FOLH1	upper
BS_W80TJC27	hsa03420	-0.13381478263483854	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_TNRHHYNC	hsa00830	-0.1331480364762203	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_0XEG6SNV	hsa00830	-0.13228349930781397	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_7BTZQKYY	hsa00730	-0.13204065264019726	Thiamine metabolism	Metabolism	EPN	FOLH1	lower
BS_BJDNWMJH	hsa00730	-0.13083370792918994	Thiamine metabolism	Metabolism	EPN	FOLH1	lower
BS_V4W81SFC	hsa03420	-0.13074052265089148	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_C05FKR8X	hsa00592	-0.1281628888520007	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	upper
BS_QXKRN6CR	hsa00061	-0.12801903843409343	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	lower
BS_7BTZQKYY	hsa00592	-0.12780291552643055	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_EK5PCKY0	hsa00830	-0.12653263132461004	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_EVCAC3NH	hsa03420	-0.12640716979402708	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_WRHDP7WF	hsa03420	-0.1255338848337884	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_QXKRN6CR	hsa00531	-0.1251506312955735	Glycosaminoglycan degradation	Metabolism	EPN	FOLH1	lower
BS_4NWHYH53	hsa03420	-0.12320507703090651	Nucleotide excision repair	Signaling	EPN	FOLH1	lower
BS_C05FKR8X	hsa03022	-0.122883988017935	Basal transcription factors	Signaling	EPN	FOLH1	upper
BS_RCFQ31XF	hsa00592	-0.12207250805830287	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_74G5K7JF	hsa00900	-0.12081274011366544	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	upper
BS_CZ3ER8DY	hsa00830	-0.11956828247949292	Retinol metabolism	Metabolism	EPN	FOLH1	upper
BS_MA2T7ET1	hsa00730	-0.11956493174410691	Thiamine metabolism	Metabolism	EPN	FOLH1	upper
BS_QXKRN6CR	hsa00900	-0.11882721156676719	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_4SCWT0FX	hsa03420	-0.11861671665203186	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_G23JJAZY	hsa00730	-0.11833191615978296	Thiamine metabolism	Metabolism	EPN	FOLH1	upper
BS_XF0ZX2B3	hsa03420	-0.11780440963103399	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_FTKPQ5FZ	hsa00061	-0.11761271595286993	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	upper
BS_SAA624A4	hsa00061	-0.11664414432739185	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	lower
BS_Q5WZYWCT	hsa00900	-0.11596003145737249	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_W80TJC27	hsa00900	-0.11550343388517838	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	upper
BS_W80TJC27	hsa00830	-0.11359640214646582	Retinol metabolism	Metabolism	EPN	FOLH1	upper
BS_MA2T7ET1	hsa00040	-0.11284091500185689	Pentose and glucuronate interconversions	Metabolism	EPN	FOLH1	upper
BS_E4F1D721	hsa04740	-0.11266345364335077	Olfactory transduction	Signaling	EPN	FOLH1	lower
BS_FTKPQ5FZ	hsa03420	-0.11217482437783247	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_4FZS7TX4	hsa00900	-0.11104474643829475	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_E4F1D721	hsa03420	-0.11068709155044061	Nucleotide excision repair	Signaling	EPN	FOLH1	lower
BS_SDCNP7MW	hsa03430	-0.1099141666196098	Mismatch repair	Signaling	EPN	FOLH1	lower
BS_N8J1DP02	hsa03430	-0.10977936393762265	Mismatch repair	Signaling	EPN	FOLH1	lower
BS_TXY8QYWA	hsa03022	-0.10974542093628883	Basal transcription factors	Signaling	EPN	FOLH1	lower
BS_CXVJK2FY	hsa03022	-0.10919786988477494	Basal transcription factors	Signaling	EPN	FOLH1	lower
BS_V4W81SFC	hsa00730	-0.10786825783996988	Thiamine metabolism	Metabolism	EPN	FOLH1	upper
BS_TNRHHYNC	hsa00592	-0.10713465609455762	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_WYERXS4G	hsa00900	-0.10558873903448857	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_TNRHHYNC	hsa00061	-0.10552949399858975	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	lower
BS_RHD7XPNP	hsa04966	-0.10546398669514404	Collecting duct acid secretion	Signaling	EPN	FOLH1	upper
BS_BJDNWMJH	hsa03430	-0.10507302571267876	Mismatch repair	Signaling	EPN	FOLH1	lower
BS_34201DKZ	hsa01210	-0.10471382048098829	2-Oxocarboxylic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_H4NXBD2D	hsa00830	-0.10468790502039552	Retinol metabolism	Metabolism	EPN	FOLH1	upper
BS_TNRHHYNC	hsa04966	-0.10459552292964346	Collecting duct acid secretion	Signaling	EPN	FOLH1	lower
BS_KXMYBQ6N	hsa03420	-0.1044220893296832	Nucleotide excision repair	Signaling	EPN	FOLH1	upper
BS_E4F1D721	hsa00830	-0.10274724470899044	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_W80TJC27	hsa00592	-0.10190133459972726	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	upper
BS_RHD7XPNP	hsa00061	-0.10185535416972971	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	upper
BS_0XEG6SNV	hsa03022	-0.1017556962940202	Basal transcription factors	Signaling	EPN	FOLH1	lower
BS_C80S5N37	hsa00592	-0.10149167101695061	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_4NWHYH53	hsa00900	-0.10061483272849572	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_7BTZQKYY	hsa00830	-0.10030992374555421	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_MT15SGJN	hsa00900	-0.0991611724602716	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_XF0ZX2B3	hsa00900	-0.09862862153769641	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	upper
BS_CXVJK2FY	hsa00830	-0.09793116662254138	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_3X9WMZGJ	hsa00592	-0.09628487130824459	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_SDCNP7MW	hsa00900	-0.09621839306615355	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_1J2WQ08M	hsa00830	-0.09619419284971556	Retinol metabolism	Metabolism	EPN	FOLH1	upper
BS_BJDNWMJH	hsa03022	-0.09579898383070429	Basal transcription factors	Signaling	EPN	FOLH1	lower
BS_N8J1DP02	hsa00900	-0.09508773831889282	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_JHGW42S6	hsa00730	-0.09507533845316385	Thiamine metabolism	Metabolism	EPN	FOLH1	upper
BS_07ANYSYQ	hsa00900	-0.09391114338625176	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_J8VX4D17	hsa03430	-0.09378556404326685	Mismatch repair	Signaling	EPN	FOLH1	upper
BS_7BTZQKYY	hsa03430	-0.09259774819169461	Mismatch repair	Signaling	EPN	FOLH1	lower
BS_EMYET8F4	hsa01210	-0.09251796972237597	2-Oxocarboxylic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_74G5K7JF	hsa00830	-0.09249438406396157	Retinol metabolism	Metabolism	EPN	FOLH1	upper
BS_XF0ZX2B3	hsa00830	-0.09204911839528648	Retinol metabolism	Metabolism	EPN	FOLH1	upper
BS_Q5WZYWCT	hsa04966	-0.09175616877153782	Collecting duct acid secretion	Signaling	EPN	FOLH1	lower
BS_KDSTG5YY	hsa00900	-0.09156628676837807	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	upper
BS_WYERXS4G	hsa00830	-0.09033667340056002	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_RHD7XPNP	hsa00900	-0.09021108367418862	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	upper
BS_XQYHPBFS	hsa03430	-0.0897732003881986	Mismatch repair	Signaling	EPN	FOLH1	upper
BS_0BXY0F9N	hsa00830	-0.08963248522132453	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_FTKPQ5FZ	hsa00592	-0.0881869195355907	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	upper
BS_MA2T7ET1	hsa03430	-0.0879997182707745	Mismatch repair	Signaling	EPN	FOLH1	upper
BS_P78SMRBS	hsa00830	-0.0876402985723815	Retinol metabolism	Metabolism	EPN	FOLH1	lower
BS_SDCNP7MW	hsa00730	-0.08744670236856476	Thiamine metabolism	Metabolism	EPN	FOLH1	lower
BS_TBWYAFSM	hsa03430	-0.0874240068787057	Mismatch repair	Signaling	EPN	FOLH1	lower
BS_TNRHHYNC	hsa03420	-0.087371282349878	Nucleotide excision repair	Signaling	EPN	FOLH1	lower
BS_MA2T7ET1	hsa00061	-0.08730401682674295	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	upper
BS_PSW27ZTE	hsa00592	-0.0860032222547305	alpha-Linolenic acid metabolism	Metabolism	EPN	FOLH1	upper
BS_3X9WMZGJ	hsa00900	-0.08561176263237201	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_PRAEF32W	hsa03430	-0.08533648192775903	Mismatch repair	Signaling	EPN	FOLH1	upper
BS_RCFQ31XF	hsa00900	-0.08512538645805316	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	lower
BS_0XEG6SNV	hsa03450	-0.0838283042873008	Non-homologous end-joining	Signaling	EPN	FOLH1	lower
BS_SDCNP7MW	hsa01210	-0.0831070860048525	2-Oxocarboxylic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_E4F1D721	hsa00061	-0.08272722063927344	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	lower
BS_CZ3ER8DY	hsa00900	-0.0826062391654527	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	upper
BS_T1DVKKJB	hsa04966	-0.08240123242203216	Collecting duct acid secretion	Signaling	EPN	FOLH1	lower
BS_P78SMRBS	hsa00061	-0.08175809246431619	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	lower
BS_P78SMRBS	hsa04966	-0.08110117140602957	Collecting duct acid secretion	Signaling	EPN	FOLH1	lower
BS_EK5PCKY0	hsa01210	-0.08107262936809799	2-Oxocarboxylic acid metabolism	Metabolism	EPN	FOLH1	lower
BS_TXY8QYWA	hsa03430	-0.0810172955107252	Mismatch repair	Signaling	EPN	FOLH1	lower
BS_0XEG6SNV	hsa03430	-0.0809971900417829	Mismatch repair	Signaling	EPN	FOLH1	lower
BS_BJDNWMJH	hsa00061	-0.08093295342040058	Fatty acid biosynthesis	Metabolism	EPN	FOLH1	lower
BS_G23JJAZY	hsa00900	-0.08054273792525118	Terpenoid backbone biosynthesis	Metabolism	EPN	FOLH1	upper
BS_0BXY0F9N	hsa00730	-0.07987743434227955	Thiamine metabolism	Metabolism	EPN	FOLH1	lower
BS_4NWHYH53	hsa03450	-0.07986109202754231	Non-homologous end-joining	Signaling	EPN	FOLH1	lower
BS_T1DVKKJB	hsa03022	-0.07933633540221811	Basal transcription factors	Signaling	EPN	FOLH1	lower
BS_KXMYBQ6N	hsa00730	-0.07925394948142578	Thiamine metabolism	Metabolism	EPN	FOLH1	upper
