Kids_First_Biospecimen_ID	pathway	ssgsea_score	description	Type	cancer_group	gene_parsed_by	group
BS_HE57E1RP	hsa00040	-0.25232326178254005	Pentose and glucuronate interconversions	Metabolism	Medullo	SLC1A5	upper
BS_5VQP0E6K	hsa00040	-0.2306426644090865	Pentose and glucuronate interconversions	Metabolism	Medullo	SLC1A5	upper
BS_FKDQJJB5	hsa00040	-0.2163510923144533	Pentose and glucuronate interconversions	Metabolism	Medullo	SLC1A5	upper
BS_JTMXAMB7	hsa00040	-0.2077276423028081	Pentose and glucuronate interconversions	Metabolism	Medullo	SLC1A5	upper
BS_J71N7D09	hsa03420	-0.17954493185903292	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_QPPPGYP4	hsa03420	-0.17458893448664928	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_3NWQXPQV	hsa03420	-0.17277925939413485	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_5VQP0E6K	hsa03420	-0.15607279684763573	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_H4B5Y6S0	hsa03420	-0.1542672621162185	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_3V3KE3VT	hsa03420	-0.15358686989298612	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_HTEPAKCM	hsa03420	-0.1534372782468705	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_A87NPZAP	hsa03420	-0.14938587044432128	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_FKDQJJB5	hsa00592	-0.14838715095395044	alpha-Linolenic acid metabolism	Metabolism	Medullo	SLC1A5	upper
BS_3NWQXPQV	hsa00730	-0.14451812435356523	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_2SFTWNVE	hsa00730	-0.14325221782883898	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_V9HVBBDW	hsa03420	-0.1414354309095219	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_J8G4SH4Z	hsa03420	-0.1410310719487739	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_J71N7D09	hsa00730	-0.14094986977552704	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_JTMXAMB7	hsa03420	-0.13895703999813147	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_4PH1MBGR	hsa03420	-0.1387034042234658	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_DFWFBYSN	hsa03420	-0.1381522361026956	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_V9HVBBDW	hsa00730	-0.13488816469570086	Thiamine metabolism	Metabolism	Medullo	SLC1A5	upper
BS_HTEPAKCM	hsa00730	-0.12809422535578144	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_HE57E1RP	hsa00592	-0.12740709187221166	alpha-Linolenic acid metabolism	Metabolism	Medullo	SLC1A5	upper
BS_HZE3KYZ1	hsa03420	-0.12627667381122526	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_JZRM1S3T	hsa03420	-0.12540311245503236	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_HTEPAKCM	hsa03430	-0.12374472327139012	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_J8G4SH4Z	hsa00730	-0.12135630372894753	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_H4B5Y6S0	hsa00730	-0.12027147618611857	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_DFWFBYSN	hsa03430	-0.11676844415944315	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_HD4EJYE3	hsa03420	-0.116680484492158	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_5PJCHF6V	hsa00730	-0.11595476669407145	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_CHDGRYHJ	hsa00730	-0.11446052723712546	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_QPPPGYP4	hsa00510	-0.1115006026561668	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_2SFTWNVE	hsa03430	-0.10982891623866893	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_QPPPGYP4	hsa03430	-0.10909678050589747	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_DFWFBYSN	hsa00730	-0.10890810284321821	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_QPPPGYP4	hsa00061	-0.10873382643142002	Fatty acid biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_1TWCV047	hsa03420	-0.10836063612840818	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_Z45HD492	hsa03420	-0.10716912008730053	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_7XQRH69M	hsa03420	-0.10690295968979392	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_J71N7D09	hsa00531	-0.1052966891185899	Glycosaminoglycan degradation	Metabolism	Medullo	SLC1A5	lower
BS_2SFTWNVE	hsa03420	-0.10418875533905836	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_1TWCV047	hsa03022	-0.10352656504860541	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_5PJCHF6V	hsa03420	-0.10225281763533169	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_A87NPZAP	hsa00730	-0.10182596236786216	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_J8G4SH4Z	hsa01040	-0.09857991188659433	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_M15PW2N0	hsa03420	-0.09771557609065597	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_3NWQXPQV	hsa04721	-0.09768591004648818	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_A87NPZAP	hsa03430	-0.0968325879838173	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_4PH1MBGR	hsa03430	-0.09668018396409282	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_4PH1MBGR	hsa00730	-0.09572819908636424	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_1TWCV047	hsa02010	-0.09410233226809633	ABC transporters	Signaling	Medullo	SLC1A5	lower
BS_FKDQJJB5	hsa03420	-0.09335202990982353	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_V72H4RQS	hsa03420	-0.09319435277588581	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_V9HVBBDW	hsa04721	-0.09313130319840593	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	upper
BS_J8G4SH4Z	hsa03430	-0.09051662976095123	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_A87NPZAP	hsa03022	-0.08995897854012029	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_BSV07M7Z	hsa03420	-0.08951908536862159	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_V72H4RQS	hsa00592	-0.08832028397434016	alpha-Linolenic acid metabolism	Metabolism	Medullo	SLC1A5	upper
BS_ZV68CES9	hsa03420	-0.0872160190940358	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_VPBMDMQX	hsa03420	-0.08677276676840112	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_A87NPZAP	hsa04920	-0.08641001487046011	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_7XQRH69M	hsa00830	-0.08571696134954469	Retinol metabolism	Metabolism	Medullo	SLC1A5	upper
BS_HE57E1RP	hsa03420	-0.08523544638081582	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_CHDGRYHJ	hsa03420	-0.08489535689220157	Nucleotide excision repair	Signaling	Medullo	SLC1A5	lower
BS_1TWCV047	hsa00730	-0.08393820809439557	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_HD4EJYE3	hsa00730	-0.08389166388031345	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_3NWQXPQV	hsa03430	-0.0825455765728171	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_V72H4RQS	hsa03450	-0.08230630299356638	Non-homologous end-joining	Signaling	Medullo	SLC1A5	upper
BS_HE57E1RP	hsa00730	-0.08148331218452112	Thiamine metabolism	Metabolism	Medullo	SLC1A5	upper
BS_BSV07M7Z	hsa01040	-0.07910703715052884	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_CHDGRYHJ	hsa02010	-0.07821527802734982	ABC transporters	Signaling	Medullo	SLC1A5	lower
BS_BSV07M7Z	hsa00730	-0.07810666524636042	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_M15PW2N0	hsa03022	-0.07767204801787146	Basal transcription factors	Signaling	Medullo	SLC1A5	upper
BS_BSV07M7Z	hsa00510	-0.07757104066796551	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_5VQP0E6K	hsa02010	-0.07631593218633585	ABC transporters	Signaling	Medullo	SLC1A5	upper
BS_Z45HD492	hsa00730	-0.07620232789985247	Thiamine metabolism	Metabolism	Medullo	SLC1A5	upper
BS_81SP2HX4	hsa03420	-0.07615779495817188	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_3V3KE3VT	hsa00592	-0.0756262050162035	alpha-Linolenic acid metabolism	Metabolism	Medullo	SLC1A5	upper
BS_5PJCHF6V	hsa03430	-0.07541124748910345	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_JZRM1S3T	hsa04966	-0.07503953335031402	Collecting duct acid secretion	Signaling	Medullo	SLC1A5	upper
BS_V9HVBBDW	hsa01040	-0.07403041391667711	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	upper
BS_QPPPGYP4	hsa00730	-0.07392229152610943	Thiamine metabolism	Metabolism	Medullo	SLC1A5	lower
BS_JTMXAMB7	hsa04130	-0.0725837143828332	SNARE interactions in vesicular transport	Signaling	Medullo	SLC1A5	upper
BS_BPWEFR89	hsa03420	-0.07237822264897337	Nucleotide excision repair	Signaling	Medullo	SLC1A5	upper
BS_RD4D5F9F	hsa00830	-0.07215848048446033	Retinol metabolism	Metabolism	Medullo	SLC1A5	upper
BS_J8G4SH4Z	hsa00510	-0.07201107254870331	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_JTMXAMB7	hsa00900	-0.07144699733157789	Terpenoid backbone biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_DFWFBYSN	hsa00510	-0.07099982236581646	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_HD4EJYE3	hsa03430	-0.07095130333492657	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_FKDQJJB5	hsa02010	-0.07068385577697811	ABC transporters	Signaling	Medullo	SLC1A5	upper
BS_V9HVBBDW	hsa01210	-0.06769134533958908	2-Oxocarboxylic acid metabolism	Metabolism	Medullo	SLC1A5	upper
BS_DFWFBYSN	hsa04721	-0.06725064442451482	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_HZE3KYZ1	hsa04920	-0.06702377154897378	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_BSV07M7Z	hsa04721	-0.06578739990466415	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_JZRM1S3T	hsa03022	-0.06497417817262774	Basal transcription factors	Signaling	Medullo	SLC1A5	upper
BS_H4B5Y6S0	hsa03430	-0.06491732107343363	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_Z45HD492	hsa01040	-0.06257235139825079	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	upper
BS_HTEPAKCM	hsa00510	-0.062339934440955695	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_CHDGRYHJ	hsa00900	-0.06192888472657448	Terpenoid backbone biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_3NWQXPQV	hsa01040	-0.06148534374380741	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_5VQP0E6K	hsa04130	-0.06021908216357957	SNARE interactions in vesicular transport	Signaling	Medullo	SLC1A5	upper
BS_Z45HD492	hsa04721	-0.060129708748547006	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	upper
BS_BSV07M7Z	hsa03022	-0.05971405826194718	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_3V3KE3VT	hsa00730	-0.05968522461897192	Thiamine metabolism	Metabolism	Medullo	SLC1A5	upper
BS_BSV07M7Z	hsa04920	-0.05930487640452084	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_VPBMDMQX	hsa00830	-0.05925295920016034	Retinol metabolism	Metabolism	Medullo	SLC1A5	upper
BS_J71N7D09	hsa01210	-0.058805457524689644	2-Oxocarboxylic acid metabolism	Metabolism	Medullo	SLC1A5	lower
BS_V9HVBBDW	hsa03022	-0.05826084845130033	Basal transcription factors	Signaling	Medullo	SLC1A5	upper
BS_Z45HD492	hsa04966	-0.057955318813612426	Collecting duct acid secretion	Signaling	Medullo	SLC1A5	upper
BS_CHDGRYHJ	hsa03450	-0.05779415281311696	Non-homologous end-joining	Signaling	Medullo	SLC1A5	lower
BS_4PH1MBGR	hsa04920	-0.057550013117538046	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_A87NPZAP	hsa01040	-0.05702700954071203	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_HZE3KYZ1	hsa03430	-0.0559459130850371	Mismatch repair	Signaling	Medullo	SLC1A5	lower
BS_V72H4RQS	hsa02010	-0.055665580902296306	ABC transporters	Signaling	Medullo	SLC1A5	upper
BS_4PH1MBGR	hsa00510	-0.05543477951321717	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_Z45HD492	hsa00531	-0.054910769907802456	Glycosaminoglycan degradation	Metabolism	Medullo	SLC1A5	upper
BS_5PJCHF6V	hsa00510	-0.05487048071400649	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_3V3KE3VT	hsa03022	-0.05462817483902467	Basal transcription factors	Signaling	Medullo	SLC1A5	upper
BS_HZE3KYZ1	hsa04721	-0.054384624396937094	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_H4B5Y6S0	hsa00510	-0.054048296680927095	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_BPWEFR89	hsa00900	-0.053929454296483444	Terpenoid backbone biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_4PH1MBGR	hsa03022	-0.053713824582327915	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_DFWFBYSN	hsa03022	-0.0535225061398814	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_QPPPGYP4	hsa04721	-0.05340838546615586	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_3V3KE3VT	hsa00830	-0.05326311245827393	Retinol metabolism	Metabolism	Medullo	SLC1A5	upper
BS_ZV68CES9	hsa00730	-0.05315821881883548	Thiamine metabolism	Metabolism	Medullo	SLC1A5	upper
BS_HTEPAKCM	hsa04721	-0.053084088468392986	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_BPWEFR89	hsa04721	-0.052691829467571165	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	upper
BS_4PH1MBGR	hsa01040	-0.052054776165643094	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_3NWQXPQV	hsa00510	-0.051548470293348844	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_BPWEFR89	hsa00061	-0.051174149082707454	Fatty acid biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_Z45HD492	hsa01210	-0.05109682728162003	2-Oxocarboxylic acid metabolism	Metabolism	Medullo	SLC1A5	upper
BS_81SP2HX4	hsa00061	-0.05089393179689175	Fatty acid biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_HE57E1RP	hsa00531	-0.050432154290733215	Glycosaminoglycan degradation	Metabolism	Medullo	SLC1A5	upper
BS_5VQP0E6K	hsa04966	-0.05040579498788609	Collecting duct acid secretion	Signaling	Medullo	SLC1A5	upper
BS_V9HVBBDW	hsa03430	-0.05018203954448013	Mismatch repair	Signaling	Medullo	SLC1A5	upper
BS_2SFTWNVE	hsa03022	-0.05016915744046059	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_FKDQJJB5	hsa04721	-0.04995721324208539	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	upper
BS_JTMXAMB7	hsa04966	-0.04976110945907384	Collecting duct acid secretion	Signaling	Medullo	SLC1A5	upper
BS_A87NPZAP	hsa00062	-0.04944512902151966	Fatty acid elongation	Metabolism	Medullo	SLC1A5	lower
BS_DFWFBYSN	hsa01040	-0.04906318219801956	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_HTEPAKCM	hsa01040	-0.04879034827250008	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_FKDQJJB5	hsa00730	-0.04870829230249017	Thiamine metabolism	Metabolism	Medullo	SLC1A5	upper
BS_QPPPGYP4	hsa04130	-0.04806802487654335	SNARE interactions in vesicular transport	Signaling	Medullo	SLC1A5	lower
BS_M15PW2N0	hsa00531	-0.04771117724886333	Glycosaminoglycan degradation	Metabolism	Medullo	SLC1A5	upper
BS_3V3KE3VT	hsa00140	-0.047605022188107214	Steroid hormone biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_HTEPAKCM	hsa03022	-0.04757437062063279	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_ZV68CES9	hsa04721	-0.04724765837972488	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	upper
BS_A87NPZAP	hsa00510	-0.047048908567768985	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_ZV68CES9	hsa00510	-0.04686269268760121	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_HD4EJYE3	hsa03022	-0.046785232168973186	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_ZV68CES9	hsa00900	-0.04631052476334191	Terpenoid backbone biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_J8G4SH4Z	hsa04920	-0.046255227053855236	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_HE57E1RP	hsa02010	-0.046237954707954394	ABC transporters	Signaling	Medullo	SLC1A5	upper
BS_M15PW2N0	hsa00830	-0.04604126505514287	Retinol metabolism	Metabolism	Medullo	SLC1A5	upper
BS_5VQP0E6K	hsa04721	-0.045770858399939135	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	upper
BS_V9HVBBDW	hsa04966	-0.04547977373763107	Collecting duct acid secretion	Signaling	Medullo	SLC1A5	upper
BS_4PH1MBGR	hsa04721	-0.04510735903749257	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_DFWFBYSN	hsa04920	-0.0449004171416167	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_V72H4RQS	hsa04920	-0.044596401794595446	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	upper
BS_A87NPZAP	hsa04721	-0.044437340073126635	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_HE57E1RP	hsa03450	-0.04441099841731698	Non-homologous end-joining	Signaling	Medullo	SLC1A5	upper
BS_J8G4SH4Z	hsa04721	-0.04422026712074899	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_JZRM1S3T	hsa00900	-0.04412744624153152	Terpenoid backbone biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_VPBMDMQX	hsa04920	-0.043627413860722185	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	upper
BS_HE57E1RP	hsa04721	-0.04355048221712526	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	upper
BS_Z45HD492	hsa00140	-0.043228314975106895	Steroid hormone biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_HZE3KYZ1	hsa00510	-0.043226309886881926	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_BPWEFR89	hsa04920	-0.043101516157564454	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	upper
BS_V9HVBBDW	hsa00062	-0.042824643727231736	Fatty acid elongation	Metabolism	Medullo	SLC1A5	upper
BS_5PJCHF6V	hsa01040	-0.04280345520231095	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_V9HVBBDW	hsa03450	-0.04253958916687763	Non-homologous end-joining	Signaling	Medullo	SLC1A5	upper
BS_V9HVBBDW	hsa04920	-0.04231456089045536	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	upper
BS_3V3KE3VT	hsa00531	-0.042266100830261714	Glycosaminoglycan degradation	Metabolism	Medullo	SLC1A5	upper
BS_HD4EJYE3	hsa04920	-0.0421523662772983	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_M15PW2N0	hsa04920	-0.04192959638638271	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	upper
BS_BPWEFR89	hsa00830	-0.04167554055085317	Retinol metabolism	Metabolism	Medullo	SLC1A5	upper
BS_7XQRH69M	hsa04920	-0.041343397358077946	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	upper
BS_81SP2HX4	hsa02010	-0.041221779721208524	ABC transporters	Signaling	Medullo	SLC1A5	upper
BS_M15PW2N0	hsa00730	-0.04107508143148572	Thiamine metabolism	Metabolism	Medullo	SLC1A5	upper
BS_BPWEFR89	hsa03022	-0.04090149831660912	Basal transcription factors	Signaling	Medullo	SLC1A5	upper
BS_2SFTWNVE	hsa04614	-0.04087422818310101	Renin-angiotensin system	Signaling	Medullo	SLC1A5	lower
BS_V9HVBBDW	hsa02010	-0.04086609645735262	ABC transporters	Signaling	Medullo	SLC1A5	upper
BS_81SP2HX4	hsa00900	-0.04085824787894365	Terpenoid backbone biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_2SFTWNVE	hsa00510	-0.04083935949493057	N-Glycan biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_5VQP0E6K	hsa03430	-0.040726550689114543	Mismatch repair	Signaling	Medullo	SLC1A5	upper
BS_5VQP0E6K	hsa03022	-0.04060567330179064	Basal transcription factors	Signaling	Medullo	SLC1A5	upper
BS_2SFTWNVE	hsa00830	-0.039674052090321085	Retinol metabolism	Metabolism	Medullo	SLC1A5	lower
BS_H4B5Y6S0	hsa00900	-0.039536819847779965	Terpenoid backbone biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_HTEPAKCM	hsa04920	-0.039338527680194385	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_5PJCHF6V	hsa00061	-0.03933482169548817	Fatty acid biosynthesis	Metabolism	Medullo	SLC1A5	lower
BS_J8G4SH4Z	hsa03022	-0.03895090135447071	Basal transcription factors	Signaling	Medullo	SLC1A5	lower
BS_Z45HD492	hsa03022	-0.03882793001915637	Basal transcription factors	Signaling	Medullo	SLC1A5	upper
BS_3NWQXPQV	hsa04920	-0.03879930385501346	Adipocytokine signaling pathway	Signaling	Medullo	SLC1A5	lower
BS_5VQP0E6K	hsa00900	-0.03863146125716366	Terpenoid backbone biosynthesis	Metabolism	Medullo	SLC1A5	upper
BS_QPPPGYP4	hsa01040	-0.03857946123009456	Biosynthesis of unsaturated fatty acids	Metabolism	Medullo	SLC1A5	lower
BS_V9HVBBDW	hsa03060	-0.03830101497631412	Protein export	Signaling	Medullo	SLC1A5	upper
BS_5PJCHF6V	hsa04721	-0.03818156022013731	Synaptic vesicle cycle	Signaling	Medullo	SLC1A5	lower
BS_V72H4RQS	hsa00730	-0.038028381765843444	Thiamine metabolism	Metabolism	Medullo	SLC1A5	upper
