Kids_First_Biospecimen_ID	pathway	ssgsea_score	description	Type	cancer_group	gene_parsed_by	group
BS_SAA624A4	hsa00591	-0.05599794735484041	Linoleic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_SAA624A4	hsa00770	-0.05507209176113402	Pantothenate and CoA biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_SAA624A4	hsa04740	-0.05475800942676956	Olfactory transduction	Signaling	EPN	SLC1A5	lower
BS_1J2WQ08M	hsa03420	-0.054468840778099575	Nucleotide excision repair	Signaling	EPN	SLC1A5	upper
BS_KBT7MQ6H	hsa04966	-0.05394565273418364	Collecting duct acid secretion	Signaling	EPN	SLC1A5	upper
BS_07ANYSYQ	hsa03430	-0.05343102688351514	Mismatch repair	Signaling	EPN	SLC1A5	upper
BS_P78SMRBS	hsa03022	-0.051666244810762436	Basal transcription factors	Signaling	EPN	SLC1A5	lower
BS_Q5WZYWCT	hsa03022	-0.051487485179770226	Basal transcription factors	Signaling	EPN	SLC1A5	lower
BS_KBT7MQ6H	hsa03430	-0.05094269701727257	Mismatch repair	Signaling	EPN	SLC1A5	upper
BS_Q5WZYWCT	hsa04740	-0.05049222595553948	Olfactory transduction	Signaling	EPN	SLC1A5	lower
BS_C05FKR8X	hsa00830	-0.04883067739476345	Retinol metabolism	Metabolism	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa01210	-0.04866127760651823	2-Oxocarboxylic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_C05FKR8X	hsa04966	-0.04787714222520854	Collecting duct acid secretion	Signaling	EPN	SLC1A5	upper
BS_0BXY0F9N	hsa00900	-0.04755170838678379	Terpenoid backbone biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_V4W81SFC	hsa04966	-0.044990182522216184	Collecting duct acid secretion	Signaling	EPN	SLC1A5	upper
BS_C05FKR8X	hsa01210	-0.044345074973868026	2-Oxocarboxylic acid metabolism	Metabolism	EPN	SLC1A5	upper
BS_P78SMRBS	hsa03430	-0.044057471098427003	Mismatch repair	Signaling	EPN	SLC1A5	lower
BS_WYERXS4G	hsa04740	-0.043942477255565215	Olfactory transduction	Signaling	EPN	SLC1A5	upper
BS_V4W81SFC	hsa00592	-0.043775679564786	alpha-Linolenic acid metabolism	Metabolism	EPN	SLC1A5	upper
BS_CXVJK2FY	hsa00900	-0.041301616027913	Terpenoid backbone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_SAA624A4	hsa03022	-0.039949845824944645	Basal transcription factors	Signaling	EPN	SLC1A5	lower
BS_KBT7MQ6H	hsa03022	-0.03987055160710098	Basal transcription factors	Signaling	EPN	SLC1A5	upper
BS_KBT7MQ6H	hsa00900	-0.03948285890530166	Terpenoid backbone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_WYERXS4G	hsa04966	-0.03900810200236263	Collecting duct acid secretion	Signaling	EPN	SLC1A5	upper
BS_CXVJK2FY	hsa00531	-0.03890010225898304	Glycosaminoglycan degradation	Metabolism	EPN	SLC1A5	upper
BS_CXVJK2FY	hsa04966	-0.03839248377132409	Collecting duct acid secretion	Signaling	EPN	SLC1A5	upper
BS_SAA624A4	hsa03430	-0.0368399953647151	Mismatch repair	Signaling	EPN	SLC1A5	lower
BS_V4W81SFC	hsa00900	-0.03456271487073801	Terpenoid backbone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_Q5WZYWCT	hsa00510	-0.03406755934664467	N-Glycan biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_SAA624A4	hsa04710	-0.03382023591662898	Circadian rhythm	Signaling	EPN	SLC1A5	lower
BS_3X9WMZGJ	hsa04740	-0.03281653262540418	Olfactory transduction	Signaling	EPN	SLC1A5	lower
BS_P78SMRBS	hsa04740	-0.031755197520270104	Olfactory transduction	Signaling	EPN	SLC1A5	lower
BS_Q5WZYWCT	hsa03430	-0.03122243259592483	Mismatch repair	Signaling	EPN	SLC1A5	lower
BS_3X9WMZGJ	hsa04721	-0.030373320238939804	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	lower
BS_SAA624A4	hsa04721	-0.030334567333829873	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	lower
BS_P78SMRBS	hsa00592	-0.03030529545832412	alpha-Linolenic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_WYERXS4G	hsa03022	-0.029398499742163634	Basal transcription factors	Signaling	EPN	SLC1A5	upper
BS_SAA624A4	hsa00531	-0.028544592226420806	Glycosaminoglycan degradation	Metabolism	EPN	SLC1A5	lower
BS_Q5WZYWCT	hsa00140	-0.027441983740922514	Steroid hormone biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_CXVJK2FY	hsa00140	-0.026699365921333467	Steroid hormone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa01040	-0.026337006883660315	Biosynthesis of unsaturated fatty acids	Metabolism	EPN	SLC1A5	lower
BS_CXVJK2FY	hsa03430	-0.02607796694014924	Mismatch repair	Signaling	EPN	SLC1A5	upper
BS_1J2WQ08M	hsa00592	-0.025342165987982418	alpha-Linolenic acid metabolism	Metabolism	EPN	SLC1A5	upper
BS_07ANYSYQ	hsa03022	-0.024925537618649116	Basal transcription factors	Signaling	EPN	SLC1A5	upper
BS_0BXY0F9N	hsa03022	-0.02484711083079042	Basal transcription factors	Signaling	EPN	SLC1A5	lower
BS_C05FKR8X	hsa00140	-0.0237803616281026	Steroid hormone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_1J2WQ08M	hsa00900	-0.023090867379628045	Terpenoid backbone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_WYERXS4G	hsa00770	-0.023054105580708965	Pantothenate and CoA biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_WYERXS4G	hsa03060	-0.020791405017611325	Protein export	Signaling	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa04920	-0.02072582694827993	Adipocytokine signaling pathway	Signaling	EPN	SLC1A5	lower
BS_SAA624A4	hsa00510	-0.020356341904424435	N-Glycan biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_3X9WMZGJ	hsa00830	-0.020097095058624403	Retinol metabolism	Metabolism	EPN	SLC1A5	lower
BS_VJ2S5DVS	hsa00830	-0.019987601802054052	Retinol metabolism	Metabolism	EPN	SLC1A5	lower
BS_1J2WQ08M	hsa03450	-0.019936485594724405	Non-homologous end-joining	Signaling	EPN	SLC1A5	upper
BS_WYERXS4G	hsa04672	-0.01975669700644139	Intestinal immune network for IgA production	Signaling	EPN	SLC1A5	upper
BS_TNRHHYNC	hsa04740	-0.017663953010116307	Olfactory transduction	Signaling	EPN	SLC1A5	lower
BS_C05FKR8X	hsa04920	-0.017339338067379546	Adipocytokine signaling pathway	Signaling	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa00920	-0.01727334016056618	Sulfur metabolism	Metabolism	EPN	SLC1A5	lower
BS_TNRHHYNC	hsa03022	-0.015219881343350176	Basal transcription factors	Signaling	EPN	SLC1A5	lower
BS_VJ2S5DVS	hsa04966	-0.01486182558719901	Collecting duct acid secretion	Signaling	EPN	SLC1A5	lower
BS_SAA624A4	hsa00900	-0.01469182775446735	Terpenoid backbone biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_WYERXS4G	hsa00531	-0.01449548033149753	Glycosaminoglycan degradation	Metabolism	EPN	SLC1A5	upper
BS_07ANYSYQ	hsa00730	-0.01336197825612673	Thiamine metabolism	Metabolism	EPN	SLC1A5	upper
BS_3X9WMZGJ	hsa04130	-0.013160024502397307	SNARE interactions in vesicular transport	Signaling	EPN	SLC1A5	lower
BS_CXVJK2FY	hsa04721	-0.012608759983304824	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	upper
BS_WYERXS4G	hsa04130	-0.01216987717090674	SNARE interactions in vesicular transport	Signaling	EPN	SLC1A5	upper
BS_CXVJK2FY	hsa04740	-0.011753278049643694	Olfactory transduction	Signaling	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa00140	-0.010739384595332632	Steroid hormone biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_07ANYSYQ	hsa04130	-0.010358316669759919	SNARE interactions in vesicular transport	Signaling	EPN	SLC1A5	upper
BS_KBT7MQ6H	hsa00830	-0.00917711647412511	Retinol metabolism	Metabolism	EPN	SLC1A5	upper
BS_Q5WZYWCT	hsa00592	-0.0088820410367866	alpha-Linolenic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_CXVJK2FY	hsa03450	-0.007587808321262642	Non-homologous end-joining	Signaling	EPN	SLC1A5	upper
BS_SAA624A4	hsa04978	-0.007356448632021799	Mineral absorption	Signaling	EPN	SLC1A5	lower
BS_Q5WZYWCT	hsa04721	-0.007007933408145097	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	lower
BS_SAA624A4	hsa00140	-0.006589737186221443	Steroid hormone biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_TNRHHYNC	hsa00591	-0.006493633572584111	Linoleic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_TNRHHYNC	hsa03430	-0.005796135019138144	Mismatch repair	Signaling	EPN	SLC1A5	lower
BS_TNRHHYNC	hsa04130	-0.004551322902519272	SNARE interactions in vesicular transport	Signaling	EPN	SLC1A5	lower
BS_P78SMRBS	hsa03450	-0.00429624683952497	Non-homologous end-joining	Signaling	EPN	SLC1A5	lower
BS_0BXY0F9N	hsa04740	-0.004259967055106331	Olfactory transduction	Signaling	EPN	SLC1A5	lower
BS_C05FKR8X	hsa03430	-0.004174803830417122	Mismatch repair	Signaling	EPN	SLC1A5	upper
BS_WYERXS4G	hsa00510	-0.0037471530667786855	N-Glycan biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_C05FKR8X	hsa00900	-0.0037288647265382286	Terpenoid backbone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_KBT7MQ6H	hsa04672	-0.0036343941086701167	Intestinal immune network for IgA production	Signaling	EPN	SLC1A5	upper
BS_WYERXS4G	hsa00140	-0.003547789658290305	Steroid hormone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_Q5WZYWCT	hsa00533	-0.0034953674971073775	Glycosaminoglycan biosynthesis - keratan sulfate	Metabolism	EPN	SLC1A5	lower
BS_V4W81SFC	hsa03022	-0.0027986959207668503	Basal transcription factors	Signaling	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa00900	-0.0025020729626836777	Terpenoid backbone biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_1J2WQ08M	hsa04966	-0.001080897985707486	Collecting duct acid secretion	Signaling	EPN	SLC1A5	upper
BS_TNRHHYNC	hsa04721	-8.780251974042232e-4	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	lower
BS_SAA624A4	hsa03060	-8.666214516844244e-5	Protein export	Signaling	EPN	SLC1A5	lower
BS_Q5WZYWCT	hsa04978	-1.752060115336852e-5	Mineral absorption	Signaling	EPN	SLC1A5	lower
BS_KBT7MQ6H	hsa04721	1.402671000243409e-4	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa00510	3.933814176645274e-4	N-Glycan biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_CXVJK2FY	hsa01210	5.761451353635115e-4	2-Oxocarboxylic acid metabolism	Metabolism	EPN	SLC1A5	upper
BS_CXVJK2FY	hsa00591	7.717884780788807e-4	Linoleic acid metabolism	Metabolism	EPN	SLC1A5	upper
BS_WYERXS4G	hsa04710	0.003841363964947709	Circadian rhythm	Signaling	EPN	SLC1A5	upper
BS_V4W81SFC	hsa04920	0.003948864803994187	Adipocytokine signaling pathway	Signaling	EPN	SLC1A5	upper
BS_V4W81SFC	hsa00061	0.0041551235359330065	Fatty acid biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_WYERXS4G	hsa04512	0.004351172362948765	ECM-receptor interaction	Signaling	EPN	SLC1A5	upper
BS_0BXY0F9N	hsa00531	0.004450672452611635	Glycosaminoglycan degradation	Metabolism	EPN	SLC1A5	lower
BS_07ANYSYQ	hsa00140	0.004896833278186326	Steroid hormone biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa02010	0.0050844126873023955	ABC transporters	Signaling	EPN	SLC1A5	lower
BS_KBT7MQ6H	hsa00592	0.005467404789300913	alpha-Linolenic acid metabolism	Metabolism	EPN	SLC1A5	upper
BS_1J2WQ08M	hsa01210	0.005879545980928431	2-Oxocarboxylic acid metabolism	Metabolism	EPN	SLC1A5	upper
BS_3X9WMZGJ	hsa00061	0.0061750285691395505	Fatty acid biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_TNRHHYNC	hsa00510	0.006391903065927178	N-Glycan biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_P78SMRBS	hsa00730	0.006723745501892638	Thiamine metabolism	Metabolism	EPN	SLC1A5	lower
BS_1J2WQ08M	hsa04740	0.0067363669995772766	Olfactory transduction	Signaling	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa04978	0.006811594698334741	Mineral absorption	Signaling	EPN	SLC1A5	lower
BS_KBT7MQ6H	hsa04130	0.0080414965513946	SNARE interactions in vesicular transport	Signaling	EPN	SLC1A5	upper
BS_KBT7MQ6H	hsa03450	0.008063267146800389	Non-homologous end-joining	Signaling	EPN	SLC1A5	upper
BS_SAA624A4	hsa00740	0.008103487786449233	Riboflavin metabolism	Metabolism	EPN	SLC1A5	lower
BS_0BXY0F9N	hsa04721	0.008683286888158469	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	lower
BS_SAA624A4	hsa02010	0.009269289121877643	ABC transporters	Signaling	EPN	SLC1A5	lower
BS_07ANYSYQ	hsa04721	0.009709754750184508	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	upper
BS_P78SMRBS	hsa04614	0.009931315023847176	Renin-angiotensin system	Signaling	EPN	SLC1A5	lower
BS_VJ2S5DVS	hsa04970	0.009932250294653486	Salivary secretion	Signaling	EPN	SLC1A5	lower
BS_P78SMRBS	hsa01210	0.010134588698779182	2-Oxocarboxylic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_Q5WZYWCT	hsa04512	0.010298536217965094	ECM-receptor interaction	Signaling	EPN	SLC1A5	lower
BS_Q5WZYWCT	hsa00350	0.010423047253925836	Tyrosine metabolism	Metabolism	EPN	SLC1A5	lower
BS_C05FKR8X	hsa04721	0.010494338778471654	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	upper
BS_C05FKR8X	hsa00591	0.01091649738587602	Linoleic acid metabolism	Metabolism	EPN	SLC1A5	upper
BS_Q5WZYWCT	hsa00730	0.01120834160334255	Thiamine metabolism	Metabolism	EPN	SLC1A5	lower
BS_Q5WZYWCT	hsa00770	0.012122528131286713	Pantothenate and CoA biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_CXVJK2FY	hsa04130	0.013018853081283222	SNARE interactions in vesicular transport	Signaling	EPN	SLC1A5	upper
BS_0BXY0F9N	hsa00140	0.013110628063473151	Steroid hormone biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_C05FKR8X	hsa04978	0.013740531794851546	Mineral absorption	Signaling	EPN	SLC1A5	upper
BS_0BXY0F9N	hsa04920	0.01423701620232277	Adipocytokine signaling pathway	Signaling	EPN	SLC1A5	lower
BS_3X9WMZGJ	hsa00591	0.01446140655844763	Linoleic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_07ANYSYQ	hsa04740	0.014688859146200283	Olfactory transduction	Signaling	EPN	SLC1A5	upper
BS_SAA624A4	hsa04672	0.016140266973532092	Intestinal immune network for IgA production	Signaling	EPN	SLC1A5	lower
BS_P78SMRBS	hsa00510	0.016255714301467196	N-Glycan biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_3X9WMZGJ	hsa00730	0.01652964983535263	Thiamine metabolism	Metabolism	EPN	SLC1A5	lower
BS_WYERXS4G	hsa03450	0.016599444322204285	Non-homologous end-joining	Signaling	EPN	SLC1A5	upper
BS_0BXY0F9N	hsa01210	0.01674616410851601	2-Oxocarboxylic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_0BXY0F9N	hsa04966	0.01752557758623691	Collecting duct acid secretion	Signaling	EPN	SLC1A5	lower
BS_3X9WMZGJ	hsa00510	0.017705618884681196	N-Glycan biosynthesis	Metabolism	EPN	SLC1A5	lower
BS_TNRHHYNC	hsa00980	0.01771435876911695	Metabolism of xenobiotics by cytochrome P450	Metabolism	EPN	SLC1A5	lower
BS_3X9WMZGJ	hsa01210	0.01799993439946341	2-Oxocarboxylic acid metabolism	Metabolism	EPN	SLC1A5	lower
BS_C05FKR8X	hsa00790	0.01878230893573839	Folate biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_TNRHHYNC	hsa04710	0.01978161963826355	Circadian rhythm	Signaling	EPN	SLC1A5	lower
BS_VJ2S5DVS	hsa04721	0.020253832824436907	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	lower
BS_C05FKR8X	hsa01040	0.020532782400519187	Biosynthesis of unsaturated fatty acids	Metabolism	EPN	SLC1A5	upper
BS_3X9WMZGJ	hsa04920	0.02100350974285946	Adipocytokine signaling pathway	Signaling	EPN	SLC1A5	lower
BS_WYERXS4G	hsa04721	0.022230048552039774	Synaptic vesicle cycle	Signaling	EPN	SLC1A5	upper
BS_1J2WQ08M	hsa04920	0.023813672313757653	Adipocytokine signaling pathway	Signaling	EPN	SLC1A5	upper
BS_Q5WZYWCT	hsa03450	0.023931400154744317	Non-homologous end-joining	Signaling	EPN	SLC1A5	lower
BS_SAA624A4	hsa03450	0.02423520791491554	Non-homologous end-joining	Signaling	EPN	SLC1A5	lower
BS_WYERXS4G	hsa00563	0.024432840288314495	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	Metabolism	EPN	SLC1A5	upper
BS_VJ2S5DVS	hsa04672	0.026026199640124394	Intestinal immune network for IgA production	Signaling	EPN	SLC1A5	lower
