Kids_First_Biospecimen_ID	pathway	ssgsea_score	description	Type	cancer_group	gene_parsed_by	group
BS_N0877CX1	hsa01040	-0.06095513700451233	Biosynthesis of unsaturated fatty acids	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00140	-0.059669755284220506	Steroid hormone biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa00061	-0.04529546524036845	Fatty acid biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa03022	-0.04236550722379986	Basal transcription factors	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa04920	-0.04161043100788778	Adipocytokine signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa00830	-0.03897146220527996	Retinol metabolism	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa00830	-0.037268303403640006	Retinol metabolism	Metabolism	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa03022	-0.033109385760800095	Basal transcription factors	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa00830	-0.03279087805562108	Retinol metabolism	Metabolism	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa00900	-0.0299772245877499	Terpenoid backbone biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa04920	-0.028048106666293177	Adipocytokine signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa03450	-0.02691314118708439	Non-homologous end-joining	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04920	-0.026620809928707134	Adipocytokine signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04721	-0.025339339894742897	Synaptic vesicle cycle	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04740	-0.021364236707208693	Olfactory transduction	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa00140	-0.01893470500562935	Steroid hormone biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_J483EMFP	hsa03022	-0.016083674330716904	Basal transcription factors	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa01210	-0.012991267562530403	2-Oxocarboxylic acid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa00531	-0.012940154010330602	Glycosaminoglycan degradation	Metabolism	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa04614	-0.010378493647002949	Renin-angiotensin system	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa00591	-0.008886022424681205	Linoleic acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa00591	-0.0076181932127067815	Linoleic acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00500	-0.00414616113919691	Starch and sucrose metabolism	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04920	-0.004023747799294096	Adipocytokine signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa00591	-0.0035440434641904072	Linoleic acid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_J483EMFP	hsa04920	-0.0026356592957167326	Adipocytokine signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa03022	-0.0017942105185124772	Basal transcription factors	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa00592	-0.00177925681018645	alpha-Linolenic acid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_N0877CX1	hsa00510	8.27119012148835e-4	N-Glycan biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa00140	0.0017572608331111502	Steroid hormone biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa00980	0.001783191138445886	Metabolism of xenobiotics by cytochrome P450	Metabolism	ATRT	SLC7A5	upper
BS_N0877CX1	hsa00531	0.003989906951218968	Glycosaminoglycan degradation	Metabolism	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa00900	0.004037902144163169	Terpenoid backbone biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa03060	0.006300768964831303	Protein export	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00900	0.009076017421836401	Terpenoid backbone biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00830	0.010232936527166158	Retinol metabolism	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa02010	0.010381612008930395	ABC transporters	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00062	0.010907072991297671	Fatty acid elongation	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04740	0.011315745566483099	Olfactory transduction	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00830	0.011318607646618099	Retinol metabolism	Metabolism	ATRT	SLC7A5	lower
BS_J483EMFP	hsa00790	0.012662177448421713	Folate biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa00510	0.014787961822605595	N-Glycan biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa00531	0.01570575547150354	Glycosaminoglycan degradation	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04920	0.01696551927657473	Adipocytokine signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04978	0.017617420373556385	Mineral absorption	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04672	0.01768480619295685	Intestinal immune network for IgA production	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa00830	0.019404701984368663	Retinol metabolism	Metabolism	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa00510	0.020775174334400005	N-Glycan biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_J483EMFP	hsa03430	0.020994695272969054	Mismatch repair	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa00590	0.02118191487067697	Arachidonic acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00980	0.022543527722582425	Metabolism of xenobiotics by cytochrome P450	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00740	0.02496653082913297	Riboflavin metabolism	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00760	0.026540878684066717	Nicotinate and nicotinamide metabolism	Metabolism	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa01040	0.0268397463284803	Biosynthesis of unsaturated fatty acids	Metabolism	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04970	0.02776377190881377	Salivary secretion	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04978	0.0282218036737335	Mineral absorption	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04614	0.029629459647589673	Renin-angiotensin system	Signaling	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa00561	0.029781453181211354	Glycerolipid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04512	0.030516343976414378	ECM-receptor interaction	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa00140	0.03096283234417267	Steroid hormone biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa02010	0.031559261205246394	ABC transporters	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa03060	0.032350724287276825	Protein export	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa00130	0.03260297441158288	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa04740	0.03262593175103375	Olfactory transduction	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04970	0.03320784721539838	Salivary secretion	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04978	0.036984727288740804	Mineral absorption	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa00730	0.03730539426593691	Thiamine metabolism	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa01210	0.03759082513552945	2-Oxocarboxylic acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00900	0.040748169833942104	Terpenoid backbone biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_J483EMFP	hsa00592	0.04130073283007653	alpha-Linolenic acid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa03030	0.04407449338046978	DNA replication	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04721	0.04447018957546879	Synaptic vesicle cycle	Signaling	ATRT	SLC7A5	upper
BS_J483EMFP	hsa04922	0.04498067292270165	Glucagon signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa03460	0.045340157770761565	Fanconi anemia pathway	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa00591	0.04551068391274029	Linoleic acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_J483EMFP	hsa00980	0.045786977164195664	Metabolism of xenobiotics by cytochrome P450	Metabolism	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa04966	0.045950154532568156	Collecting duct acid secretion	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa00730	0.04614991935342918	Thiamine metabolism	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04922	0.0463791353900272	Glucagon signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa04721	0.046882711365707534	Synaptic vesicle cycle	Signaling	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa03008	0.04727132911899385	Ribosome biogenesis in eukaryotes	Signaling	ATRT	SLC7A5	upper
BS_J483EMFP	hsa04520	0.04763472316402717	Adherens junction	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa04721	0.0495915403347877	Synaptic vesicle cycle	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa03022	0.04972070889323027	Basal transcription factors	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa02010	0.04988052498670446	ABC transporters	Signaling	ATRT	SLC7A5	upper
BS_J483EMFP	hsa04152	0.05196963999466313	AMPK signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04320	0.05323164786390315	Dorso-ventral axis formation	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa01210	0.053724862723305455	2-Oxocarboxylic acid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa04978	0.05377370923557022	Mineral absorption	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00730	0.05482208887261686	Thiamine metabolism	Metabolism	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04922	0.05554351203631455	Glucagon signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa00510	0.056079343967085006	N-Glycan biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00062	0.05622336095586563	Fatty acid elongation	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04610	0.056374507145515444	Complement and coagulation cascades	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04512	0.05762492955092377	ECM-receptor interaction	Signaling	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa04922	0.057826672876330885	Glucagon signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa03430	0.05838418074863367	Mismatch repair	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa00983	0.05923720352429415	Drug metabolism - other enzymes	Metabolism	ATRT	SLC7A5	lower
BS_J483EMFP	hsa00510	0.06037181577918225	N-Glycan biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa04922	0.060548901497791456	Glucagon signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04710	0.06068428630798659	Circadian rhythm	Signaling	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa04512	0.061639776092944416	ECM-receptor interaction	Signaling	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa00980	0.0628379279327866	Metabolism of xenobiotics by cytochrome P450	Metabolism	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04913	0.0631885229595326	Ovarian steroidogenesis	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04740	0.06323916198425227	Olfactory transduction	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa04614	0.06355248906273567	Renin-angiotensin system	Signaling	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa04721	0.0645923716162847	Synaptic vesicle cycle	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa00534	0.06552945745571995	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Metabolism	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa03430	0.06608534048569953	Mismatch repair	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04970	0.06613049027502503	Salivary secretion	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa01040	0.06715557039053943	Biosynthesis of unsaturated fatty acids	Metabolism	ATRT	SLC7A5	upper
BS_N0877CX1	hsa01210	0.0672653235633584	2-Oxocarboxylic acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04672	0.06809849274025423	Intestinal immune network for IgA production	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa00061	0.068266199147775	Fatty acid biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa03320	0.06856933265503411	PPAR signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa00790	0.0693047905600006	Folate biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa00062	0.06934308959594249	Fatty acid elongation	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00980	0.06954831231007094	Metabolism of xenobiotics by cytochrome P450	Metabolism	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa00533	0.07079452279914403	Glycosaminoglycan biosynthesis - keratan sulfate	Metabolism	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa01040	0.07079590186964367	Biosynthesis of unsaturated fatty acids	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa03008	0.07094084824047463	Ribosome biogenesis in eukaryotes	Signaling	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa00030	0.07125867604101965	Pentose phosphate pathway	Metabolism	ATRT	SLC7A5	lower
BS_J483EMFP	hsa00514	0.07192144897958179	Other types of O-glycan biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_J483EMFP	hsa03060	0.07241850465423424	Protein export	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa04966	0.0731962436447288	Collecting duct acid secretion	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00350	0.07325536733928437	Tyrosine metabolism	Metabolism	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa00140	0.07372477556997635	Steroid hormone biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa00982	0.07389167058452528	Drug metabolism - cytochrome P450	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa03008	0.07421973719143074	Ribosome biogenesis in eukaryotes	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa04975	0.07438710296355952	Fat digestion and absorption	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa00514	0.07526847492284183	Other types of O-glycan biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa00071	0.07556346235073692	Fatty acid degradation	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00480	0.07714127611302153	Glutathione metabolism	Metabolism	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04320	0.07776599356686958	Dorso-ventral axis formation	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa03450	0.0778034437941907	Non-homologous end-joining	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa03008	0.07832041827388475	Ribosome biogenesis in eukaryotes	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa04740	0.07874864363660407	Olfactory transduction	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa03008	0.07898349445577703	Ribosome biogenesis in eukaryotes	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04022	0.07901081300799473	cGMP-PKG signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04672	0.07928743903043448	Intestinal immune network for IgA production	Signaling	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa04152	0.07999252679390814	AMPK signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa04975	0.0811240768264578	Fat digestion and absorption	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa00590	0.08141984369853189	Arachidonic acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa03460	0.08154875430529294	Fanconi anemia pathway	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04978	0.08197902866664085	Mineral absorption	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa03460	0.08219039636964166	Fanconi anemia pathway	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04024	0.08226289708095591	cAMP signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00480	0.0823417227403105	Glutathione metabolism	Metabolism	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04922	0.08270931779133879	Glucagon signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa03430	0.08331383698079191	Mismatch repair	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04623	0.08331794022177424	Cytosolic DNA-sensing pathway	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa04966	0.08426356603710682	Collecting duct acid secretion	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa04614	0.08441524401546362	Renin-angiotensin system	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa00051	0.08470977711153638	Fructose and mannose metabolism	Metabolism	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04915	0.08522705736266271	Estrogen signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa04710	0.08549000969303237	Circadian rhythm	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00140	0.0855712572065597	Steroid hormone biosynthesis	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa00052	0.08617282163629465	Galactose metabolism	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04130	0.08635710749572491	SNARE interactions in vesicular transport	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04910	0.086652426493593	Insulin signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04975	0.08684443712585362	Fat digestion and absorption	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa04512	0.08745187783040374	ECM-receptor interaction	Signaling	ATRT	SLC7A5	upper
BS_J483EMFP	hsa04966	0.08753320408838265	Collecting duct acid secretion	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa04610	0.08823889535419153	Complement and coagulation cascades	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04975	0.08849143474937221	Fat digestion and absorption	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa01210	0.08856333363562299	2-Oxocarboxylic acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa03430	0.08878520366912693	Mismatch repair	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa03030	0.08972971617997422	DNA replication	Signaling	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa04130	0.0898355060943452	SNARE interactions in vesicular transport	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa01210	0.09006122645338233	2-Oxocarboxylic acid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa04022	0.09112634306131345	cGMP-PKG signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa03320	0.0911983922667162	PPAR signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa04320	0.09142810859605492	Dorso-ventral axis formation	Signaling	ATRT	SLC7A5	upper
BS_J483EMFP	hsa04978	0.09214350174444712	Mineral absorption	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa03460	0.09257458791086819	Fanconi anemia pathway	Signaling	ATRT	SLC7A5	lower
BS_J483EMFP	hsa04130	0.09261603540683812	SNARE interactions in vesicular transport	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa01212	0.0929375428618636	Fatty acid metabolism	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04921	0.09307235254067873	Oxytocin signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa00790	0.09320062987642484	Folate biosynthesis	Metabolism	ATRT	SLC7A5	upper
BS_J483EMFP	hsa04710	0.09390307668753038	Circadian rhythm	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04915	0.09439274448940943	Estrogen signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04068	0.09561928470588472	FoxO signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa00760	0.09623039416269615	Nicotinate and nicotinamide metabolism	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00740	0.09629736751648107	Riboflavin metabolism	Metabolism	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04721	0.09674666653312942	Synaptic vesicle cycle	Signaling	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa04966	0.0967688972823186	Collecting duct acid secretion	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04020	0.09684382376240375	Calcium signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04915	0.09696875383357755	Estrogen signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa00561	0.09747157650758215	Glycerolipid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa04710	0.09762058194315723	Circadian rhythm	Signaling	ATRT	SLC7A5	upper
BS_31TF0P1N	hsa00500	0.0978021767690075	Starch and sucrose metabolism	Metabolism	ATRT	SLC7A5	lower
BS_N0877CX1	hsa04520	0.09801372944167734	Adherens junction	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04970	0.09821813815809884	Salivary secretion	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04976	0.09864921899313228	Bile secretion	Signaling	ATRT	SLC7A5	upper
BS_J483EMFP	hsa02010	0.09907602730756725	ABC transporters	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa04320	0.09918116152763588	Dorso-ventral axis formation	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00982	0.09935059364484387	Drug metabolism - cytochrome P450	Metabolism	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa04152	0.09976156682528187	AMPK signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa04024	0.09991606001231086	cAMP signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_N0877CX1	hsa04976	0.10121155004129115	Bile secretion	Signaling	ATRT	SLC7A5	lower
BS_1QNTEZPS	hsa00531	0.10128791365211226	Glycosaminoglycan degradation	Metabolism	ATRT	SLC7A5	lower
BS_J483EMFP	hsa00561	0.10162749051084671	Glycerolipid metabolism	Metabolism	ATRT	SLC7A5	upper
BS_MVW01FPB	hsa00760	0.10249538016297727	Nicotinate and nicotinamide metabolism	Metabolism	ATRT	SLC7A5	upper
BS_P7EY9DXG	hsa04976	0.10355668358896847	Bile secretion	Signaling	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa04024	0.10357019385210738	cAMP signaling pathway	Signaling	ATRT	SLC7A5	lower
BS_MVW01FPB	hsa04024	0.1036668331596046	cAMP signaling pathway	Signaling	ATRT	SLC7A5	upper
BS_J483EMFP	hsa01230	0.10425244953759748	Biosynthesis of amino acids	Metabolism	ATRT	SLC7A5	upper
BS_1QNTEZPS	hsa04974	0.10429212166595915	Protein digestion and absorption	Signaling	ATRT	SLC7A5	lower
BS_31TF0P1N	hsa03450	0.10438532190322218	Non-homologous end-joining	Signaling	ATRT	SLC7A5	lower
BS_P7EY9DXG	hsa00520	0.10474845261741655	Amino sugar and nucleotide sugar metabolism	Metabolism	ATRT	SLC7A5	upper
