pathway	P.Value	adj.P.Val
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.5786714622317049e-6	1.7688728432234765e-6
KEGG_JAK_STAT_SIGNALING_PATHWAY	4.133651602756671e-6	4.6039472940882675e-6
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	6.234796663682445e-6	6.902810591934136e-6
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	1.0206766119634819e-5	1.1233482238177968e-5
KEGG_GRAFT_VERSUS_HOST_DISEASE	1.4518083849793686e-5	1.5884491741538977e-5
KEGG_O_GLYCAN_BIOSYNTHESIS	1.8963880381349153e-5	2.062737866041487e-5
KEGG_DNA_REPLICATION	3.0995363799192035e-5	3.3518242247963476e-5
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	5.465690001661415e-5	5.876406591381637e-5
KEGG_REGULATION_OF_AUTOPHAGY	6.818641404802013e-5	7.288892536167669e-5
KEGG_HOMOLOGOUS_RECOMBINATION	9.334273072442508e-5	9.920998808424609e-5
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1.0432798063845367e-4	1.1025570681109309e-4
KEGG_ALLOGRAFT_REJECTION	1.1176356524063142e-4	1.1744645838846015e-4
KEGG_TYPE_I_DIABETES_MELLITUS	0.00216315591855303	0.0022603764092745146
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.003414626447845599	0.0035410643257157764
KEGG_NITROGEN_METABOLISM	0.0034268364442410736	0.0035410643257157764
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.008433952766861286	0.008666934887492813
