pathway	P.Value	adj.P.Val
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	6.7972266678491214e-49	2.6899662983402908e-48
KEGG_NUCLEOTIDE_EXCISION_REPAIR	1.0952298379617112e-48	4.244015622101631e-48
KEGG_GLIOMA	8.028581924795515e-48	3.0475841592080934e-47
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	7.938460535681286e-47	2.953107319273439e-46
KEGG_PRION_DISEASES	1.0449920621555535e-46	3.8111475208026065e-46
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1.644325569970665e-46	5.881626077202764e-46
KEGG_RETINOL_METABOLISM	1.6153601744635753e-45	5.668999857551415e-45
KEGG_CELL_CYCLE	2.987407054347714e-45	1.0289957631642128e-44
KEGG_AUTOIMMUNE_THYROID_DISEASE	5.42090435243807e-44	1.833251290097238e-43
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	5.616762506829251e-44	1.8655675469111444e-43
KEGG_CARDIAC_MUSCLE_CONTRACTION	9.75157536782789e-44	3.1820930147648907e-43
KEGG_SMALL_CELL_LUNG_CANCER	1.1130800125445666e-43	3.569532454022231e-43
KEGG_LONG_TERM_DEPRESSION	1.4863940632547821e-43	4.685920267209991e-43
KEGG_LEISHMANIA_INFECTION	1.7533570606821116e-43	5.435406888114546e-43
KEGG_LONG_TERM_POTENTIATION	2.4241761091544405e-43	7.391750103323376e-43
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	7.347203498077007e-43	2.204161049423102e-42
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	8.555649365406909e-43	2.5259536221677542e-42
KEGG_HISTIDINE_METABOLISM	1.6003314226758124e-42	4.65096319715158e-42
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1.7836538219925737e-42	5.103994013701826e-42
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	2.030744538985133e-42	5.723007337139921e-42
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	5.632229204191508e-42	1.5635740775815232e-41
KEGG_ARACHIDONIC_ACID_METABOLISM	6.312933983017114e-42	1.7267731188840932e-41
KEGG_TIGHT_JUNCTION	2.67963397272232e-41	7.223361143860167e-41
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	5.064089960955574e-41	1.3456010467681952e-40
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	5.56208262234337e-41	1.457108968670235e-40
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	3.3808344448118043e-40	8.733822315763828e-40
KEGG_NON_HOMOLOGOUS_END_JOINING	6.167872036635798e-40	1.5715399983756964e-39
KEGG_APOPTOSIS	7.646470369329275e-40	1.92195066039898e-39
KEGG_STEROID_HORMONE_BIOSYNTHESIS	9.648489419934356e-40	2.3928253761437202e-39
KEGG_ERBB_SIGNALING_PATHWAY	6.72016403876579e-39	1.6446717252768907e-38
KEGG_BETA_ALANINE_METABOLISM	9.586392096464334e-39	2.3156739349900861e-38
KEGG_SELENOAMINO_ACID_METABOLISM	2.423873991687511e-38	5.780007210947141e-38
KEGG_TRYPTOPHAN_METABOLISM	3.083455287800652e-38	7.259780804188877e-38
KEGG_LYSINE_DEGRADATION	9.105976825643581e-37	2.1171396119621328e-36
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	2.092118489462785e-36	4.804123938766395e-36
KEGG_HEMATOPOIETIC_CELL_LINEAGE	4.392699849894033e-36	9.963928927808416e-36
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	4.602120032741222e-36	1.0313184651685148e-35
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	8.835522699821715e-36	1.9564371692462372e-35
KEGG_MISMATCH_REPAIR	1.7814623464205825e-34	3.898258781579157e-34
KEGG_MAPK_SIGNALING_PATHWAY	6.972909500267812e-34	1.50809438029048e-33
KEGG_LIMONENE_AND_PINENE_DEGRADATION	9.216014162543448e-34	1.9703202692334266e-33
KEGG_LYSOSOME	3.916219019732611e-33	8.277462928071202e-33
KEGG_CIRCADIAN_RHYTHM_MAMMAL	6.707373671144987e-33	1.4017657335201885e-32
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	7.503356794801678e-33	1.5506937375923468e-32
KEGG_ACUTE_MYELOID_LEUKEMIA	7.990055954888883e-33	1.633132316054211e-32
KEGG_ENDOCYTOSIS	1.8277005300988677e-32	3.695133680417276e-32
KEGG_CALCIUM_SIGNALING_PATHWAY	3.2793320246340844e-32	6.558664049268169e-32
KEGG_PPAR_SIGNALING_PATHWAY	5.649763007836519e-32	1.1179318292102049e-31
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	2.3203104793474463e-31	4.542923675353948e-31
KEGG_PHENYLALANINE_METABOLISM	2.5446183747821662e-31	4.930198101140447e-31
KEGG_DORSO_VENTRAL_AXIS_FORMATION	4.992050938428596e-31	9.572386335543494e-31
KEGG_SPLICEOSOME	1.5843027848689682e-29	3.0069420202615115e-29
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	4.1963063082419094e-29	7.883969427606012e-29
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	6.496793322912009e-29	1.2084035580616338e-28
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.0322421384924439e-28	1.9009607698969758e-28
KEGG_DNA_REPLICATION	2.143682062269621e-28	3.909067290021073e-28
KEGG_OXIDATIVE_PHOSPHORYLATION	3.2678924368736873e-28	5.901242652995203e-28
KEGG_RENAL_CELL_CARCINOMA	5.203259882953186e-28	9.30583017528166e-28
KEGG_INOSITOL_PHOSPHATE_METABOLISM	2.3268243797842704e-27	4.121803187046422e-27
KEGG_PANCREATIC_CANCER	2.9007359119679693e-27	5.089970562509833e-27
KEGG_STEROID_BIOSYNTHESIS	4.7359550574675795e-27	8.23259477279411e-27
KEGG_GALACTOSE_METABOLISM	4.979695290676448e-27	8.576141889498327e-27
KEGG_AXON_GUIDANCE	1.829369752897623e-25	3.121676826045485e-25
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	5.513410108203411e-25	9.322675273871222e-25
KEGG_RENIN_ANGIOTENSIN_SYSTEM	6.186502001516424e-24	1.0366570921459953e-23
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	1.3088197793358621e-23	2.1735757049684856e-23
KEGG_TASTE_TRANSDUCTION	1.6794707609581346e-23	2.764438597683301e-23
KEGG_PROPANOATE_METABOLISM	3.2025473290207174e-23	5.2252087999811705e-23
KEGG_PROTEIN_EXPORT	4.1102769217088014e-23	6.647926151633365e-23
KEGG_BUTANOATE_METABOLISM	5.68045927205169e-23	9.108322625875985e-23
KEGG_PURINE_METABOLISM	4.769272638201452e-21	7.581920604320256e-21
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	5.341949256259687e-21	8.420360692070354e-21
KEGG_HUNTINGTONS_DISEASE	6.369705246738914e-21	9.956009881457462e-21
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1.4740560210450976e-20	2.2847868326199014e-20
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.689009578719125e-19	2.59632877389882e-19
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	2.1271287089263323e-19	3.222880472832469e-19
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	2.1312596675182455e-19	3.222880472832469e-19
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	3.4305099741855377e-19	5.145764961278307e-19
KEGG_SPHINGOLIPID_METABOLISM	8.653824027000938e-19	1.2876890152177396e-18
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	1.1056118165772482e-18	1.6320936339949855e-18
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	4.274832232801008e-18	6.260777915755807e-18
KEGG_GRAFT_VERSUS_HOST_DISEASE	5.771258919566457e-18	8.386360617495008e-18
KEGG_JAK_STAT_SIGNALING_PATHWAY	8.207853427091433e-18	1.1834579359992298e-17
KEGG_REGULATION_OF_AUTOPHAGY	3.657109200482165e-17	5.232479317612944e-17
KEGG_GLYCEROLIPID_METABOLISM	5.093824906575571e-17	7.232453684145467e-17
KEGG_LINOLEIC_ACID_METABOLISM	9.427816367274932e-17	1.3284650335705585e-16
KEGG_HOMOLOGOUS_RECOMBINATION	2.7615615036652113e-16	3.862033381065634e-16
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	2.8272947493138804e-16	3.924453905764043e-16
KEGG_PATHWAYS_IN_CANCER	3.2120733861099766e-16	4.4255233319737457e-16
KEGG_HEDGEHOG_SIGNALING_PATHWAY	5.388059157266836e-16	7.368963259203173e-16
KEGG_BLADDER_CANCER	1.8876416193459623e-14	2.5627835123967076e-14
KEGG_RNA_POLYMERASE	4.088745159411402e-14	5.51091738877189e-14
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	4.824560050124057e-14	6.455886110237947e-14
KEGG_ALZHEIMERS_DISEASE	5.504000432608295e-14	7.312457717608163e-14
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	9.571787669251654e-14	1.262661352114048e-13
KEGG_STARCH_AND_SUCROSE_METABOLISM	1.189685094197687e-13	1.5583199121180971e-13
KEGG_NON_SMALL_CELL_LUNG_CANCER	1.365974335316217e-13	1.7767218627189954e-13
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	2.6188710244432467e-13	3.3827084065725274e-13
KEGG_RIBOFLAVIN_METABOLISM	3.351783881847409e-13	4.2995296691284e-13
KEGG_NITROGEN_METABOLISM	1.0224576700321909e-12	1.3025830590821061e-12
KEGG_FOLATE_BIOSYNTHESIS	1.2601928718350332e-12	1.5945297561994298e-12
KEGG_PRIMARY_IMMUNODEFICIENCY	6.965011543808056e-12	8.753325318569583e-12
KEGG_P53_SIGNALING_PATHWAY	1.923812469271255e-11	2.4015377133184795e-11
KEGG_GLUTATHIONE_METABOLISM	1.9702493393265653e-11	2.443109180764941e-11
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	7.183332710231278e-11	8.848343603331243e-11
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1.4240096602578223e-10	1.7425381368944404e-10
KEGG_TYROSINE_METABOLISM	1.5242876409342958e-10	1.8530555634887516e-10
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	6.419163681299379e-10	7.753015874816134e-10
KEGG_MELANOMA	7.695971359358318e-10	9.235165631229981e-10
KEGG_OLFACTORY_TRANSDUCTION	1.104800900928411e-9	1.317262612645413e-9
KEGG_THYROID_CANCER	1.1989248103273255e-9	1.4203822593686785e-9
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	1.536399551443161e-9	1.8086728896735947e-9
KEGG_RNA_DEGRADATION	3.755154174870017e-9	4.392821864942284e-9
KEGG_PROSTATE_CANCER	1.0384822461846094e-8	1.2072356111896085e-8
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	9.46897187988296e-8	1.0939309128311991e-7
KEGG_INSULIN_SIGNALING_PATHWAY	2.1757535383709005e-7	2.49808739590733e-7
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	4.2232219137271037e-7	4.819136662289825e-7
KEGG_PYRUVATE_METABOLISM	1.5226755821365775e-6	1.7269369407158742e-6
KEGG_FATTY_ACID_METABOLISM	2.5663080415808513e-6	2.8929290650547778e-6
KEGG_FOCAL_ADHESION	2.677536820683014e-6	3.000131618355666e-6
KEGG_COLORECTAL_CANCER	2.719185857810433e-6	3.028554308699045e-6
KEGG_ONE_CARBON_POOL_BY_FOLATE	1.96306533247836e-5	2.1733937609581843e-5
KEGG_N_GLYCAN_BIOSYNTHESIS	1.8798536024926615e-4	2.068951302151687e-4
KEGG_RIBOSOME	2.2826599077840874e-4	2.497498487340237e-4
KEGG_BASAL_CELL_CARCINOMA	3.519339696830435e-4	3.828053705324333e-4
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	4.005027493059704e-4	4.3310181029599125e-4
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.0014804488606770753	0.0015916964629244855
KEGG_VIBRIO_CHOLERAE_INFECTION	0.0014931240594676174	0.0015960981325343496
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.001872836306089944	0.0019905574453298836
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.00428254163315304	0.004525867862309464
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.0044487461848106875	0.004674953617936655
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.008293280701627022	0.008666012418554081
