pathway_description	BS_8T7DZV2F	BS_BA6AZWB3	BS_AM70R8RG	BS_AMZ70B6F	BS_BPWEFR89	BS_BVSW4GTG	BS_8GW1TMV2	BS_3V3KE3VT	BS_3F5PR9GS	BS_81SP2HX4	BS_7C40TRCY	BS_7XQRH69M	BS_VT6C6N6K	BS_VPBMDMQX	BS_WH5HDE0A	BS_TW8DQH8J	BS_M15PW2N0	BS_J1AB8PMA	BS_RD4D5F9F	BS_R6WNEEE4	BS_RCC8BXVE
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.13776192393755857	0.05280386314104312	0.11901120696823572	0.10366653408505815	0.10063482138074882	0.0965374986574563	0.15475152068242493	0.15136412972834257	0.13061395678185203	0.1036956981826648	0.08572547527048943	0.10466471816911552	0.12857985432614555	0.10179679430091487	0.09583337951214055	0.17382993288960666	0.10612651195106268	0.10050593111534349	0.1116350581675281	0.1473792742018948	0.08955377145216278
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.17440267048369776	0.20794243112458	0.18317801551146512	0.19190344641598733	0.17322448002166096	0.19832635691438422	0.16825029746692835	0.15683458426159103	0.16265598891307248	0.18540798803939618	0.18466231382227538	0.21717164931625058	0.1788213423889717	0.21319207691624628	0.22592988708986306	0.1446494657038497	0.16368262270637737	0.15866973408231275	0.19847965370525103	0.1825572967546415	0.2101495357731778
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.18492626788916913	0.12277051729841096	0.04647480896255765	0.11801802452584856	0.1085071402621502	0.10455913457635249	0.16332231795055824	0.0698319641070134	0.05830882589780073	0.10023340944413625	0.13682893088106854	0.09529123690094395	0.13588769270801992	0.13276147441098585	0.05259155790039873	0.1260474634829949	0.10864245574528725	0.17239737361626858	0.13700964999741744	0.11975763422734984	0.09536112671622608
KEGG_APOPTOSIS	0.20091768412199784	0.11877374724013304	0.12430229837095497	0.14268048196386615	0.11789676090466575	0.1277326600763943	0.1192079306695047	0.08628532059204036	0.10918074158723276	0.11128600879887808	0.13665506015787754	0.14131808258702294	0.13148421845675598	0.11822404715768335	0.13254277849844825	0.10918413188114791	0.11232817673927571	0.14042511803709035	0.12665338199569798	0.12002012599275377	0.12458010818707504
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.06468531244198436	-0.0845900724408223	-0.13487328878563673	-0.10440178608414837	-0.09450602031773217	-0.11064285768023734	-0.09674044457476765	-0.13936201238411308	-0.14689406373800665	-0.11359339930738425	-0.10055954054832417	-0.11359204672248123	-0.11337901376841784	-0.09601067191400338	-0.144893366828212	-0.07655233501332881	-0.09100810852756934	-0.09574757528920316	-0.113942893679664	-0.07874801214912144	-0.11258473351183318
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.17732296867157804	0.1621851164316503	0.08619815995911062	0.0980010395050819	0.10837585837237707	0.10331614929875456	0.13619113313397818	0.1098781332380262	0.08213939782527818	0.10694230646503441	0.08620087582629686	0.07858592572183967	0.08709630276421769	0.09385674313901761	0.09230272017727349	0.11180973573883848	0.08890275190516175	0.10821724967757806	0.1042592127952072	0.1314252473840158	0.13358707854481125
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.13074682503469648	0.1011395210551358	0.056639946915637444	0.08328949171705316	0.06316676817804667	0.081822071712154	0.05197883666661362	0.0746965422898692	0.07137019492313411	0.06851833232009243	0.08875864906262228	0.06289451843957874	0.07673144038734	0.05967821420769373	0.07176153690790454	0.039535899644183047	0.06786673777827848	0.08840690415922989	0.06894212291644292	0.07293446731780585	0.05688868118050825
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.15829921086701024	-0.17169652810674335	-0.22814299771429253	-0.2026714429441868	-0.17082707455631863	-0.19346229523503697	-0.16403015301366214	-0.16437623501413123	-0.1965760744295242	-0.18607042516176708	-0.2019874262539484	-0.20681887200031002	-0.18313752670851083	-0.18646024391209573	-0.21379095560520328	-0.1655658202872072	-0.17914486409740565	-0.18320872667452334	-0.17882668083409878	-0.16615548818534115	-0.21839477423807524
KEGG_ASTHMA	0.060437358912905456	-0.07719975827408909	-0.2161317895596194	-0.042273815504829663	-0.13890332697086272	-0.12867573570319746	-0.0122932860079769	-0.15742974160419812	-0.18821222965223955	-0.10226156239801161	-0.010480438053204947	-0.11212307046868596	-0.027710867693152754	-0.08769076596938927	-0.257863265163579	-0.00733346794628368	-0.08667911590450614	0.015736274271529856	-0.05965750158759042	-0.07611974262171166	-0.11528260287966305
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.0016453222104750418	-0.10490597645758312	-0.20330522287163452	-0.10580214466416188	-0.12124707802838026	-0.14796990618349348	-0.0489246775356725	-0.17557353007389342	-0.19267037937596182	-0.1318760860317049	-0.0668185119629101	-0.13730699404015548	-0.07785703260480199	-0.10539268467373364	-0.22474726121025718	-0.05777952637397434	-0.12578893795773352	-0.04786522023949843	-0.09657643190240035	-0.0997808859095316	-0.14342090753744136
KEGG_AXON_GUIDANCE	0.16833925625149834	0.17524753517368874	0.20386227228851997	0.19241125291869599	0.1815289840740795	0.19696923251404108	0.16726445096728987	0.192693536192374	0.1882645952469402	0.19723109682940876	0.19308583217461295	0.20369623282956656	0.1779407520149054	0.20433465490758235	0.20883863922810178	0.1618711998608915	0.17922765712949779	0.1808782401512356	0.1953257440249609	0.17961822069231292	0.19516488225854237
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.1885855967667099	0.1395459155022304	0.13199245550776081	0.14770327524454116	0.136926438706925	0.14370492734004497	0.14064073665056331	0.09163725025476152	0.1191814759170874	0.14327177458257295	0.15459878897646143	0.14485974381451908	0.14668481175599787	0.12938818199323182	0.130174060243576	0.1338067356995685	0.13998155040013754	0.16230176366282706	0.1411442275408287	0.1319631983441137	0.13721459162049185
KEGG_BASAL_CELL_CARCINOMA	-0.006360052633978732	0.07977290308140746	0.07643181970360728	0.05633771076345286	0.09953652512246966	0.1058809912626033	0.05851604861742933	0.1449515751360358	0.09567659248574595	0.061345661313573385	0.06287802565562904	0.054446736932783506	0.10402368728525703	0.09807144720421915	0.03533383093848159	0.07010436622820693	0.07393009316384166	0.10070488498196487	0.08280400845477326	0.11195842869346419	-3.275584563344175e-4
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.16902418992780094	0.13183538034163753	0.15755179791063786	0.16534518563624678	0.1577950849895986	0.15333880129288352	0.1790950442757223	0.17749495434604295	0.17079748758056199	0.16909887121757916	0.1457183209547265	0.15590562248792006	0.1545485573045105	0.11836190374019016	0.147396963487408	0.18226334412790404	0.1523989646182873	0.14473704815934013	0.1538787567498009	0.15921185847859343	0.15018490955286523
KEGG_BASE_EXCISION_REPAIR	0.2436327974206178	0.20317748677419378	0.28108848680402915	0.26186911016121334	0.25561341472097354	0.2838292810898749	0.2825753337352908	0.3249014523056491	0.2526587506501043	0.2843259530467568	0.23859824320931755	0.26217306421651676	0.29716729515905005	0.2846542165331084	0.26428795037927033	0.2735711459804151	0.24411484705798647	0.3008542622773286	0.28280682102283383	0.2967912901414673	0.2422146085665868
KEGG_BETA_ALANINE_METABOLISM	0.1435001638757775	0.1685498378551366	0.08500906845003164	0.08772846835737926	0.15228460395024057	0.09020613855001831	0.12901712934130063	0.1556156954831898	0.11755162446776847	0.12128817126056056	0.08923485712143514	0.07831795065681209	0.10393626827438181	0.08412357771182107	0.08544913783050632	0.13738114310726934	0.12619567502640938	0.13631382429086114	0.09224123683847574	0.14565462889017539	0.10028810454294
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.20021172227431053	0.19674249679811803	0.21644152547234904	0.19693647654333823	0.17573128955668438	0.20807193306727323	0.16061890644642618	0.21361070647699484	0.17756456536948048	0.23751429938016475	0.17734645027439175	0.2050885530519954	0.20533705985989872	0.18797035111904267	0.21518095974797324	0.15788519753276534	0.1808502257218595	0.202396913996135	0.21800548460471014	0.18257902336988585	0.21864520154665426
KEGG_BLADDER_CANCER	0.2657627997728772	0.16940398513934293	0.1325148877470615	0.13910912452792779	0.17626524056701634	0.14126294643977286	0.1538701070942165	0.1861529639298167	0.13021844807033633	0.14740572366534055	0.134436556181009	0.15383724018850847	0.1517160405454938	0.15805152717307974	0.17790905944351187	0.11789235457502686	0.15909679461019016	0.20195892227265247	0.13754703628739867	0.15261700299503778	0.13010085590921044
KEGG_BUTANOATE_METABOLISM	0.1051883901665422	0.13599535714126623	0.05876210291374852	0.06215682728102739	0.11094737527546825	0.07863160269672004	0.11329134702099232	0.1273666243835399	0.07912501833729618	0.09031794698773675	0.03228512876939123	0.06284798490971921	0.10546130368792712	0.0695636166313371	0.08234539894348664	0.11377554477769304	0.0984397143553676	0.10807691866544591	0.09631959204101262	0.13483770659152258	0.1011103009054041
KEGG_CALCIUM_SIGNALING_PATHWAY	-0.01949560545133906	0.037190545656746815	-0.007940585018153788	1.9665531430962998e-4	-0.013940954219016515	-0.010817780663729985	-0.0412047511281051	-0.0554925491432175	-0.03095772847492634	-0.022339787612713723	0.0051203405432609875	-0.003053880334462845	-0.036483157838593426	0.008654544422087244	0.02078832181889929	-0.04467678334441213	-0.0054779450608659595	-0.029474556625145205	-0.016609229913666184	-0.026008090546493664	0.037354655071697176
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.16793912984712198	0.21156875555410293	0.21565165540840628	0.21005405178238734	0.1921872119252741	0.1928892800132305	0.17805150695527128	0.18696711955311873	0.19006406822075333	0.20586681712380225	0.20681582758983214	0.20092367296746066	0.17556955314544823	0.19650919982974072	0.22689519495913216	0.1551043491603146	0.18216280988613334	0.17428663074188844	0.1946539466575902	0.19028761060320074	0.23935416983960897
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.11672724847169068	0.09229878238287224	0.022984021805707886	0.05733027334195321	0.040702139964376875	0.048847887405460824	0.06414848148365522	0.03838203255711578	0.010252744520728673	0.04842469934048512	0.07922480942112578	0.04465266054061931	0.05349949782194445	0.0538962741436283	0.026106114148019315	0.054839485126924804	0.057424240574521945	0.09921186735424692	0.07055441338829546	0.0599064720375782	0.038935297746625235
KEGG_CELL_CYCLE	0.25723814414791035	0.19161604570541846	0.2739740538031918	0.24793518272922702	0.2444799180346824	0.2708479690143961	0.27146374947199137	0.3145552759114314	0.25691952234229026	0.29231139215911506	0.23483483128228355	0.25084197583295836	0.2957678283656045	0.22935036690554161	0.2401838143794953	0.27296727430439643	0.25763139114534056	0.2959763443006207	0.2636161290137442	0.2414953287113216	0.18817793992122328
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.10461495069113115	0.07411099080095744	0.05843093428320194	0.07284981385736292	0.05942692889104081	0.07332167025527116	0.06416274857100206	0.03151586290438944	0.044756904027960814	0.0648707076744614	0.08140039892375955	0.06683198452136446	0.0559310581133386	0.06624561824232011	0.06914781278887118	0.05444666627808819	0.06786251736525795	0.08698994776472173	0.06768757628889543	0.04835774445521828	0.07155523212730998
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.31634061229950483	0.26141364082116025	0.24077080833680595	0.25669957325223625	0.2723783144675713	0.26714160685134736	0.2554327011008949	0.2495144644709733	0.23029526147384533	0.2498992081335283	0.25473465848729665	0.2553835154343688	0.26301064310528255	0.25479100670327826	0.24018312193371513	0.24359082015615846	0.26387030844512477	0.27592386028471794	0.26346958442152285	0.262088790214204	0.23673847002279594
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.20887552294163217	0.26874038191663896	0.07114424067009953	0.08117525007411105	0.16310811173343392	0.10375179276959062	0.08560638137424482	0.09773184152298452	0.06186271639757023	0.12352071729669278	0.09503435295152093	0.07565208497892072	0.0811812311940243	0.16846215370300166	0.13336030777412672	0.10046622543438047	0.11368501305414225	0.12196214205444991	0.11599426527478322	0.08740017518838798	0.18031627771239403
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.33039902088923	0.30626956883429535	0.29617507521268804	0.3003031780707288	0.2986992991987964	0.30807218843533357	0.3306704260991544	0.29985376932132296	0.28734343856504974	0.3216500568037868	0.29922737127996046	0.2879185521903784	0.3167569765427786	0.2843776556642453	0.31672885990137556	0.31312830073990094	0.27634838848297966	0.32519827736868956	0.31816520639520013	0.31564334647200526	0.3532139265760853
KEGG_COLORECTAL_CANCER	0.305405136934387	0.30684455933974236	0.2940185990412609	0.3082963774843351	0.30170784717662463	0.3168941725683567	0.29654921674978496	0.29966234036250916	0.2836669269330626	0.2891318921892935	0.30068061001552376	0.30065654468994346	0.320573471156197	0.28753680423950373	0.29420186929750863	0.2916125886418554	0.2989922902220131	0.31947338813344844	0.31077280397886115	0.3030866219166869	0.2711165122201045
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.10984165424056634	-0.03850187269950376	-0.11826634049162646	-0.03122196826537971	-0.07912113846606796	-0.08792190786590769	-0.017717631775344314	-0.11184220586262723	-0.11310284954061385	-0.08485522711398669	-0.023312672727722656	-0.05396687138421898	-0.007059559039257982	-0.08162930813581877	-0.14016497053239635	-0.03329313293515238	-0.0378266138817036	0.05020919901274462	-0.05658213598753234	-0.04281444087384853	-0.1207139183267161
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.17692616781674786	0.16809602428658255	0.1696806780531604	0.16407414285707966	0.15570501068940912	0.1603487535823104	0.1720855434558205	0.20814204789439059	0.17285272045743214	0.1719117260791594	0.1493429299631827	0.16114716927190503	0.16373362507137174	0.13725677355182334	0.1620925195723358	0.16670417327547812	0.14273841140554855	0.17013669760723074	0.1526703331030414	0.165746309608703	0.16118918634377769
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.07316865988029088	-0.17388248301120507	-0.21400017242553646	-0.19235016907453398	-0.1825496678306226	-0.18364934164837732	-0.16374957195067844	-0.22093561589815747	-0.21493582710356557	-0.1976538587112459	-0.1752111898581295	-0.19307595950205436	-0.16988518146991782	-0.18753450836175495	-0.20086801261303058	-0.17427450148374896	-0.17609443635454405	-0.12101537307227381	-0.1792857531131698	-0.1823064422539323	-0.2265526808163704
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0.002683884764245803	-0.07804184889481929	-0.09382925694043055	-0.07449758644577961	-0.07192212788133098	-0.07185773733995006	-0.032615518977884325	-0.07498068921857984	-0.09259637604003944	-0.06117748575816653	-0.07807466625112945	-0.08169732896396477	-0.07577553532683415	-0.060690074034309476	-0.08771011916722275	-0.0373006475772246	-0.07046345771431423	-0.04867029194761557	-0.06826978380082495	-0.06827467087677493	-0.0845480156888931
KEGG_DILATED_CARDIOMYOPATHY	0.10096815884542927	0.08513628927938126	0.05383952151211553	0.06781995363332832	0.07126765597921009	0.06710071372565966	0.04312180642970687	0.02223022915760541	0.03373684901207687	0.05644119023844104	0.08193164966043082	0.051226961705659664	0.05384832435151849	0.05509896685225793	0.0563550199878368	0.013238254942134157	0.05334479162218459	0.056736572214616705	0.05484059631876859	0.05361942887065658	0.05998248674758955
KEGG_DNA_REPLICATION	0.23653331425118784	0.18141144965011466	0.28505714213066735	0.2460133613792678	0.2570058452588026	0.2883771018971161	0.3004404821194029	0.3579767657207089	0.27716994745139834	0.3300911674644488	0.20977917649596114	0.23482529217387724	0.32567064456659217	0.23930167894283433	0.22772577717788367	0.27252528442642887	0.25058415076409035	0.3425373691876186	0.294699393517018	0.3186871235587571	0.18802938063649674
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.16953377876597447	0.1697382499708038	0.09347934888558547	0.1022354280572275	0.11177820988564542	0.12021506848485257	0.06148590876085135	0.1352796496539019	0.1027953601816961	0.10424199291905441	0.12013283687901381	0.10807104091632667	0.10106878021028688	0.09603605484839248	0.10414844751823397	0.09105410367595257	0.13450295219208383	0.1650697694376192	0.0943523631532921	0.1242723460487263	0.07921841294793902
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-0.15114856829143145	-0.15669477759805367	-0.22629084253429826	-0.19531958704395705	-0.17402299608684696	-0.1973473355190194	-0.1475038227044488	-0.20361925869137937	-0.1954255304096314	-0.17822873043297194	-0.20855656437124606	-0.20907721674265917	-0.18970878752869363	-0.19370573312110007	-0.21681966481587436	-0.14780819066731202	-0.16823902751402736	-0.19515691765009657	-0.18768248039014648	-0.15408841668538395	-0.21079545221108728
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.07639070274067176	-0.14154756005978492	-0.13824789937195628	-0.13150899080613737	-0.11887939255719115	-0.1350517688120717	-0.10780113661907714	-0.11043232008139413	-0.15108283525615837	-0.09924971858070551	-0.13027168251650292	-0.131330347377288	-0.134317240933429	-0.11684393806519783	-0.12183807400045185	-0.133426828331943	-0.13949117062610986	-0.11738318574312091	-0.12937354897856485	-0.13289971215719154	-0.13007722463225388
KEGG_ECM_RECEPTOR_INTERACTION	0.2041048864536918	0.07582671857266597	0.04202450317418566	0.11814076902897648	0.13852065507628877	0.12442097097638344	0.10898759744248049	0.07633163272373145	0.06661977454852673	0.12847874515481916	0.10758043494284554	0.11410360003578386	0.11457964678217661	0.13369691719537255	0.075240826932429	0.10943764257744604	0.10763871183072231	0.17723263770430067	0.12420970121497318	0.10010526691798306	0.055220186156955786
KEGG_ENDOCYTOSIS	0.21906692964649915	0.2336045409674549	0.22034580630167058	0.22455295416059193	0.20834405172877596	0.22053942339919544	0.2011631651074384	0.1934843846388933	0.20701423300854507	0.19683474047987154	0.2298290948061876	0.22687272457802715	0.19667266405014394	0.22152949027835422	0.23234705106557874	0.18898178282865233	0.2106233127834345	0.20146227446436507	0.21810795033277924	0.20576440679503222	0.23113897425132626
KEGG_ENDOMETRIAL_CANCER	0.2709104618408194	0.2983981849627638	0.24783372332579548	0.2616918833176964	0.2799727249294247	0.2746709948302541	0.24991493105549134	0.26971807324813163	0.2591177274753826	0.25185850264312454	0.2643010882644904	0.2581855518909616	0.26100193084374657	0.25431350497636046	0.25874454768575395	0.2512035378507713	0.27925292278643843	0.2628209834227448	0.26878570666854895	0.2697946901826553	0.2575886457596613
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.21005423252634642	0.2193528495764306	0.1995422595315069	0.2057373625481649	0.1932845272741081	0.20436458460199686	0.22721884127170802	0.1957276168357618	0.19071642553113058	0.2026304503086315	0.2109299981299579	0.20064009221247314	0.1950132198744365	0.20328249490763373	0.21371244278568866	0.1970380838686714	0.1930631614392729	0.21707342284025746	0.20951495025735647	0.19189097832419194	0.2150899816956332
KEGG_ERBB_SIGNALING_PATHWAY	0.2144471615287536	0.22098109507539934	0.21199371685401314	0.2136413289103747	0.20053900418708429	0.20909413605674082	0.17053669272106942	0.18323284604219997	0.18580777071757199	0.1935850474607637	0.21472611055921897	0.22013798514487448	0.18942515356993847	0.19708958077581343	0.23102803541378356	0.18223119745376218	0.21947576873269817	0.184928108114077	0.21161766383328154	0.19132065998408285	0.23095810062259775
KEGG_ETHER_LIPID_METABOLISM	0.08382392206251142	0.026169250461449498	-0.029451062560466704	-0.030093885107251347	0.004305535675050172	-0.008626872788267225	-0.015519949742937227	-0.0037080370900673073	-0.030845794125772034	-0.033643176832724046	-0.023239473374460647	-0.01962735614074442	-0.023015010411223006	0.008501377581549976	-0.04065732999232465	-0.009351285539106831	-0.00751195161631939	9.362585002373962e-4	-0.011729496453243145	-0.0030486391404960993	-0.03134328056005881
KEGG_FATTY_ACID_METABOLISM	0.17092263084482584	0.16845512415665104	0.12649748784344567	0.14428683212996846	0.14997234302270893	0.1408603119267543	0.16912749875361358	0.13914864466423663	0.1400228752699921	0.1446725847771939	0.12385795915253281	0.14089693526262329	0.14565721986972455	0.13756632046026315	0.13611379977254612	0.1781968187832847	0.15619196096771928	0.159907741570487	0.14841343569889992	0.16800456792352114	0.13734906390086524
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.1108574771555563	0.09896779979595194	0.09794101698741925	0.10049140179248274	0.08469122071023061	0.09350257255257703	0.08921048191505229	0.07110358407593836	0.08391121568156698	0.09428674382804811	0.10119110973019199	0.0982367167769354	0.08225996095482331	0.10232129003089606	0.10191783851956647	0.08169757582834161	0.10064854859637537	0.09625524202442062	0.09337965718566989	0.0772059889369516	0.09963366637813077
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.23941756349218268	0.221061807332426	0.18988356631203948	0.2068434320555228	0.1736672279800755	0.19807820147596739	0.17280159375066267	0.182732353818748	0.17869332466422688	0.1882490160334311	0.20744182116624976	0.1982315406445115	0.18461411456394503	0.20276991916146014	0.20962173983187904	0.1669189819966818	0.17956776241003902	0.2156415173588153	0.19614206266313203	0.18231222143242073	0.20365607951275505
KEGG_FOCAL_ADHESION	0.2622744044766617	0.1884551253170304	0.16159136511182212	0.19393433059062667	0.20217808126825024	0.20523398018853678	0.1875172650363455	0.14986456295947206	0.16865981460820814	0.1999674708812147	0.19450870241037235	0.19563813726275087	0.20043712803874011	0.20675273619026316	0.17853152879989084	0.1946997268000857	0.18564967034471036	0.22861311803690973	0.20685627883152877	0.19973399510190154	0.1649804320275038
KEGG_FOLATE_BIOSYNTHESIS	0.051103117097230914	0.016717212735725157	0.054819202412455206	0.04055283880326591	0.02587863657051659	0.03435120916283383	0.03454612815690557	0.10733606214888879	0.06828557740727359	0.0918612106406788	0.03192178838876962	0.009807545028871373	0.052677252673373816	-7.723097629626852e-4	0.06733180469682692	0.021849406972648668	0.13651249291526454	0.03430303640398706	0.035531912823927154	0.03766213256083099	0.035379644190749286
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.1886921797296197	0.15857037778787425	0.12902845883861822	0.12042133442211254	0.15889250465400942	0.12679329163001538	0.1488855916604375	0.14786589862647212	0.1094217251045816	0.15621836061439087	0.10767301399697483	0.10047924495787791	0.1044975182198253	0.1356413133445513	0.14177068701412787	0.10879355733881917	0.14647899346020532	0.1300040527951961	0.1281125753420755	0.15099136426605853	0.13912666248894137
KEGG_GALACTOSE_METABOLISM	0.18783895892879224	0.11930091205251254	0.13499506112461263	0.12549832169519634	0.12466463974330481	0.14025560869404743	0.1624609322852796	0.135562611516507	0.1297831218152806	0.1322474133575494	0.14246242671489812	0.12425800191125412	0.1423708268611112	0.13904806142653778	0.14373343679320943	0.13297812080240695	0.11423075832885783	0.15249304503050032	0.1494410066755292	0.16525793817985304	0.12693420367898578
KEGG_GAP_JUNCTION	0.1441442805801217	0.19302826381297522	0.1587484742021367	0.16466676825265386	0.1560844495315364	0.1719578800845492	0.1279451684389506	0.11033123125347917	0.14328735501137135	0.15570977681987636	0.17347970844441515	0.1647038617641929	0.1431921072267846	0.1646565183091344	0.17696348751843133	0.1544937277653637	0.16161749530873346	0.14920945200829325	0.16763532567371592	0.16003913217477442	0.17450703389144653
