pathway	P.Value	adj.P.Val
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	3.811748413502906e-40	1.0275147897268704e-39
KEGG_SELENOAMINO_ACID_METABOLISM	6.171713194882064e-40	1.6399123632115198e-39
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	3.551292772110369e-39	9.30338669876801e-39
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	4.857895150299697e-39	1.2549562471607552e-38
KEGG_LONG_TERM_POTENTIATION	8.88792564228971e-39	2.2645947526929947e-38
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	4.871598045602557e-38	1.224482752002805e-37
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	5.845498016927798e-38	1.4496835081980939e-37
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	1.1052643499047448e-37	2.7049890668721384e-37
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1.2407457939509801e-37	2.9971262035699e-37
KEGG_PURINE_METABOLISM	4.551250301498494e-37	1.0852981488188718e-36
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	5.178684093037631e-37	1.2192851155759487e-36
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	4.1366480848936107e-36	9.617706797377646e-36
KEGG_PROTEASOME	4.6888948111025255e-36	1.0767091788457651e-35
KEGG_INOSITOL_PHOSPHATE_METABOLISM	2.6528607872951844e-35	6.017464712645174e-35
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	4.847394107021932e-35	1.0862834986820233e-34
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	1.0668265194951142e-34	2.3622587217391814e-34
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	1.7667252982861867e-34	3.866010652720362e-34
KEGG_GALACTOSE_METABOLISM	3.98498500406408e-34	8.618688497161846e-34
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	6.4821515503955305e-34	1.3858392969811133e-33
KEGG_FATTY_ACID_METABOLISM	1.1008309762953165e-33	2.326756381715101e-33
KEGG_PRION_DISEASES	2.0630188124087018e-33	4.3114775180676247e-33
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	3.301043321797352e-33	6.822156198381196e-33
KEGG_CELL_CYCLE	3.9194413574119e-33	8.011165851413334e-33
KEGG_BASE_EXCISION_REPAIR	6.60569395667599e-33	1.3354989955888417e-32
KEGG_PROTEIN_EXPORT	8.436210028707424e-32	1.6872420057414847e-31
KEGG_DORSO_VENTRAL_AXIS_FORMATION	9.604704030503547e-32	1.9005052656102764e-31
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	4.053260914975617e-31	7.935858212478577e-31
KEGG_NUCLEOTIDE_EXCISION_REPAIR	4.946144908363928e-31	9.58315575995511e-31
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	7.221684331411703e-31	1.3847765831366771e-30
KEGG_TGF_BETA_SIGNALING_PATHWAY	1.3234452328890618e-30	2.5118450338506686e-30
KEGG_LONG_TERM_DEPRESSION	1.9372018821690904e-30	3.639591414984352e-30
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	1.624218161258325e-29	3.021045779940485e-29
KEGG_LIMONENE_AND_PINENE_DEGRADATION	2.796887129327065e-29	5.150703030245882e-29
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	3.241348545036215e-29	5.910694405654274e-29
KEGG_CHEMOKINE_SIGNALING_PATHWAY	5.334932263927114e-29	9.633955350392654e-29
KEGG_PYRIMIDINE_METABOLISM	1.6170345881065687e-28	2.892004167190594e-28
KEGG_CARDIAC_MUSCLE_CONTRACTION	1.9405805283722875e-28	3.4375997931166233e-28
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	5.461253020954235e-28	9.582953414127243e-28
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	6.489963503192215e-28	1.1281618799941609e-27
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	2.0578754476003764e-27	3.544118826422871e-27
KEGG_ONE_CARBON_POOL_BY_FOLATE	2.1819781067806016e-27	3.723375484965063e-27
KEGG_ECM_RECEPTOR_INTERACTION	1.046062920182022e-26	1.7687973013986918e-26
KEGG_ARACHIDONIC_ACID_METABOLISM	1.693275468378671e-26	2.837380514580476e-26
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	9.611588933146542e-26	1.5962103049689794e-25
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	3.152123692534855e-25	5.188451387712239e-25
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	3.6177121213288365e-25	5.9025829347996805e-25
KEGG_BLADDER_CANCER	1.345827143029868e-24	2.1767291182917863e-24
KEGG_STARCH_AND_SUCROSE_METABOLISM	1.9967192086492277e-24	3.2016359724892787e-24
KEGG_P53_SIGNALING_PATHWAY	4.0746589579978024e-24	6.477662958868301e-24
KEGG_MISMATCH_REPAIR	1.4414072949713094e-22	2.272048786988674e-22
KEGG_GLUTATHIONE_METABOLISM	2.0158678777838451e-22	3.1508523131747493e-22
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	8.526655413507308e-22	1.3216315890936328e-21
KEGG_BASAL_TRANSCRIPTION_FACTORS	1.018192537439384e-21	1.5651554707745902e-21
KEGG_TYROSINE_METABOLISM	3.1562856670493235e-21	4.812042082550608e-21
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	3.3624248654206906e-21	5.084642479416654e-21
KEGG_DNA_REPLICATION	3.759109185133349e-21	5.638663777700024e-21
KEGG_TYPE_II_DIABETES_MELLITUS	1.906155963444568e-20	2.836360073605517e-20
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	2.9235654893450497e-20	4.315739531890312e-20
KEGG_PRIMARY_IMMUNODEFICIENCY	1.0848796805216188e-19	1.5888789021812685e-19
KEGG_STEROID_BIOSYNTHESIS	1.1469914351530902e-19	1.6667219292068342e-19
KEGG_BETA_ALANINE_METABOLISM	2.6951894092004486e-19	3.886087055126228e-19
KEGG_VIRAL_MYOCARDITIS	3.11755306056331e-19	4.460498994344429e-19
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1.7535313643929064e-18	2.489746822725806e-18
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	3.1471578851830975e-17	4.434631565485274e-17
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	4.5529150012316605e-17	6.367234513000668e-17
KEGG_BUTANOATE_METABOLISM	1.1758033606498933e-16	1.6320852617976132e-16
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	4.861715250432191e-16	6.698363233928796e-16
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	9.923081288361904e-16	1.3571272938494958e-15
KEGG_GLYCEROLIPID_METABOLISM	1.6424434951311997e-15	2.2298867890102417e-15
KEGG_DILATED_CARDIOMYOPATHY	3.827249183734096e-15	5.158466291119869e-15
KEGG_CELL_ADHESION_MOLECULES_CAMS	1.7601340627998353e-14	2.3552873070558946e-14
KEGG_PEROXISOME	2.9893232783779314e-14	3.971529498416394e-14
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1.1053176365656813e-13	1.4580785844057923e-13
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	1.841651529357732e-13	2.412304115919283e-13
KEGG_RIBOFLAVIN_METABOLISM	1.9047009235954592e-13	2.4774431593619256e-13
KEGG_ARGININE_AND_PROLINE_METABOLISM	3.987358440773824e-13	5.150337985999523e-13
KEGG_LEISHMANIA_INFECTION	5.804490904145035e-13	7.445760746006734e-13
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1.960999619078253e-12	2.4982597886887334e-12
KEGG_HEMATOPOIETIC_CELL_LINEAGE	2.2204774924941595e-12	2.8095837660130183e-12
KEGG_SPHINGOLIPID_METABOLISM	3.300121119842531e-12	4.147449515477776e-12
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	3.396959885507196e-12	4.24050025976066e-12
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	3.611193679596443e-12	4.477880162699589e-12
KEGG_OTHER_GLYCAN_DEGRADATION	5.685431947802379e-12	7.003247299942003e-12
KEGG_O_GLYCAN_BIOSYNTHESIS	7.668373468935971e-12	9.38366753435586e-12
KEGG_FOLATE_BIOSYNTHESIS	2.031880932837748e-11	2.4701297614890268e-11
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	4.020291192985214e-11	4.855676375943181e-11
KEGG_HOMOLOGOUS_RECOMBINATION	7.912164800615084e-11	9.494597760738101e-11
KEGG_TASTE_TRANSDUCTION	1.5540967211555915e-10	1.8529614752239744e-10
KEGG_REGULATION_OF_AUTOPHAGY	3.9950047570039596e-10	4.732935571991952e-10
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	6.690870887155428e-10	7.876594841841199e-10
KEGG_NITROGEN_METABOLISM	8.208186066360035e-10	9.602028983289096e-10
KEGG_AUTOIMMUNE_THYROID_DISEASE	9.38878350859557e-9	1.0914460828742351e-8
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	1.6248208291865012e-8	1.877122200178194e-8
KEGG_TRYPTOPHAN_METABOLISM	2.2180728355192094e-8	2.5466762185590923e-8
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	2.2447110047784108e-7	2.561449367415855e-7
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	3.888293225816631e-7	4.4098935365969103e-7
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	5.950843125820719e-7	6.708223160016083e-7
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	6.872400891529387e-7	7.700400998942565e-7
KEGG_CIRCADIAN_RHYTHM_MAMMAL	7.930411379359099e-7	8.832673751861032e-7
KEGG_CALCIUM_SIGNALING_PATHWAY	1.4024373308450297e-6	1.5526984734355687e-6
KEGG_RENIN_ANGIOTENSIN_SYSTEM	3.0301246948094088e-5	3.334930137482545e-5
KEGG_ASTHMA	5.17002306118689e-5	5.656613466945656e-5
KEGG_PHENYLALANINE_METABOLISM	7.075454555743905e-5	7.696108464142493e-5
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	4.491037551220685e-4	4.856587119343299e-4
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	4.7622721415568306e-4	5.120130741789425e-4
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	7.191823786649599e-4	7.687811634004743e-4
KEGG_ABC_TRANSPORTERS	0.0018526169238490767	0.0019690671304910187
KEGG_SULFUR_METABOLISM	0.0022152144447934153	0.0023410789018839502
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0.002332442940076645	0.0024510417336398647
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.002609416372243203	0.0027266935125687406
KEGG_HISTIDINE_METABOLISM	0.003815665682951832	0.003964881659380116
KEGG_ETHER_LIPID_METABOLISM	0.007315575905576737	0.007559428435762629
