pathway	P.Value	adj.P.Val
KEGG_DNA_REPLICATION	7.2216843314117034e-31	1.3847765831366771e-30
KEGG_PANCREATIC_CANCER	1.3234452328890618e-30	2.5118450338506686e-30
KEGG_PROTEIN_EXPORT	1.9372018821690904e-30	3.639591414984352e-30
KEGG_PHENYLALANINE_METABOLISM	1.624218161258325e-29	3.021045779940485e-29
KEGG_SPLICEOSOME	2.796887129327065e-29	5.150703030245882e-29
KEGG_GLYCEROLIPID_METABOLISM	3.241348545036215e-29	5.910694405654274e-29
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	5.334932263927114e-29	9.633955350392654e-29
KEGG_LONG_TERM_POTENTIATION	1.6170345881065687e-28	2.892004167190594e-28
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	1.9405805283722054e-28	3.437599793116478e-28
KEGG_PROPANOATE_METABOLISM	5.461253020954235e-28	9.582953414127243e-28
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	6.489963503192215e-28	1.1281618799941609e-27
KEGG_BUTANOATE_METABOLISM	2.0578754476004202e-27	3.544118826422946e-27
KEGG_DORSO_VENTRAL_AXIS_FORMATION	2.1819781067806016e-27	3.723375484965063e-27
KEGG_PURINE_METABOLISM	1.0460629201820295e-26	1.7687973013987044e-26
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1.6932754683786593e-26	2.837380514580456e-26
KEGG_GALACTOSE_METABOLISM	9.611588933145727e-26	1.596210304968844e-25
KEGG_NON_SMALL_CELL_LUNG_CANCER	3.152123692534855e-25	5.188451387712239e-25
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	3.6177121213288117e-25	5.90258293479964e-25
KEGG_TASTE_TRANSDUCTION	1.345827143029868e-24	2.1767291182917863e-24
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1.9967192086492277e-24	3.2016359724892787e-24
KEGG_AXON_GUIDANCE	4.07465895799786e-24	6.477662958868392e-24
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.4414072949713503e-22	2.2720487869887384e-22
KEGG_SELENOAMINO_ACID_METABOLISM	2.0158678777838451e-22	3.1508523131747493e-22
KEGG_REGULATION_OF_AUTOPHAGY	8.526655413507368e-22	1.3216315890936422e-21
KEGG_LYSOSOME	1.018192537439384e-21	1.5651554707745902e-21
KEGG_BLADDER_CANCER	3.1562856670493456e-21	4.8120420825506416e-21
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	3.3624248654206906e-21	5.084642479416654e-21
KEGG_STEROID_BIOSYNTHESIS	3.759109185133349e-21	5.638663777700024e-21
KEGG_MELANOMA	1.9061559634445812e-20	2.8363600736055367e-20
KEGG_RIBOFLAVIN_METABOLISM	2.9235654893450497e-20	4.315739531890312e-20
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.084879680521642e-19	1.5888789021813025e-19
KEGG_HUNTINGTONS_DISEASE	1.1469914351530902e-19	1.6667219292068342e-19
KEGG_RENIN_ANGIOTENSIN_SYSTEM	2.6951894092004674e-19	3.886087055126255e-19
KEGG_GRAFT_VERSUS_HOST_DISEASE	3.11755306056331e-19	4.460498994344429e-19
KEGG_HOMOLOGOUS_RECOMBINATION	1.7535313643929187e-18	2.4897468227258235e-18
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	3.1471578851830975e-17	4.434631565485274e-17
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	4.5529150012316605e-17	6.367234513000668e-17
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	1.1758033606498768e-16	1.6320852617975902e-16
KEGG_STARCH_AND_SUCROSE_METABOLISM	4.86171525043226e-16	6.698363233928892e-16
KEGG_LINOLEIC_ACID_METABOLISM	9.923081288361904e-16	1.3571272938494958e-15
KEGG_GLUTATHIONE_METABOLISM	1.6424434951312458e-15	2.2298867890103044e-15
KEGG_FATTY_ACID_METABOLISM	3.827249183734096e-15	5.158466291119869e-15
KEGG_PRIMARY_IMMUNODEFICIENCY	1.7601340627998353e-14	2.3552873070558946e-14
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	2.9893232783779737e-14	3.97152949841645e-14
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	1.105317636565685e-13	1.4580785844057973e-13
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	1.841651529357732e-13	2.412304115919283e-13
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.9047009235954592e-13	2.4774431593619256e-13
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	3.987358440773824e-13	5.150337985999523e-13
KEGG_RNA_POLYMERASE	5.804490904144912e-13	7.445760746006577e-13
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	1.960999619078253e-12	2.4982597886887334e-12
KEGG_NITROGEN_METABOLISM	2.2204774924940727e-12	2.8095837660129084e-12
KEGG_ALZHEIMERS_DISEASE	3.300121119842531e-12	4.147449515477776e-12
KEGG_SPHINGOLIPID_METABOLISM	3.3969598855071115e-12	4.240500259760555e-12
KEGG_RENAL_CELL_CARCINOMA	3.6111936795963658e-12	4.4778801626994935e-12
KEGG_HEDGEHOG_SIGNALING_PATHWAY	5.685431947802379e-12	7.003247299942003e-12
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	7.668373468935999e-12	9.383667534355892e-12
KEGG_TYROSINE_METABOLISM	2.031880932837748e-11	2.4701297614890268e-11
KEGG_PROSTATE_CANCER	4.020291192985214e-11	4.855676375943181e-11
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	7.912164800615084e-11	9.494597760738101e-11
KEGG_PATHWAYS_IN_CANCER	1.554096721155608e-10	1.8529614752239943e-10
KEGG_OLFACTORY_TRANSDUCTION	3.995004757003987e-10	4.732935571991985e-10
KEGG_P53_SIGNALING_PATHWAY	6.69087088715538e-10	7.876594841841144e-10
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	8.208186066360035e-10	9.602028983289096e-10
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	9.38878350859557e-9	1.0914460828742351e-8
KEGG_PYRUVATE_METABOLISM	1.6248208291864837e-8	1.8771222001781735e-8
KEGG_THYROID_CANCER	2.2180728355192256e-8	2.546676218559111e-8
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	2.2447110047784344e-7	2.561449367415882e-7
KEGG_COLORECTAL_CANCER	3.888293225816617e-7	4.4098935365968944e-7
KEGG_ONE_CARBON_POOL_BY_FOLATE	5.950843125820783e-7	6.708223160016155e-7
KEGG_RIBOSOME	6.872400891529436e-7	7.70040099894262e-7
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	7.930411379359071e-7	8.832673751861001e-7
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1.4024373308450297e-6	1.5526984734355687e-6
KEGG_INSULIN_SIGNALING_PATHWAY	3.0301246948094088e-5	3.334930137482545e-5
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	5.17002306118689e-5	5.656613466945656e-5
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	7.075454555743853e-5	7.696108464142437e-5
KEGG_FOLATE_BIOSYNTHESIS	4.4910375512207095e-4	4.856587119343325e-4
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	4.7622721415568306e-4	5.120130741789425e-4
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	7.191823786649612e-4	7.687811634004757e-4
KEGG_N_GLYCAN_BIOSYNTHESIS	0.0018526169238490897	0.0019690671304910326
KEGG_VIBRIO_CHOLERAE_INFECTION	0.0022152144447934036	0.002341078901883938
KEGG_FOCAL_ADHESION	0.002332442940076645	0.0024510417336398647
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.002609416372243203	0.0027266935125687406
KEGG_SULFUR_METABOLISM	0.0038156656829518216	0.003964881659380105
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.007315575905576763	0.007559428435762656
