pathway	P.Value	adj.P.Val
KEGG_PROTEASOME	1.745411104076202e-81	1.411506371122494e-80
KEGG_PRION_DISEASES	5.455044877756519e-81	4.227659780261302e-80
KEGG_NOTCH_SIGNALING_PATHWAY	8.306397565194287e-81	6.17995978850455e-80
KEGG_ADHERENS_JUNCTION	2.6879599073854323e-80	1.922925164514194e-79
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	3.085373815197299e-77	2.1254797393581396e-76
KEGG_LONG_TERM_DEPRESSION	1.0667250634180315e-74	7.086102206991209e-74
KEGG_OTHER_GLYCAN_DEGRADATION	4.2335488512240524e-74	2.7153106425092197e-73
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	3.0995870565341187e-72	1.9217439750511536e-71
KEGG_TIGHT_JUNCTION	4.1494718132624636e-72	2.4896830879574783e-71
KEGG_STEROID_HORMONE_BIOSYNTHESIS	4.808587715571108e-72	2.7949916096757063e-71
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	1.243040323835434e-71	7.00622727979972e-71
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	7.041272147512404e-71	3.85199005716855e-70
KEGG_CELL_ADHESION_MOLECULES_CAMS	1.1756388680451794e-70	6.247680841611524e-70
KEGG_BETA_ALANINE_METABOLISM	4.501169594048658e-70	2.3256042902584737e-69
KEGG_MTOR_SIGNALING_PATHWAY	1.0958773633228958e-68	5.509005123731314e-68
KEGG_CALCIUM_SIGNALING_PATHWAY	2.985545597020581e-68	1.461346002752179e-67
KEGG_PARKINSONS_DISEASE	1.02822575151134e-67	4.903845891823314e-67
KEGG_OXIDATIVE_PHOSPHORYLATION	1.1772882337770765e-66	5.474390287063406e-66
KEGG_HISTIDINE_METABOLISM	1.3911011072465202e-65	6.310848925557384e-65
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	3.283690755985528e-65	1.4542059062221623e-64
KEGG_ALLOGRAFT_REJECTION	1.0290679510136095e-64	4.451317183454218e-64
KEGG_BASAL_TRANSCRIPTION_FACTORS	1.6299409553189478e-64	6.890204947484643e-64
KEGG_ENDOMETRIAL_CANCER	1.0050900940055029e-63	4.154372388556079e-63
KEGG_MAPK_SIGNALING_PATHWAY	1.8200035366386064e-63	7.359144735103931e-63
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	8.286829449642483e-62	3.279468675815961e-61
KEGG_PANCREATIC_CANCER	4.798372511856867e-61	1.8593693483445361e-60
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	1.1781905790841547e-60	4.472315259380669e-60
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	2.588421012632785e-60	9.628926166993961e-60
KEGG_TYPE_II_DIABETES_MELLITUS	6.447871598699232e-60	2.351576700702073e-59
KEGG_MISMATCH_REPAIR	6.117669730805966e-59	2.1882434037113646e-58
KEGG_AUTOIMMUNE_THYROID_DISEASE	7.706638440235187e-59	2.704593867705179e-58
KEGG_ERBB_SIGNALING_PATHWAY	1.3787128460956357e-58	4.748899803218301e-58
KEGG_RETINOL_METABOLISM	1.6262592902973314e-57	5.499713236278248e-57
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	8.242283359317843e-57	2.7376155443448553e-56
KEGG_ENDOCYTOSIS	1.026614739714635e-56	3.3500059927530198e-56
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	3.0777972328376558e-56	9.870177332893171e-56
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	3.4234736635103064e-55	1.079264578665961e-54
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1.1694673340368718e-54	3.6253487355143026e-54
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	4.481697059788587e-53	1.3665502510175035e-52
KEGG_ARGININE_AND_PROLINE_METABOLISM	7.808848066218121e-53	2.342654419865436e-52
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	8.007005568963708e-53	2.363973072741666e-52
KEGG_PPAR_SIGNALING_PATHWAY	2.0272303815676858e-52	5.891638296431087e-52
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1.060490861967587e-50	3.034635389630326e-50
KEGG_CIRCADIAN_RHYTHM_MAMMAL	1.1481452718286997e-50	3.235682129699063e-50
KEGG_LEISHMANIA_INFECTION	3.4544797786573626e-49	9.484337312267164e-49
KEGG_TASTE_TRANSDUCTION	3.4673921356675656e-49	9.484337312267164e-49
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	4.400093444191518e-49	1.1861121458255397e-48
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	5.784720383515363e-49	1.5370828447626537e-48
KEGG_GALACTOSE_METABOLISM	2.816948106131796e-48	7.379610531556536e-48
KEGG_PROTEIN_EXPORT	5.181592846632292e-48	1.3385781520466755e-47
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	7.940085843511988e-47	2.023090365607164e-46
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1.9407955978875497e-46	4.878215962257896e-46
KEGG_ETHER_LIPID_METABOLISM	2.183613798852913e-46	5.415362221155224e-46
KEGG_HOMOLOGOUS_RECOMBINATION	3.507523185621401e-46	8.584201480599745e-46
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.0603219231628215e-44	4.976881528679024e-44
KEGG_GLUTATHIONE_METABOLISM	3.118957261758877e-44	7.437513470348091e-44
KEGG_GLYCEROLIPID_METABOLISM	3.72012361632321e-44	8.758772058685026e-44
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	4.547434982238154e-44	1.057278633370371e-43
KEGG_SPLICEOSOME	4.643341925899025e-43	1.0662488866879241e-42
KEGG_TYPE_I_DIABETES_MELLITUS	1.3528967011737124e-41	3.0687656880281765e-41
KEGG_BLADDER_CANCER	6.02605483637696e-41	1.3504171079109811e-40
KEGG_ACUTE_MYELOID_LEUKEMIA	6.628350629350845e-41	1.4677062107848301e-40
KEGG_PROPANOATE_METABOLISM	6.834634970680706e-41	1.4955789465254252e-40
KEGG_RIBOFLAVIN_METABOLISM	1.37486496515304e-40	2.973545157191458e-40
KEGG_RENIN_ANGIOTENSIN_SYSTEM	1.4215498464721271e-40	3.0391755338369614e-40
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	5.2980945317672614e-40	1.1198245260326258e-39
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	3.515859588858732e-39	7.347751500311507e-39
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.1378139022986444e-38	2.3514820647505317e-38
KEGG_CITRATE_CYCLE_TCA_CYCLE	1.420909209199675e-38	2.9042759660564784e-38
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	3.425301766496515e-38	6.92506661487339e-38
KEGG_ECM_RECEPTOR_INTERACTION	5.648692640439716e-38	1.1297385280879432e-37
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	9.377742407361591e-38	1.8555958380524e-37
KEGG_NUCLEOTIDE_EXCISION_REPAIR	2.2254005546154945e-37	4.357100033247179e-37
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2.76626756149323e-37	5.359643400393133e-37
KEGG_SMALL_CELL_LUNG_CANCER	3.1769817671381595e-37	6.091944419460801e-37
KEGG_STARCH_AND_SUCROSE_METABOLISM	3.3776462889728297e-37	6.410634793356596e-37
KEGG_APOPTOSIS	4.287448703013356e-37	8.055206654146305e-37
KEGG_PHENYLALANINE_METABOLISM	5.186395112322786e-37	9.646694908920382e-37
KEGG_NON_SMALL_CELL_LUNG_CANCER	1.6302435054148557e-36	3.002230613932309e-36
KEGG_LYSINE_DEGRADATION	1.578774879287593e-35	2.878942426936199e-35
KEGG_INOSITOL_PHOSPHATE_METABOLISM	4.171353353066529e-35	7.532735181265771e-35
KEGG_CELL_CYCLE	4.3195081325484455e-35	7.72527416013472e-35
KEGG_DORSO_VENTRAL_AXIS_FORMATION	4.81296283820465e-35	8.525819884819665e-35
KEGG_FATTY_ACID_METABOLISM	1.3643154502798042e-34	2.3939874882268264e-34
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	3.5756592012763104e-34	6.215631882592465e-34
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	6.089876208126981e-34	1.0488120136218691e-33
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	6.946232486252096e-34	1.1853204059109082e-33
KEGG_PYRUVATE_METABOLISM	2.0942766422062514e-33	3.541231413185116e-33
KEGG_PURINE_METABOLISM	2.740287583806018e-33	4.591833248539814e-33
KEGG_AXON_GUIDANCE	1.0397295898773858e-32	1.72669378318923e-32
KEGG_NON_HOMOLOGOUS_END_JOINING	1.9688513712896113e-32	3.240764204069626e-32
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	5.88585178949908e-32	9.603231867077445e-32
KEGG_MELANOMA	8.170089597167478e-32	1.3214231870201312e-31
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.1539149072636067e-31	1.8502428685433694e-31
KEGG_NITROGEN_METABOLISM	7.872689861076354e-31	1.2515558240685484e-30
KEGG_LONG_TERM_POTENTIATION	5.737162597866443e-30	9.043324094942021e-30
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1.4142136394970273e-29	2.210451570978547e-29
KEGG_TGF_BETA_SIGNALING_PATHWAY	1.4541416840109443e-29	2.2539196102169638e-29
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	2.894539487419175e-29	4.4494573938840216e-29
KEGG_CARDIAC_MUSCLE_CONTRACTION	7.787484839674669e-29	1.1872722788356463e-28
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1.9381342003652541e-28	2.930837083479165e-28
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	9.773041289911145e-27	1.4659561934866718e-26
KEGG_DNA_REPLICATION	2.4979863304088647e-26	3.7170036596483906e-26
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	7.763750682502226e-25	1.1460774817027096e-24
KEGG_N_GLYCAN_BIOSYNTHESIS	1.4133042757253822e-24	2.069878703030875e-24
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.5676388870583324e-24	2.2779752577566394e-24
KEGG_FOLATE_BIOSYNTHESIS	1.713752371185721e-24	2.4709917910119698e-24
KEGG_LYSOSOME	3.840770839781897e-24	5.495256739995638e-24
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	5.986317837593969e-24	8.49965738772884e-24
KEGG_LINOLEIC_ACID_METABOLISM	6.21971662247815e-24	8.764146149855575e-24
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	7.394115653597292e-24	1.0340642944128544e-23
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1.3109311028968197e-23	1.8196506353642423e-23
KEGG_GAP_JUNCTION	1.8111769058823932e-22	2.495399292549075e-22
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	7.029643110156391e-22	9.614070724184477e-22
KEGG_RIBOSOME	1.421654804932206e-21	1.9301298811488344e-21
KEGG_ARACHIDONIC_ACID_METABOLISM	1.0309841513185587e-20	1.3895873343858835e-20
KEGG_PATHWAYS_IN_CANCER	2.4568709317375307e-20	3.287611462612811e-20
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1.1889442268096728e-19	1.5750402466005513e-19
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.1939821224229985e-19	1.5750402466005513e-19
KEGG_BUTANOATE_METABOLISM	1.566720488805366e-19	2.0521831754774513e-19
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1.1605577695712743e-18	1.5095366793024967e-18
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	3.955488517801678e-18	5.1091726688271685e-18
KEGG_INSULIN_SIGNALING_PATHWAY	1.8994367085725087e-17	2.4365188123757694e-17
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	2.27674607419731e-17	2.9005121219226e-17
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	8.163562102704368e-17	1.0329405109544303e-16
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	8.35226159240007e-17	1.0496761190448737e-16
KEGG_HEDGEHOG_SIGNALING_PATHWAY	8.44455994103368e-17	1.0541531201558822e-16
KEGG_TRYPTOPHAN_METABOLISM	1.0756641958500446e-16	1.3338236028540552e-16
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	2.477603381872676e-16	3.051882311445813e-16
KEGG_STEROID_BIOSYNTHESIS	9.203178070954687e-16	1.1261783692089287e-15
KEGG_ALZHEIMERS_DISEASE	1.5716466099463338e-15	1.9106292120916215e-15
KEGG_RENAL_CELL_CARCINOMA	1.3614438829063279e-14	1.6443413131206297e-14
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	2.187190650975726e-14	2.624628781170871e-14
KEGG_SULFUR_METABOLISM	4.8911753247288876e-14	5.831785964099828e-14
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	8.22732672613562e-14	9.74702401949825e-14
KEGG_VIBRIO_CHOLERAE_INFECTION	7.412454906700369e-13	8.726054510419423e-13
KEGG_THYROID_CANCER	1.5874470390884408e-12	1.857013517424214e-12
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	2.5810573772725495e-12	3.000479201079339e-12
KEGG_HUNTINGTONS_DISEASE	8.381506466667114e-12	9.682982626087474e-12
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	2.153382576038468e-11	2.4724022169330558e-11
KEGG_RNA_DEGRADATION	9.891720476703994e-11	1.1287484715748116e-10
KEGG_LIMONENE_AND_PINENE_DEGRADATION	1.5244854512431714e-10	1.7289895971416455e-10
KEGG_TYROSINE_METABOLISM	1.9254850479351564e-10	2.1705467813087216e-10
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	6.310695943214148e-10	7.071020755649587e-10
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.7569408377329117e-9	1.9568323102893506e-9
KEGG_OLFACTORY_TRANSDUCTION	2.119406583396399e-9	2.3464858601888706e-9
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	5.294327424838979e-9	5.826892905444084e-9
KEGG_GRAFT_VERSUS_HOST_DISEASE	2.827153056166505e-8	3.093238049688059e-8
KEGG_REGULATION_OF_AUTOPHAGY	1.2682633282228231e-7	1.3795144973651762e-7
KEGG_ONE_CARBON_POOL_BY_FOLATE	1.6075417309739975e-6	1.7383881509369971e-6
KEGG_FOCAL_ADHESION	4.5958291756455515e-6	4.9411805009830785e-6
KEGG_SELENOAMINO_ACID_METABOLISM	2.2665636015715213e-5	2.4228783327143848e-5
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	4.9947013293976313e-5	5.30865398438834e-5
KEGG_PRIMARY_IMMUNODEFICIENCY	6.127284020868364e-5	6.475425158417703e-5
KEGG_P53_SIGNALING_PATHWAY	1.4693523648673233e-4	1.5440651969792212e-4
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	8.701283991699692e-4	9.092352935146869e-4
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0025063259028559855	0.002604338647660409
KEGG_COLORECTAL_CANCER	0.004042476747661884	0.004177225972583948
