"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"KEGG_CARDIAC_MUSCLE_CONTRACTION"	"KEGG_CARDIAC_MUSCLE_CONTRACTION"	"5/120"	"79/5245"	0.0339204602812031	0.186562531546617	0.156212646031856	"ATP1B1/ATP1A3/MYH7/CACNG6/CACNA2D3"	5
"M1"	"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"5/120"	"83/5245"	0.0406951762014797	0.210657382690013	0.176387760625609	"ITGB4/MYH7/CACNG6/ITGB7/CACNA2D3"	5
"M1"	"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	"11/120"	"272/5245"	0.0458123102240143	0.223971294428514	0.187535772846842	"GRIN2A/GRIN2B/GABRB3/DRD1/GABRA5/ADRA1A/CHRM3/DRD4/MC4R/NPY1R/ADRA2B"	11
"M1"	"KEGG_CALCIUM_SIGNALING_PATHWAY"	"KEGG_CALCIUM_SIGNALING_PATHWAY"	"8/120"	"178/5245"	0.0503308970710795	0.233111523276579	0.195189074513882	"ADCY2/GRIN2A/RYR3/ADCY8/DRD1/ADRA1A/CHRM3/SLC8A2"	8
"M1"	"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	"KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450"	"4/120"	"70/5245"	0.0754739702894671	0.320562740919371	0.26841377828177	"AKR1C1/GSTM1/AKR1C2/GSTM5"	4
"M1"	"KEGG_PARKINSONS_DISEASE"	"KEGG_PARKINSONS_DISEASE"	"6/120"	"130/5245"	0.0764979268103045	0.320562740919371	0.26841377828177	"MT-ND4/MT-ND5/MT-ND2/MT-ND1/MT-ATP8/GPR37"	6
"M1"	"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	"2/120"	"25/5245"	0.110779904513907	0.424194755320319	0.355186996081607	"NKX6-1/HNF1B"	2
"M1"	"KEGG_TASTE_TRANSDUCTION"	"KEGG_TASTE_TRANSDUCTION"	"3/120"	"52/5245"	0.115349005864952	0.424194755320319	0.355186996081607	"KCNB1/ADCY8/SCNN1A"	3
"M1"	"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	"3/120"	"53/5245"	0.120334136683416	0.424194755320319	0.355186996081607	"GRIN2A/GRIN2B/NEFM"	3
"M1"	"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION"	"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION"	"5/120"	"115/5245"	0.122489890045739	0.424194755320319	0.355186996081607	"ADCY2/ADCY8/RAMP1/ADRA1A/PRKCQ"	5
"M1"	"KEGG_ECM_RECEPTOR_INTERACTION"	"KEGG_ECM_RECEPTOR_INTERACTION"	"4/120"	"84/5245"	0.125330268617367	0.424194755320319	0.355186996081607	"ITGB4/CD36/VTN/ITGB7"	4
"M1"	"KEGG_STEROID_HORMONE_BIOSYNTHESIS"	"KEGG_STEROID_HORMONE_BIOSYNTHESIS"	"3/120"	"55/5245"	0.130538141594527	0.425457646678459	0.35624444099871	"AKR1C1/AKR1C2/HSD11B2"	3
"M1"	"KEGG_O_GLYCAN_BIOSYNTHESIS"	"KEGG_O_GLYCAN_BIOSYNTHESIS"	"2/120"	"30/5245"	0.149459790299272	0.469730769511999	0.393315237629664	"GALNT15/GALNT3"	2
"M1"	"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM"	"KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM"	"2/120"	"32/5245"	0.165609145939138	0.502538098022211	0.420785488774579	"GFPT2/ASS1"	2
"M1"	"KEGG_AXON_GUIDANCE"	"KEGG_AXON_GUIDANCE"	"5/120"	"129/5245"	0.172378840983039	0.505644600216915	0.423386626975885	"EFNB3/SEMA3B/PLXNB3/SEMA3C/SEMA3D"	5
"M1"	"KEGG_OXIDATIVE_PHOSPHORYLATION"	"KEGG_OXIDATIVE_PHOSPHORYLATION"	"5/120"	"132/5245"	0.183982235186042	0.505951146761614	0.423643304704701	"MT-ND4/MT-ND5/MT-ND2/MT-ND1/MT-ATP8"	5
"M1"	"KEGG_TIGHT_JUNCTION"	"KEGG_TIGHT_JUNCTION"	"5/120"	"132/5245"	0.183982235186042	0.505951146761614	0.423643304704701	"PPP2R2B/TJP2/MYH14/MYH7/PRKCQ"	5
"M1"	"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	"7/120"	"213/5245"	0.214187770954834	0.571125024404323	0.478214733352902	"ITGB4/FGF1/MYH14/FGF13/CHRM3/FGF10/ITGB7"	7
"M1"	"KEGG_MELANOMA"	"KEGG_MELANOMA"	"3/120"	"71/5245"	0.221097826152072	0.571125024404323	0.478214733352902	"FGF1/FGF13/FGF10"	3
"M1"	"KEGG_DRUG_METABOLISM_CYTOCHROME_P450"	"KEGG_DRUG_METABOLISM_CYTOCHROME_P450"	"3/120"	"72/5245"	0.227151998342628	0.571125024404323	0.478214733352902	"GSTM1/FMO1/GSTM5"	3
"M1"	"KEGG_TYROSINE_METABOLISM"	"KEGG_TYROSINE_METABOLISM"	"2/120"	"42/5245"	0.24958726760514	0.610102209701454	0.51085113252514	"PNMT/HPD"	2
"M1"	"KEGG_MAPK_SIGNALING_PATHWAY"	"KEGG_MAPK_SIGNALING_PATHWAY"	"8/120"	"267/5245"	0.26620609981357	0.633138831989032	0.530140170325744	"FLNC/FGF1/GADD45G/FGF13/RASGRF1/FGF10/CACNG6/CACNA2D3"	8
"M1"	"KEGG_PURINE_METABOLISM"	"KEGG_PURINE_METABOLISM"	"5/120"	"159/5245"	0.298801698714974	0.685083202927866	0.573634260824768	"ADCY2/GMPR/ADCY8/ENTPD2/POLR2J2"	5
"M1"	"KEGG_FOCAL_ADHESION"	"KEGG_FOCAL_ADHESION"	"6/120"	"199/5245"	0.303616419479395	0.685083202927866	0.573634260824768	"ITGB4/FLNC/SHC4/VTN/RASGRF1/ITGB7"	6
"M1"	"KEGG_GLUTATHIONE_METABOLISM"	"KEGG_GLUTATHIONE_METABOLISM"	"2/120"	"50/5245"	0.317834150447753	0.699235130985056	0.585483961351124	"GSTM1/GSTM5"	2
"M1"	"KEGG_GAP_JUNCTION"	"KEGG_GAP_JUNCTION"	"3/120"	"90/5245"	0.339570822866626	0.714831993390461	0.598543535135554	"ADCY2/ADCY8/DRD1"	3
"M1"	"KEGG_PHENYLALANINE_METABOLISM"	"KEGG_PHENYLALANINE_METABOLISM"	"1/120"	"18/5245"	0.341169815027266	0.714831993390461	0.598543535135554	"HPD"	1
"M1"	"KEGG_ARGININE_AND_PROLINE_METABOLISM"	"KEGG_ARGININE_AND_PROLINE_METABOLISM"	"2/120"	"54/5245"	0.351519847030656	0.719389454388319	0.602359590995004	"ASS1/DAO"	2
"M1"	"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION"	"KEGG_GLYCOSAMINOGLYCAN_DEGRADATION"	"1/120"	"21/5245"	0.38552006937625	0.771040138752499	0.645607771682715	"HPSE2"	1
"M1"	"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM"	"KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM"	"1/120"	"24/5245"	0.426908021413049	0.834842352985519	0.699030678337157	"QPRT"	1
"M1"	"KEGG_P53_SIGNALING_PATHWAY"	"KEGG_P53_SIGNALING_PATHWAY"	"2/120"	"68/5245"	0.463930200558099	0.873438385870898	0.731347930753144	"GADD45G/PERP"	2
"M1"	"KEGG_VIRAL_MYOCARDITIS"	"KEGG_VIRAL_MYOCARDITIS"	"2/120"	"70/5245"	0.479080136615421	0.873438385870898	0.731347930753144	"MYH14/MYH7"	2
"M1"	"KEGG_OOCYTE_MEIOSIS"	"KEGG_OOCYTE_MEIOSIS"	"3/120"	"113/5245"	0.481145799437237	0.873438385870898	0.731347930753144	"ADCY2/ADCY8/AR"	3
"M1"	"KEGG_RNA_POLYMERASE"	"KEGG_RNA_POLYMERASE"	"1/120"	"29/5245"	0.489832367318423	0.873438385870898	0.731347930753144	"POLR2J2"	1
"M1"	"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM"	"KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM"	"1/120"	"31/5245"	0.513038514319081	0.873438385870898	0.731347930753144	"DAO"	1
"M1"	"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	"2/120"	"77/5245"	0.53000608070164	0.873438385870898	0.731347930753144	"LCAT/GPD1"	2
"M1"	"KEGG_ALZHEIMERS_DISEASE"	"KEGG_ALZHEIMERS_DISEASE"	"4/120"	"166/5245"	0.530561301465979	0.873438385870898	0.731347930753144	"MT-ATP8/GRIN2A/RYR3/GRIN2B"	4
"M1"	"KEGG_ETHER_LIPID_METABOLISM"	"KEGG_ETHER_LIPID_METABOLISM"	"1/120"	"33/5245"	0.535197474857512	0.873438385870898	0.731347930753144	"ENPP6"	1
"M1"	"KEGG_PEROXISOME"	"KEGG_PEROXISOME"	"2/120"	"78/5245"	0.537004288446145	0.873438385870898	0.731347930753144	"DAO/SLC27A2"	2
"M1"	"KEGG_BUTANOATE_METABOLISM"	"KEGG_BUTANOATE_METABOLISM"	"1/120"	"34/5245"	0.545898991169311	0.873438385870898	0.731347930753144	"ACSM5"	1
"M1"	"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	"KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION"	"2/120"	"85/5245"	0.583982806698055	0.878886179809608	0.735909480701825	"ADCY2/ADCY8"	2
"M1"	"KEGG_CELL_ADHESION_MOLECULES_CAMS"	"KEGG_CELL_ADHESION_MOLECULES_CAMS"	"3/120"	"133/5245"	0.59194641959921	0.878886179809608	0.735909480701825	"VCAN/CNTN1/ITGB7"	3
"M1"	"KEGG_SPHINGOLIPID_METABOLISM"	"KEGG_SPHINGOLIPID_METABOLISM"	"1/120"	"39/5245"	0.595849677103578	0.878886179809608	0.735909480701825	"GAL3ST1"	1
"M1"	"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	"KEGG_HEMATOPOIETIC_CELL_LINEAGE"	"2/120"	"87/5245"	0.596751536552789	0.878886179809608	0.735909480701825	"CD36/IL11RA"	2
"M1"	"KEGG_HUNTINGTONS_DISEASE"	"KEGG_HUNTINGTONS_DISEASE"	"4/120"	"182/5245"	0.604229302620511	0.878886179809608	0.735909480701825	"MT-ATP8/GRIN2B/POLR2J2/PPARG"	4
"M1"	"KEGG_PROSTATE_CANCER"	"KEGG_PROSTATE_CANCER"	"2/120"	"89/5245"	0.609227920095297	0.878886179809608	0.735909480701825	"AR/NKX3-1"	2
"M1"	"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	"KEGG_CHEMOKINE_SIGNALING_PATHWAY"	"4/120"	"189/5245"	0.634216267745888	0.880476545430708	0.737241126556813	"ADCY2/ADCY8/CXCL5/SHC4"	4
"M1"	"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM"	"KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM"	"1/120"	"44/5245"	0.64034657849506	0.880476545430708	0.737241126556813	"GFPT2"	1
"M1"	"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	"KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION"	"1/120"	"44/5245"	0.64034657849506	0.880476545430708	0.737241126556813	"AQP3"	1
"M1"	"KEGG_TYPE_II_DIABETES_MELLITUS"	"KEGG_TYPE_II_DIABETES_MELLITUS"	"1/120"	"47/5245"	0.664675487846982	0.890495327493511	0.74563005890605	"SLC2A4"	1
"M1"	"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	"KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION"	"1/120"	"48/5245"	0.672416723217964	0.890495327493511	0.74563005890605	"ITGB7"	1
"M1"	"KEGG_GNRH_SIGNALING_PATHWAY"	"KEGG_GNRH_SIGNALING_PATHWAY"	"2/120"	"101/5245"	0.677990760705287	0.890495327493511	0.74563005890605	"ADCY2/ADCY8"	2
"M1"	"KEGG_NON_SMALL_CELL_LUNG_CANCER"	"KEGG_NON_SMALL_CELL_LUNG_CANCER"	"1/120"	"54/5245"	0.715279489624263	0.912240508506306	0.763837746356955	"RXRG"	1
"M1"	"KEGG_VIBRIO_CHOLERAE_INFECTION"	"KEGG_VIBRIO_CHOLERAE_INFECTION"	"1/120"	"54/5245"	0.715279489624263	0.912240508506306	0.763837746356955	"TJP2"	1
"M1"	"KEGG_ACUTE_MYELOID_LEUKEMIA"	"KEGG_ACUTE_MYELOID_LEUKEMIA"	"1/120"	"57/5245"	0.734575775477406	0.918069441534949	0.768718431907254	"ZBTB16"	1
"M1"	"KEGG_ARACHIDONIC_ACID_METABOLISM"	"KEGG_ARACHIDONIC_ACID_METABOLISM"	"1/120"	"58/5245"	0.740715117602061	0.918069441534949	0.768718431907254	"PTGIS"	1
"M1"	"KEGG_RETINOL_METABOLISM"	"KEGG_RETINOL_METABOLISM"	"1/120"	"64/5245"	0.774703020581474	0.928269015851182	0.777258745329937	"RPE65"	1
"M1"	"KEGG_GLIOMA"	"KEGG_GLIOMA"	"1/120"	"65/5245"	0.779921248246061	0.928269015851182	0.777258745329937	"SHC4"	1
"M1"	"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	"KEGG_NEUROTROPHIN_SIGNALING_PATHWAY"	"2/120"	"126/5245"	0.789799024239127	0.928269015851182	0.777258745329937	"NTRK3/SHC4"	2
"M1"	"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	"KEGG_COMPLEMENT_AND_COAGULATION_CASCADES"	"1/120"	"69/5245"	0.799622383109499	0.928269015851182	0.777258745329937	"F5"	1
"M1"	"KEGG_ADHERENS_JUNCTION"	"KEGG_ADHERENS_JUNCTION"	"1/120"	"73/5245"	0.817573282530712	0.928269015851182	0.777258745329937	"SNAI1"	1
"M1"	"KEGG_CHRONIC_MYELOID_LEUKEMIA"	"KEGG_CHRONIC_MYELOID_LEUKEMIA"	"1/120"	"73/5245"	0.817573282530712	0.928269015851182	0.777258745329937	"SHC4"	1
"M1"	"KEGG_INSULIN_SIGNALING_PATHWAY"	"KEGG_INSULIN_SIGNALING_PATHWAY"	"2/120"	"137/5245"	0.827205040523139	0.928269015851182	0.777258745329937	"SHC4/SLC2A4"	2
"M1"	"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	"KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS"	"2/120"	"139/5245"	0.833332411957311	0.928269015851182	0.777258745329937	"GRIN2A/GRIN2B"	2
"M1"	"KEGG_SMALL_CELL_LUNG_CANCER"	"KEGG_SMALL_CELL_LUNG_CANCER"	"1/120"	"84/5245"	0.859125730947356	0.932292789567515	0.780627933848398	"RXRG"	1
"M1"	"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"	"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"	"4/120"	"265/5245"	0.864107404137146	0.932292789567515	0.780627933848398	"CXCL5/BMP2/IL11RA/AMH"	4
"M1"	"KEGG_ERBB_SIGNALING_PATHWAY"	"KEGG_ERBB_SIGNALING_PATHWAY"	"1/120"	"87/5245"	0.868727372097003	0.932292789567515	0.780627933848398	"SHC4"	1
"M1"	"KEGG_PYRIMIDINE_METABOLISM"	"KEGG_PYRIMIDINE_METABOLISM"	"1/120"	"98/5245"	0.898700149781115	0.952838713020941	0.797831458271123	"POLR2J2"	1
"M1"	"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY"	"KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY"	"1/120"	"108/5245"	0.920004561935254	0.96381430297979	0.80702154555724	"PRKCQ"	1
"M1"	"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	"1/120"	"116/5245"	0.933795908904893	0.966753411572124	0.8094825216513	"RAPGEF3"	1
"M1"	"KEGG_CELL_CYCLE"	"KEGG_CELL_CYCLE"	"1/120"	"125/5245"	0.946509493245742	0.968521341925876	0.810962846110183	"GADD45G"	1
"M1"	"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"	"KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY"	"1/120"	"137/5245"	0.959770682120955	0.970802529041885	0.812872931015933	"SHC4"	1
"M1"	"KEGG_JAK_STAT_SIGNALING_PATHWAY"	"KEGG_JAK_STAT_SIGNALING_PATHWAY"	"1/120"	"155/5245"	0.973794708077394	0.973794708077394	0.815378344083943	"IL11RA"	1
"M2"	"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	"22/111"	"272/5245"	3.35831525936749e-08	2.85456797046236e-06	2.65130152055328e-06	"APLNR/VIPR2/GRIA4/GABRG1/GABBR2/SSTR1/LPAR3/GRIN2C/GRIN2D/ADRA2A/PRLR/F2RL2/NPFFR1/GRM8/GRIK2/HTR2A/P2RY2/PRLHR/GABRB2/GLP1R/HTR1D/GRIN3A"	22
"M2"	"KEGG_DILATED_CARDIOMYOPATHY"	"KEGG_DILATED_CARDIOMYOPATHY"	"9/111"	"90/5245"	0.00010373382397292	0.00417721310536558	0.0038797644941476	"LAMA2/SGCD/CACNG4/CACNA2D1/CACNG7/CACNG8/PLN/MYL3/ACTC1"	9
"M2"	"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	"8/111"	"74/5245"	0.000147431050777609	0.00417721310536558	0.0038797644941476	"LAMA2/DSG2/SGCD/CACNG4/CACNA2D1/CACNG7/CACNG8/CTNNA3"	8
"M2"	"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"8/111"	"83/5245"	0.000329503905517301	0.00700195799224265	0.00650336655626253	"LAMA2/SGCD/CACNG4/CACNA2D1/CACNG7/CACNG8/MYL3/ACTC1"	8
"M2"	"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	"KEGG_HEDGEHOG_SIGNALING_PATHWAY"	"6/111"	"56/5245"	0.00107714404203866	0.0157827976261468	0.0146589451636039	"ZIC2/WNT11/HHIP/WNT7A/BMP8B/GLI1"	6
"M2"	"KEGG_CALCIUM_SIGNALING_PATHWAY"	"KEGG_CALCIUM_SIGNALING_PATHWAY"	"11/111"	"178/5245"	0.00124626808117109	0.0157827976261468	0.0146589451636039	"MYLK/ATP2B2/CACNA1A/GRIN2C/RYR1/CACNA1E/GRIN2D/CD38/NOS1/HTR2A/PLN"	11
"M2"	"KEGG_CARDIAC_MUSCLE_CONTRACTION"	"KEGG_CARDIAC_MUSCLE_CONTRACTION"	"7/111"	"79/5245"	0.00129975980450621	0.0157827976261468	0.0146589451636039	"ATP1A2/CACNG4/CACNA2D1/CACNG7/CACNG8/MYL3/ACTC1"	7
"M2"	"KEGG_BASAL_CELL_CARCINOMA"	"KEGG_BASAL_CELL_CARCINOMA"	"5/111"	"55/5245"	0.00581555217321451	0.0617902418404041	0.0573903174988274	"WNT11/HHIP/WNT7A/FZD10/GLI1"	5
"M2"	"KEGG_ECM_RECEPTOR_INTERACTION"	"KEGG_ECM_RECEPTOR_INTERACTION"	"6/111"	"84/5245"	0.00836526250184399	0.0790052569618599	0.0733794956302104	"TNC/RELN/LAMA2/TNR/COL2A1/COL6A6"	6
"M2"	"KEGG_TYPE_II_DIABETES_MELLITUS"	"KEGG_TYPE_II_DIABETES_MELLITUS"	"4/111"	"47/5245"	0.0168503198406505	0.143227718645529	0.133028840847241	"CACNA1A/CACNA1E/ADIPOQ/ABCC8"	4
"M2"	"KEGG_AXON_GUIDANCE"	"KEGG_AXON_GUIDANCE"	"6/111"	"129/5245"	0.0548717998317603	0.42400936233633	0.393816745204021	"SLIT2/EFNA5/UNC5C/EPHA7/EPHA6/NTNG1"	6
"M2"	"KEGG_CELL_ADHESION_MOLECULES_CAMS"	"KEGG_CELL_ADHESION_MOLECULES_CAMS"	"6/111"	"133/5245"	0.0618761750182344	0.427246375311935	0.396823258803655	"CDH4/CNTN2/NCAM2/CDH15/CLDN19/CD8A"	6
"M2"	"KEGG_ABC_TRANSPORTERS"	"KEGG_ABC_TRANSPORTERS"	"3/111"	"44/5245"	0.0653435632830018	0.427246375311935	0.396823258803655	"ABCC9/ABCB11/ABCC8"	3
"M2"	"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	"2/111"	"23/5245"	0.0841894824756051	0.511150429316174	0.474752720727097	"ATP1A2/CA4"	2
"M2"	"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	"KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS"	"3/111"	"53/5245"	0.101100032313918	0.551836980350434	0.512542087012787	"GRIN2C/GRIN2D/NOS1"	3
"M2"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	"2/111"	"26/5245"	0.103875196301258	0.551836980350434	0.512542087012787	"HS6ST3/NDST3"	2
"M2"	"KEGG_MAPK_SIGNALING_PATHWAY"	"KEGG_MAPK_SIGNALING_PATHWAY"	"9/111"	"267/5245"	0.110947299767209	0.554736498836045	0.515235138237813	"NTRK2/MECOM/CACNA1A/CACNA1E/CACNG4/CACNA2D1/CACNG7/CACNG8/NTF3"	9
"M2"	"KEGG_ARACHIDONIC_ACID_METABOLISM"	"KEGG_ARACHIDONIC_ACID_METABOLISM"	"3/111"	"58/5245"	0.123697717577782	0.56015846108497	0.520271016487588	"PTGDS/CYP4F3/CYP2J2"	3
"M2"	"KEGG_FOCAL_ADHESION"	"KEGG_FOCAL_ADHESION"	"7/111"	"199/5245"	0.127594597105254	0.56015846108497	0.520271016487588	"TNC/RELN/LAMA2/MYLK/TNR/COL2A1/COL6A6"	7
"M2"	"KEGG_O_GLYCAN_BIOSYNTHESIS"	"KEGG_O_GLYCAN_BIOSYNTHESIS"	"2/111"	"30/5245"	0.131801990843522	0.56015846108497	0.520271016487588	"GALNT8/GALNTL6"	2
"M2"	"KEGG_PRION_DISEASES"	"KEGG_PRION_DISEASES"	"2/111"	"35/5245"	0.168732131655385	0.680671932951286	0.632203033700885	"NCAM2/C6"	2
"M2"	"KEGG_PPAR_SIGNALING_PATHWAY"	"KEGG_PPAR_SIGNALING_PATHWAY"	"3/111"	"69/5245"	0.178862715583024	0.680671932951286	0.632203033700885	"PLIN1/ADIPOQ/ACADL"	3
