pathway_id	description	pval
path:hsa04310	Wnt signaling pathway - Homo sapiens (human)	0.022216747719902813
path:hsa04330	Notch signaling pathway - Homo sapiens (human)	0.03461938929993097
path:hsa04340	Hedgehog signaling pathway - Homo sapiens (human)	0.06324668157765274
path:hsa04350	TGF-beta signaling pathway - Homo sapiens (human)	0.9752287772522377
path:hsa04360	Axon guidance - Homo sapiens (human)	8.090773415751698e-7
path:hsa04370	VEGF signaling pathway - Homo sapiens (human)	0.004860298798290938
path:hsa04371	Apelin signaling pathway - Homo sapiens (human)	0.06513729772019362
path:hsa04380	Osteoclast differentiation - Homo sapiens (human)	0.23234216500982915
path:hsa04390	Hippo signaling pathway - Homo sapiens (human)	0.15567980272067472
path:hsa04392	Hippo signaling pathway - multiple species - Homo sapiens (human)	0.10912870809962216
path:hsa04510	Focal adhesion - Homo sapiens (human)	0.9757981124034922
path:hsa04512	ECM-receptor interaction - Homo sapiens (human)	0.8120763033297829
path:hsa04514	Cell adhesion molecules - Homo sapiens (human)	0.17725139039848703
path:hsa04520	Adherens junction - Homo sapiens (human)	0.004196547865820452
path:hsa04530	Tight junction - Homo sapiens (human)	0.0015408461208445698
path:hsa04540	Gap junction - Homo sapiens (human)	0.0032773006471948523
path:hsa04550	Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)	0.26795960405108316
path:hsa04610	Complement and coagulation cascades - Homo sapiens (human)	0.24087476389209442
path:hsa04611	Platelet activation - Homo sapiens (human)	0.302034145630233
path:hsa04612	Antigen processing and presentation - Homo sapiens (human)	0.005661365993254616
path:hsa04613	Neutrophil extracellular trap formation - Homo sapiens (human)	0.22360403388736227
path:hsa04614	Renin-angiotensin system - Homo sapiens (human)	0.040771621855771475
path:hsa04620	Toll-like receptor signaling pathway - Homo sapiens (human)	0.028900533925845972
path:hsa04621	NOD-like receptor signaling pathway - Homo sapiens (human)	0.002284186218459844
path:hsa04622	RIG-I-like receptor signaling pathway - Homo sapiens (human)	0.0018548216574999334
path:hsa04623	Cytosolic DNA-sensing pathway - Homo sapiens (human)	1.2682917689444514e-5
path:hsa04625	C-type lectin receptor signaling pathway - Homo sapiens (human)	0.35772642185421155
path:hsa04630	JAK-STAT signaling pathway - Homo sapiens (human)	0.004073916937560254
path:hsa04640	Hematopoietic cell lineage - Homo sapiens (human)	0.3791147029369505
path:hsa04650	Natural killer cell mediated cytotoxicity - Homo sapiens (human)	0.27745939047010026
path:hsa04657	IL-17 signaling pathway - Homo sapiens (human)	0.9322854576142883
path:hsa04658	Th1 and Th2 cell differentiation - Homo sapiens (human)	0.37498937208661054
path:hsa04659	Th17 cell differentiation - Homo sapiens (human)	0.0637778292633678
path:hsa04660	T cell receptor signaling pathway - Homo sapiens (human)	0.7532253944320599
path:hsa04662	B cell receptor signaling pathway - Homo sapiens (human)	0.4907701049410188
path:hsa04664	Fc epsilon RI signaling pathway - Homo sapiens (human)	0.8684386121614349
path:hsa04666	Fc gamma R-mediated phagocytosis - Homo sapiens (human)	0.5483213829010015
path:hsa04668	TNF signaling pathway - Homo sapiens (human)	0.6895039439459195
path:hsa04670	Leukocyte transendothelial migration - Homo sapiens (human)	0.7050914678685389
path:hsa04672	Intestinal immune network for IgA production - Homo sapiens (human)	0.03225338680409004
path:hsa04710	Circadian rhythm - Homo sapiens (human)	0.4055676815456425
path:hsa04713	Circadian entrainment - Homo sapiens (human)	0.012785566634289022
path:hsa04714	Thermogenesis - Homo sapiens (human)	0.915547513316023
path:hsa04720	Long-term potentiation - Homo sapiens (human)	2.9248016403536495e-4
path:hsa04721	Synaptic vesicle cycle - Homo sapiens (human)	3.1866964881366166e-6
path:hsa04722	Neurotrophin signaling pathway - Homo sapiens (human)	0.9603084362274589
path:hsa04723	Retrograde endocannabinoid signaling - Homo sapiens (human)	0.009014714309551967
path:hsa04724	Glutamatergic synapse - Homo sapiens (human)	1.3986551820948685e-4
path:hsa04725	Cholinergic synapse - Homo sapiens (human)	1.7697623946670885e-4
path:hsa04726	Serotonergic synapse - Homo sapiens (human)	7.875821472150645e-5
path:hsa04727	GABAergic synapse - Homo sapiens (human)	0.0017509023519946055
path:hsa04728	Dopaminergic synapse - Homo sapiens (human)	3.927980715560218e-4
path:hsa04730	Long-term depression - Homo sapiens (human)	0.19634033890563843
path:hsa04740	Olfactory transduction - Homo sapiens (human)	0.4997712947603067
path:hsa04742	Taste transduction - Homo sapiens (human)	5.09691188837839e-4
path:hsa04744	Phototransduction - Homo sapiens (human)	0.02564786826673573
path:hsa04750	Inflammatory mediator regulation of TRP channels - Homo sapiens (human)	0.012172516045492328
path:hsa04810	Regulation of actin cytoskeleton - Homo sapiens (human)	0.6555356047920766
path:hsa04910	Insulin signaling pathway - Homo sapiens (human)	0.14602217444211882
path:hsa04911	Insulin secretion - Homo sapiens (human)	0.001061867491652874
path:hsa04912	GnRH signaling pathway - Homo sapiens (human)	8.99410684313566e-6
path:hsa04913	Ovarian steroidogenesis - Homo sapiens (human)	0.377684827483592
path:hsa04914	Progesterone-mediated oocyte maturation - Homo sapiens (human)	8.865559290420373e-5
path:hsa04915	Estrogen signaling pathway - Homo sapiens (human)	0.12230255438909823
path:hsa04916	Melanogenesis - Homo sapiens (human)	0.00863420130543241
path:hsa04917	Prolactin signaling pathway - Homo sapiens (human)	0.15560839790226685
path:hsa04918	Thyroid hormone synthesis - Homo sapiens (human)	0.42339584196034785
path:hsa04919	Thyroid hormone signaling pathway - Homo sapiens (human)	0.0073738469963004465
path:hsa04920	Adipocytokine signaling pathway - Homo sapiens (human)	0.011311359116374755
path:hsa04921	Oxytocin signaling pathway - Homo sapiens (human)	4.2039986925605295e-4
path:hsa04922	Glucagon signaling pathway - Homo sapiens (human)	0.13289469821256839
path:hsa04923	Regulation of lipolysis in adipocytes - Homo sapiens (human)	0.06832996418353347
path:hsa04924	Renin secretion - Homo sapiens (human)	2.2523005138536472e-4
path:hsa04925	Aldosterone synthesis and secretion - Homo sapiens (human)	2.807202465039432e-4
path:hsa04926	Relaxin signaling pathway - Homo sapiens (human)	0.11332359529437178
path:hsa04927	Cortisol synthesis and secretion - Homo sapiens (human)	0.025314857157978547
path:hsa04928	Parathyroid hormone synthesis, secretion and action - Homo sapiens (human)	0.9010563308590229
path:hsa04929	GnRH secretion - Homo sapiens (human)	4.806913635232661e-7
path:hsa04930	Type II diabetes mellitus - Homo sapiens (human)	0.1002992664354513
path:hsa04931	Insulin resistance - Homo sapiens (human)	0.08208946919957281
path:hsa04932	Non-alcoholic fatty liver disease - Homo sapiens (human)	0.41170155295327415
path:hsa04933	AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)	0.8155071223573223
path:hsa04934	Cushing syndrome - Homo sapiens (human)	0.0026117964941364787
path:hsa04935	Growth hormone synthesis, secretion and action - Homo sapiens (human)	0.7053441023583955
path:hsa04936	Alcoholic liver disease - Homo sapiens (human)	2.587604578881521e-6
path:hsa04940	Type I diabetes mellitus - Homo sapiens (human)	0.03155778662186351
path:hsa04950	Maturity onset diabetes of the young - Homo sapiens (human)	0.3213808006007619
path:hsa04960	Aldosterone-regulated sodium reabsorption - Homo sapiens (human)	2.2377127583811653e-4
path:hsa04961	Endocrine and other factor-regulated calcium reabsorption - Homo sapiens (human)	0.0205196845666868
path:hsa04962	Vasopressin-regulated water reabsorption - Homo sapiens (human)	0.15919399931393416
path:hsa04964	Proximal tubule bicarbonate reclamation - Homo sapiens (human)	0.03256225071597327
path:hsa04966	Collecting duct acid secretion - Homo sapiens (human)	1.7274645003279991e-4
path:hsa04970	Salivary secretion - Homo sapiens (human)	0.05667966167130714
path:hsa04971	Gastric acid secretion - Homo sapiens (human)	0.0019154560532368234
path:hsa04972	Pancreatic secretion - Homo sapiens (human)	0.025037288336612177
path:hsa04973	Carbohydrate digestion and absorption - Homo sapiens (human)	0.876992683934141
path:hsa04974	Protein digestion and absorption - Homo sapiens (human)	0.4747769883101475
path:hsa04975	Fat digestion and absorption - Homo sapiens (human)	0.5549445882056423
path:hsa04976	Bile secretion - Homo sapiens (human)	0.35452790398019807
path:hsa04977	Vitamin digestion and absorption - Homo sapiens (human)	0.6482973107529515
path:hsa04978	Mineral absorption - Homo sapiens (human)	0.5655359847072585
path:hsa04979	Cholesterol metabolism - Homo sapiens (human)	0.5453472310935024
path:hsa05010	Alzheimer disease - Homo sapiens (human)	0.3116813587219118
path:hsa05012	Parkinson disease - Homo sapiens (human)	0.5819130652026236
path:hsa05014	Amyotrophic lateral sclerosis - Homo sapiens (human)	0.9599460618490678
path:hsa05016	Huntington disease - Homo sapiens (human)	0.4849370448955269
path:hsa05017	Spinocerebellar ataxia - Homo sapiens (human)	0.40920256842442937
path:hsa05020	Prion disease - Homo sapiens (human)	0.38032228297819803
path:hsa05022	Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)	0.09943937018046929
path:hsa05030	Cocaine addiction - Homo sapiens (human)	2.3014330427891872e-4
path:hsa05031	Amphetamine addiction - Homo sapiens (human)	0.004818115592268254
path:hsa05032	Morphine addiction - Homo sapiens (human)	2.329252461303752e-5
path:hsa05033	Nicotine addiction - Homo sapiens (human)	0.0014491454395316665
path:hsa05034	Alcoholism - Homo sapiens (human)	0.001967604004237199
path:hsa05100	Bacterial invasion of epithelial cells - Homo sapiens (human)	0.025287149081265316
path:hsa05110	Vibrio cholerae infection - Homo sapiens (human)	0.4980160253979703
path:hsa05120	Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	0.00898960731482983
path:hsa05130	Pathogenic Escherichia coli infection - Homo sapiens (human)	0.8800962114655995
path:hsa05131	Shigellosis - Homo sapiens (human)	0.1916655506419309
path:hsa05132	Salmonella infection - Homo sapiens (human)	0.645824122684693
path:hsa05133	Pertussis - Homo sapiens (human)	0.40271059344496274
path:hsa05134	Legionellosis - Homo sapiens (human)	0.14293252718534497
path:hsa05135	Yersinia infection - Homo sapiens (human)	0.6206180319793548
path:hsa05140	Leishmaniasis - Homo sapiens (human)	0.13811250820098375
path:hsa05142	Chagas disease - Homo sapiens (human)	0.39684410366677003
path:hsa05143	African trypanosomiasis - Homo sapiens (human)	0.5706349253700362
path:hsa05144	Malaria - Homo sapiens (human)	0.20906617227040405
path:hsa05145	Toxoplasmosis - Homo sapiens (human)	0.1491096144282732
path:hsa05146	Amoebiasis - Homo sapiens (human)	0.5167745358275927
path:hsa05150	Staphylococcus aureus infection - Homo sapiens (human)	0.15480093532331374
path:hsa05152	Tuberculosis - Homo sapiens (human)	0.12430668440206018
path:hsa05160	Hepatitis C - Homo sapiens (human)	0.027770297880350316
path:hsa05161	Hepatitis B - Homo sapiens (human)	0.09796789479256432
path:hsa05162	Measles - Homo sapiens (human)	4.590781679164204e-4
path:hsa05163	Human cytomegalovirus infection - Homo sapiens (human)	0.08287727981812436
path:hsa05164	Influenza A - Homo sapiens (human)	3.473201232484305e-4
path:hsa05165	Human papillomavirus infection - Homo sapiens (human)	0.40096253158797546
path:hsa05166	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	0.1353879480182623
path:hsa05167	Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)	0.07763452587850209
path:hsa05168	Herpes simplex virus 1 infection - Homo sapiens (human)	0.07211560365148201
path:hsa05169	Epstein-Barr virus infection - Homo sapiens (human)	0.002692166563743759
path:hsa05170	Human immunodeficiency virus 1 infection - Homo sapiens (human)	0.18476021322891173
path:hsa05171	Coronavirus disease - COVID-19 - Homo sapiens (human)	0.033677172990296926
path:hsa05200	Pathways in cancer - Homo sapiens (human)	0.8576607565779336
path:hsa05202	Transcriptional misregulation in cancer - Homo sapiens (human)	0.07769377921696144
path:hsa05203	Viral carcinogenesis - Homo sapiens (human)	0.011494173171067056
path:hsa05204	Chemical carcinogenesis - DNA adducts - Homo sapiens (human)	0.30382161251832485
path:hsa05205	Proteoglycans in cancer - Homo sapiens (human)	0.6183544583502081
path:hsa05206	MicroRNAs in cancer - Homo sapiens (human)	0.611221475496734
path:hsa05207	Chemical carcinogenesis - receptor activation - Homo sapiens (human)	0.8410062105733519
path:hsa05208	Chemical carcinogenesis - reactive oxygen species - Homo sapiens (human)	0.4346633394651622
path:hsa05210	Colorectal cancer - Homo sapiens (human)	0.13151423644747195
path:hsa05211	Renal cell carcinoma - Homo sapiens (human)	0.6530734677273147
path:hsa05212	Pancreatic cancer - Homo sapiens (human)	0.008551790054718119
path:hsa05213	Endometrial cancer - Homo sapiens (human)	0.04264252251825594
path:hsa05214	Glioma - Homo sapiens (human)	0.9384782388458535
path:hsa05215	Prostate cancer - Homo sapiens (human)	0.1390842418470657
path:hsa05216	Thyroid cancer - Homo sapiens (human)	0.03459741895669396
path:hsa05217	Basal cell carcinoma - Homo sapiens (human)	0.6495591835466168
path:hsa05218	Melanoma - Homo sapiens (human)	0.45368442331701386
path:hsa05219	Bladder cancer - Homo sapiens (human)	0.6745383345152933
path:hsa05220	Chronic myeloid leukemia - Homo sapiens (human)	0.010952779073457573
path:hsa05221	Acute myeloid leukemia - Homo sapiens (human)	0.03959289955432009
path:hsa05222	Small cell lung cancer - Homo sapiens (human)	0.2858363632398737
path:hsa05223	Non-small cell lung cancer - Homo sapiens (human)	0.09531757787074545
path:hsa05224	Breast cancer - Homo sapiens (human)	0.7328467314788522
path:hsa05225	Hepatocellular carcinoma - Homo sapiens (human)	0.006160131764708004
path:hsa05226	Gastric cancer - Homo sapiens (human)	0.8982495276931244
path:hsa05230	Central carbon metabolism in cancer - Homo sapiens (human)	0.998298883816149
path:hsa05231	Choline metabolism in cancer - Homo sapiens (human)	0.09302625630442986
path:hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)	0.0873558017374187
path:hsa05310	Asthma - Homo sapiens (human)	0.032212534750141394
path:hsa05320	Autoimmune thyroid disease - Homo sapiens (human)	0.004739157620773898
path:hsa05321	Inflammatory bowel disease - Homo sapiens (human)	0.04210505059562065
path:hsa05322	Systemic lupus erythematosus - Homo sapiens (human)	0.04369272275261437
path:hsa05323	Rheumatoid arthritis - Homo sapiens (human)	0.5651375267973393
path:hsa05330	Allograft rejection - Homo sapiens (human)	0.014444197141966496
path:hsa05332	Graft-versus-host disease - Homo sapiens (human)	0.018089679678047796
path:hsa05340	Primary immunodeficiency - Homo sapiens (human)	0.08033030386068256
path:hsa05410	Hypertrophic cardiomyopathy - Homo sapiens (human)	0.5778444868924328
path:hsa05412	Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human)	0.8268717232424283
path:hsa05414	Dilated cardiomyopathy - Homo sapiens (human)	0.45963809673735956
path:hsa05415	Diabetic cardiomyopathy - Homo sapiens (human)	0.475547201874875
