pathway_id	pathway_description	pvalue
hsa04024	cAMP signaling pathway	0.6683316683316683
hsa03030	DNA replication	0.6773226773226774
hsa03022	Basal transcription factors	0.6843156843156843
hsa03020	RNA polymerase	0.6863136863136863
hsa04130	SNARE interactions in vesicular transport	0.6903096903096904
hsa04666	Fc gamma R-mediated phagocytosis	0.6903096903096904
hsa04919	Thyroid hormone signaling pathway	0.6943056943056943
hsa04020	Calcium signaling pathway	0.7012987012987013
hsa04310	Wnt signaling pathway	0.7012987012987013
hsa04350	TGF-beta signaling pathway	0.7032967032967034
hsa04914	Progesterone-mediated oocyte maturation	0.7262737262737263
hsa04022	cGMP-PKG signaling pathway	0.7292707292707292
hsa00260	Glycine, serine and threonine metabolism	0.7612387612387612
hsa04970	Salivary secretion	0.7802197802197802
hsa04370	VEGF signaling pathway	0.7882117882117882
hsa04114	Oocyte meiosis	0.8001998001998002
hsa00410	beta-Alanine metabolism	0.8101898101898102
hsa04141	Protein processing in endoplasmic reticulum	0.8121878121878122
hsa04710	Circadian rhythm	0.8131868131868132
hsa03420	Nucleotide excision repair	0.8201798201798202
hsa04976	Bile secretion	0.8271728271728271
hsa04140	Regulation of autophagy	0.8481518481518482
hsa03015	mRNA surveillance pathway	0.8631368631368631
hsa04110	Cell cycle	0.8711288711288712
hsa04530	Tight junction	0.8941058941058941
hsa03040	Spliceosome	0.903096903096903
hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	0.906093906093906
hsa04913	Ovarian steroidogenesis	0.919080919080919
hsa04015	Rap1 signaling pathway	0.9310689310689311
hsa04261	Adrenergic signaling in cardiomyocytes	0.954045954045954
hsa04670	Leukocyte transendothelial migration	0.9920079920079921
hsa04330	Notch signaling pathway	0.999000999000999
