pathway_id	pathway_description	pvalue
hsa00565	Ether lipid metabolism	0.32167832167832167
hsa04620	Toll-like receptor signaling pathway	0.32667332667332666
hsa04622	RIG-I-like receptor signaling pathway	0.3306693306693307
hsa04922	Glucagon signaling pathway	0.34265734265734266
hsa04540	Gap junction	0.38161838161838163
hsa03015	mRNA surveillance pathway	0.38461538461538464
hsa04210	Apoptosis	0.3936063936063936
hsa04330	Notch signaling pathway	0.4025974025974026
hsa04530	Tight junction	0.41858141858141856
hsa03050	Proteasome	0.42157842157842157
hsa04978	Mineral absorption	0.4325674325674326
hsa04140	Regulation of autophagy	0.4385614385614386
hsa04270	Vascular smooth muscle contraction	0.47052947052947053
hsa03013	RNA transport	0.47152847152847155
hsa00590	Arachidonic acid metabolism	0.4775224775224775
hsa04260	Cardiac muscle contraction	0.48151848151848153
hsa04621	NOD-like receptor signaling pathway	0.4835164835164835
hsa04080	Neuroactive ligand-receptor interaction	0.4875124875124875
hsa04974	Protein digestion and absorption	0.5094905094905094
hsa00230	Purine metabolism	0.5124875124875125
hsa00310	Lysine degradation	0.5344655344655345
hsa00480	Glutathione metabolism	0.5404595404595405
hsa03022	Basal transcription factors	0.5684315684315684
hsa01230	Biosynthesis of amino acids	0.5734265734265734
hsa00520	Amino sugar and nucleotide sugar metabolism	0.5764235764235764
hsa01200	Carbon metabolism	0.5774225774225774
hsa04668	TNF signaling pathway	0.5804195804195804
hsa04975	Fat digestion and absorption	0.5904095904095904
hsa04664	Fc epsilon RI signaling pathway	0.6223776223776224
hsa04670	Leukocyte transendothelial migration	0.6263736263736264
hsa00561	Glycerolipid metabolism	0.6373626373626373
hsa00250	Alanine, aspartate and glutamate metabolism	0.6413586413586414
hsa04340	Hedgehog signaling pathway	0.6423576423576424
hsa00564	Glycerophospholipid metabolism	0.6433566433566433
hsa00500	Starch and sucrose metabolism	0.6463536463536463
hsa04020	Calcium signaling pathway	0.6473526473526473
hsa04310	Wnt signaling pathway	0.6483516483516484
hsa00350	Tyrosine metabolism	0.6583416583416584
hsa04724	Glutamatergic synapse	0.6613386613386614
hsa00240	Pyrimidine metabolism	0.6833166833166833
hsa04350	TGF-beta signaling pathway	0.6963036963036963
hsa04726	Serotonergic synapse	0.6973026973026973
hsa03420	Nucleotide excision repair	0.7022977022977023
hsa04750	Inflammatory mediator regulation of TRP channels	0.7272727272727273
hsa04510	Focal adhesion	0.7442557442557443
hsa04610	Complement and coagulation cascades	0.7522477522477522
hsa04064	NF-kappa B signaling pathway	0.7592407592407593
hsa04141	Protein processing in endoplasmic reticulum	0.7642357642357642
hsa00640	Propanoate metabolism	0.7722277722277723
hsa04964	Proximal tubule bicarbonate reclamation	0.7902097902097902
hsa04130	SNARE interactions in vesicular transport	0.7982017982017982
hsa04914	Progesterone-mediated oocyte maturation	0.8131868131868132
hsa04727	GABAergic synapse	0.8391608391608392
hsa00190	Oxidative phosphorylation	0.8461538461538461
hsa04723	Retrograde endocannabinoid signaling	0.8471528471528471
hsa00051	Fructose and mannose metabolism	0.8761238761238761
hsa03008	Ribosome biogenesis in eukaryotes	0.8801198801198801
hsa00030	Pentose phosphate pathway	0.8871128871128872
hsa00970	Aminoacyl-tRNA biosynthesis	0.9100899100899101
hsa04514	Cell adhesion molecules (CAMs)	0.926073926073926
hsa04912	GnRH signaling pathway	0.9280719280719281
hsa00410	beta-Alanine metabolism	0.945054945054945
hsa04672	Intestinal immune network for IgA production	0.954045954045954
hsa00010	Glycolysis / Gluconeogenesis	0.957042957042957
hsa03010	Ribosome	0.958041958041958
hsa04110	Cell cycle	0.971028971028971
hsa04145	Phagosome	0.972027972027972
hsa04666	Fc gamma R-mediated phagocytosis	0.972027972027972
hsa04611	Platelet activation	0.983016983016983
hsa04640	Hematopoietic cell lineage	0.983016983016983
hsa04612	Antigen processing and presentation	0.984015984015984
hsa00510	N-Glycan biosynthesis	0.99000999000999
hsa00052	Galactose metabolism	0.997002997002997
hsa04144	Endocytosis	0.998001998001998
