pathway	P.Value	adj.P.Val
KEGG_ARACHIDONIC_ACID_METABOLISM	1.0295931670658748e-20	1.3877125295235703e-20
KEGG_PATHWAYS_IN_CANCER	2.6310102448363738e-20	3.5206324139537086e-20
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.1899068381150534e-19	1.580876227781428e-19
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1.2409455045936405e-19	1.6369919422299088e-19
KEGG_BUTANOATE_METABOLISM	1.5785904654079916e-19	2.0677311729992004e-19
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	1.1195069490843682e-18	1.4561419058020452e-18
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	4.0714583999612904e-18	5.2589670999500004e-18
KEGG_INSULIN_SIGNALING_PATHWAY	1.820433554527367e-17	2.335176835462691e-17
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	2.2238230441636706e-17	2.833089631605772e-17
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	7.979389240265793e-17	1.0096370059111821e-16
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	8.233872957572104e-17	1.0347975473705483e-16
KEGG_HEDGEHOG_SIGNALING_PATHWAY	8.47186753668175e-17	1.0575619878005406e-16
KEGG_TRYPTOPHAN_METABOLISM	1.0965853671458435e-16	1.359765855260846e-16
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	2.5083685355005657e-16	3.089778460947717e-16
KEGG_STEROID_BIOSYNTHESIS	9.1253778971211e-16	1.1166580847792923e-15
KEGG_ALZHEIMERS_DISEASE	1.565831303279885e-15	1.903559623595154e-15
KEGG_RENAL_CELL_CARCINOMA	1.3410612223217622e-14	1.619723294492518e-14
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	2.2488280224638033e-14	2.698593626956564e-14
KEGG_SULFUR_METABOLISM	4.8556007221981915e-14	5.789370091851689e-14
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	8.347730909743222e-14	9.889668466319995e-14
KEGG_VIBRIO_CHOLERAE_INFECTION	7.349239112686945e-13	8.65163591746691e-13
KEGG_THYROID_CANCER	1.4041523691588071e-12	1.642593337506529e-12
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	2.6312949069244838e-12	3.0588803292997125e-12
KEGG_HUNTINGTONS_DISEASE	8.330156310765604e-12	9.623658843493181e-12
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	2.1128175563281032e-11	2.4258275646730074e-11
KEGG_RNA_DEGRADATION	1.009346167318113e-10	1.1517692461421413e-10
KEGG_LIMONENE_AND_PINENE_DEGRADATION	1.5350376805257474e-10	1.7409573693767622e-10
KEGG_TYROSINE_METABOLISM	1.9119095925793227e-10	2.1552435407257819e-10
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	6.332966339368403e-10	7.095974332063391e-10
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.7673906537987073e-9	1.9684710275841886e-9
KEGG_OLFACTORY_TRANSDUCTION	2.381337160867505e-9	2.6364804281033092e-9
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	5.251745748094077e-9	5.780027864766263e-9
KEGG_GRAFT_VERSUS_HOST_DISEASE	3.02661245283425e-8	3.311470095453945e-8
KEGG_REGULATION_OF_AUTOPHAGY	1.289990179583521e-7	1.4031472128803211e-7
KEGG_ONE_CARBON_POOL_BY_FOLATE	1.5820828952574887e-6	1.7108570844063539e-6
KEGG_FOCAL_ADHESION	4.5700279667310245e-6	4.913440472901564e-6
KEGG_SELENOAMINO_ACID_METABOLISM	2.3039296061681316e-5	2.462821303145244e-5
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	4.9817251655711854e-05	5.294862175978517e-5
KEGG_PRIMARY_IMMUNODEFICIENCY	6.237828318735039e-5	6.592250382299531e-5
KEGG_P53_SIGNALING_PATHWAY	0.00014756208274823432	1.5506523949814456e-4
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	8.639124547577676e-4	9.027399808142966e-4
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0.0025676965469146004	0.002668109261039752
KEGG_COLORECTAL_CANCER	0.0041323062512712795	0.004270049792980323
