pathway_description	BS_FXJY0MNH	BS_C83TK159	BS_8ZY4GST0	BS_FCDAH728	BS_GWSJ4Z9H	BS_G3NN392N	BS_2JP7RBMB	BS_0ZA67BBC	BS_6M2053M0	BS_7WM3MNZ0	BS_5VPM0F36	BS_XGDPK33A	BS_B57327NA	BS_YDEVMD24	BS_XM1AHBDJ	BS_ZF6BSFNF	BS_Z3RCA1T9	BS_H97S5SQN	BS_JQVAWTTM	BS_JB43XBCQ	BS_QNNX91SM	BS_R9B92M75	BS_NGSG2KB6	BS_NEVYM2FP	BS_NB9XXBW6	BS_3AC3SRWH	BS_F0JB4EAK	BS_W7MFJZ5A	BS_J9CBGP57	BS_ZD5HN296	BS_NPA6CZQF	BS_R7NTZR4C
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.05728091846452511	-0.06426446346292054	-0.06885484006207432	-0.07626380885638585	-0.05210843213033261	-0.03357257029724849	-0.04375540917266873	-0.044173306294364174	-0.04500435654212061	-0.07298882237738603	0.012555576376430738	-0.05208887120759065	-0.08249147654637579	-0.040771577566763084	0.004628316296695688	-0.04003804435164009	-0.08454407571884004	-0.05945827117932211	-0.03658814370155771	-0.03591141773582135	-0.0790382255304846	-0.05057598651201088	-0.03334173392033174	-0.057179712845885126	-0.047586215869053976	-0.05904598032324902	-0.03488675474726355	-0.027985822485763954	-0.05289858354144085	-0.007540325046236495	-0.06977139772296853	-0.08010255122908634
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.22452278396248482	0.20913157805838964	0.20017213392805747	0.19159327842477306	0.1908517745055564	0.1985897484014948	0.1870968458822	0.17334588745674026	0.19819140731479312	0.196322433382891	0.20080681233237574	0.17342725532108016	0.13790141795053695	0.1957364966739024	0.20165819895756612	0.19603090901103135	0.1670909966823001	0.18157255397342545	0.2166163482719498	0.18671901703670962	0.17960058483093005	0.2239234922806509	0.1967932818828477	0.1915605268118945	0.18727553316890524	0.22034188309361072	0.19272277385808195	0.19518985564685273	0.1799128664835746	0.2052245805611038	0.18541169736388796	0.1575695443280537
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.10288360779975637	0.07133245690262363	0.06892268230471851	0.04942678280045781	0.05745301244402008	0.02640271629609688	0.1152010171048935	0.08364032789669525	0.05707490778374651	0.0627873595241466	0.09797220611532757	0.06618284284815676	0.09958921607140812	0.0899023257279157	0.06143769961420145	0.061439746946193204	0.058180186714741025	0.06659982759767935	0.057316673675483334	0.06962559837142446	0.042309595439703494	0.056750385301398705	0.04731189819862965	0.06357742854588322	0.08483500544657681	0.047626394560958234	0.07540337383252102	0.09130812621182151	0.07493720486372593	0.074407804725409	0.06830665000054391	0.05570029413616677
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.17993634809128897	-0.15017057261144473	-0.15282252779465696	-0.15272092683685876	-0.1510129749695938	-0.1627476436235018	-0.1612046559159537	-0.15848812626321232	-0.15047802893323664	-0.16200724640214245	-0.18377609444132809	-0.14324076654077358	-0.17586959571941996	-0.15228843005651924	-0.15884411036531465	-0.15465177317877446	-0.14822838142491776	-0.1610156601456183	-0.1472392916104908	-0.15871563595972618	-0.15537038459963481	-0.15996790637964275	-0.1465987044668889	-0.1757697547969189	-0.14875495369505398	-0.17509648758250063	-0.1601946033395544	-0.1847413159930771	-0.1588832584981389	-0.16243496975319224	-0.16171381453468792	-0.17732592757737542
KEGG_ASTHMA	0.028781174433594296	-0.002126030371725466	-0.10622054498767704	-0.029069323484104393	0.08578144395183471	0.046698463940477074	-0.02620670460794623	-0.11322801370291308	0.048498503740123544	-0.0653404130512171	0.14790660124534136	0.012691619990250898	-0.031252017016233424	0.001271979146400359	-0.05670459613569637	0.05948961786789455	0.008650080856463668	0.03432268060641444	0.051253697282468626	0.11288083430227037	-0.016858370656545038	-0.05133092117181438	0.05690116405017125	-0.025906375890540498	-0.02895603011963279	-0.08362951084712635	-0.09566331168467519	0.13398794943399486	0.04184758830174595	0.15744994829511288	-0.07601068837611999	-0.024860059661059468
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.036547964251042314	-0.054971931168905336	-0.12807355156676425	-0.06787766137011976	-0.00407540719043249	-0.027430385884002973	-0.056265238368241315	-0.12225104453296894	-0.025329398916313424	-0.09236282014191055	0.06613591456091177	-0.04239088261304041	-0.07404170137787704	-0.043379565321371674	-0.09027449989079647	-0.01646756180730345	-0.04745535937475679	-0.029324901146636318	-0.02238711240557947	0.033231906840140595	-0.0610721009269032	-0.08809557510228562	-0.008426514020343959	-0.06690837101846689	-0.0678106246827177	-0.12960254341668664	-0.12830832402537287	0.03634836370830942	-0.029894483830527684	0.061663749589718445	-0.1071484310941887	-0.07665627844582913
KEGG_AXON_GUIDANCE	0.17738698189100702	0.16775198857952783	0.17157119105369087	0.13434454580072222	0.16243472589741248	0.11234844246811307	0.1338838966585728	0.14421227441024848	0.1499266307222453	0.15416992708581312	0.16088304266033204	0.12085956226949299	0.14912230669946083	0.15816891455865434	0.11094426481659522	0.15314869907705517	0.14740251159708567	0.15698030258610735	0.13511992309509685	0.1477874811201325	0.1343623368327359	0.16022403084984274	0.1385094745460051	0.15977913645897435	0.14999258332909562	0.11688707859637532	0.13822367002288227	0.165240254019106	0.15140423812246395	0.13782203899779838	0.14006576914923902	0.13695632186517182
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.20109911618559842	0.14160694048909236	0.1339520418261802	0.13978245229613898	0.14950817459407856	0.14428624641211482	0.13151096269600607	0.13304409891670135	0.15337724695349797	0.11092467873759117	0.20620277710868304	0.11539912477418078	0.16361913419671115	0.14847841599681272	0.10390155238340516	0.16747803136406933	0.14251687960376921	0.1488406434613805	0.16625588379598857	0.22268802713866465	0.12199097252584294	0.15585452957870102	0.1832676809577512	0.14702448106159255	0.14658072050971355	0.16192295611398105	0.13962378360548983	0.1878171397276243	0.15807113704194295	0.19080092257695191	0.13782183998290443	0.13722757083073409
KEGG_BASAL_CELL_CARCINOMA	-0.030679658772793786	-0.021714115511685405	-0.0025816377293980193	-0.039735139827973685	-0.05086475537192509	-0.0739559550105738	-0.008634504031508257	-0.007042830896058722	-0.025540884581607918	-0.006363331927912242	-0.04110468025180998	-0.04726551566217011	-0.018312639723262622	-0.011819908636169075	-0.016760824244656997	-0.03642227049913188	-0.02909765721433446	-0.022349159727531067	-0.056833434681273616	-0.07488110554385714	-0.024296760141939412	-0.05469012959260576	-0.0547708141752693	-0.039077349341705994	-0.008631172586353599	-0.11177475660572168	-0.037200235725605366	-0.05305511954394799	0.0055714749417041885	-0.08177905062641572	0.0037079422422856517	-0.016238541304732432
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.08788593409214988	0.14702745516944243	0.1632295333935598	0.19655886533495281	0.145055913565384	0.17878693481846503	0.16934967781397742	0.1609893621966866	0.15109281472063377	0.18491548481705702	0.12749593448081123	0.1805741459340333	0.20263330318414138	0.1423016971717971	0.15170742807054932	0.1574026406140375	0.1765512120232213	0.1615728003159157	0.15970527375287186	0.14146391683261728	0.18702434148423064	0.16100357644345162	0.15167130578655644	0.15739077606482202	0.15983256805359397	0.1460309748034215	0.16237280224627312	0.14135586510372306	0.10779566760904608	0.14347907237205984	0.16142274187047345	0.18534247580940005
KEGG_BASE_EXCISION_REPAIR	0.14871835191981292	0.21181680158614388	0.20941775891461759	0.23923429695766812	0.2560797154460628	0.2700350148976416	0.21552179513336114	0.23162468640423828	0.25011920113850256	0.2581734812276539	0.202521011140274	0.2477981495648679	0.13383043803530403	0.2040418785004587	0.29027106727907404	0.23004456558945155	0.2496774465650791	0.22186234442144326	0.23242394416998002	0.23269120502892848	0.25494360391111964	0.19334412038925622	0.23005613640708497	0.22012698390192248	0.1950305945307642	0.21274076435066994	0.2267021556977114	0.21702712744263106	0.23112976384148723	0.1958424507427267	0.24990656228556266	0.25963100933178473
KEGG_BETA_ALANINE_METABOLISM	0.19738260309522218	0.18010119349331694	0.1790900239895202	0.1745945182126017	0.16536863461296344	0.19892510791422124	0.16110938484426116	0.1611572490640805	0.20042192074071286	0.1524163880597204	0.14859200884252757	0.1433606232322966	0.1718475762405611	0.19729702127593216	0.16874544182552537	0.1907696348564757	0.15958808120376328	0.16942254762899328	0.19256844529218634	0.19565530524103886	0.17610529098142927	0.20697673932867416	0.19338060981701718	0.1762189962219099	0.18237890564368547	0.2424045926575555	0.17772966845977595	0.1839640086108681	0.1934303153873406	0.19274945701243765	0.2234278917190869	0.17298934084476625
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.27879951492677907	0.2524911950047332	0.2358825544931275	0.24133868725097277	0.23399442863539852	0.2333094263658658	0.19735454069301153	0.2343666356039309	0.247007581584202	0.22938072265758735	0.21358542841610373	0.20691747983685396	0.22989785405844979	0.22985951386724743	0.2229418161942543	0.2502679585354172	0.23246393925170403	0.21669288830070652	0.2516721005064952	0.2108790349320438	0.22038363371497424	0.2529501493378456	0.2378657388865747	0.23803199886369836	0.22478064684879623	0.23867066010792443	0.21413507436346105	0.25589894993664586	0.23096664545790416	0.25549337100000574	0.258831536726181	0.2386580451655327
KEGG_BLADDER_CANCER	0.15540455415141485	0.20723634254661624	0.18507223546513468	0.20123118406951448	0.20305483596160787	0.1755917535179103	0.1758610114818971	0.1679609920390705	0.18919013974076984	0.17788458415217684	0.21807270456928812	0.2012730044165005	0.20934808234944385	0.17330745728553104	0.14954940424778823	0.17038901432137107	0.21798366181150347	0.18726100920947875	0.17083399487460693	0.20244316828540057	0.2083591548649485	0.18764605331075326	0.2050813719254766	0.19178151449882883	0.18604105038766564	0.13626294485699167	0.1783868570788488	0.21197437588189844	0.19244050696890047	0.23361519184958182	0.17670002508513438	0.18998870134377752
KEGG_BUTANOATE_METABOLISM	0.17091384870678675	0.18062505954333336	0.16242799635104416	0.14988740145651647	0.16424354461803573	0.19200376364187882	0.15034627008282667	0.17029402846868744	0.1798212112368482	0.16079479115294043	0.15026227759355668	0.16071328907983415	0.14000414404411998	0.1810287849993261	0.18787753913795655	0.17813443245694843	0.14774738962593176	0.16335420111882676	0.19872744229058975	0.17148754702651556	0.16166097460174675	0.19443055391743524	0.18831924833398772	0.1797303391701826	0.18674389524795973	0.1980961868264954	0.17894747158076568	0.17137957824009323	0.15080013815080015	0.14712214314612784	0.19477611103841524	0.1617664442694522
KEGG_CALCIUM_SIGNALING_PATHWAY	0.05089714390454152	0.01725742458494043	0.01269007956490113	-0.010518797863079183	-0.010852556133093164	-0.0245705952896981	0.010289046762704325	7.676034463307937e-4	-0.008397188195813832	-0.005665840908406291	0.02202888699019012	-0.023684187964440495	0.008326446734376396	0.022824701690303602	-0.02045897514229049	0.0013991720861718116	0.0034627893281833086	-0.0026094371166379797	-0.005757846120225529	-0.005883239298764002	-0.02775047717562206	0.018477516565922496	-0.007837405173948623	0.009703001450485013	0.018786636617191203	0.010365632650211513	-0.006720880200184449	0.008265261420627907	0.007679075225080236	0.012783354950061113	0.005376811345438418	-0.02531148389611852
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.1925616361408165	0.21263260890320704	0.1925976410391895	0.19409809924178303	0.19097133760701396	0.1962606996770866	0.20274629388950122	0.19249785258782123	0.19334835109736692	0.2077208785620247	0.2105636460408081	0.18914656830405038	0.18475089858447277	0.20888013118024326	0.2299403501103302	0.20030139903874525	0.19079527194229778	0.19684867727679045	0.1991896842085989	0.19709017269216816	0.19621166054721004	0.20174410869846865	0.19231328470016223	0.19622316943198356	0.19902131954241434	0.22134263293644352	0.19676665515672945	0.19224739943409458	0.1717909298691235	0.18149136357696422	0.1894705429818	0.1956040807795785
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.1876333546242592	0.13849594205661372	0.09102032134953039	0.09425005029466951	0.13999204977160307	0.04043313587302981	0.09235666091124882	0.08233025485900755	0.126181146338355	0.07449444700641947	0.17728715769739756	0.08587582489223772	0.11392299018231704	0.13102062258243463	0.05668501786772562	0.1319472018805726	0.11191192301648277	0.1219138083925456	0.12050593730389667	0.1528323922034503	0.08322483537274883	0.12795326925028386	0.12182880436285741	0.11190472173590718	0.11663134263139156	0.032413065434759365	0.08182670245875677	0.16631583835951505	0.13580692449633042	0.17522500623693316	0.09128640509042404	0.08748320853515443
KEGG_CELL_CYCLE	0.13562486665441248	0.1743443019163743	0.17670536297727352	0.2397678041241428	0.24634221385606347	0.17724716033940638	0.18689159708916606	0.17002327529631353	0.1960168689282754	0.2290367380320602	0.15450222804554298	0.23589732486386578	0.20518866874508163	0.16055259412055736	0.13866371551655704	0.177472809810178	0.2554012449470961	0.21033582084179964	0.16825084488518288	0.19306344643188655	0.2681723648892765	0.1757801397088196	0.19327070020549705	0.219352628471515	0.1578199161949426	0.14944829142840022	0.16772500510496385	0.1811736755578939	0.19498007406672066	0.1879806648711179	0.22318730663666417	0.23970355064892973
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.13736047641846036	0.11575927149136983	0.09842215209013191	0.09548261498625867	0.11780659870981118	0.09931622457777257	0.07503533652100239	0.09759430082197994	0.1022585415033358	0.0661529953295652	0.1719096795375558	0.09181323192646436	0.11627183531744045	0.10986789927853546	0.049708182167619415	0.1083280601719834	0.10704534574895627	0.1023424403276608	0.10888776207482621	0.1615114380100379	0.09424988674322303	0.12003842269082639	0.1367219109217448	0.10867709340003971	0.11403690812350845	0.09230305649713169	0.10544765954147693	0.14286721931224194	0.09222134071864581	0.14788659718020974	0.08373111457225726	0.07308011131670543
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.27220042845199577	0.2541396072824796	0.2576401839777924	0.25987778163129155	0.26451749990603024	0.24927567312904175	0.24439096982131536	0.25137672541366146	0.25119365301725044	0.24289087069623322	0.2649319134962324	0.2625024583381646	0.26749035976792745	0.2548970140817908	0.17967460681559508	0.2588042025726719	0.26370700360600646	0.26280809141456646	0.24874279805167138	0.2741549497721444	0.2633752041101777	0.2531699926544768	0.2703756589392114	0.2572293696830666	0.25708525164645774	0.24004360789569362	0.2548921501438379	0.28565543747436856	0.2635601969325384	0.27923455649918283	0.2591433280732984	0.2643863600497861
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.2688783290871753	0.20578523275483823	0.22504679014472562	0.1869726435634967	0.20752488098837027	0.16712054523180941	0.23755750543686846	0.21371096125158873	0.16858389042961816	0.17640683046236283	0.2805366383422819	0.18946586575089908	0.268085393356714	0.27032307591037535	0.19589546527692997	0.2068933668288298	0.15033936222143388	0.18527411425737517	0.21076459426592664	0.23024858972241885	0.16238865879479417	0.21523024250338837	0.26709197152334463	0.20532843352854427	0.243725333660802	0.2205541792303485	0.21043429226258756	0.27065796847224044	0.2966085303098928	0.260341770246848	0.2632222665701452	0.1376263588522499
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.3519602612298301	0.3666272146609621	0.3452956562723913	0.3516764110504473	0.3439172288188028	0.34457895515143455	0.32443686936798993	0.3329085017214959	0.3441523634608492	0.36651698036606833	0.3551132995096717	0.3399809502444377	0.28792536549026776	0.3416291927583574	0.3523314328440201	0.3525884939461912	0.3487833186631306	0.33239886271573355	0.360814012489249	0.34556821815629407	0.366037390576482	0.37027269833558363	0.3471260811685466	0.36316770796557213	0.3367105824060881	0.336255109180933	0.3375734354349412	0.3685183100850508	0.32598210428803526	0.35112534166838294	0.33821559607405016	0.34243621505474225
KEGG_COLORECTAL_CANCER	0.28755324612964994	0.27058449536081786	0.27096053916148893	0.27210991049154376	0.2740504510034977	0.23329208893784587	0.26850131982420394	0.26025381983461543	0.2679199242189325	0.2617558240052278	0.2576417380825623	0.2615900862024756	0.2785733900854784	0.2616583229821726	0.19743591640027885	0.2677323819220314	0.2839697442370868	0.27163891214943564	0.2603774509339573	0.28329690837783666	0.27759858812590993	0.2653622736409376	0.28038626400858707	0.2696896979534418	0.27451627777206694	0.2207478144364275	0.2553152417426565	0.27450764727061905	0.2747678578916156	0.27229704313451625	0.2667412946166408	0.27101098176869687
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-0.02664851926250665	-0.014613667269158255	-0.03595952121823998	-0.02519165875605854	0.0220483646643546	-0.015478118864476706	0.00196209986253475	-0.03650549940310889	-0.011361951624864202	-0.05829790549329637	0.10722043705148533	-0.025245815660955448	0.017230343345732004	0.006567914832122289	-0.03625436554576781	-0.03216724780354089	9.233755940954394e-4	-0.014049684234371154	-0.004654195485809251	0.015808281950478724	-0.06688813034107502	-0.021532873801255473	-0.011439358831343784	-0.014440067520293087	-7.216066657342484e-4	-0.09910122402875407	-0.03450542542875989	0.08019989039759548	-0.017523730939148604	0.09821410113381068	-0.05982886411978591	-0.04156959668841658
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.17514153450599182	0.1806328043248547	0.17719318482138316	0.18134106930626184	0.18056175415092018	0.1882801851919611	0.19628065449998308	0.18286192238344562	0.17544830601054204	0.18933276627581677	0.1858486667568757	0.17947161825306862	0.1634297076172931	0.18344050311020038	0.17473277727861164	0.1701484264425728	0.17203660283005334	0.17897134890365776	0.18382477371356098	0.17956315807919568	0.19458560019711796	0.1878176687712079	0.18095070558806486	0.1834424143090432	0.18233300242025677	0.2076342210072682	0.18809107765736724	0.18443219440652334	0.19597145148154219	0.1659866207349239	0.20241867515428563	0.1855524370692298
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.1052215050359784	-0.12763758647134027	-0.14336326407599767	-0.14233704028717153	-0.09700531832929407	-0.1409785989007183	-0.14000354525216188	-0.13947512633396023	-0.13509220417569784	-0.17394378499045726	-0.028927654486748625	-0.142119421935698	-0.09031108745228839	-0.12176690125375347	-0.16462207787850383	-0.14768309821108658	-0.13603752064172453	-0.13746123567634108	-0.1326937437020021	-0.07320643093179624	-0.15960642544624204	-0.12161027743902879	-0.09787846446102463	-0.13357966722334172	-0.11945538610566757	-0.19651233950681538	-0.13053882493158755	-0.0637257281097591	-0.1289607298561208	-0.04209558575919434	-0.15492492988011458	-0.17389567194863217
