pathway	P.Value	adj.P.Val
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	1.2602585727251414e-59	4.340890639386598e-59
KEGG_AUTOIMMUNE_THYROID_DISEASE	1.5202744825373671e-59	5.141291886399096e-59
KEGG_BETA_ALANINE_METABOLISM	3.091078952657547e-59	1.0266797949898282e-58
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	3.2414021682273373e-59	1.0577207075268154e-58
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1.0797392532096652e-58	3.462612087879271e-58
KEGG_OXIDATIVE_PHOSPHORYLATION	2.2150806721614995e-56	6.983135678339643e-56
KEGG_CALCIUM_SIGNALING_PATHWAY	3.3743878391003996e-56	1.046060230121124e-55
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	1.2640349401224772e-55	3.85427047316034e-55
KEGG_HISTIDINE_METABOLISM	4.3880389923558646e-55	1.3164116977067593e-54
KEGG_BASAL_TRANSCRIPTION_FACTORS	1.4473690495535085e-54	4.2731848129675015e-54
KEGG_ARGININE_AND_PROLINE_METABOLISM	4.999571719808862e-54	1.4530005310694503e-53
KEGG_LONG_TERM_POTENTIATION	1.3668414216583964e-53	3.911269298899411e-53
KEGG_PANCREATIC_CANCER	5.922212125362135e-53	1.6689870535111472e-52
KEGG_CARDIAC_MUSCLE_CONTRACTION	2.9841387715386743e-51	8.284325544868559e-51
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	4.4604937101398135e-51	1.2200762207147136e-50
KEGG_ERBB_SIGNALING_PATHWAY	1.1405808011297958e-50	3.0746091160890145e-50
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.780406282651923e-50	7.3879366939036805e-50
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.9017016052352685e-49	4.98192251512338e-49
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	4.832827405689075e-49	1.2484804131363444e-48
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	1.0243208828387208e-48	2.6099134823013982e-48
KEGG_MISMATCH_REPAIR	1.452912139448006e-48	3.651914296450394e-48
KEGG_CELL_CYCLE	1.7700267747287944e-48	4.3896664013274104e-48
KEGG_NUCLEOTIDE_EXCISION_REPAIR	3.648797650149349e-48	8.929952143786563e-48
KEGG_GALACTOSE_METABOLISM	9.544823887722279e-48	2.3056327832679795e-47
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1.0822296907156217e-47	2.580701570168021e-47
KEGG_TASTE_TRANSDUCTION	4.611929119228084e-47	1.0858466027549668e-46
KEGG_APOPTOSIS	8.118526987575156e-47	1.887557524611224e-46
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	1.1003744247880443e-46	2.5267857161799533e-46
KEGG_CIRCADIAN_RHYTHM_MAMMAL	2.0076008741812538e-46	4.553826373142843e-46
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	4.805165363589357e-46	1.0768201899127956e-45
KEGG_SMALL_CELL_LUNG_CANCER	3.4555753366082075e-45	7.651631102489603e-45
KEGG_ENDOCYTOSIS	9.225668863257567e-45	2.0187934218422443e-44
KEGG_ACUTE_MYELOID_LEUKEMIA	4.1985469287269644e-44	9.080578241200179e-44
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	9.688747838491516e-44	2.071387468918876e-43
KEGG_HOMOLOGOUS_RECOMBINATION	1.3942486559780496e-43	2.9469346592263324e-43
KEGG_PPAR_SIGNALING_PATHWAY	1.5591318599089479e-43	3.2584104038546554e-43
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	6.460133646464466e-43	1.3350942869359897e-42
KEGG_MAPK_SIGNALING_PATHWAY	4.446055332803062e-42	9.087541669245819e-42
KEGG_DORSO_VENTRAL_AXIS_FORMATION	8.854480236730209e-42	1.7901449174258903e-41
KEGG_RENIN_ANGIOTENSIN_SYSTEM	4.638454411042521e-41	9.276908822085043e-41
KEGG_SPLICEOSOME	3.592896737593679e-39	7.109348863749196e-39
KEGG_LEISHMANIA_INFECTION	4.148240121699248e-39	8.121817501432212e-39
KEGG_GAP_JUNCTION	1.1563843018751751e-38	2.2404945848831518e-38
KEGG_PHENYLALANINE_METABOLISM	5.881387468151412e-38	1.1277712052331574e-37
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	6.433394869177793e-37	1.2210320874153771e-36
KEGG_RIBOFLAVIN_METABOLISM	1.6812463095525306e-36	3.1587051876441485e-36
KEGG_PROTEIN_EXPORT	3.071674601649192e-36	5.713314759067497e-36
KEGG_AXON_GUIDANCE	3.349239334353732e-36	6.167906100889051e-36
KEGG_LYSOSOME	4.585407527328106e-36	8.361625491010075e-36
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	2.731113867960032e-35	4.93191436350064e-35
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	3.991021274004407e-35	7.137788047738651e-35
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	2.8890243102440883e-34	5.117700206718099e-34
KEGG_GLUTATHIONE_METABOLISM	3.2834166703758337e-34	5.761466987640614e-34
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	7.358242337433698e-34	1.2790963315538952e-33
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	8.800248376262682e-34	1.515598331467462e-33
KEGG_STARCH_AND_SUCROSE_METABOLISM	5.895253392317322e-32	1.0059790192394697e-31
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	5.991793788826607e-32	1.0131578588379537e-31
KEGG_RENAL_CELL_CARCINOMA	8.942624366408014e-32	1.498493812749451e-31
KEGG_PROPANOATE_METABOLISM	3.712483445483003e-31	6.165374293391416e-31
KEGG_BLADDER_CANCER	4.989526103467744e-31	8.212848276504429e-31
KEGG_LYSINE_DEGRADATION	5.364735231372105e-31	8.752989061712382e-31
KEGG_NITROGEN_METABOLISM	9.537917419522729e-31	1.5426544695923718e-30
KEGG_FOLATE_BIOSYNTHESIS	1.9421290488596967e-30	3.1141034748957204e-30
KEGG_GLYCEROLIPID_METABOLISM	5.7829742067557565e-30	9.193446174842484e-30
KEGG_NON_HOMOLOGOUS_END_JOINING	9.975699089032762e-30	1.5724407038644863e-29
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	6.796690557556297e-29	1.06233986866006e-28
KEGG_SELENOAMINO_ACID_METABOLISM	2.158708749242418e-28	3.345998561325748e-28
KEGG_JAK_STAT_SIGNALING_PATHWAY	3.165728974690926e-28	4.866327184235638e-28
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	1.159229197641438e-27	1.7673494324697332e-27
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2.568619990155922e-27	3.884254619260175e-27
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	2.92024372934124e-27	4.38036559401186e-27
KEGG_FATTY_ACID_METABOLISM	3.777458620319909e-27	5.6208584270360246e-27
KEGG_PYRUVATE_METABOLISM	1.127289403956219e-26	1.664093882030609e-26
KEGG_NON_SMALL_CELL_LUNG_CANCER	2.0084508446275046e-26	2.9415106858324085e-26
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	2.3208803998520838e-26	3.3725293310350594e-26
KEGG_ARACHIDONIC_ACID_METABOLISM	3.4358099194240445e-26	4.9539584884718776e-26
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	4.022053471014627e-26	5.754630350836312e-26
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	2.207756744372329e-25	3.1346775149103296e-25
KEGG_PURINE_METABOLISM	3.2776238578974186e-25	4.618469981582726e-25
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	3.6099259999836255e-25	5.048467939826725e-25
KEGG_INSULIN_SIGNALING_PATHWAY	1.4109029665372614e-24	1.9584175505666464e-24
KEGG_STEROID_BIOSYNTHESIS	5.054259517593629e-23	6.963646446462333e-23
KEGG_DNA_REPLICATION	1.0939605626967114e-22	1.4961519460410905e-22
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	1.8845962891475628e-22	2.55864897650691e-22
KEGG_INOSITOL_PHOSPHATE_METABOLISM	8.65467097243867e-22	1.1664991310678207e-21
KEGG_PATHWAYS_IN_CANCER	9.55017271349405e-22	1.2779367803668297e-21
KEGG_RNA_DEGRADATION	1.9791130885676215e-19	2.629393103382697e-19
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1.544801709560641e-18	2.037823531760845e-18
KEGG_N_GLYCAN_BIOSYNTHESIS	2.0224408841392825e-18	2.649112707393708e-18
KEGG_MELANOMA	2.3122851582405168e-18	3.007587688340812e-18
KEGG_LINOLEIC_ACID_METABOLISM	5.073405497385279e-18	6.553148767455986e-18
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	8.214574864841877e-18	1.0537316723176476e-17
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.8840863940968194e-17	2.40027444727403e-17
KEGG_RIBOSOME	1.915584012444419e-17	2.423800179011306e-17
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	4.393101371065916e-17	5.521059831204462e-17
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	2.3379235850012615e-15	2.9184817906727155e-15
KEGG_HEDGEHOG_SIGNALING_PATHWAY	2.8114096448099667e-15	3.4861479595643587e-15
KEGG_SULFUR_METABOLISM	1.2303731078607587e-14	1.5155589275635836e-14
KEGG_TRYPTOPHAN_METABOLISM	1.9021260693137236e-14	2.327601637449688e-14
KEGG_HUNTINGTONS_DISEASE	3.321347055400912e-14	4.0377160281344415e-14
KEGG_ALZHEIMERS_DISEASE	5.065952202461325e-14	6.118617595180562e-14
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	2.0833509107708356e-13	2.5000210929250025e-13
KEGG_VIBRIO_CHOLERAE_INFECTION	8.01019165670998e-12	9.550613129154207e-12
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	3.5791537823620804e-11	4.24027135999584e-11
KEGG_ONE_CARBON_POOL_BY_FOLATE	4.788363472932346e-11	5.63693421497099e-11
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	9.420293628681247e-11	1.1019966131664855e-10
KEGG_P53_SIGNALING_PATHWAY	1.8033428180734244e-9	2.096386026010356e-9
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	2.0813058551889578e-09	2.404489994193454e-9
KEGG_OLFACTORY_TRANSDUCTION	2.6673437943249706e-9	3.06250583792867e-9
KEGG_TYROSINE_METABOLISM	5.276814572012622e-9	6.0213957692904774e-9
KEGG_GRAFT_VERSUS_HOST_DISEASE	9.406363469194745e-9	1.0668192715062332e-8
KEGG_BUTANOATE_METABOLISM	1.9403823167732948e-8	2.187340066180805e-8
KEGG_THYROID_CANCER	3.160351137271533e-8	3.5411163345331634e-8
KEGG_SPHINGOLIPID_METABOLISM	4.399797690962733e-8	4.900373476162086e-8
KEGG_FOCAL_ADHESION	1.9091178199683068e-7	2.113666157822054e-7
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	4.900666672083168e-7	5.393633142056032e-7
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	1.923754515256228e-6	2.1048137637509318e-6
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	5.655127062782546e-6	6.151190840219612e-6
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	1.2271198551180144e-5	1.327001703790411e-5
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	3.3406778709380044e-5	3.591711468176121e-5
KEGG_LIMONENE_AND_PINENE_DEGRADATION	5.34437700896264e-5	5.712954733718684e-5
KEGG_COLORECTAL_CANCER	7.157668276823512e-5	7.607578854223847e-5
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	9.82564047515384e-5	1.0383915502151218e-4
KEGG_REGULATION_OF_AUTOPHAGY	1.79292309176273e-4	1.884088672699818e-4
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	2.9089004046017815e-4	3.039637501437817e-4
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	3.845800026396172e-4	3.996194440836245e-4
KEGG_PRIMARY_IMMUNODEFICIENCY	0.0023776546603434083	0.002456909815688189
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.003031179635259159	0.0031149138793270916
