GOID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	Ontology	gene_set_size	universe_size	LogOddsRatioSE	change_dir	cancer_group	gene_parsed_by	quantile
GO:0019218	0.007299660977412014	17.717543859649123	0.13010204081632654	2	78	regulation of steroid metabolic process	BP	17	10192	0.7615271374733996	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035150	0.0076662853468828784	17.25982905982906	0.13343799058084774	2	80	regulation of tube size	BP	17	10192	0.7613056014543627	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035296	0.0076662853468828784	17.25982905982906	0.13343799058084774	2	80	regulation of tube diameter	BP	17	10192	0.7613056014543627	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0097746	0.0076662853468828784	17.25982905982906	0.13343799058084774	2	80	blood vessel diameter maintenance	BP	17	10192	0.7613056014543627	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010792	0.008313725515103898	158.921875	0.008339874411302984	1	5	DNA double-strand break processing involved in repair via single-strand annealing	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010873	0.008313725515103898	158.921875	0.008339874411302984	1	5	positive regulation of cholesterol esterification	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0021877	0.008313725515103898	158.921875	0.008339874411302984	1	5	forebrain neuron fate commitment	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0021902	0.008313725515103898	158.921875	0.008339874411302984	1	5	commitment of neuronal cell to specific neuron type in forebrain	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0033860	0.008313725515103898	158.921875	0.008339874411302984	1	5	regulation of NAD(P)H oxidase activity	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0036155	0.008313725515103898	158.921875	0.008339874411302984	1	5	acylglycerol acyl-chain remodeling	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0071242	0.008313725515103898	158.921875	0.008339874411302984	1	5	cellular response to ammonium ion	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1900186	0.008313725515103898	158.921875	0.008339874411302984	1	5	negative regulation of clathrin-dependent endocytosis	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1904429	0.008313725515103898	158.921875	0.008339874411302984	1	5	regulation of t-circle formation	BP	17	10192	1.1456868327555247	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0006531	0.00996864518392182	127.125	0.010007849293563579	1	6	aspartate metabolic process	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0014062	0.00996864518392182	127.125	0.010007849293563579	1	6	regulation of serotonin secretion	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0015696	0.00996864518392182	127.125	0.010007849293563579	1	6	ammonium transport	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0032429	0.00996864518392182	127.125	0.010007849293563579	1	6	regulation of phospholipase A2 activity	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035356	0.00996864518392182	127.125	0.010007849293563579	1	6	cellular triglyceride homeostasis	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035608	0.00996864518392182	127.125	0.010007849293563579	1	6	protein deglutamylation	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0045002	0.00996864518392182	127.125	0.010007849293563579	1	6	double-strand break repair via single-strand annealing	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0051643	0.00996864518392182	127.125	0.010007849293563579	1	6	endoplasmic reticulum localization	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0060359	0.00996864518392182	127.125	0.010007849293563579	1	6	response to ammonium ion	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0060539	0.00996864518392182	127.125	0.010007849293563579	1	6	diaphragm development	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0071499	0.00996864518392182	127.125	0.010007849293563579	1	6	cellular response to laminar fluid shear stress	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0072488	0.00996864518392182	127.125	0.010007849293563579	1	6	ammonium transmembrane transport	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1903589	0.00996864518392182	127.125	0.010007849293563579	1	6	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:2001286	0.00996864518392182	127.125	0.010007849293563579	1	6	regulation of caveolin-mediated endocytosis	BP	17	10192	1.123654007431519	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0045834	0.01089106529506856	14.299290780141844	0.16012558869701726	2	96	positive regulation of lipid metabolic process	BP	17	10192	0.7598711476607662	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0000052	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	citrulline metabolic process	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0001820	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	serotonin secretion	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0006651	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	diacylglycerol biosynthetic process	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010872	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	regulation of cholesterol esterification	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034374	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	low-density lipoprotein particle remodeling	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0042428	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	serotonin metabolic process	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0045722	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	positive regulation of gluconeogenesis	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0046462	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	monoacylglycerol metabolic process	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0072350	0.011620965332348354	105.92708333333333	0.011675824175824176	1	7	tricarboxylic acid metabolic process	BP	17	10192	1.1087222396763796	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0000050	0.013270689788838719	90.78571428571429	0.013343799058084773	1	8	urea cycle	BP	17	10192	1.0979323706926643	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0019627	0.013270689788838719	90.78571428571429	0.013343799058084773	1	8	urea metabolic process	BP	17	10192	1.0979323706926643	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0042953	0.013270689788838719	90.78571428571429	0.013343799058084773	1	8	lipoprotein transport	BP	17	10192	1.0979323706926643	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0044872	0.013270689788838719	90.78571428571429	0.013343799058084773	1	8	lipoprotein localization	BP	17	10192	1.0979323706926643	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0061820	0.013270689788838719	90.78571428571429	0.013343799058084773	1	8	telomeric D-loop disassembly	BP	17	10192	1.0979323706926643	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0071941	0.013270689788838719	90.78571428571429	0.013343799058084773	1	8	nitrogen cycle metabolic process	BP	17	10192	1.0979323706926643	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010817	0.013807750350770455	6.887854816193578	0.5170722135007849	3	310	regulation of hormone levels	BP	17	10192	0.6388431508666319	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0007210	0.014917822376582346	79.4296875	0.015011773940345368	1	9	serotonin receptor signaling pathway	BP	17	10192	1.0897698644351035	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0007494	0.014917822376582346	79.4296875	0.015011773940345368	1	9	midgut development	BP	17	10192	1.0897698644351035	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0018410	0.014917822376582346	79.4296875	0.015011773940345368	1	9	C-terminal protein amino acid modification	BP	17	10192	1.0897698644351035	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0038166	0.014917822376582346	79.4296875	0.015011773940345368	1	9	angiotensin-activated signaling pathway	BP	17	10192	1.0897698644351035	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0043252	0.014917822376582346	79.4296875	0.015011773940345368	1	9	sodium-independent organic anion transport	BP	17	10192	1.0897698644351035	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0098664	0.014917822376582346	79.4296875	0.015011773940345368	1	9	G protein-coupled serotonin receptor signaling pathway	BP	17	10192	1.0897698644351035	gain_of_correlation_genes	Medullo	FOLH1	30
GO:2000377	0.015622454183193052	11.767251461988304	0.1934850863422292	2	116	regulation of reactive oxygen species metabolic process	BP	17	10192	0.7586422016930429	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0003081	0.016562366913516646	70.59722222222223	0.016679748822605967	1	10	regulation of systemic arterial blood pressure by renin-angiotensin	BP	17	10192	1.0833787325848476	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034433	0.016562366913516646	70.59722222222223	0.016679748822605967	1	10	steroid esterification	BP	17	10192	1.0833787325848476	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034434	0.016562366913516646	70.59722222222223	0.016679748822605967	1	10	sterol esterification	BP	17	10192	1.0833787325848476	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034435	0.016562366913516646	70.59722222222223	0.016679748822605967	1	10	cholesterol esterification	BP	17	10192	1.0833787325848476	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0072584	0.016562366913516646	70.59722222222223	0.016679748822605967	1	10	caveolin-mediated endocytosis	BP	17	10192	1.0833787325848476	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0090657	0.016562366913516646	70.59722222222223	0.016679748822605967	1	10	telomeric loop disassembly	BP	17	10192	1.0833787325848476	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1903587	0.016562366913516646	70.59722222222223	0.016679748822605967	1	10	regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis	BP	17	10192	1.0833787325848476	gain_of_correlation_genes	Medullo	FOLH1	30
GO:2000846	0.016562366913516646	70.59722222222223	0.016679748822605967	1	10	regulation of corticosteroid hormone secretion	BP	17	10192	1.0833787325848476	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0051179	0.01695653005364338	3.2989498249708284	7.167288069073783	12	4297	localization	BP	17	10192	0.5326692077161633	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0001325	0.018204327212325233	63.53125	0.01834772370486656	1	11	formation of extrachromosomal circular DNA	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034616	0.018204327212325233	63.53125	0.01834772370486656	1	11	response to laminar fluid shear stress	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035930	0.018204327212325233	63.53125	0.01834772370486656	1	11	corticosteroid hormone secretion	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0042053	0.018204327212325233	63.53125	0.01834772370486656	1	11	regulation of dopamine metabolic process	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0042069	0.018204327212325233	63.53125	0.01834772370486656	1	11	regulation of catecholamine metabolic process	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0046322	0.018204327212325233	63.53125	0.01834772370486656	1	11	negative regulation of fatty acid oxidation	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0055089	0.018204327212325233	63.53125	0.01834772370486656	1	11	fatty acid homeostasis	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0090656	0.018204327212325233	63.53125	0.01834772370486656	1	11	t-circle formation	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0090737	0.018204327212325233	63.53125	0.01834772370486656	1	11	telomere maintenance via telomere trimming	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1901160	0.018204327212325233	63.53125	0.01834772370486656	1	11	primary amino compound metabolic process	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:2000831	0.018204327212325233	63.53125	0.01834772370486656	1	11	regulation of steroid hormone secretion	BP	17	10192	1.0782385528180112	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0003071	0.019843707080451356	57.75	0.020015698587127158	1	12	renal system process involved in regulation of systemic arterial blood pressure	BP	17	10192	1.0740146541696316	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0006837	0.019843707080451356	57.75	0.020015698587127158	1	12	serotonin transport	BP	17	10192	1.0740146541696316	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010744	0.019843707080451356	57.75	0.020015698587127158	1	12	positive regulation of macrophage derived foam cell differentiation	BP	17	10192	1.0740146541696316	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010771	0.019843707080451356	57.75	0.020015698587127158	1	12	negative regulation of cell morphogenesis involved in differentiation	BP	17	10192	1.0740146541696316	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010867	0.019843707080451356	57.75	0.020015698587127158	1	12	positive regulation of triglyceride biosynthetic process	BP	17	10192	1.0740146541696316	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035813	0.019843707080451356	57.75	0.020015698587127158	1	12	regulation of renal sodium excretion	BP	17	10192	1.0740146541696316	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0050746	0.019843707080451356	57.75	0.020015698587127158	1	12	regulation of lipoprotein metabolic process	BP	17	10192	1.0740146541696316	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1900025	0.019843707080451356	57.75	0.020015698587127158	1	12	negative regulation of substrate adhesion-dependent cell spreading	BP	17	10192	1.0740146541696316	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0006071	0.021480510320100787	52.932291666666664	0.021683673469387755	1	13	glycerol metabolic process	BP	17	10192	1.07048200801144	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035929	0.021480510320100787	52.932291666666664	0.021683673469387755	1	13	steroid hormone secretion	BP	17	10192	1.07048200801144	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0042430	0.021480510320100787	52.932291666666664	0.021683673469387755	1	13	indole-containing compound metabolic process	BP	17	10192	1.07048200801144	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0072376	0.021480510320100787	52.932291666666664	0.021683673469387755	1	13	protein activation cascade	BP	17	10192	1.07048200801144	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0072378	0.021480510320100787	52.932291666666664	0.021683673469387755	1	13	blood coagulation, fibrin clot formation	BP	17	10192	1.07048200801144	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1902667	0.021480510320100787	52.932291666666664	0.021683673469387755	1	13	regulation of axon guidance	BP	17	10192	1.07048200801144	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035812	0.023114740728251038	48.85576923076923	0.023351648351648352	1	14	renal sodium excretion	BP	17	10192	1.0674837154489532	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0044062	0.023114740728251038	48.85576923076923	0.023351648351648352	1	14	regulation of excretion	BP	17	10192	1.0674837154489532	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0071498	0.023114740728251038	48.85576923076923	0.023351648351648352	1	14	cellular response to fluid shear stress	BP	17	10192	1.0674837154489532	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0009084	0.02474640209665524	45.361607142857146	0.02501962323390895	1	15	glutamine family amino acid biosynthetic process	BP	17	10192	1.0649070320637646	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0035640	0.02474640209665524	45.361607142857146	0.02501962323390895	1	15	exploration behavior	BP	17	10192	1.0649070320637646	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0040019	0.02474640209665524	45.361607142857146	0.02501962323390895	1	15	positive regulation of embryonic development	BP	17	10192	1.0649070320637646	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0045940	0.02474640209665524	45.361607142857146	0.02501962323390895	1	15	positive regulation of steroid metabolic process	BP	17	10192	1.0649070320637646	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0071377	0.02474640209665524	45.361607142857146	0.02501962323390895	1	15	cellular response to glucagon stimulus	BP	17	10192	1.0649070320637646	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0090208	0.02474640209665524	45.361607142857146	0.02501962323390895	1	15	positive regulation of triglyceride metabolic process	BP	17	10192	1.0649070320637646	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0000729	0.0263754982118517	42.333333333333336	0.026687598116169546	1	16	DNA double-strand break processing	BP	17	10192	1.0626688533421487	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0006525	0.0263754982118517	42.333333333333336	0.026687598116169546	1	16	arginine metabolic process	BP	17	10192	1.0626688533421487	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0019400	0.0263754982118517	42.333333333333336	0.026687598116169546	1	16	alditol metabolic process	BP	17	10192	1.0626688533421487	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034383	0.0263754982118517	42.333333333333336	0.026687598116169546	1	16	low-density lipoprotein particle clearance	BP	17	10192	1.0626688533421487	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0051482	0.0263754982118517	42.333333333333336	0.026687598116169546	1	16	positive regulation of cytosolic calcium ion concentration involved in phospholipase C-activating G protein-coupled signaling pathway	BP	17	10192	1.0626688533421487	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1904385	0.0263754982118517	42.333333333333336	0.026687598116169546	1	16	cellular response to angiotensin	BP	17	10192	1.0626688533421487	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0001990	0.028002032855169223	39.68359375	0.02835557299843014	1	17	regulation of systemic arterial blood pressure by hormone	BP	17	10192	1.0607065734147798	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0002043	0.028002032855169223	39.68359375	0.02835557299843014	1	17	blood vessel endothelial cell proliferation involved in sprouting angiogenesis	BP	17	10192	1.0607065734147798	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010866	0.028002032855169223	39.68359375	0.02835557299843014	1	17	regulation of triglyceride biosynthetic process	BP	17	10192	1.0607065734147798	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034368	0.028002032855169223	39.68359375	0.02835557299843014	1	17	protein-lipid complex remodeling	BP	17	10192	1.0607065734147798	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034369	0.028002032855169223	39.68359375	0.02835557299843014	1	17	plasma lipoprotein particle remodeling	BP	17	10192	1.0607065734147798	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0015850	0.02887284571875278	8.39916142557652	0.26854395604395603	2	161	organic hydroxy compound transport	BP	17	10192	0.7570045013725866	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0006953	0.029626009802733444	37.345588235294116	0.030023547880690737	1	18	acute-phase response	BP	17	10192	1.0589721308832771	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0034367	0.029626009802733444	37.345588235294116	0.030023547880690737	1	18	protein-containing complex remodeling	BP	17	10192	1.0589721308832771	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0044060	0.029626009802733444	37.345588235294116	0.030023547880690737	1	18	regulation of endocrine process	BP	17	10192	1.0589721308832771	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0055090	0.029626009802733444	37.345588235294116	0.030023547880690737	1	18	acylglycerol homeostasis	BP	17	10192	1.0589721308832771	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0070328	0.029626009802733444	37.345588235294116	0.030023547880690737	1	18	triglyceride homeostasis	BP	17	10192	1.0589721308832771	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0071549	0.029626009802733444	37.345588235294116	0.030023547880690737	1	18	cellular response to dexamethasone stimulus	BP	17	10192	1.0589721308832771	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0097164	0.029626009802733444	37.345588235294116	0.030023547880690737	1	18	ammonium ion metabolic process	BP	17	10192	1.0589721308832771	gain_of_correlation_genes	Medullo	FOLH1	30
GO:1990776	0.029626009802733444	37.345588235294116	0.030023547880690737	1	18	response to angiotensin	BP	17	10192	1.0589721308832771	gain_of_correlation_genes	Medullo	FOLH1	30
GO:0010092	0.031247432825473043	35.267361111111114	0.031691522762951334	1	19	specification of animal organ identity	BP	17	10192	1.057428016379152	gain_of_correlation_genes	Medullo	FOLH1	30
