GOID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	Ontology	gene_set_size	universe_size	LogOddsRatioSE	change_dir	cancer_group	gene_parsed_by	quantile
GO:0002376	5.191736762208779e-7	1.510172247412323	167.11173349056602	224	1811	immune system process	BP	939	10176	0.08138627519356566	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0043312	5.288701805935139e-7	2.2202981915629025	29.89740566037736	58	324	neutrophil degranulation	BP	939	10176	0.14915536155146414	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002252	5.339543783665458e-7	1.7700098198436378	68.93012971698113	109	747	immune effector process	BP	939	10176	0.10983087869537451	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002446	5.433797583059056e-7	2.2014485514485513	30.63561320754717	59	332	neutrophil mediated immunity	BP	939	10176	0.14785153763898834	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0016477	5.709806504696395e-7	1.6583604452054794	93.6600825471698	139	1015	cell migration	BP	939	10176	0.09851598872286305	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002283	6.530915305628616e-7	2.2032375014823726	30.08195754716981	58	326	neutrophil activation involved in immune response	BP	939	10176	0.1490613683141396	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0006955	7.443896515913182e-7	1.5997236958443857	111.00795990566036	159	1203	immune response	BP	939	10176	0.09301219961617806	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0003008	9.283553129134416e-7	1.6299600510732506	97.8125	143	1060	system process	BP	939	10176	0.09726249661934808	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0051234	9.382722242346236e-7	1.4083870125032352	300.63502358490564	367	3258	establishment of localization	BP	939	10176	0.07054451104486287	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0008217	9.64818412094166e-7	3.47881708652793	9.319870283018869	26	101	regulation of blood pressure	BP	939	10176	0.23021578686388436	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0001990	1.0592075019910872e-6	9.941810344827584	2.030070754716981	11	22	regulation of systemic arterial blood pressure by hormone	BP	939	10176	0.4277898518660393	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002250	1.1030596186051332e-6	2.38082399103139	22.792158018867923	47	247	adaptive immune response	BP	939	10176	0.1658563479915032	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0042119	1.3387201549074135e-6	2.14547931070065	30.7278891509434	58	333	neutrophil activation	BP	939	10176	0.14874272742763647	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0007165	1.3841906829840662e-6	1.3920432885029932	333.3007075471698	400	3612	signal transduction	BP	939	10176	0.06951686972542023	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050776	1.5811047800709737e-6	1.8136861013602457	56.01149764150944	91	607	regulation of immune response	BP	939	10176	0.11925144241263734	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0045055	1.6502853250302074e-6	1.8575620084694495	50.56721698113208	84	548	regulated exocytosis	BP	939	10176	0.1238689269168278	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002682	1.7293991884559355e-6	1.6372473869139663	89.59994103773585	132	971	regulation of immune system process	BP	939	10176	0.10062746162178166	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0036230	1.8035317549870864e-6	2.1216162144064543	31.004716981132077	58	336	granulocyte activation	BP	939	10176	0.14861088450278673	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0098657	1.9007179438516216e-6	1.810210700282824	55.45784198113208	90	601	import into cell	BP	939	10176	0.119835364650461	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0072358	2.055742308759173e-6	1.859672039735236	49.275353773584904	82	534	cardiovascular system development	BP	939	10176	0.12525255633315138	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0006887	2.317687356033525e-6	1.78799856270212	57.3033608490566	92	621	exocytosis	BP	939	10176	0.11855546744652634	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032501	2.7641743850167923e-6	1.3693146448065947	404.5377358490566	471	4384	multicellular organismal process	BP	939	10176	0.06858047449968246	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0042129	2.7776181439279912e-6	3.341356673960613	9.22759433962264	25	100	regulation of T cell proliferation	BP	939	10176	0.2335306654630653	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0006897	3.461159173530829e-6	1.84438221690841	48.35259433962264	80	524	endocytosis	BP	939	10176	0.12661012374336778	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0065008	3.8008663035780294e-6	1.406286652912366	237.5182783018868	296	2574	regulation of biological quality	BP	939	10176	0.07427158744631988	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0003044	4.185289164453648e-6	7.020750047591852	2.676002358490566	12	29	regulation of systemic arterial blood pressure mediated by a chemical signal	BP	939	10176	0.3786080707889233	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0001944	4.325737645062854e-6	1.8313787688196823	48.62942216981132	80	527	vasculature development	BP	939	10176	0.12655056879366505	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0042102	4.385568519117064e-6	4.27873429502094	5.536556603773585	18	60	positive regulation of T cell proliferation	BP	939	10176	0.2838302493624949	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0051240	4.776628919600126e-6	1.5554959218075577	106.67099056603772	150	1156	positive regulation of multicellular organismal process	BP	939	10176	0.0951294985568758	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0098609	4.801111872686485e-6	1.773168744040872	55.088738207547166	88	597	cell-cell adhesion	BP	939	10176	0.12090465178397312	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0003073	5.139431795737557e-6	4.463494691174792	5.075176886792453	17	55	regulation of systemic arterial blood pressure	BP	939	10176	0.2938241396688392	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0001568	5.181248678785914e-6	1.8430261306150393	46.50707547169811	77	504	blood vessel development	BP	939	10176	0.12885081896179168	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048514	5.198591537043661e-6	1.9114224137931035	40.32458726415094	69	437	blood vessel morphogenesis	BP	939	10176	0.13591292248394296	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002366	6.082094375720109e-6	1.873808346868159	42.81603773584906	72	464	leukocyte activation involved in immune response	BP	939	10176	0.13306528495262618	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050878	6.1802427619946015e-6	2.0663021618903974	29.989681603773583	55	325	regulation of body fluid levels	BP	939	10176	0.15207979360461435	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0030029	6.277619497002986e-6	1.776740907135688	53.058667452830186	85	575	actin filament-based process	BP	939	10176	0.12284464704510072	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0003018	6.461218126347474e-6	3.066194188518781	10.242629716981131	26	111	vascular process in circulatory system	BP	939	10176	0.22678359801818537	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0030168	6.461218126347474e-6	3.066194188518781	10.242629716981131	26	111	platelet activation	BP	939	10176	0.22678359801818537	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048869	6.9503337216299215e-6	1.3869285042581518	249.421875	307	2703	cellular developmental process	BP	939	10176	0.0735061031556372	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048731	7.480219198374827e-6	1.3707831314233645	285.5017688679245	345	3094	system development	BP	939	10176	0.07141394649589344	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002263	7.664691511326504e-6	1.8589461696815732	43.09286556603774	72	467	cell activation involved in immune response	BP	939	10176	0.1329926072399435	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050778	9.625073194842413e-6	1.8443080454173983	43.36969339622642	72	470	positive regulation of immune response	BP	939	10176	0.1329209886002359	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050852	1.0156817875796926e-5	3.0537839568767677	9.873525943396226	25	107	T cell receptor signaling pathway	BP	939	10176	0.2310810329385343	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050865	1.0378683084140722e-5	1.970121860047847	33.496167452830186	59	363	regulation of cell activation	BP	939	10176	0.14658422267927465	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050851	1.1846544199151367e-5	2.745168981961435	12.457252358490566	29	135	antigen receptor-mediated signaling pathway	BP	939	10176	0.21242678506638435	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048856	1.2279442998258042e-5	1.345832676500394	343.6356132075472	404	3724	anatomical structure development	BP	939	10176	0.06938743247633149	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0001525	1.3187613996205256e-5	1.939740440425208	34.51120283018868	60	374	angiogenesis	BP	939	10176	0.14526219880567348	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048870	1.3424775926192144e-5	1.5328500085567154	102.61084905660375	143	1112	cell motility	BP	939	10176	0.09696508845076147	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0051674	1.3424775926192144e-5	1.5328500085567154	102.61084905660375	143	1112	localization of cell	BP	939	10176	0.09696508845076147	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0030154	1.3662025186570258e-5	1.3782815304291076	236.31869103773585	291	2561	cell differentiation	BP	939	10176	0.07459020331084606	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050670	1.5951044651926183e-5	2.693742368742369	12.64180424528302	29	137	regulation of lymphocyte proliferation	BP	939	10176	0.21201523530624672	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050671	1.7173792155147013e-5	3.331154684095861	7.751179245283019	21	84	positive regulation of lymphocyte proliferation	BP	939	10176	0.2543430593055881	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0006952	1.7443465828635206e-5	1.5680290753992987	86.83166273584905	124	941	defense response	BP	939	10176	0.10312257293021236	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0042098	1.815758980200859e-5	2.789609332609875	11.442216981132075	27	124	T cell proliferation	BP	939	10176	0.22034567344514544	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032944	1.845534898809188e-5	2.668736767819337	12.734080188679243	29	138	regulation of mononuclear cell proliferation	BP	939	10176	0.21181483581151656	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0072359	1.857375176737165e-5	1.6255038138164168	70.96020047169812	105	769	circulatory system development	BP	939	10176	0.11111039406499966	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0009611	1.935491760444886e-5	1.8235199283475143	41.893278301886795	69	454	response to wounding	BP	939	10176	0.13547158494884762	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032946	2.0860909093984377e-5	3.27874795751634	7.843455188679245	21	85	positive regulation of mononuclear cell proliferation	BP	939	10176	0.25385505278999915	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0051716	2.1103507480587173e-5	1.327386023429045	417.91774764150944	478	4529	cellular response to stimulus	BP	939	10176	0.06856330707196802	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048513	2.224361908965891e-5	1.38593579198251	204.20666273584905	255	2213	animal organ development	BP	939	10176	0.07766378608991364	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032760	2.375321627103021e-5	3.852322027213567	5.628832547169812	17	61	positive regulation of tumor necrosis factor production	BP	939	10176	0.28765287979764914	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0051239	2.450904042589206e-5	1.3920100710513297	192.4876179245283	242	2086	regulation of multicellular organismal process	BP	939	10176	0.0790222378223898	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0009653	2.587095799190975e-5	1.411035184870968	168.86497641509433	216	1830	anatomical structure morphogenesis	BP	939	10176	0.08224059903685191	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0006909	2.5944338910644633e-5	2.297877145438121	18.362912735849054	37	199	phagocytosis	BP	939	10176	0.18552279326480697	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0030036	2.629677117315256e-5	1.7650769584816774	46.23024764150944	74	501	actin cytoskeleton organization	BP	939	10176	0.13086256389954384	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0045987	3.070781318082559e-5	8.116715542521995	1.845518867924528	9	20	positive regulation of smooth muscle contraction	BP	939	10176	0.4507813884488753	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0007159	3.167480582451294e-5	2.218079096045198	19.931603773584907	39	216	leukocyte cell-cell adhesion	BP	939	10176	0.18031147923024543	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0019882	3.7211321330782336e-5	2.550289184499711	13.195459905660377	29	143	antigen processing and presentation	BP	939	10176	0.2108629948806324	gain_of_correlation_genes	EPN	SLC1A5	10
GO:1903557	3.755056976309597e-5	3.68402810525323	5.8133844339622645	17	63	positive regulation of tumor necrosis factor superfamily cytokine production	BP	939	10176	0.28593016740810856	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0007155	4.0062354700182315e-5	1.516775906850775	94.39829009433964	131	1023	cell adhesion	BP	939	10176	0.10055903746899536	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0090066	4.168414437747046e-5	1.895817314794123	32.75795990566038	56	355	regulation of anatomical structure size	BP	939	10176	0.14981992239523617	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0070663	4.258465262086494e-5	2.527835642618251	13.287735849056604	29	144	regulation of leukocyte proliferation	BP	939	10176	0.2106820755919274	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0070665	4.3771871989850835e-05	3.0845347943098806	8.21255896226415	21	89	positive regulation of leukocyte proliferation	BP	939	10176	0.25203832593137027	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0042060	4.6442130355752675e-5	1.8646775849954056	34.418926886792455	58	373	wound healing	BP	939	10176	0.1471840302392156	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0022610	4.823104676464436e-5	1.5092807969413014	94.76739386792453	131	1027	biological adhesion	BP	939	10176	0.10053443528802385	gain_of_correlation_genes	EPN	SLC1A5	10
GO:1903522	5.061013561305803e-5	2.2143451061133987	18.916568396226417	37	205	regulation of blood circulation	BP	939	10176	0.18492788099676397	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0040011	5.1170319211769505e-5	1.4602088796299175	116.7290683962264	156	1265	locomotion	BP	939	10176	0.09333884705564958	gain_of_correlation_genes	EPN	SLC1A5	10
GO:1904018	5.7155219290339696e-5	2.5269528584567005	12.826356132075473	28	139	positive regulation of vasculature development	BP	939	10176	0.21431417731168165	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0070661	5.817253804244698e-5	2.253765316541865	17.624705188679247	35	191	leukocyte proliferation	BP	939	10176	0.19025771916740744	gain_of_correlation_genes	EPN	SLC1A5	10
GO:2000249	5.833471743117103e-5	5.462661637931035	2.860554245283019	11	31	regulation of actin cytoskeleton reorganization	BP	939	10176	0.3769551329905885	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048002	5.9421827802254945e-5	2.6893484859179786	10.888561320754716	25	118	antigen processing and presentation of peptide antigen	BP	939	10176	0.22793889840392903	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048584	6.628847300172295e-5	1.4186227850824125	138.6907429245283	180	1503	positive regulation of response to stimulus	BP	939	10176	0.08806415197576807	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050870	6.702069995925571e-5	2.550242055610725	12.272700471698114	27	133	positive regulation of T cell activation	BP	939	10176	0.21835065275642365	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0042110	6.707687683293703e-5	1.9607682765577503	27.22140330188679	48	295	T cell activation	BP	939	10176	0.1616028634962282	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002429	7.146006779611541e-5	2.146441531880931	19.931603773584907	38	216	immune response-activating cell surface receptor signaling pathway	BP	939	10176	0.1820824878322684	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002768	7.479556276852032e-5	2.073608577408199	22.14622641509434	41	240	immune response-regulating cell surface receptor signaling pathway	BP	939	10176	0.17504170709993158	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032502	7.49236721991532e-5	1.303893576661434	364.2131485849056	419	3947	developmental process	BP	939	10176	0.0690530267608655	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0035239	8.355694424200305e-5	1.6369259669249605	56.01149764150944	84	607	tube morphogenesis	BP	939	10176	0.12288676209442402	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0007599	8.894398932733713e-5	2.0971479500891266	20.85436320754717	39	226	hemostasis	BP	939	10176	0.17947208020356123	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0022407	9.044601981113196e-5	1.996376264532689	24.545400943396228	44	266	regulation of cell-cell adhesion	BP	939	10176	0.16870098370070571	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002478	9.179297785105344e-5	2.7360028072364315	9.873525943396226	23	107	antigen processing and presentation of exogenous peptide antigen	BP	939	10176	0.2378738733607899	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0007275	9.185793954258692e-5	1.3073503488271945	315.3991745283019	368	3418	multicellular organism development	BP	939	10176	0.07041450748591599	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0006937	1.0666469227356544e-4	2.7035191369124068	9.965801886792454	23	108	regulation of muscle contraction	BP	939	10176	0.2375793247379756	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0048583	1.0679276318769811e-4	1.323439445020747	249.97553066037736	299	2709	regulation of response to stimulus	BP	939	10176	0.07394860774537358	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0046641	1.0696930056833838e-4	9.90343347639485	1.29186320754717	7	14	positive regulation of alpha-beta T cell proliferation	BP	939	10176	0.5356263524599398	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002694	1.1027760496690062e-4	1.861642159802346	30.82016509433962	52	334	regulation of leukocyte activation	BP	939	10176	0.15497075109790487	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032970	1.1524407799028404e-4	1.9393422575400487	26.29864386792453	46	285	regulation of actin filament-based process	BP	939	10176	0.1647852769206563	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0035296	1.1569268164291312e-4	2.9344556103181207	8.120283018867925	20	88	regulation of tube diameter	BP	939	10176	0.25671596129249874	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050880	1.1569268164291312e-4	2.9344556103181207	8.120283018867925	20	88	regulation of blood vessel size	BP	939	10176	0.25671596129249874	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0097746	1.1569268164291312e-4	2.9344556103181207	8.120283018867925	20	88	regulation of blood vessel diameter	BP	939	10176	0.25671596129249874	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0097028	1.1579227905514837e-4	6.3753456221198155	2.1223466981132075	9	23	dendritic cell differentiation	BP	939	10176	0.42862964893668287	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0097756	1.1653818379174142e-4	3.868288288288288	4.6137971698113205	14	50	negative regulation of blood vessel diameter	BP	939	10176	0.31685345844119084	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0007596	1.1793210172662433e-4	2.086643256127072	20.39298349056604	38	221	blood coagulation	BP	939	10176	0.1816606635516293	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050817	1.1793210172662433e-4	2.086643256127072	20.39298349056604	38	221	coagulation	BP	939	10176	0.1816606635516293	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0043313	1.1868309333000092e-4	24.718950749464668	0.6459316037735849	5	7	regulation of neutrophil degranulation	BP	939	10176	0.8373642860278111	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0022603	1.2203154609881776e-4	1.5485753543276095	70.86792452830188	101	768	regulation of anatomical structure morphogenesis	BP	939	10176	0.11273971798177096	gain_of_correlation_genes	EPN	SLC1A5	10
GO:1903039	1.239086597737912e-4	2.395789355174646	13.38001179245283	28	145	positive regulation of leukocyte cell-cell adhesion	BP	939	10176	0.2132337642704258	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032943	1.2423064551700323e-4	2.243683549085975	16.14829009433962	32	175	mononuclear cell proliferation	BP	939	10176	0.1986340993841018	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002253	1.319493578169352e-4	1.802223167978302	34.142099056603776	56	370	activation of immune response	BP	939	10176	0.14928639923259404	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0035150	1.3653929313655412e-4	2.8916118654492124	8.21255896226415	20	89	regulation of tube size	BP	939	10176	0.2563005422324473	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0019884	1.429762078454158e-4	2.640792049390152	10.150353773584904	23	110	antigen processing and presentation of exogenous antigen	BP	939	10176	0.2370095070189872	gain_of_correlation_genes	EPN	SLC1A5	10
GO:1903037	1.482209538315674e-4	2.1587943212812086	17.71698113207547	34	192	regulation of leukocyte cell-cell adhesion	BP	939	10176	0.19223942180167472	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0031532	1.5378589925946212e-4	2.960037364130435	7.658903301886792	19	83	actin cytoskeleton reorganization	BP	939	10176	0.26353851911691545	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0045766	1.5814460622364115e-4	2.49917943107221	11.5344929245283	25	125	positive regulation of angiogenesis	BP	939	10176	0.22628198562191293	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0046649	1.589407571215852e-4	1.7332127985283834	39.125	62	424	lymphocyte activation	BP	939	10176	0.14193093429135595	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0019229	1.7328651666494315e-4	4.2575127138233935	3.691037735849057	12	40	regulation of vasoconstriction	BP	939	10176	0.34674912706822114	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032879	2.004694408107629e-4	1.3536316353995912	169.78773584905662	211	1840	regulation of localization	BP	939	10176	0.08281471486047359	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0003015	2.0480379501579255e-4	2.090016592920354	18.73201650943396	35	203	heart process	BP	939	10176	0.18905097184227712	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0006940	2.2468583218254943e-4	4.110255551835732	3.783313679245283	12	41	regulation of smooth muscle contraction	BP	939	10176	0.34496875484878453	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0046651	2.3010377459571648e-4	2.1867050319538377	15.96373820754717	31	173	lymphocyte proliferation	BP	939	10176	0.20127491186291413	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050886	2.3235632855454557e-4	3.799993647567018	4.336969339622642	13	47	endocrine process	BP	939	10176	0.3279076325055036	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0006954	2.516325681038868e-4	1.6702233676975946	43.000589622641506	66	466	inflammatory response	BP	939	10176	0.13751418508157756	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0051249	2.576860414606948e-4	1.9048438483322845	24.91450471698113	43	270	regulation of lymphocyte activation	BP	939	10176	0.1699651714823219	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0032729	2.885065221635761e-4	3.972815533980582	3.8755896226415096	12	42	positive regulation of interferon-gamma production	BP	939	10176	0.34329874501674146	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0042310	2.9214274441783045e-4	3.6910212897253936	4.429245283018868	13	48	vasoconstriction	BP	939	10176	0.32662377612359605	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0007169	2.950216975417521e-4	1.6338765358773526	46.50707547169811	70	504	transmembrane receptor protein tyrosine kinase signaling pathway	BP	939	10176	0.1336196369345174	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050863	2.993428140810305e-4	2.0656152687091915	18.362912735849054	34	199	regulation of T cell activation	BP	939	10176	0.1915400021381303	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0001974	3.118076327225549e-4	4.723973550668922	2.860554245283019	10	31	blood vessel remodeling	BP	939	10176	0.38575119031351407	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0045933	3.118076327225549e-4	4.723973550668922	2.860554245283019	10	31	positive regulation of muscle contraction	BP	939	10176	0.38575119031351407	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0002764	3.359995743288586e-4	1.7646589912655302	32.20430424528302	52	349	immune response-regulating signaling pathway	BP	939	10176	0.15439243872980016	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0050667	3.4470352686139503e-4	9.893890675241158	1.107311320754717	6	12	homocysteine metabolic process	BP	939	10176	0.5783713991196326	gain_of_correlation_genes	EPN	SLC1A5	10
GO:0051251	3.494495838728097e-4	2.1258599360328283	16.332841981132077	31	177	positive regulation of lymphocyte activation	BP	939	10176	0.20079516944024392	gain_of_correlation_genes	EPN	SLC1A5	10
