pathway	description	Type	logFC	P.Value	adj.P.Val	direction
hsa01040	Biosynthesis of unsaturated fatty acids	Metabolism	0.11587453863196455	0.0229853290280144	0.21806891744720677	up
hsa04724	Glutamatergic synapse	Signaling	0.06502655908479457	0.023251169854401333	0.21806891744720677	up
hsa00670	One carbon pool by folate	Metabolism	-0.06567648570821455	0.02340251796994414	0.21806891744720677	down
hsa04713	Circadian entrainment	Signaling	0.06289486399869541	0.026359159852263867	0.23097698146765674	up
hsa00514	Other types of O-glycan biosynthesis	Metabolism	-0.07341746732976312	0.027041207586457377	0.23097698146765674	down
hsa04725	Cholinergic synapse	Signaling	0.05395247996517409	0.029614888304835073	0.24284208409964758	up
hsa00360	Phenylalanine metabolism	Metabolism	0.08563509115012981	0.035128898723975295	0.2733583371884563	up
hsa04913	Ovarian steroidogenesis	Signaling	0.06801512197502219	0.03600329319067473	0.2733583371884563	up
hsa04664	Fc epsilon RI signaling pathway	Signaling	0.054981529733392404	0.039475070792524006	0.2890139111595508	up
hsa00740	Riboflavin metabolism	Metabolism	0.1237493113574604	0.041492269469108216	0.2918743109700758	up
hsa00270	Cysteine and methionine metabolism	Metabolism	0.06767728478243322	0.04463958959807653	0.2918743109700758	up
hsa00500	Starch and sucrose metabolism	Metabolism	0.12696551862345995	0.04609014092489747	0.2918743109700758	up
hsa00061	Fatty acid biosynthesis	Metabolism	0.1589725360939167	0.046138882148587336	0.2918743109700758	up
hsa00620	Pyruvate metabolism	Metabolism	0.08432698852917121	0.04698464518054879	0.2918743109700758	up
hsa00790	Folate biosynthesis	Metabolism	-0.11632778767274288	0.04893050673953386	0.2950221729883659	down
hsa00561	Glycerolipid metabolism	Metabolism	-0.061141460553976144	0.05055156692799704	0.29608774914969693	down
hsa00071	Fatty acid degradation	Metabolism	0.06068172240788625	0.061125240381210054	0.34807428550411285	up
hsa04350	TGF-beta signaling pathway	Signaling	-0.05033345060809525	0.06285300349693712	0.34823961396951647	down
hsa04727	GABAergic synapse	Signaling	0.052702088424068635	0.06574238736119162	0.3512074218881601	up
hsa00591	Linoleic acid metabolism	Metabolism	0.08665999476970909	0.06841607407698522	0.3512074218881601	up
hsa00760	Nicotinate and nicotinamide metabolism	Metabolism	0.06583866379658895	0.07082479466174296	0.3512074218881601	up
hsa00534	Glycosaminoglycan biosynthesis - heparan sulfate / heparin	Metabolism	-0.082703273836329	0.0714566681026254	0.3512074218881601	down
hsa04330	Notch signaling pathway	Signaling	-0.07205065442019114	0.07195469131367183	0.3512074218881601	down
hsa04610	Complement and coagulation cascades	Signaling	0.05591539023140566	0.07978603962612818	0.380375305194332	up
hsa04964	Proximal tubule bicarbonate reclamation	Signaling	0.062114093321033535	0.08684937915114327	0.40463915286328117	up
hsa04728	Dopaminergic synapse	Signaling	0.04074088257814658	0.09384019494951507	0.4205933463480514	up
hsa00970	Aminoacyl-tRNA biosynthesis	Signaling	-0.05331438933315813	0.09788035329670008	0.4205933463480514	down
hsa00592	alpha-Linolenic acid metabolism	Metabolism	0.09066247567792211	0.09798008000631876	0.4205933463480514	up
hsa04141	Protein processing in endoplasmic reticulum	Signaling	-0.04332049858494482	0.09935394977727038	0.4205933463480514	down
hsa04114	Oocyte meiosis	Signaling	0.038045621693410865	0.10090922164731178	0.4205933463480514	up
hsa04921	Oxytocin signaling pathway	Signaling	0.043415370284653046	0.10258374301171987	0.4205933463480514	up
hsa00052	Galactose metabolism	Metabolism	0.06716052085793678	0.1064410707850926	0.42785136295968595	up
hsa00531	Glycosaminoglycan degradation	Metabolism	0.14883696411579989	0.10918324171467604	0.4304339336828575	up
hsa00030	Pentose phosphate pathway	Metabolism	0.07535008277352488	0.11536709297787374	0.4462312086880022	up
hsa04611	Platelet activation	Signaling	0.03701436510290518	0.12224797767246719	0.45705501010911137	up
hsa00533	Glycosaminoglycan biosynthesis - keratan sulfate	Metabolism	-0.04773368912823879	0.12262451490732257	0.45705501010911137	down
hsa00330	Arginine and proline metabolism	Metabolism	0.05109511038061686	0.12528170776635192	0.45862053735896685	up
hsa04140	Regulation of autophagy	Signaling	-0.034752250336924924	0.13419744873902262	0.47382264190801393	down
hsa00600	Sphingolipid metabolism	Metabolism	-0.04875151820917562	0.13582900066964282	0.47382264190801393	down
hsa04710	Circadian rhythm	Signaling	-0.041767217629595343	0.13636846767108693	0.47382264190801393	down
hsa00010	Glycolysis / Gluconeogenesis	Metabolism	0.04190268941832877	0.14393327143256318	0.4917720107279242	up
hsa04062	Chemokine signaling pathway	Signaling	0.033821198702979186	0.16232394270887263	0.5455148894314572	up
hsa01200	Carbon metabolism	Metabolism	0.03652577162547893	0.1652363229792048	0.5463459066247901	up
hsa03020	RNA polymerase	Signaling	0.0452525207727078	0.17488925825720722	0.5690840943290076	up
hsa04912	GnRH signaling pathway	Signaling	0.044335616681985844	0.18746797028108256	0.6004833423065926	up
hsa04960	Aldosterone-regulated sodium reabsorption	Signaling	-0.06189517152381625	0.19332829353653191	0.6083546444183233	down
hsa00562	Inositol phosphate metabolism	Metabolism	0.033104097787395544	0.19586051966638704	0.6083546444183233	up
hsa00190	Oxidative phosphorylation	Metabolism	0.03224717294900094	0.21491652045899634	0.6517342617217287	up
hsa00910	Nitrogen metabolism	Metabolism	-0.08379225283711667	0.2161850234003783	0.6517342617217287	down
hsa04120	Ubiquitin mediated proteolysis	Signaling	-0.03280947212044513	0.22270015510862456	0.6616453883662033	down
hsa00565	Ether lipid metabolism	Metabolism	0.026938624421659677	0.23850832214396075	0.6705809824253806	up
hsa04973	Carbohydrate digestion and absorption	Signaling	-0.04774140955017179	0.2398593585647573	0.6705809824253806	down
hsa00650	Butanoate metabolism	Metabolism	0.03113275741121937	0.24151227944716278	0.6705809824253806	up
hsa04146	Peroxisome	Signaling	0.028974424735273254	0.24202790372297667	0.6705809824253806	up
hsa03410	Base excision repair	Signaling	-0.0396758162070064	0.24206337902184472	0.6705809824253806	down
hsa04975	Fat digestion and absorption	Signaling	-0.03688633127768296	0.25231297444975137	0.6852158946970928	down
hsa03420	Nucleotide excision repair	Signaling	-0.02552999333720054	0.25612429526017483	0.6852158946970928	down
hsa00051	Fructose and mannose metabolism	Metabolism	0.03496145758204967	0.257373775081347	0.6852158946970928	up
hsa02010	ABC transporters	Signaling	-0.0533093579412509	0.2647786897099409	0.6958927101351011	down
hsa00980	Metabolism of xenobiotics by cytochrome P450	Metabolism	-0.03612486908128544	0.27298759477059903	0.7054118730655057	down
hsa04510	Focal adhesion	Signaling	0.024848836079680206	0.27528268217190466	0.7054118730655057	up
hsa04020	Calcium signaling pathway	Signaling	0.026527610424807262	0.2917681048946549	0.7252150615008573	up
hsa04721	Synaptic vesicle cycle	Signaling	0.033084998472658764	0.2924065199099662	0.7252150615008573	up
hsa00510	N-Glycan biosynthesis	Metabolism	-0.04673624425660814	0.2966751300389555	0.7252150615008573	down
hsa04014	Ras signaling pathway	Signaling	0.02269199708717722	0.2971612934930342	0.7252150615008573	up
hsa00120	Primary bile acid biosynthesis	Metabolism	0.03726202447092762	0.30840011155342617	0.736898743439782	up
hsa04080	Neuroactive ligand-receptor interaction	Signaling	0.02602796029702222	0.30913800944303055	0.736898743439782	up
hsa03008	Ribosome biogenesis in eukaryotes	Signaling	-0.023093752260189268	0.3391155848425549	0.7990654585370546	down
hsa00532	Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	Metabolism	0.030037905558368307	0.3488607713466638	0.8071078139827357	up
hsa04918	Thyroid hormone synthesis	Signaling	-0.02458337027522525	0.3504029046071389	0.8071078139827357	down
hsa04142	Lysosome	Signaling	0.019230987501060896	0.3647322125157717	0.8238338023218514	up
hsa04150	mTOR signaling pathway	Signaling	-0.022061765433756656	0.36570183420140723	0.8238338023218514	down
hsa04972	Pancreatic secretion	Signaling	-0.020269815505756492	0.3789054868602856	0.8361305084228176	down
hsa04966	Collecting duct acid secretion	Signaling	-0.025314803358467877	0.37931774284547337	0.8361305084228176	down
hsa04730	Long-term depression	Signaling	0.021686394079952653	0.39033248571628254	0.8512570167216801	up
hsa03030	DNA replication	Signaling	0.026220369255889473	0.4044924868641814	0.8625168338396298	up
hsa04672	Intestinal immune network for IgA production	Signaling	0.028975208665245767	0.41136836757686035	0.8625168338396298	up
hsa04540	Gap junction	Signaling	0.022021439733714926	0.4150824867071269	0.8625168338396298	up
hsa04914	Progesterone-mediated oocyte maturation	Signaling	0.02081790922527777	0.4215460199163906	0.8625168338396298	up
hsa03040	Spliceosome	Signaling	0.019092901401710646	0.4223112125945434	0.8625168338396298	up
hsa00982	Drug metabolism - cytochrome P450	Metabolism	-0.02209581420284801	0.4254909606867535	0.8625168338396298	down
hsa00860	Porphyrin and chlorophyll metabolism	Metabolism	-0.02794650683019739	0.42568418372479944	0.8625168338396298	down
hsa04145	Phagosome	Signaling	-0.02170733601180762	0.42952744434271384	0.8625168338396298	down
hsa04920	Adipocytokine signaling pathway	Signaling	-0.018586855014433037	0.4333621165145457	0.8625168338396298	down
hsa04151	PI3K-Akt signaling pathway	Signaling	0.017576896247698072	0.44208225201571594	0.8697829337820812	up
hsa03430	Mismatch repair	Signaling	0.03440644598924511	0.4489204185955703	0.8697829337820812	up
hsa03440	Homologous recombination	Signaling	0.022558010853124637	0.44974141941902734	0.8697829337820812	up
hsa00511	Other glycan degradation	Metabolism	0.0273939900220706	0.46179376139200035	0.8792200331558504	up
hsa01230	Biosynthesis of amino acids	Metabolism	-0.022896320469579946	0.46326879514434294	0.8792200331558504	down
hsa04666	Fc gamma R-mediated phagocytosis	Signaling	0.018567800211769125	0.46748772494628144	0.8792200331558504	up
hsa04514	Cell adhesion molecules (CAMs)	Signaling	0.016509696639697157	0.476131475933969	0.8793468566857972	up
hsa00140	Steroid hormone biosynthesis	Metabolism	-0.028613629773553684	0.47756435493538685	0.8793468566857972	down
hsa04971	Gastric acid secretion	Signaling	-0.0209752579157873	0.480423648530777	0.8793468566857972	down
hsa04270	Vascular smooth muscle contraction	Signaling	0.015716739366677886	0.49184437049312013	0.8826576405919182	up
hsa00410	beta-Alanine metabolism	Metabolism	0.024447041256607543	0.4924457078245521	0.8826576405919182	up
hsa04742	Taste transduction	Signaling	0.016491610254338603	0.49514940813692976	0.8826576405919182	up
hsa04961	Endocrine and other factor-regulated calcium reabsorption	Signaling	-0.01824083976414226	0.5010180704775655	0.8848610641514674	down
hsa01210	2-Oxocarboxylic acid metabolism	Metabolism	-0.02087488690678449	0.5050182658815692	0.8848610641514674	down
hsa00250	Alanine, aspartate and glutamate metabolism	Metabolism	0.021736404056289706	0.512117649185289	0.8896959159574936	up
hsa00350	Tyrosine metabolism	Metabolism	0.020519949942001875	0.5222340334137104	0.8987815629537454	up
hsa04320	Dorso-ventral axis formation	Signaling	-0.024676030962385704	0.528107382730058	0.8987815629537454	down
hsa04623	Cytosolic DNA-sensing pathway	Signaling	-0.018517904719480224	0.5305003371580644	0.8987815629537454	down
hsa00380	Tryptophan metabolism	Metabolism	-0.018289796903491137	0.5439307451038945	0.9050387062354013	down
hsa04621	NOD-like receptor signaling pathway	Signaling	-0.015450587714110883	0.5462563688588677	0.9050387062354013	down
hsa04612	Antigen processing and presentation	Signaling	0.013134939392965873	0.5479771497786953	0.9050387062354013	up
hsa00280	Valine, leucine and isoleucine degradation	Metabolism	-0.014217787599806067	0.5518528696557325	0.9050387062354013	down
hsa00830	Retinol metabolism	Metabolism	-0.015198576580904828	0.5643623232780158	0.9092602658697011	down
hsa04015	Rap1 signaling pathway	Signaling	0.013156858367851037	0.5689785226405495	0.9092602658697011	up
hsa04640	Hematopoietic cell lineage	Signaling	-0.018191944877437565	0.5735730255989195	0.9092602658697011	down
hsa04260	Cardiac muscle contraction	Signaling	0.017757575630916962	0.5778868360475264	0.9092602658697011	up
hsa00020	Citrate cycle (TCA cycle)	Metabolism	-0.01861347977463092	0.5781475019338949	0.9092602658697011	down
hsa00520	Amino sugar and nucleotide sugar metabolism	Metabolism	-0.015164566643141836	0.5833326069014194	0.9092602658697011	down
hsa03060	Protein export	Signaling	-0.02295157343341527	0.5854749029014661	0.9092602658697011	down
hsa04917	Prolactin signaling pathway	Signaling	-0.015700389576559868	0.5942715573285282	0.910410995070729	down
hsa04962	Vasopressin-regulated water reabsorption	Signaling	-0.015079003479770998	0.6024543506366187	0.910410995070729	down
hsa04550	Signaling pathways regulating pluripotency of stem cells	Signaling	-0.012215380227769097	0.6163339558752363	0.910410995070729	down
hsa04970	Salivary secretion	Signaling	-0.018509498420806087	0.6282493077451635	0.910410995070729	down
hsa04144	Endocytosis	Signaling	-0.009961484114417399	0.6287045443068822	0.910410995070729	down
hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis	Metabolism	0.021714795382412132	0.6312744258082872	0.910410995070729	up
hsa04974	Protein digestion and absorption	Signaling	0.012542283158853773	0.6441983932592181	0.910410995070729	up
hsa04670	Leukocyte transendothelial migration	Signaling	0.010206889808032856	0.6489923350303799	0.910410995070729	up
hsa00340	Histidine metabolism	Metabolism	-0.011790262031779452	0.6508758756914232	0.910410995070729	down
hsa04750	Inflammatory mediator regulation of TRP channels	Signaling	0.010317819711086064	0.6516939593940232	0.910410995070729	up
hsa04010	MAPK signaling pathway	Signaling	0.01062785765164902	0.6592675578892762	0.910410995070729	up
hsa03018	RNA degradation	Signaling	0.011254417495786595	0.6605200553913249	0.910410995070729	up
hsa04066	HIF-1 signaling pathway	Signaling	0.01460320937878944	0.6629032143377283	0.910410995070729	up
hsa00310	Lysine degradation	Metabolism	-0.009379065307527369	0.66469473125561	0.910410995070729	down
hsa04012	ErbB signaling pathway	Signaling	0.010098799533215023	0.6669277475751598	0.910410995070729	up
hsa04071	Sphingolipid signaling pathway	Signaling	-0.01033325283367336	0.6674617334872021	0.910410995070729	down
hsa00601	Glycosphingolipid biosynthesis - lacto and neolacto series	Metabolism	0.01755214938648487	0.6702918494499926	0.910410995070729	up
hsa04024	cAMP signaling pathway	Signaling	0.009214190485445065	0.6777604964823405	0.910410995070729	up
hsa00983	Drug metabolism - other enzymes	Metabolism	0.01552218851712012	0.6789419914859984	0.910410995070729	up
hsa03050	Proteasome	Signaling	0.014658390684037419	0.6825952351216404	0.910410995070729	up
hsa04380	Osteoclast differentiation	Signaling	0.009657151216808803	0.6827784876412251	0.910410995070729	up
hsa04340	Hedgehog signaling pathway	Signaling	-0.012596284812770803	0.6876879397772612	0.910410995070729	down
hsa04210	Apoptosis	Signaling	-0.008389112287521764	0.688359532858356	0.910410995070729	down
hsa00604	Glycosphingolipid biosynthesis - ganglio series	Metabolism	-0.020652433336137067	0.6961088927026637	0.9147584807951671	down
hsa04310	Wnt signaling pathway	Signaling	-0.007595956093447324	0.704718270579789	0.9201735380181958	down
hsa04660	T cell receptor signaling pathway	Signaling	0.008343589743461862	0.7124699436158645	0.9244072053243811	up
hsa04916	Melanogenesis	Signaling	-0.007965729987848296	0.7259830866750708	0.9321562040954002	down
hsa04068	FoxO signaling pathway	Signaling	-0.009931131278851538	0.736198233097648	0.9321562040954002	down
hsa03010	Ribosome	Signaling	-0.010135710641790403	0.7390420469367187	0.9321562040954002	down
hsa00072	Synthesis and degradation of ketone bodies	Metabolism	0.008562532493440729	0.743866278082287	0.9321562040954002	up
hsa04668	TNF signaling pathway	Signaling	0.010597143648249912	0.7465312794852568	0.9321562040954002	up
hsa04130	SNARE interactions in vesicular transport	Signaling	0.0076871351497094995	0.7531603890957393	0.9321562040954002	up
hsa04070	Phosphatidylinositol signaling system	Signaling	0.006817015794745022	0.7573922240930169	0.9321562040954002	up
hsa00920	Sulfur metabolism	Metabolism	-0.007527229370174895	0.7646817162794981	0.9321562040954002	down
hsa04390	Hippo signaling pathway	Signaling	-0.006774074303353248	0.7654810292495735	0.9321562040954002	down
hsa04662	B cell receptor signaling pathway	Signaling	0.007307169272966767	0.7732548451802416	0.9321562040954002	up
hsa04620	Toll-like receptor signaling pathway	Signaling	-0.007930488682532277	0.7748145219298238	0.9321562040954002	down
hsa04922	Glucagon signaling pathway	Signaling	0.006159597662068476	0.7759581300963769	0.9321562040954002	up
hsa04520	Adherens junction	Signaling	0.00908144469076496	0.7775546873186021	0.9321562040954002	up
hsa04722	Neurotrophin signaling pathway	Signaling	0.007324444366811915	0.7835382625806716	0.9338682780758004	up
hsa04976	Bile secretion	Signaling	-0.006795967475227328	0.7925914986092559	0.9391980185832223	down
hsa04152	AMPK signaling pathway	Signaling	-0.006820554562095384	0.8014975520812886	0.9395896024275712	down
hsa04650	Natural killer cell mediated cytotoxicity	Signaling	-0.006038457612361765	0.8038727388482962	0.9395896024275712	down
hsa00564	Glycerophospholipid metabolism	Metabolism	0.007628729700622626	0.8066720489134269	0.9395896024275712	up
hsa04530	Tight junction	Signaling	0.004925849415471053	0.8151707324469468	0.9441242946419441	up
hsa04810	Regulation of actin cytoskeleton	Signaling	0.005376161509173331	0.8225794674727841	0.9459646759729585	up
hsa00630	Glyoxylate and dicarboxylate metabolism	Metabolism	-0.008610282281520687	0.829617470395553	0.9459646759729585	down
hsa00450	Selenocompound metabolism	Metabolism	0.006006206132871634	0.8327547313624926	0.9459646759729585	up
hsa04978	Mineral absorption	Signaling	-0.005742964056400104	0.8352895378392242	0.9459646759729585	down
hsa04360	Axon guidance	Signaling	0.004674468654573838	0.8398320537906266	0.9459646759729585	up
hsa04720	Long-term potentiation	Signaling	0.0049851938891689535	0.853339192939792	0.9496778204004886	up
hsa00240	Pyrimidine metabolism	Metabolism	0.00424222637627103	0.8636271513952336	0.9496778204004886	up
hsa00040	Pentose and glucuronate interconversions	Metabolism	0.010795320530187901	0.8648112209744901	0.9496778204004886	up
hsa03015	mRNA surveillance pathway	Signaling	-0.003988433581707485	0.8651444034594367	0.9496778204004886	down
hsa03320	PPAR signaling pathway	Signaling	-0.004051488643859404	0.8662914751945922	0.9496778204004886	down
hsa04115	p53 signaling pathway	Signaling	0.004389474302516029	0.8730366633480573	0.9519814680125094	up
hsa04022	cGMP-PKG signaling pathway	Signaling	-0.0037091498822071833	0.8808393821410025	0.9554077954439446	down
hsa04919	Thyroid hormone signaling pathway	Signaling	0.0027623504695766486	0.893541916398136	0.9616353715841189	up
hsa00480	Glutathione metabolism	Metabolism	0.0048120082052877915	0.8959627120613011	0.9616353715841189	up
hsa03460	Fanconi anemia pathway	Signaling	-0.003976807121370644	0.9113310340429197	0.9719979609577061	down
hsa00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis	Metabolism	-0.0035429161963858877	0.9161256755434171	0.9719979609577061	down
hsa04110	Cell cycle	Signaling	-0.0022387055947471713	0.9220645311616957	0.9719979609577061	down
hsa04910	Insulin signaling pathway	Signaling	0.002638960175126056	0.9272532704063302	0.9719979609577061	up
hsa04064	NF-kappa B signaling pathway	Signaling	-0.0018333637859971712	0.933326848792198	0.9719979609577061	down
hsa04630	Jak-STAT signaling pathway	Signaling	0.0019032422025840202	0.9416681405597909	0.9719979609577061	up
hsa04512	ECM-receptor interaction	Signaling	0.0028823021708750114	0.9422648227518442	0.9719979609577061	up
hsa04261	Adrenergic signaling in cardiomyocytes	Signaling	0.0014222726800723244	0.9505705943484881	0.9719979609577061	up
hsa04915	Estrogen signaling pathway	Signaling	-0.0016911061126880947	0.950771089792326	0.9719979609577061	down
hsa04622	RIG-I-like receptor signaling pathway	Signaling	-0.0017306269830559718	0.9530321470853607	0.9719979609577061	down
hsa04060	Cytokine-cytokine receptor interaction	Signaling	9.281333539171989e-4	0.9630334502174799	0.9728026085432281	up
hsa04911	Insulin secretion	Signaling	-0.001216975393264644	0.9633118513867088	0.9728026085432281	down
hsa03013	RNA transport	Signaling	-0.0010116828394809798	0.9697565508890291	0.9745102594718185	down
hsa00230	Purine metabolism	Metabolism	4.43315893373481e-4	0.9844143809495071	0.9844143809495071	up
