Kids_First_Biospecimen_ID	pathway	gsea_score	description	cancer_group	gene_parsed_by	group
BS_BA6AZWB3	path:hsa00860	-0.18511231920826673	Porphyrin and chlorophyll metabolism - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa00900	-0.3446719507540713	Terpenoid backbone biosynthesis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa00910	0.611487731919562	Nitrogen metabolism - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa00920	0.30411064346583516	Sulfur metabolism - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa00970	-0.3116550046959205	Aminoacyl-tRNA biosynthesis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa00980	0.1521980002123216	Metabolism of xenobiotics by cytochrome P450 - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa00982	0.1083754600665006	Drug metabolism - cytochrome P450 - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa00983	-0.1001809581479815	Drug metabolism - other enzymes - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01040	0.14804024374835206	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01100	0.11806813718376198	Metabolic pathways - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01200	0.1996593257933294	Carbon metabolism - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01210	0.029200319840147454	2-Oxocarboxylic acid metabolism - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01212	0.23765886962499014	Fatty acid metabolism - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01230	0.11419768362337103	Biosynthesis of amino acids - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01240	-0.08610795320360165	Biosynthesis of cofactors - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01250	-0.2301277110909143	Biosynthesis of nucleotide sugars - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01521	0.1989152046896654	EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01522	0.02531974046361382	Endocrine resistance - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01523	0.06887686727866993	Antifolate resistance - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa01524	-0.07169224991528456	Platinum drug resistance - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa02010	0.2802696527695271	ABC transporters - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03008	-0.2818710352165841	Ribosome biogenesis in eukaryotes - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03010	-0.21883634537958543	Ribosome - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03013	-0.5049537278172025	Nucleocytoplasmic transport - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03015	-0.33735576632824665	mRNA surveillance pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03018	-0.23758128644075738	RNA degradation - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03020	-0.3531652713124865	RNA polymerase - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03022	-0.39172421139513425	Basal transcription factors - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03030	-0.5644324276510604	DNA replication - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03040	-0.47451185198865653	Spliceosome - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03050	-0.5534048044539622	Proteasome - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03060	-0.3872109298579986	Protein export - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03320	0.2723332702242397	PPAR signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03410	-0.5024932038142903	Base excision repair - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03420	-0.3888988116384999	Nucleotide excision repair - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03430	-0.5383353034136922	Mismatch repair - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03440	-0.42023229286339225	Homologous recombination - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03450	-0.33259082560083886	Non-homologous end-joining - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa03460	-0.5001428778036647	Fanconi anemia pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04010	0.10993562766892229	MAPK signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04012	0.06957309621083496	ErbB signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04014	0.22131678093826748	Ras signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04015	0.20364236140368414	Rap1 signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04020	0.36046713324697094	Calcium signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04022	0.24318026675128265	cGMP-PKG signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04024	0.2333379466157614	cAMP signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04060	0.18615879015282116	Cytokine-cytokine receptor interaction - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04061	0.13949403815698685	Viral protein interaction with cytokine and cytokine receptor - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04062	0.09349431848044489	Chemokine signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04064	0.2099748337984288	NF-kappa B signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04066	0.03900318159234312	HIF-1 signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04068	-0.009887935225303762	FoxO signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04070	0.3133405417497068	Phosphatidylinositol signaling system - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04071	0.13153999672902092	Sphingolipid signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04072	0.31802356667521664	Phospholipase D signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04080	0.1934941307106347	Neuroactive ligand-receptor interaction - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04110	-0.5091017683054591	Cell cycle - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04114	-0.22382879666929467	Oocyte meiosis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04115	-0.40245424744691677	p53 signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04120	-0.2763958904676977	Ubiquitin mediated proteolysis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04122	0.07553123442011014	Sulfur relay system - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04130	0.023043191984654293	SNARE interactions in vesicular transport - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04136	-0.26392249957929903	Autophagy - other - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04137	-0.1726650239001743	Mitophagy - animal - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04140	-0.03976062757013765	Autophagy - animal - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04141	-0.3162767422354482	Protein processing in endoplasmic reticulum - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04142	0.2751794686727496	Lysosome - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04144	-0.016454061667529274	Endocytosis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04145	0.21748191771003988	Phagosome - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04146	0.08966355163936053	Peroxisome - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04150	0.03441294804625673	mTOR signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04151	0.0874284585233991	PI3K-Akt signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04152	0.055809976694407376	AMPK signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04210	0.048023330120079144	Apoptosis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04211	-0.033301087464787354	Longevity regulating pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04213	0.12192499503662749	Longevity regulating pathway - multiple species - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04215	-0.004850525921798604	Apoptosis - multiple species - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04216	0.13450663199259824	Ferroptosis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04217	0.23447310383535272	Necroptosis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04218	-0.20462503134156623	Cellular senescence - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04260	-2.785523567494508e-4	Cardiac muscle contraction - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04261	0.13714713961749408	Adrenergic signaling in cardiomyocytes - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04270	0.19521450351122122	Vascular smooth muscle contraction - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04310	0.16147627370997292	Wnt signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04330	0.1955307066712651	Notch signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04340	0.12065660403396009	Hedgehog signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04350	0.10780544537538994	TGF-beta signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04360	-0.01707548703062478	Axon guidance - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04370	-0.07271073077847856	VEGF signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04371	0.1485188334199154	Apelin signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04380	0.3802699260471515	Osteoclast differentiation - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04390	0.0943264756478775	Hippo signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04392	0.2690813729272946	Hippo signaling pathway - multiple species - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04510	0.18355379726370358	Focal adhesion - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04512	-0.029031416518126935	ECM-receptor interaction - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04514	0.38621483011357627	Cell adhesion molecules - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04520	0.020858517637523777	Adherens junction - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04530	0.143941068871486	Tight junction - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04540	0.17030877314881088	Gap junction - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04550	0.08705804194743479	Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04610	0.4101869218255961	Complement and coagulation cascades - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04611	0.14090320410946036	Platelet activation - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04612	0.25756869033042695	Antigen processing and presentation - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04613	0.12773797485842883	Neutrophil extracellular trap formation - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04614	0.008976077814698807	Renin-angiotensin system - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04620	0.2904923004787434	Toll-like receptor signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04621	0.28276355569624967	NOD-like receptor signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04622	0.11956827857059873	RIG-I-like receptor signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04623	0.20993239826752705	Cytosolic DNA-sensing pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04625	0.10399043416451505	C-type lectin receptor signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04630	0.1679494215720588	JAK-STAT signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04640	0.3176270484100818	Hematopoietic cell lineage - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04650	0.23268423907474	Natural killer cell mediated cytotoxicity - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04657	-0.0686561290313443	IL-17 signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04658	0.36088402597495867	Th1 and Th2 cell differentiation - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04659	0.23636011231012094	Th17 cell differentiation - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04660	0.09636941844869323	T cell receptor signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04662	0.30196577098740746	B cell receptor signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04664	0.07102935640448799	Fc epsilon RI signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04666	0.22653762217159815	Fc gamma R-mediated phagocytosis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04668	0.24458227154553544	TNF signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04670	0.29390261873243057	Leukocyte transendothelial migration - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04672	0.29221315472547243	Intestinal immune network for IgA production - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04710	0.27693709735422223	Circadian rhythm - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04713	0.339404930467478	Circadian entrainment - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04714	-0.1754847590625619	Thermogenesis - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04720	0.32287250482578256	Long-term potentiation - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04721	0.029412977856082434	Synaptic vesicle cycle - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04722	0.10796295435298861	Neurotrophin signaling pathway - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04723	0.14173261474691956	Retrograde endocannabinoid signaling - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04724	0.29006531386261475	Glutamatergic synapse - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04725	0.08775993410345573	Cholinergic synapse - Homo sapiens (human)	Medullo	FOLH1	1
BS_BA6AZWB3	path:hsa04726	0.12868621547692183	Serotonergic synapse - Homo sapiens (human)	Medullo	FOLH1	1
