pathway_description	BS_AGTPCRR4	BS_C80S5N37	BS_BJDNWMJH	BS_GV3NZ9QD	BS_EMYET8F4	BS_3X9WMZGJ	BS_34201DKZ	BS_3F4FQJMR	BS_0BXY0F9N	BS_7BTZQKYY	BS_4SCWT0FX	BS_4FZS7TX4	BS_VJ2S5DVS	BS_X67GTEM6	BS_WFD0GE5X	BS_SAA624A4	BS_T4P3J13C	BS_SDCNP7MW	BS_TXY8QYWA	BS_TBWYAFSM	BS_TNRHHYNC	BS_Q5WZYWCT	BS_RCFQ31XF	BS_N8J1DP02	BS_PSW27ZTE	BS_PRAEF32W	BS_P78SMRBS	BS_KDSTG5YY	BS_0XEG6SNV	BS_07ANYSYQ	BS_WYERXS4G
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	4183.363238634562	3816.216843782251	3449.1877855624425	4172.8200555566455	3671.683728396365	3864.9930807875426	3955.3970485937025	3685.189349318891	3511.987052343211	3605.7113316200466	3486.3090930985345	3966.4658257889787	3432.8227338029737	3695.1735821989478	3925.2219322521923	3024.247019817929	4132.390867121836	3199.7262398356706	3596.1141594202836	3621.297340105355	3446.688603742754	2503.035093502038	4376.80702932261	3816.812994040054	3695.925074164319	3815.1756849036356	3673.662993954349	3816.6949054696634	3212.983030457932	3791.0206645153485	3417.6882694327505
KEGG_BLADDER_CANCER	4060.6325108465826	3215.620655268558	3672.7922219315788	3414.4941947102907	3194.719152915244	3468.2522715273008	3202.186286530179	2280.3007936428494	3104.3142140637774	2610.815206669031	3567.879955307606	3158.25297148314	3067.491784018681	3968.3321223917083	3610.430305701875	2668.992827627084	3354.027637543999	2933.5606694590333	3603.0845774159625	3038.0246490375193	3600.686482155652	3353.0340138650117	3243.628608913985	2999.7963030581013	3905.7906418283455	4026.3097831730793	3789.9336545796396	3685.4706958627667	3458.361668867099	3449.82876089849	3556.4827549904094
KEGG_BUTANOATE_METABOLISM	1806.7519389773952	1819.7598059987067	2334.2520907293037	2008.1678685397455	2050.2573704834776	1734.9366100027346	2136.6207687953865	2020.020687032511	1554.3507355429738	2304.5745666843377	1426.5693021064508	1927.4811185527324	1497.3069349094749	1405.7239955882978	1682.0642114521052	1447.0209261398759	2142.0866893962884	1919.2890623056574	1625.4065598072302	2385.1245118009465	1775.0750059515176	1378.5069857451654	1845.3513075584233	2458.7743755559586	1757.9425945810435	1751.3737359711176	1471.5995499808287	1952.1617942709527	1329.965968498982	2182.597641850065	1915.7467297724397
KEGG_CALCIUM_SIGNALING_PATHWAY	816.1182369205217	1064.9647174449256	293.78702224033987	1393.6873009870997	1306.142597039563	530.4545612836646	1204.7759781617733	580.8373508026143	1078.9158440084175	1174.681972524866	1064.6740143161114	1128.6820058637895	179.55395778601087	942.6482188638474	829.8749867901861	-25.40349724350017	1153.3180698190517	574.2638546344497	1296.5857269314147	84.97589534549115	-427.2541630538526	213.5490343615911	1307.9235394769457	970.3354987583225	1188.6459030158912	1185.87404047977	229.7820449421688	901.6932260804351	1016.6818809403903	2257.2648125715477	141.03868134355434
KEGG_CARDIAC_MUSCLE_CONTRACTION	2135.065596341463	2135.238559045636	2723.657550191365	2320.15218710268	2359.5125353709027	2097.705641778184	2636.5004379417787	1972.1187537498263	2289.0385146035132	2771.4733677147833	2935.4748062583185	2197.175309799324	1721.9509016592438	2216.039893644256	2092.3279601194517	2957.395163695468	2497.4453570285677	2184.8644929874135	2394.4191187949455	2340.7818979145013	2974.9867931534664	2033.498163709708	2224.1687239540734	2061.9301709172796	2084.9949109781974	1993.5706131744864	2430.925044375379	2762.047801674662	1507.1682173223344	2881.8959071888166	2150.7143779186517
KEGG_CELL_ADHESION_MOLECULES_CAMS	2227.7853432959037	1818.4358856525178	931.7684075114485	1831.9159881724609	1432.3848039460881	1767.4360927412781	1908.9349730739577	1598.3311137557394	1944.0104856229336	1640.0686495114933	1631.2031725568231	1890.8800527371732	816.103294970022	2201.0266609483133	2058.8019109150373	1064.57481257357	1796.6863049576314	1242.5764587786143	2316.6666202507695	1012.1447016215243	1349.4067199643177	1217.9529251722706	1694.0164860445202	1317.3892515848056	2104.836701693257	2527.6318895694767	1661.0867408545037	1160.4833726364814	2078.584170662425	2205.328983082789	1731.7886319188783
KEGG_CELL_CYCLE	2623.021717688336	2464.891560624197	2824.071783696234	2410.078697473702	2657.614891524394	2665.7027460966547	2213.87746937872	2404.6932382576724	1919.9388412080734	2200.9688376822705	3767.9259273510615	2428.5528920387806	3908.025803745697	2567.3109765572462	2496.9802577698247	2281.112228204551	2621.045186076837	2653.1943534853017	2109.6843100736205	2896.2770149333337	3126.0216978400495	2534.722652394741	2952.616793868505	2345.255383494452	2755.9766853078218	2848.5407444868615	2499.757172518628	4082.679853669184	2256.493065520959	2357.78886691164	2721.7344059949246
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1805.719745551356	1442.367501952347	1265.3245568028378	1703.7952061169908	1352.7013864101245	1160.6651926116665	1617.7265888318088	1001.2362756346502	1249.9485913186072	1309.2128652663687	1312.242396649055	1513.2233414323546	1302.9543716335756	1766.0657878527272	1466.4965750437768	774.6581476617557	1505.8848835579556	1170.1308021398854	1845.3356252498306	1154.1450876698018	896.0396615581085	1400.7214684342416	1531.2219213077042	1517.4326767852108	1680.7484947187168	2125.906638113638	1439.4441101124758	1092.9145358888873	1670.5950378502312	1996.488277050341	1113.817382421128
KEGG_CHRONIC_MYELOID_LEUKEMIA	5174.614796737902	5069.748270036731	5087.447023459419	5078.1743711659565	4815.80247742816	4660.003255686772	4726.572435616068	4192.3656730347575	4373.7272239092035	4421.271642145741	4981.8075761877935	4956.694767444729	5061.837026012392	5170.638171357008	4844.390273604331	3524.618434777287	5045.348074150526	4557.568570080222	4922.03397443914	4797.203670455361	4358.0069434203815	4539.735073524185	5096.44843796961	4733.329537432157	5131.550424947158	5446.348702680834	5097.743360187473	5094.369845263591	4919.25261824639	5172.987222339592	4683.255692835519
KEGG_CIRCADIAN_RHYTHM_MAMMAL	6473.951635376177	6580.63676767086	6530.58314311946	6422.377322256802	6060.553852000297	5873.50173124679	6522.935069456209	5199.001775250417	5969.391457826938	6576.133892509379	4590.230102186979	6547.819799972749	4334.144965900468	5987.568778917877	6710.720786725149	4756.068294259339	5829.362210604659	6265.4915570045705	6368.7103324521995	5107.157642215036	5261.85622108174	6259.453994761076	6622.715974189776	6394.5013524999795	6340.479897711344	6114.854434306148	6481.735195234913	5022.114916353263	5481.309262897503	5387.0256424282525	5753.848806824408
KEGG_CITRATE_CYCLE_TCA_CYCLE	4580.048671458546	4083.873092381569	5674.667195884975	4387.147263785184	4409.6465542497535	3890.6543923525714	5174.9075093113515	4284.127004771861	4076.363777934377	5763.052190551272	4679.077131443544	4525.025222257926	4431.974091674487	3856.211387777157	4270.613451964389	4042.6664884422353	4352.918358533032	4776.78265613015	3789.857545485642	5472.817270000303	4390.783684288277	3934.0213677518714	4274.882756296758	4334.276093816821	4125.428975999081	4074.0485626748286	4480.896199142702	4737.035005840844	3059.3959187303462	4248.522477038723	4916.069579856001
KEGG_COLORECTAL_CANCER	5227.627995330431	5224.732070450213	4804.657012217405	5276.452250377733	5282.428875365311	5082.302804859883	4924.3391633302635	4414.160520751913	4550.025304370896	4623.559429606043	5504.872781797549	5204.809748809064	4997.110696292812	5293.116181665808	5093.936418407142	3929.5395704211023	5321.644571888883	5194.52123572695	5125.633469775485	4654.937208517391	4815.151222572176	4771.1527332130645	5398.660017401664	4721.408564631114	5446.011517171866	5567.876617368449	5480.82541821747	5754.46519432184	4827.057524701007	5133.425396465269	4718.876555224411
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1161.553158380233	237.81930544480565	-1265.2861423120157	402.18048413671204	-1052.7676559370302	-238.3934351478183	199.76346690553146	-643.4565641100908	648.0898478212202	-14.169730153360433	-272.38894959297795	544.1772750598084	-1878.9719082166403	931.2754516925306	890.6454160285739	-310.1339456871974	-356.4124601954045	-712.1036550921344	379.6004764088739	-978.6968724822036	-890.9165803337037	96.4885260788069	-701.2223233305158	-314.1883364173227	295.3417764562255	1486.7891743665423	12.094611150754645	-1214.4141266286788	-99.4875092381535	-618.8799183754927	232.47314684523917
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	2690.111873113983	2350.983944020434	2420.138215684081	2349.5287358922633	2476.6925880998424	2277.809472440844	2308.7376916073936	2027.3763871596748	2100.4811736059364	1954.02664532983	2530.373912532408	2423.352349590288	2553.109732861454	2333.389843835983	2470.9747573341483	1669.370422629896	2430.8998879425544	2037.2547041053494	2395.0487827256547	2802.046372615896	2245.5752129495304	1594.471513833998	2521.2165617751034	3050.2515854883222	2377.9877334909525	2435.6148729156193	2116.1825409262146	2472.1260062175934	1786.7689174694315	2510.172214513983	2424.489813145281
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-1523.711396572483	-2223.699872340666	-2318.3055385557436	-1914.4423547944689	-2465.337231806696	-2387.848233470183	-1911.594263945727	-2706.6109687826265	-2292.468099373399	-2365.530713050176	-2149.5867585609467	-2174.645286175187	-3035.097361920428	-1563.8071931237882	-2068.5807333227613	-2585.739762584649	-2244.044795989671	-2703.6783057315097	-1764.9682836654574	-2647.0241374252637	-2619.4808637494125	-2096.1197089160005	-2185.580761777217	-2222.6219360524574	-1808.1078287843793	-1499.9804292328363	-1645.272703055799	-2452.5295589033112	-1649.5469274839643	-2294.9593028180634	-2021.7946509834055
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-525.6387114956087	-1173.4991543848646	-879.6735893221776	-1138.0847037219792	-1141.1185127900662	-868.2557587823921	-878.4743143844371	-1104.185663401482	-870.76456576083	-970.9752262639249	-1261.1077462006378	-1115.7049861952	-1001.7604325479697	-843.6245804525552	-1009.6796534384648	-899.7121570653962	-1275.2738236721561	-1336.4938975628484	-819.2631806186	-855.030410420828	-754.2313010195958	-440.25735455011636	-991.549663533493	-939.2053398743647	-1360.8551094594359	-728.8808850222176	-654.0681462655593	-1551.513370033097	70.69060726201678	-960.4890472511634	-958.3581325576943
KEGG_DILATED_CARDIOMYOPATHY	2086.6577952383377	2154.449934550734	1748.720970936307	2647.5042655102734	2239.6561862077797	2038.1993805198908	2406.204305688296	1593.6037237985238	1900.1338815455565	1895.1017627602341	2237.2293709043697	2338.227003052816	987.0748620773084	2559.4905153539585	2048.904877926687	1577.008822362288	2162.482066322911	1348.3224570145594	2683.893338776019	1641.9589440160835	1355.5078716925327	1813.6398802221156	2305.9482716797756	1886.2600486841802	2343.6119000986164	2432.0576115927397	1936.4647919381914	2125.5581381429474	2078.945793427307	2552.878975393023	1801.7692233566122
KEGG_DNA_REPLICATION	1133.3258122468324	817.2502779470306	1772.6974355938564	636.8535258592783	1639.1155561740652	1352.0757904808452	1026.389613426274	1366.0342175725436	979.660717806044	940.1427948269156	2970.410883625862	1134.0517575527156	3674.7747791882102	822.150167028858	1037.7731834280385	1578.1547085926795	1159.3538950905095	1503.3008227775026	1126.6038874544083	1470.3218794832883	2676.285003835448	1075.5883854002695	1021.8721563006075	1609.6065604895575	1117.3828499472584	1178.816924958157	940.9884472600716	3283.669116170875	393.35230272069566	105.65583991514359	1241.9465023943649
