pathway_description	BS_EVCAC3NH	BS_74G5K7JF	BS_C05FKR8X	BS_FTKPQ5FZ	BS_G23JJAZY	BS_CZ3NA7KV	BS_CZ3ER8DY	BS_EK5PCKY0	BS_7G42J2SK	BS_4NWHYH53	BS_W80TJC27	BS_XF0ZX2B3	BS_KBT7MQ6H	BS_MT15SGJN	BS_H4NXBD2D	BS_QXKRN6CR	BS_NGHK9RZP	BS_N5DVEJXT
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	4097.044682321524	3519.441342262562	4004.534823981503	3304.6203363453387	4486.787216851293	3753.282959290369	3973.5359453369947	3951.2046604434418	3736.555798662692	3406.875954514555	4312.055103927876	3894.4353209378114	2799.080146962504	3681.8559118744815	4013.3667696816083	3361.932360544224	3701.7652890870995	3894.2582608652247
KEGG_BLADDER_CANCER	3537.0667870045927	3435.2719344487814	4359.358687847307	3612.1374803836607	3828.4652850324346	3473.994792752397	3692.2534121602694	3171.1393655291195	3500.2521664275646	3494.6148122505165	3600.0030208641438	3598.7150292443166	3936.9118001848765	3508.0387442720294	3656.905175089878	3301.0179522503786	4388.106016305557	3922.434653713788
KEGG_BUTANOATE_METABOLISM	2028.7762046637617	1665.4983546735457	1315.8173347468255	1441.520602782035	2090.893036962849	1426.7978251069198	1533.2787704644597	1533.4863038008007	1776.094471855613	1399.5701287687225	1751.3337094955132	1300.2480910601735	1006.2245626561416	1524.7222163765218	1383.7460757900426	1503.4041212202828	1365.8080111280142	866.8149640654301
KEGG_CALCIUM_SIGNALING_PATHWAY	950.9143778597063	20.421155248392097	636.2324070974537	657.0950953988959	550.2870834263722	422.53776464379735	416.441776108406	304.9648319315438	312.44925021431845	383.1586036271474	329.20165916907536	618.5146656180477	540.5518120427187	555.8697206637844	80.11002459573865	731.9550551346965	623.863111904795	466.8613146156749
KEGG_CARDIAC_MUSCLE_CONTRACTION	2635.5768919944003	2040.6507587545366	1551.890988050076	1920.326785859852	1850.245392783645	1880.1586401828226	1671.9604074871186	1633.1788723850295	1216.3850184713574	1577.6655105450172	1485.785810952897	1757.7360232138417	1237.3340502879364	1859.920387730719	1499.1130607404302	1545.2808892065314	1609.1172134507233	1713.2238338481093
KEGG_CELL_ADHESION_MOLECULES_CAMS	1417.7900889853554	1419.6308173932139	1590.2656756129854	1201.825035465985	957.9443780526235	1982.4180920280232	2011.5042144511426	1829.1179356644625	1148.3578307012485	2346.9584779024262	2091.8541514426324	2965.420711196208	1495.078167379359	2130.6351848251416	1088.3894204699081	968.7865024317125	1395.1899263763135	1299.7318745790726
KEGG_CELL_CYCLE	3989.0356559201373	3734.283468880756	3382.8156033453197	3935.6911272233447	3892.328646583266	2893.0906055961623	3213.4147445746894	3169.506092511014	3685.9273166930725	2858.1966234951833	3512.2897395881464	3100.6518487491085	3257.5726821961634	3311.538164183283	3813.755861279149	3304.087903148353	2942.483667656368	3656.965932949519
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1174.266845131815	1454.3272765246857	1432.9686232215936	1142.3216011340537	1186.8837716410817	1360.9248323545908	1414.8280359748424	1153.504137792661	1252.9065459312478	1665.5053038849928	1482.168589877274	2019.033304394512	1561.935043066067	1401.4354743310905	1080.4606528775803	1125.65826726482	1644.939110113677	1029.0197695573497
KEGG_CHRONIC_MYELOID_LEUKEMIA	4923.07283507266	5194.039315572056	5310.235114938594	4869.213358453548	5151.801666677016	4933.289186492089	5010.756342027507	4869.7475783780665	5139.115721850658	5057.335489773155	5082.318624957119	5549.230900024993	5242.909034611934	4935.259315939198	5038.6388298714555	4679.106342542595	5238.086057390585	5078.997413450286
KEGG_CIRCADIAN_RHYTHM_MAMMAL	4482.621215526622	4089.8153558460453	4685.868364123831	3816.1168648982657	3869.772779153598	4142.314142056091	4555.416167235062	4327.416608886708	4076.981672599499	4244.009681450969	3162.206968564611	4727.922101546394	5034.320140348083	3819.78270004184	4243.023962506453	4132.929211747878	4999.487754598249	4426.056797733267
KEGG_CITRATE_CYCLE_TCA_CYCLE	4567.44598580313	3986.1272109784604	3536.5088882153977	4441.2078622443605	4586.1118220363405	4485.346184383112	4217.873744697403	4173.134271633617	3875.4164781313575	3957.78503913826	4412.643837270431	3952.8912369972313	3336.8977754003226	4394.438571130138	4199.948744445972	4314.5180346817415	4030.0031395789392	3627.458125883164
KEGG_COLORECTAL_CANCER	5693.958414511624	5420.169355685432	5100.798229533082	4918.876331193571	5067.446914728862	4939.1915528653735	4932.830515862588	4817.892215360196	5131.108839652514	5198.7160813744085	4905.580889104489	5219.239674697757	5493.5231897215	4984.333383049843	5196.679921614646	4767.005072428532	5027.649267468038	5047.693494232912
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-878.5475512808753	408.97019058022124	-778.8215263512411	-1005.7750713155892	-1810.927646869075	312.94776523878136	469.96945116367715	-530.0826497085854	-1202.4673834967853	-411.96744058666445	617.4126275172894	1512.0900085375379	-96.68256982139792	20.386639930813544	-1228.2045737710614	-2044.1583675122583	638.9880320980883	-1349.609972439871
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	2639.8752485875666	2574.4642056992943	2328.981266724004	2465.119288298896	2844.798954442389	2599.1059671749153	2522.6408144448596	2368.8869629872934	2047.4281567441594	2174.367792641986	2511.3149011397563	2518.954178559414	2067.8835537516006	2289.0324008080643	2565.5401369536357	2276.111302986201	2229.6834857963386	2008.7258655253427
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-2349.0473637234454	-1796.546324212156	-2246.03988919766	-2149.9785281089935	-2659.8667271559207	-1981.0090457646038	-1991.2443368905479	-2469.168129270468	-2333.5318828791933	-1618.4432784031078	-1684.621051494967	-1226.137757831686	-1674.2565043168643	-1797.0234466402198	-2639.7473182145386	-2444.845715455738	-1525.13865828287	-2491.5932522449248
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-1359.2268739784458	-1019.3476660700526	-503.1506903288191	-1056.4678355334618	-801.5169042605194	-579.9592261609905	-566.0728175384884	-578.518707929954	-879.198458402645	-448.7160297672417	-117.74229107935571	-174.30624780905782	-852.9632138502966	-500.1181641557687	-742.2013348164237	-932.8064663171117	-208.79783785141626	-873.9759905674873
KEGG_DILATED_CARDIOMYOPATHY	1716.9298878950613	1185.4102935439969	1444.885991936655	1362.148702771292	1118.539988727507	1386.1041862174916	1253.4401106357727	1162.0751517554618	902.1423467351724	1134.6374822221478	973.8515176748824	1614.821337904541	1414.0283336024768	842.3306276394233	909.9908418178766	774.0054457781189	1262.4075005827217	1336.2176405083446
KEGG_DNA_REPLICATION	2811.2882593809045	2135.3292516076835	2487.6788687326243	3335.691142323083	2699.920682737311	1186.6073279248922	1324.1769442074565	1457.0294056799958	2563.8743081086977	904.8508504882993	1791.204407045063	899.1262151966966	1554.43652056258	1763.66756736167	2277.9398676821183	2029.1160950645717	1168.4391629241	2840.7840079176403
KEGG_DORSO_VENTRAL_AXIS_FORMATION	4030.115940542564	3227.723732984665	4254.574336470656	4139.4409344110845	3774.3076634828485	4133.461267153316	4119.953134863448	4200.387707773589	3496.185404924585	3892.7328482606626	3833.8615450868692	4140.024509256531	4083.6878657492307	3817.759132895113	3671.7255400432477	3389.327803282298	3897.934103806321	3816.428284249201
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-3565.952371452847	-3536.1258798993076	-3883.922165688542	-2958.2002054786763	-3826.7827105338565	-2991.1469550050724	-3626.359257411539	-3356.4948137202346	-3851.2001434852136	-2986.5027336091252	-3121.8899502552003	-3484.811265516152	-3778.9143742098695	-2892.6287641724903	-3548.7213480449827	-3005.6409616391866	-3352.315309953523	-4068.0900932666327
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-2944.635985446089	-2647.2886958302597	-2381.0971940837235	-2681.402322588956	-2797.6124237324575	-2871.203833680547	-2912.003324962283	-2842.233303351556	-2816.676739800726	-3054.1042292800057	-2649.391316654149	-2710.074984252429	-2653.522997055301	-2754.2210138241917	-2820.4684929525993	-3163.3855733375112	-2178.3069679371083	-2279.698901575458
KEGG_ECM_RECEPTOR_INTERACTION	3450.1229025970188	2797.1066282198954	3382.758094668412	3369.0253102667193	2822.028921967105	2903.1425678658434	3375.256669994378	2872.8872002316166	2931.9893075856417	2804.9639345423966	2780.609002646879	3618.74195237037	3533.5584601675164	3008.1512511973306	2539.058225753337	2113.628661205472	3423.3161395221014	3527.837445676072
KEGG_ENDOCYTOSIS	3889.237666971254	4012.7571601256805	3996.378317017252	3589.534334977816	3844.21634601159	3739.327609157921	3981.134445839036	3714.1238353549907	3821.8874152008448	3694.3575355514768	3947.3704574419844	4245.775720262585	3912.840214501968	3692.249339794862	3797.0466098483575	3399.169584442505	4018.4501491983156	3736.3322698157353
KEGG_ENDOMETRIAL_CANCER	5411.862638608816	5051.292554917258	5673.738509538411	5447.967815791229	5544.3098361928405	5093.605532664027	5164.637524653503	4959.743449994956	5245.462775382322	5599.899955382949	5208.236631335058	5324.51823613174	5873.902759603945	5416.189014979895	5314.034444490895	5311.19916059523	5357.566105477406	5525.571655024256
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	3421.3635132131058	3494.8128954001113	3718.5733174118723	3804.212014544859	3832.0232378613673	3966.2774694488107	3823.8513489026827	3655.020770156236	3582.3466039045416	4116.61552729452	3968.626027321392	4216.8432903660905	3927.7598487086725	4116.830140262708	3762.6846192039848	3951.5697072876737	3962.2006497871444	3456.0614426924894
KEGG_ERBB_SIGNALING_PATHWAY	3948.4831404472225	3970.8607206025827	4186.096157595244	4129.724120594179	4383.115120357104	3965.367093466941	3993.3382743029706	3798.5073224406387	4001.951431645861	4253.856081572378	4043.054514844056	4280.464102852173	4321.025406968543	4127.957994781727	4021.1571202791274	4211.775776358072	4220.782920411499	3952.5162974365157
KEGG_ETHER_LIPID_METABOLISM	-123.58824427102991	216.8892916303903	-240.9364949854007	395.39321784424646	76.7939970708594	25.443001551342604	260.5325051964264	-215.82403272753072	-309.61239662316984	360.66264219360164	398.3400461960955	472.74216310777774	-395.9910754419943	716.0796435082666	-151.77352612351388	373.6758731387836	-127.39076079938786	-218.82371756741486
KEGG_FATTY_ACID_METABOLISM	2627.6773142981256	2320.4379998903187	2277.4383230252915	2789.43237400428	2671.327262142757	2754.9292216440517	2615.4043138772886	2722.1734407135864	2418.2108812229762	2951.024731233987	2993.850172403376	2736.2432449466032	2339.1104210543162	2788.3569385361043	2325.0941077125117	3168.2081042990194	2826.019215562117	2364.045547563499
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1780.8954860741796	1801.3279683523851	1911.4394857069547	2000.3583754893807	1764.2274344044545	1567.451241337485	1875.8044356065784	1502.2608640612962	1571.7423714903616	2073.054983338454	1732.4596506655707	2234.0237948947633	1943.0792340493736	1919.3912271269983	1692.8305959650243	1680.341041030193	1981.8746328284997	1599.2675579214483
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	3801.2635132558644	3662.534089377021	3735.4852327531116	3559.829190659708	3461.352909609155	3508.329322299305	3750.7202724106846	3303.259014158388	3483.212377942149	3993.1902571947376	3875.852836910841	4308.216199451197	3716.545041004614	3887.413619199984	3372.090929906135	3265.085063227456	4075.6053213803916	3453.137582538242
KEGG_FOCAL_ADHESION	4178.04825715104	4188.302475094773	4327.976367203453	4283.4507371739855	3816.137179259593	4047.0351427049136	4314.603373648522	3938.450222759744	3984.600602450533	4132.39135271775	3866.463169873794	4609.809538394111	4491.099359313979	4051.7303381419733	3822.6551794917104	3584.9259313485527	4283.78657245594	4067.6796803749494
KEGG_FOLATE_BIOSYNTHESIS	-1674.8493676914968	-486.031992661965	-951.05274388002	-415.6676169153943	-132.27719677983623	-964.8164764196226	-1053.5112028344956	-955.8123319970873	-150.84267357068893	-942.3619299269576	-542.8502131866207	-946.0479379432381	210.8700134844221	-1009.1265171984141	-197.61245492251328	-326.36787466189344	-503.7400348049705	-141.69595739939905
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	2170.2323884682974	2656.16137304165	3434.3470625391983	2817.1666009147157	3330.9624306872174	3189.4207886722634	3656.050813218466	2692.891167431353	2632.0379819038517	3002.9160832381294	3482.484252689199	3185.8268147745384	3465.9686310957277	3022.0864389582985	3681.038281358813	3222.291456718038	3705.4965011475397	3287.863764046848
KEGG_GALACTOSE_METABOLISM	1672.861856070609	2129.4039837064374	2018.1481734397566	1324.9744840136937	1733.5023168343123	2069.764026244964	1722.7941019781829	1217.4224188458738	1514.4314814674017	1493.2583950809549	1692.0945919289352	2104.578723617906	1726.0130018118416	1734.145708998296	1938.4448963860905	1267.2278672833272	2205.638539030875	1509.8681558531734
KEGG_GAP_JUNCTION	3573.2301625580785	2871.765851143753	3530.0900296738	3429.2146101299168	3124.6429532144666	3121.7480383188777	3331.217369169395	2877.4435674292763	3314.141923865598	2902.5322161849836	3156.801747030542	3390.1372816532476	3209.3168217534258	3231.874793629686	3050.129544575888	3313.235262071683	2890.6220950226834	3157.92829066983
KEGG_GLIOMA	4731.653359823929	4669.762272085711	4615.576110842983	4410.479072822953	4609.490033952623	4275.607792187833	4495.569804191144	3921.9121092771147	4405.393253796998	4213.383848729047	4471.996277329301	4666.499763499445	4460.036397623717	4412.110615744346	4425.373225442145	4202.513624456111	4314.9187330332625	4176.586333365389
KEGG_GLUTATHIONE_METABOLISM	1665.5012633356619	1891.6504640995136	1779.5632220993812	1685.1968469744734	1587.07706609058	1946.552915979224	1566.1960192919087	1391.0288915979236	1115.9636233461533	1583.967036064003	1842.8752224743603	1754.5868537267888	1322.617894932555	1542.3112905201488	1934.8917433059905	1918.1695457328424	2441.0660110653844	1593.5905073117447
KEGG_GLYCEROLIPID_METABOLISM	1228.1018522834784	1155.773561242062	1511.8294878001088	1481.1753143049573	1790.6892354909905	1434.7483715705966	1546.1564327814285	1011.8835962097255	1236.019090435193	1548.57991446081	1299.5044601667723	1271.874052832307	980.8595710276986	1480.1226602754687	1363.5712383987175	1959.688703492904	1524.725714837441	1567.5164347530936
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1109.2346760897253	1267.15049158468	1469.7154055332194	1194.972677218011	1432.5612758859897	1532.8936142676794	1209.3912843171456	1105.9707051202586	1260.0833361765071	1327.3759220695829	1388.3907857890827	1382.75306138204	1002.6761315774165	1440.1095784348163	1225.7023074693825	1542.4316917235683	1179.85193338126	1473.0062682728822
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1232.3519843274644	512.4690914771709	945.1551255999693	52.0781064521434	249.40737458685362	900.7574109837151	740.8693255412272	736.8197673996528	718.7347203255576	40.373945719860785	990.174609153446	884.5765526825307	-398.6588208189114	334.0320050233677	193.9059279698031	545.5975549385839	125.70097812085623	-203.3385843914566
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	2298.3821344776716	2762.3585357409447	2367.902495921284	2462.478489111718	2735.1007587741387	2879.1179032403215	2897.0714710331595	2335.076946582014	2145.2424378094256	2648.516782571547	2752.2598852791452	2412.8029516787246	2537.873111600891	2521.3840544556097	2858.8461703597022	2575.4550873239405	2805.898962656569	2141.6953087014754
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	3404.95194935114	4024.5163923463915	4389.625804436982	2849.0209298520786	2753.6461121047723	3160.693235056935	2934.0999920406102	2684.523389247497	3501.117166186221	3041.5508827259073	2801.3199483074823	3358.437752659869	2920.851172757024	2609.1754953231593	3089.8795873374384	2609.8855351341117	3291.728510624829	3698.1406707088136
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	2561.46178231052	3377.202508858756	2543.3567298964663	2064.221686682771	1871.3585170547485	2380.237161062545	1978.7984613002682	1452.5331925270639	2557.436858086063	1681.6915989566587	1427.4210672209829	1632.3081014635009	1666.2389240136763	2110.328980076234	1823.0677077904838	2129.0842431505607	2245.835556727652	2096.5860136574283
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2136.9612332226643	2732.6297500062374	3608.9155086842984	2006.5617756363172	1050.489005885236	2526.110854821327	2076.823529456511	2002.1906828340616	2373.2416195674014	2810.729696011327	1732.2128610773434	2651.430103510258	2116.6750224384286	1884.8480943395116	1811.937300059124	2087.405501351601	2276.6551208568562	3108.3057964269137
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1708.4030832207209	1797.5057652962078	2842.9742886484764	1539.1647066911155	624.2145153352612	1747.2951255838998	1510.2900415667445	1998.097898427577	1751.8509193568952	1275.6855743494489	1171.7573193292283	1545.93753134275	2002.567503346485	2192.7499163802295	1185.7160197927806	1627.6944125501032	2954.5955354980106	2227.4802790560625
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	4207.986508751585	2474.7696819395132	3631.426117758543	2265.2524605382623	3129.7360475744626	3171.599469261617	3837.189810616479	3312.103805358689	3970.622028476524	3717.6522671037274	3132.9135310120964	3612.2613897290794	3016.0024851147537	3226.968770762629	2940.899915525435	3117.237729690605	2975.451409482399	3711.3071635742217
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1673.1695436628634	1968.059328258525	1971.140254141792	2067.02431790831	1790.471720900683	1754.9924404399262	2434.6297899603705	1865.1596902314886	2037.5468976909524	2653.7520456301645	2184.452105722612	2540.3630555620857	1048.7074794470045	1470.6358147213705	1853.5275075360787	2393.465029583109	1788.2274262486044	1505.9426093464335
