pathway	P.Value	adj.P.Val
KEGG_GAP_JUNCTION	2.645898156243183e-46	9.464174174254462e-46
KEGG_BETA_ALANINE_METABOLISM	1.134701752939529e-45	3.982160868806649e-45
KEGG_NON_HOMOLOGOUS_END_JOINING	9.479811186872634e-45	3.265268297700574e-44
KEGG_LIMONENE_AND_PINENE_DEGRADATION	2.5096037180963163e-44	8.487023483016633e-44
KEGG_AUTOIMMUNE_THYROID_DISEASE	2.630974664885533e-44	8.738594422655521e-44
KEGG_LYSINE_DEGRADATION	3.8036588638563704e-44	1.2411939450478682e-43
KEGG_NUCLEOTIDE_EXCISION_REPAIR	1.4766694677960953e-43	4.735526224311616e-43
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	1.832331234429416e-43	5.776501857692735e-43
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	2.788122198341029e-43	8.64317881485719e-43
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1.1882544200611521e-42	3.6232020021536767e-42
KEGG_CITRATE_CYCLE_TCA_CYCLE	1.8335243873249222e-42	5.5005731619747664e-42
KEGG_ERBB_SIGNALING_PATHWAY	7.131371682494641e-42	2.1054525919746085e-41
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	8.966728748542775e-42	2.605955542545244e-41
KEGG_ENDOCYTOSIS	4.0784409622671556e-41	1.1670615676641398e-40
KEGG_MISMATCH_REPAIR	7.635936408071806e-41	2.1519457150020546e-40
KEGG_TYPE_I_DIABETES_MELLITUS	2.170002860074967e-40	6.024187044387222e-40
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	3.759089895689793e-40	1.0282216479386787e-39
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	4.0332004730096354e-40	1.0872105622895539e-39
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	6.391397125136674e-40	1.6982855218220302e-39
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	3.8431609357859076e-39	1.0067999071213786e-38
KEGG_INOSITOL_PHOSPHATE_METABOLISM	4.994161559428062e-39	1.2901584028522494e-38
KEGG_PPAR_SIGNALING_PATHWAY	9.293801277363746e-39	2.3680096405337765e-38
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	5.239765903270726e-38	1.3170222405518311e-37
KEGG_CELL_CYCLE	5.969468870583115e-38	1.4804282799046123e-37
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1.172620991002002e-37	2.8698355832417413e-37
KEGG_SMALL_CELL_LUNG_CANCER	1.2863458845459743e-37	3.1072770717604058e-37
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	4.691693910806665e-37	1.1187885479615892e-36
KEGG_RETINOL_METABOLISM	5.379504254097202e-37	1.2665668243823794e-36
KEGG_ARACHIDONIC_ACID_METABOLISM	4.292837958284288e-36	9.98084825301097e-36
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	4.845474977362816e-36	1.1126646244314615e-35
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	2.807515254925784e-35	6.368266309953607e-35
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	5.054438145159197e-35	1.1326813192766394e-34
KEGG_CIRCADIAN_RHYTHM_MAMMAL	1.1038160330543017e-34	2.444164073191668e-34
KEGG_OXIDATIVE_PHOSPHORYLATION	2.4830097298077756e-34	5.433409526402898e-34
KEGG_TRYPTOPHAN_METABOLISM	4.144750020885526e-34	8.964226789357066e-34
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	6.782794130894954e-34	1.450114607294783e-33
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	1.2933338151651645e-33	2.733637382053643e-33
KEGG_HEMATOPOIETIC_CELL_LINEAGE	2.1529021273428816e-33	4.4993235470311914e-33
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	3.465128580454246e-33	7.161265732938776e-33
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	4.0109826463438666e-33	8.198272222197353e-33
KEGG_CARDIAC_MUSCLE_CONTRACTION	6.739564749641965e-33	1.362564177645006e-32
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	8.763460264718924e-32	1.7526920529437849e-31
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	9.867546431255158e-32	1.9525145066100633e-31
KEGG_ACUTE_MYELOID_LEUKEMIA	4.141454678029918e-31	8.108532316984893e-31
KEGG_APOPTOSIS	5.027329686817823e-31	9.740451268209532e-31
KEGG_DNA_REPLICATION	7.65820179812781e-31	1.4684799324245079e-30
KEGG_PANCREATIC_CANCER	1.3549849216929646e-30	2.571706075866239e-30
KEGG_PROTEIN_EXPORT	2.0173640360056798e-30	3.790199097950065e-30
KEGG_PHENYLALANINE_METABOLISM	1.7050420360178715e-29	3.171378186993241e-29
KEGG_SPLICEOSOME	2.9255245318146273e-29	5.38759963284674e-29
KEGG_GLYCEROLIPID_METABOLISM	3.160165647738085e-29	5.76265500469886e-29
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	5.579163822869585e-29	1.0074994864599445e-28
KEGG_LONG_TERM_POTENTIATION	1.651740472805951e-28	2.9540743071337203e-28
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	2.044039268912027e-28	3.6208695620727334e-28
KEGG_PROPANOATE_METABOLISM	5.62265330572184e-28	9.866165234568513e-28
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	8.003656155405941e-28	1.39128976159393e-27
KEGG_BUTANOATE_METABOLISM	2.1753731743171253e-27	3.746476022435049e-27
KEGG_DORSO_VENTRAL_AXIS_FORMATION	2.232942449872563e-27	3.81034216216786e-27
KEGG_PURINE_METABOLISM	1.0679027213989348e-26	1.805726419820017e-26
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1.6797815087331665e-26	2.8147690146339547e-26
KEGG_GALACTOSE_METABOLISM	1.0089360371237189e-25	1.675554490223319e-25
KEGG_NON_SMALL_CELL_LUNG_CANCER	3.340419360511577e-25	5.498389389868613e-25
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	3.72716628447339e-25	6.081166043088162e-25
KEGG_TASTE_TRANSDUCTION	1.404239028031603e-24	2.271203993164158e-24
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	2.1079802719168564e-24	3.380037332556339e-24
KEGG_AXON_GUIDANCE	4.172430799983758e-24	6.633095117922898e-24
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.4610916849439863e-22	2.3030767237252664e-22
KEGG_SELENOAMINO_ACID_METABOLISM	2.1756830635471056e-22	3.4006474774769887e-22
KEGG_REGULATION_OF_AUTOPHAGY	9.053398692652483e-22	1.4032767973611348e-21
KEGG_LYSOSOME	1.0418916871162533e-21	1.6015855686249843e-21
KEGG_BLADDER_CANCER	3.036627026242433e-21	4.62961169574666e-21
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	3.429511337506471e-21	5.1860903152536886e-21
KEGG_STEROID_BIOSYNTHESIS	3.809518031994352e-21	5.7142770479915285e-21
KEGG_MELANOMA	1.846882464711603e-20	2.748161107490865e-20
KEGG_RIBOFLAVIN_METABOLISM	3.074917806473166e-20	4.5391643809841975e-20
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.1104982512506727e-19	1.6263990136427176e-19
KEGG_HUNTINGTONS_DISEASE	1.1696868959056403e-19	1.6997012706128835e-19
KEGG_RENIN_ANGIOTENSIN_SYSTEM	2.9004169917917864e-19	4.1819965928160637e-19
KEGG_GRAFT_VERSUS_HOST_DISEASE	3.2889065558663864e-19	4.70566630300883e-19
KEGG_HOMOLOGOUS_RECOMBINATION	1.7046715841770445e-18	2.420373394327712e-18
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	3.138178338552144e-17	4.4219785679598397e-17
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	4.8762299385924406e-17	6.81938923743003e-17
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	1.2560069884592012e-16	1.7434126854732197e-16
KEGG_STARCH_AND_SUCROSE_METABOLISM	5.021602358118403e-16	6.918652137852022e-16
KEGG_LINOLEIC_ACID_METABOLISM	9.987040626862882e-16	1.3658746739680118e-15
KEGG_GLUTATHIONE_METABOLISM	1.7149101861408361e-15	2.328272223519675e-15
KEGG_FATTY_ACID_METABOLISM	4.031244297656269e-15	5.4334162272758406e-15
KEGG_PRIMARY_IMMUNODEFICIENCY	1.8305286397932345e-14	2.4494843669175655e-14
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	3.119254839002063e-14	4.144152857531312e-14
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	1.1027223810235285e-13	1.4546550558182716e-13
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	1.9114061306670963e-13	2.503672819042816e-13
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.9334840647465478e-13	2.514881370929076e-13
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	4.1525903677233677e-13	5.36376255830935e-13
KEGG_RNA_POLYMERASE	6.03168017130955e-13	7.737189736990181e-13
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	2.037648817861241e-12	2.5959087679602112e-12
KEGG_NITROGEN_METABOLISM	2.35944661007875e-12	2.985422241324133e-12
KEGG_ALZHEIMERS_DISEASE	3.4297284269722806e-12	4.310334374438137e-12
KEGG_SPHINGOLIPID_METABOLISM	3.571088408824466e-12	4.457868751955373e-12
KEGG_RENAL_CELL_CARCINOMA	3.652027265677645e-12	4.52851380944028e-12
KEGG_HEDGEHOG_SIGNALING_PATHWAY	5.7518528134482075e-12	7.085063730472627e-12
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	7.705594653341789e-12	9.429214510010346e-12
KEGG_TYROSINE_METABOLISM	1.9838056806979814e-11	2.4116853373191144e-11
KEGG_PROSTATE_CANCER	4.065369936730187e-11	4.910122131375421e-11
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	7.936128811864314e-11	9.523354574237176e-11
KEGG_PATHWAYS_IN_CANCER	1.6323211894926886e-10	1.946229110548975e-10
KEGG_OLFACTORY_TRANSDUCTION	4.13413895798501e-10	4.897769720924917e-10
KEGG_P53_SIGNALING_PATHWAY	6.691725289907756e-10	7.877600657739511e-10
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	8.086779664332988e-10	9.46000639978576e-10
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	9.832390566209967e-9	1.1430154033219087e-8
KEGG_PYRUVATE_METABOLISM	1.6605943751709807e-8	1.9184506446074682e-8
KEGG_THYROID_CANCER	2.275340420728895e-8	2.6124278904665088e-8
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	2.3105372851631528e-7	2.6365640186524324e-7
KEGG_COLORECTAL_CANCER	3.8867297137364664e-7	4.4081202850913577e-7
KEGG_ONE_CARBON_POOL_BY_FOLATE	5.966684812274997e-7	6.726081061109995e-7
KEGG_RIBOSOME	7.016923917443303e-7	7.862336437617195e-7
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	8.061347705509525e-7	8.978507025298033e-7
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	1.4450288557362714e-6	1.5998533759937292e-6
KEGG_INSULIN_SIGNALING_PATHWAY	3.028073853671574e-5	3.3326729987154606e-5
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	5.335751645803135e-5	5.837940035996371e-5
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	7.064522908706362e-5	7.684217900698149e-5
KEGG_FOLATE_BIOSYNTHESIS	4.558627643788981e-4	0.00049296787310741305
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	4.781570283256681e-4	5.140879032865564e-4
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	7.388547066926719e-4	7.898102037059595e-4
KEGG_N_GLYCAN_BIOSYNTHESIS	0.0018666518212826365	0.0019839842214775453
KEGG_VIBRIO_CHOLERAE_INFECTION	0.0021944862559194964	0.0023191729750058317
KEGG_FOCAL_ADHESION	0.00234664211927668	0.002465962905002613
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.002607833800206197	0.0027250398136986105
KEGG_SULFUR_METABOLISM	0.0037703841631656562	0.003917829353903978
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.007309118317895999	0.0075527555951592
