pathway_description	BS_A14Z8BBK	BS_9PB3XH5D	BS_2SFTWNVE	BS_1TWCV047	BS_7FWZ518S	BS_J71N7D09	BS_VA5T4KAA	BS_Z45HD492	BS_BSV07M7Z	BS_A87NPZAP	BS_9NZ2D6AD	BS_9M5XJ10G	BS_GNV89A5P	BS_G00FHF3Q	BS_DFWFBYSN	BS_EFE4YEK3	BS_ERWT0ZWE	BS_3NWQXPQV	BS_3MYEMXPQ	BS_4W68NV3M	BS_4PH1MBGR	BS_4CP4T22V	BS_61E80SD6	BS_5PJCHF6V	BS_W9AT0MR7	BS_VMEX27TN	BS_VVFBW0YH	BS_TYAYZ9ZW	BS_TE0GVDNG	BS_ZXYDSBM9	BS_Z7PKVY9J	BS_KN92S7YQ	BS_K74PZET7	BS_KYF0Q0E7	BS_HTEPAKCM	BS_HKZENFDA	BS_HZE3KYZ1	BS_H4B5Y6S0	BS_HF3RNN2T	BS_HD4EJYE3	BS_J8G4SH4Z	BS_JFB984RG	BS_QRDT19KS	BS_QPPPGYP4	BS_NKRYMHEP	BS_NZ71XCG3
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0.06972783265621399	0.12232625011388373	0.06644209351795043	0.11437363545510386	0.05175713784881929	0.13670821263762375	0.1162908165829289	0.1253525852241069	0.11279916981636064	0.12895085851304114	0.13192754343268204	0.08156357633862231	0.10296289118411003	0.09585126462478964	0.08582408825758772	0.13771475470135203	0.10786937910530775	0.12429238427295317	0.06858246974822826	0.10100246344006909	0.09272173760180319	0.1026637136358456	0.06580774196811813	0.09420946533411198	0.10819959291647852	0.09409681719181695	0.087870997912315	0.1220523630312686	0.07385998176461048	0.11434049199774743	0.10654455027453619	0.0921094632676913	0.11447215247069095	0.1163388327431829	0.08379589141509018	0.1201145660871305	0.1271063380815365	0.10962218366082847	0.09644553628056256	0.0814449483282795	0.09261313435816851	0.1201544149875019	0.10319650606576009	0.08636594022215187	0.08544722672154793	0.0785073087163067
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	0.1964568680243295	0.22420926050841905	0.21393744789864275	0.18453865512470768	0.23720860828328538	0.2131536079876529	0.20461300646418196	0.17379307501909907	0.16865596593485319	0.18773452436532811	0.18920541157337456	0.1824749439052802	0.1412256266753799	0.14649862463840302	0.17583272941866604	0.16744684602463505	0.191785732944498	0.13525485987611321	0.18601572243087378	0.16827215492996725	0.15518346313931122	0.11900371871791852	0.19089071843187919	0.16177555890358114	0.21513664252608652	0.14382269995594457	0.183614919886685	0.1379738499090124	0.182061450563169	0.19421749436527863	0.18610413290565733	0.16991625737462634	0.19295327970369502	0.1531941755686227	0.17108895153730047	0.16474300280126797	0.17549971687838933	0.1813228092275141	0.1748256984952753	0.19036994757059933	0.16408426001649573	0.16895764997821922	0.16587326031995	0.16795240890348864	0.16334534994272998	0.19918094033279718
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.019747202815001818	0.07496960795885638	0.05740423284710579	0.022173442066616464	0.11162190660139185	-0.013566847346587817	0.06203261150015449	0.030388024455327053	0.02747474255645408	0.02734432413953161	0.009429515561064328	0.057850746495696784	0.03837899110112468	0.07400728165452942	0.04470128352870734	0.022767641601034765	0.05376985296621109	0.04546521948645989	0.06979055398081334	0.037691739945351244	0.040192486245969064	0.006198813308240063	0.04411496137029407	0.056995359237988354	0.00758301681385968	0.06680654306852268	0.04329862519337223	0.06253506561337578	0.03295181748302208	0.015521998391220935	-8.815091383039997e-4	0.0860484107344488	0.015767873615514707	0.016262066282361	0.04988633674098221	0.019963520440380123	0.048886066847228356	0.02252072128968997	0.03850353934501045	0.053336016770505056	0.01464384777667747	0.01851702429177567	0.04959991324725009	0.051622531480169195	0.02275798653329825	0.03645784061286423
KEGG_APOPTOSIS	0.11176735172804106	0.12220657454966719	0.11181507705153516	0.11609543805494398	0.12574715636588957	0.09496757103510063	0.11035300964149737	0.1361951807462502	0.12327418520204722	0.10835400723783482	0.12394067054535096	0.11864676466942994	0.11481272439582706	0.12709280768709394	0.12041039839143064	0.11507955722292078	0.1236375331835552	0.11350937659992315	0.16625370713391893	0.10668577127138992	0.11625183387320993	0.114324216438	0.11325932833195236	0.12243612966952626	0.11123715812106344	0.13552191945542152	0.13369721564653853	0.11882064884150013	0.10910717126711532	0.1086100596383514	0.10921197344494557	0.1224791115341036	0.11755662680750695	0.10658575911060174	0.11818465990854321	0.11560450074378471	0.13646335476853486	0.09843655676023567	0.11805888853335851	0.1221417755181724	0.12024076950988143	0.11478569734014628	0.11220778231834523	0.10955603014566209	0.11376206474699892	0.11778540492729878
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.17864244542202834	-0.17998273142685103	-0.16388805792673422	-0.1834863270198977	-0.15665770426586484	-0.1298830203222985	-0.1466514142601965	-0.18560912031685017	-0.1808464434171144	-0.14361357276145867	-0.1802173568604757	-0.17193097048628517	-0.1824195632163349	-0.1698396980473756	-0.16900204971833266	-0.19834306845008706	-0.17329778399810356	-0.17481054010814623	-0.1463750667630045	-0.17379102021511178	-0.17838262656838344	-0.2025221827381382	-0.16917278275691636	-0.17441581767685432	-0.17157902174707818	-0.16908559807776463	-0.16420932144133485	-0.15898011283847294	-0.1937263552408287	-0.1516078498096561	-0.1790881740181541	-0.1581553678229692	-0.19307667167524917	-0.19722222801390002	-0.17172626962031026	-0.19539460026025268	-0.16118157922666485	-0.1890253214026541	-0.18551175864756664	-0.17315914504183716	-0.18969154299486266	-0.193786828539911	-0.1716037444316652	-0.15565594459779708	-0.2006371113074044	-0.16806496297892862
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.11618795743607162	0.07957404378550585	0.12423006710718545	0.050641880822942104	0.1243880420803378	0.09907897298434383	0.10509346941663322	0.06378809305150816	0.08069036039883311	0.08092452307136914	0.1005783408613305	0.08074351956568807	0.08320464957770209	0.07659301694408911	0.08329564987442419	0.08612873359769349	0.09657662673715571	0.08181320476586823	0.0599994724077087	0.07714672372873295	0.0690148325605129	0.05767728433246182	0.08444131632349369	0.08753810250665701	0.11402557375163438	0.08637060616512375	0.09816420797852643	0.07205048371004073	0.09223107865596432	0.12681123185266893	0.1287083633035125	0.0901553227008439	0.05845775535440787	0.0929237747698376	0.09407031470433191	0.10706004387208354	0.10446402483751249	0.1045816453094523	0.07405571591026819	0.07887768557092967	0.06845311355117019	0.09327282349375345	0.0806147914099397	0.12529694440189465	0.07387322244104164	0.072983221100358
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.1308582226327715	0.1430772062841983	0.13063695579071308	0.14329653192750316	0.14718955414332136	0.17983793037467197	0.10204114595997663	0.07989331153451519	0.10430161175492522	0.11477039605507741	0.09403007357115978	0.14714699383360338	0.08147296745913994	0.1287886489791526	0.10268074174930646	0.07681277891885642	0.13343319063509013	0.09200782898849169	0.10784058713058266	0.13937897491565202	0.12679256095835165	0.11384970981766687	0.14540842677045565	0.1061474227110641	0.12667710326291226	0.11591922661398975	0.1275872282779748	0.11926752148925929	0.12825524414665807	0.10893553968377763	0.10677255989785575	0.10932923426819981	0.11447859661946137	0.11442124963111114	0.09265378937770787	0.08914302989726976	0.12710722954008127	0.10624237249018505	0.09228667443772454	0.11033778338302484	0.10045913620524906	0.10659159607303757	0.1131346385797152	0.1218111006219575	0.11433440255025476	0.13154578277268011
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.20171157242466636	-0.21426872935046637	-0.18873482983723164	-0.22388128067595597	-0.1959776258358241	-0.250035619732444	-0.15981842833884305	-0.20826332760314817	-0.19965879689189042	-0.23200258632528642	-0.2159848559854658	-0.19661017317722942	-0.19085076544610075	-0.20495079316120066	-0.1993448926078592	-0.16513394769596335	-0.1878951172402923	-0.20884895342245585	-0.19771897741890257	-0.18931265830298757	-0.19815497420910114	-0.20682397790934817	-0.21544748800045999	-0.19939235106522898	-0.19117867149145484	-0.20768844883628496	-0.19418523659317666	-0.20528938744462802	-0.1763562822850055	-0.17985969720767442	-0.19551177214173918	-0.1962943401871906	-0.22242975022849684	-0.1953938939222578	-0.20648279319754786	-0.20746625594511844	-0.18480522150014636	-0.1991927768843187	-0.1944988042135704	-0.1971832097961133	-0.20253787337083187	-0.19802634419679344	-0.20016968650558425	-0.1794022300653161	-0.19679744483297848	-0.21470843676705098
KEGG_ASTHMA	-0.2688551540337981	-0.20507212030818528	-0.2541611516173614	-0.2779371134089609	-0.15016544814496205	-0.30700964818345333	-0.2686464481950818	-0.2936239385763861	-0.30520658684707913	-0.2582909235745073	-0.2881077462009826	-0.2592225020900754	-0.264795614299468	-0.2251426091150991	-0.2503577315122281	-0.27912722778213267	-0.22767051430890883	-0.25996623108025424	-0.21274249584916932	-0.2940927877054515	-0.2877282200002983	-0.3105970494731113	-0.2457573974761253	-0.23455973390336687	-0.2916082951420383	-0.2316049998465781	-0.24449969985774375	-0.19868746413374758	-0.2610002924759409	-0.28804001856680983	-0.2798845031749165	-0.22054719853236812	-0.3044401467902267	-0.30603713165465074	-0.226810330589555	-0.27666661244531	-0.2373242787889137	-0.27986634482040057	-0.23633012327994965	-0.23730196691987324	-0.29508962703112074	-0.2948099861122613	-0.24885260652223065	-0.25350369592340916	-0.288757571970971	-0.2866346296053458
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.2545003577564481	-0.18792723878268228	-0.2229913603159749	-0.24700511997109242	-0.14886258553413007	-0.2720446237070397	-0.23354634400346824	-0.2514551037677319	-0.2647405717363578	-0.23836500703526473	-0.2641766861005839	-0.22600041581939515	-0.2549751018903026	-0.1979633549653806	-0.2384861708134906	-0.26732285616173945	-0.2185555704398111	-0.24416707339876567	-0.1747920994741092	-0.23442214668274164	-0.23827580857688108	-0.28766672627466555	-0.22655973197403015	-0.2249716421118573	-0.27741658024363725	-0.21004854225261177	-0.21211409067673123	-0.20343229822647016	-0.24419497761123982	-0.26141623299326366	-0.26918772269571767	-0.19640031520610263	-0.26974836302487515	-0.26231921387239404	-0.22743091832631088	-0.26098353478401276	-0.2230838398649071	-0.2556381866285022	-0.2380903472250993	-0.22252573336149206	-0.27532146036798427	-0.2757573234589618	-0.21389926302008466	-0.23080271153636553	-0.26865988482443626	-0.25203108003288444
KEGG_AXON_GUIDANCE	0.2624073114584393	0.27809396949137877	0.24394953924138238	0.248595868113811	0.22392843727549427	0.22997594489206336	0.2326973080125329	0.20222893645744755	0.23518433415093215	0.22529061031726969	0.22546794122825384	0.21228497242730673	0.2272168293623687	0.23245366066847553	0.22963046013199095	0.2197577176980017	0.24146978279482018	0.202821585477474	0.23218810476444374	0.24077073392572707	0.2340875035730314	0.19396374499415406	0.2379179133529742	0.21518391763930383	0.23117688404780198	0.24143794293018447	0.21330928440832667	0.2066662208536334	0.2274330479327232	0.24736658256114824	0.24014493988796226	0.22021202007960414	0.2209640521862995	0.2281376191285629	0.229938283957136	0.20916465567468315	0.2476582262087206	0.2300852124086413	0.21507395315088862	0.23680842528083892	0.2029169066556876	0.2075880653970074	0.23825271345132068	0.22859808471762327	0.2297682047980164	0.21818945586032895
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.13880730458743903	0.14074862005986682	0.14645896571325942	0.13559468940756633	0.16866758516505384	0.14430834296625372	0.13567693872390352	0.15224215413313405	0.14366810270072253	0.1388869653246176	0.135049440397194	0.1307694604237044	0.13271608881542887	0.1536021500887879	0.14890417016404323	0.1313012217058414	0.14518930206625782	0.13379146747716597	0.20968901550897398	0.1337304679365322	0.14219228509677173	0.13248936346532153	0.13525060973949324	0.14160164438691694	0.13398228781887922	0.16014917798505363	0.1500807189253595	0.13793420125298594	0.12122529378369058	0.1316498893133567	0.12717036781880695	0.16615934117903386	0.12753765892992522	0.13139427295860662	0.1522154457855166	0.12650256497576967	0.16553383312056913	0.1284183863090677	0.14490010483666585	0.15046041653509548	0.13744643554438643	0.13384863154233625	0.13106992382399088	0.13877157120013275	0.1330611711768174	0.15766101031952728
KEGG_BASAL_CELL_CARCINOMA	0.03257174137242113	0.03301575968560489	0.012767857298163663	0.044124970429619693	0.0014193575179490198	0.02115218297537546	0.03956426090805313	0.027726920479099203	0.004279574911627847	0.025690825803398983	0.001813774780094124	-0.004813568484037187	0.006867372460465255	0.013676481617060797	0.011640039947549544	3.8915960328293053e-4	0.01301593623299579	-0.0071473199676008944	-0.01307707722788278	0.04266520171752162	0.014245709321060283	0.025898740921611086	-0.005579587640052569	-0.002340482305815987	-0.002982261816808182	0.01067349496771699	0.015268491270105688	0.021831546827419026	0.022789093134529183	0.005485750925958602	0.026457351940622365	0.003553613057194394	-0.008362891885056904	-0.0030207617454110778	0.002292065463283368	-0.016610079846407316	0.008824409251169231	-0.014565191319185301	0.0027870185538552434	0.001485139744652313	-0.0024937681783667185	0.03857665676237989	0.025393219626574606	0.0056233306360414246	0.009180636723447145	0.0056122554772823656
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.1440432975655089	0.12124614102940418	0.1214684530984291	0.12226651735600738	0.11148393300203105	0.12268287488016534	0.13778166212442228	0.15238578023929064	0.12837401641339283	0.10511253448616427	0.1532090837171692	0.1413030560841226	0.14543270750475762	0.13151947447539386	0.13891075110956	0.1616006947541196	0.12221375530850019	0.14204028951674383	0.1532717560632774	0.10458185561483928	0.12415557891725941	0.14843516293596595	0.12704672515801424	0.14836131730484184	0.12420095199512197	0.12236512436115546	0.140640848665936	0.13659878410778284	0.115411776955969	0.128966174931443	0.15790294711386366	0.1293930480967317	0.1684651132466592	0.15838694689479513	0.14339739255130513	0.1563315552268617	0.14183077272992037	0.16203712177814011	0.15478409783694844	0.13460031553381915	0.14649354181886406	0.15354386806388426	0.12375792166645552	0.13693121934259816	0.13861480275441324	0.12001392228598208
KEGG_BASE_EXCISION_REPAIR	0.150675781976367	0.18915423573592904	0.1434193197336607	0.22032767410847917	0.15895199510620445	0.16530211926384544	0.15639724670316826	0.25796437807474837	0.23840705367427564	0.1927301927448121	0.23892527413436906	0.15235484114894945	0.21484598596947055	0.21448065588829077	0.17549978852835058	0.23705071430391003	0.1718312157854726	0.22638509649072772	0.1691747811596163	0.19821219347403435	0.210691828964317	0.2140110280196854	0.14232623410733575	0.18686399648299215	0.1701296182456266	0.19638900058116737	0.2215478871785054	0.24156723479087783	0.15373307272381168	0.18901823888950153	0.1757924761630714	0.18213605368463984	0.1852412412877403	0.18892824915569967	0.17897966886630334	0.19973112060162712	0.18823475445125717	0.17078747735349697	0.20870413132342444	0.18848856507017642	0.1947543100519783	0.20402211049771488	0.18718415346091075	0.1688757502259643	0.2036702772734748	0.19157902220828218
KEGG_BETA_ALANINE_METABOLISM	0.12977285481521597	0.10438164151865202	0.12825861503339211	0.07085340841674047	0.1464370833160253	0.10975340651534289	0.12143257747823744	0.0866385897533309	0.10487653660950863	0.11055114523723594	0.09617958948196033	0.09448107182142934	0.12400266110044024	0.11240447634878827	0.12543278163942848	0.1514071125619231	0.13894073824994554	0.10572253074738062	0.11287249063474541	0.08626836250382909	0.1126330518575181	0.10028650970292954	0.09299091564387248	0.12876652851537398	0.13631102508989604	0.09340543533852069	0.11650904785732114	0.09364773262021425	0.10123014592127057	0.13224418320622924	0.1356870161865279	0.13183007016211476	0.09264420108439507	0.1240269383251045	0.11316418400923745	0.10562988929317159	0.12531249458453328	0.0953491054840639	0.14844338458910436	0.13556293023236346	0.13702847091201253	0.08585493535474134	0.10057648042634083	0.1356179332306523	0.10900595825139425	0.13067828233394665
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.22236772545290212	0.2155313843699551	0.23467617752771341	0.14318607182666696	0.2292033659567032	0.13196600418216278	0.2068507213998537	0.2004949839857526	0.22186095382767793	0.17566487483974513	0.2552085894784389	0.2175020207303901	0.2153605734078583	0.2159088644934997	0.22334618351078683	0.23687452368750922	0.21899810982921306	0.17255753051484896	0.20903652380452836	0.16243550673412185	0.20164808943707727	0.2102977094899337	0.21869546286619068	0.20798853631046538	0.24329664280542393	0.21357468686476408	0.20793005273626577	0.19984927957750284	0.1907013439836588	0.25243272830836194	0.22115176020824698	0.21280276981126559	0.19968065453180278	0.2086283429131707	0.23577563213527822	0.20875901677681816	0.21381836587113665	0.197556299066023	0.21953274317441065	0.21805017124526258	0.2185890605835168	0.21499332039966998	0.20267537655268678	0.2340137587457142	0.2024667190079749	0.21211616919773735
KEGG_BLADDER_CANCER	0.12031749335066284	0.16270988608154516	0.1182092131515711	0.1655426042380631	0.13610722020413057	0.11230575653018784	0.1432024361338927	0.16487309357485314	0.1806832723201466	0.13850740325139305	0.15769739072631497	0.1539883354658986	0.17436558330830254	0.17830608993214261	0.14018050133617077	0.1759706135722293	0.14668320307674448	0.19030247278098958	0.199625992371737	0.15402316306158456	0.18237728300449513	0.1784599473699209	0.13335084555164858	0.15090792477886916	0.10430675152570885	0.18208732936127917	0.1460297162386132	0.18440409140946362	0.1157140239477796	0.11827508146957331	0.10809139974951298	0.17188251717849212	0.15888116568857433	0.13722435405987238	0.13719003819956482	0.14998437023196223	0.14959739198101438	0.12216863094077689	0.1531290236616731	0.16974155629972515	0.16201918302599344	0.15609592338859454	0.1490852926135328	0.14050715623473758	0.16294087129339488	0.1672137071731345
