pathway_description	BS_VJVDJABP	BS_NKEAAFMW	BS_K81DR8XG	BS_2Z1MKS84	BS_77317DY4	BS_4D9DD103	BS_5VQP0E6K	BS_YETBN0RQ	BS_K3ER45RV	BS_M84H3KXA	BS_HB03GSHF	BS_JZRM1S3T	BS_JTMXAMB7
KEGG_CELL_ADHESION_MOLECULES_CAMS	1274.440507922187	765.6060818132955	816.3181154608392	1182.3811295421401	430.47469440362875	56.75376356984634	780.8024557841509	303.2262848717928	177.68841252463426	490.234293540434	328.63893540948266	954.0749970625693	825.4505601365217
KEGG_CELL_CYCLE	2512.805112613378	2992.898558628969	4256.263587582685	4276.841007034949	3033.368574515831	3720.263783162469	3411.0970563091323	3884.6256629853597	3988.803311928841	4491.659602627395	3912.6351531816945	4155.683431967451	3767.9832444926233
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1427.7052916252615	1469.6380351335338	928.6095014149232	1264.0715049125083	856.0486498267983	967.69799300655	1093.9974529601586	941.0745996123605	969.9605247326563	860.3146187347011	1144.0579698877664	930.2771217936861	917.9810691820494
KEGG_CHRONIC_MYELOID_LEUKEMIA	4818.733474174413	4550.054027439703	5236.642250147528	4629.057710924586	4170.675730592164	4570.360319694535	4423.96213532301	4559.274773594767	4374.121987480508	4545.264195961408	4917.120410224417	4668.52407784686	4437.693923304227
KEGG_CIRCADIAN_RHYTHM_MAMMAL	6272.28871229015	4198.197875288819	4016.993317007924	3578.5268754334047	4083.214799873753	3915.017192101126	4129.2168839751885	3332.6613693080435	5157.5771107577675	2608.421844022123	3847.3336032694533	4049.806785346256	2651.189263555765
KEGG_CITRATE_CYCLE_TCA_CYCLE	4498.215024341795	4912.866898133749	4645.683964396107	3974.341668130146	3116.0943414294925	3990.050567014021	3395.220059052075	4233.868123720957	3657.5706205380066	3984.1878223790172	3806.192205928908	4087.6213898735514	4423.562616252551
KEGG_COLORECTAL_CANCER	4954.7400812829565	5192.029362942198	5175.484247454058	5142.817855619633	4751.169073289233	5084.678888570954	5258.569001332238	5288.332640153247	4727.849420084458	5033.328452824364	5325.8971150528705	5004.574900476227	5015.554792207453
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-1670.8196140562814	-2195.7547203356617	-1354.0834960417478	-1217.31037853604	-1568.419588851959	-2911.95702300433	-2171.5770413540395	-2784.6558780623145	-2605.963668879588	-2182.805288704475	-2219.9511129669936	-1840.9733376049253	-1815.8796867656183
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	2753.007555617498	2269.9051957030115	2482.655338516015	2314.0766869288873	2164.0953783193563	2531.7553955990097	2203.4090300163152	3243.8222679067294	2500.9550099794124	3484.813109880277	2976.841252774955	3221.972579835292	3173.955698934138
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-3061.9944768780115	-3364.3811012711303	-2573.3778656121267	-3040.8222825940557	-3062.0441919439327	-3260.22409584433	-3241.6537882752637	-3358.56547989554	-3212.405906680672	-3142.459591290668	-3372.983158291343	-3091.5775366822772	-3014.3589307775383
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-1299.231946959193	-1544.077887913977	-997.4609925286513	-1387.8513196055355	-1169.0905578397287	-1438.883065158283	-1553.4826032218953	-1558.1227657806576	-1406.236480540023	-1596.5396820433552	-1430.2222388598248	-1341.0154140829418	-1768.8475740870635
KEGG_DILATED_CARDIOMYOPATHY	2255.6834456710385	1782.707400300149	4607.123870059422	1899.8517307123002	1846.9280716071444	1905.6552507529686	1868.0832012561732	1371.8704097000937	1382.0423133704844	1418.4591197647733	1454.4503740109449	1508.4854567177372	1956.2279518732194
KEGG_DNA_REPLICATION	1238.2881056508268	2476.8826304145387	3510.957285138338	4017.7379579635162	2500.7186327644413	3534.2901107257057	2980.1038149336273	3544.896576141604	3771.1099831725096	3922.9507680999886	3238.2203061560303	3808.5703597408883	3141.4852880504077
KEGG_DORSO_VENTRAL_AXIS_FORMATION	3827.1314110923795	3829.5863866663276	3039.9525014256287	3757.9357364034568	2742.076136209169	2836.075468777026	2979.987544942196	2460.2853312240222	2820.834059210525	2424.2185698880476	3055.6366472213303	2986.654003921105	2707.3610815358406
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-3793.17897612035	-3909.5822388537526	-3797.1711300216894	-4169.800695164901	-3891.481707326898	-3861.140014886403	-4167.308531753209	-3922.5957673928133	-3973.9741787150506	-4117.169450767975	-4397.831733533223	-4091.8271065168556	-3788.8798224073325
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-2683.1241251125102	-2077.888957187307	-2651.737461108375	-2254.833763019251	-1826.5747635213293	-2318.1242138722264	-2825.4277039262097	-2481.7255837882585	-2039.3077691528351	-2673.043768582542	-2568.6845566119055	-2265.263842636129	-2908.4391931396176
KEGG_ECM_RECEPTOR_INTERACTION	2107.0405601628663	2022.4541281685852	4059.3514279265673	3209.7456067469684	2889.980880058485	2613.3988039474807	2279.3133998274407	1563.4397589064301	2116.376680162666	2402.018964557521	2034.246287219752	2324.5742231317727	2601.708404320698
KEGG_ENDOCYTOSIS	4057.057291416737	4214.1292625741135	3824.2059927178016	3871.704059408319	3397.7538343914675	3447.4580418297774	3436.6441733933334	3415.3423309956615	3712.7326332204902	3347.3796331975063	3555.0083189008947	3627.948831619222	3470.001856557883
KEGG_ENDOMETRIAL_CANCER	4857.178955258196	5184.310745446101	5036.347330763425	5052.404987431641	4557.985560941714	5006.823384529091	4888.147456534094	5048.771154566797	4575.896923482967	4750.351760844585	5181.913423925163	4902.815215969647	4774.535199761116
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	3289.3284592483233	3412.484047209653	2931.063772474159	3172.2189713559073	3107.439205679111	3087.8653292072104	3233.63184834614	3039.6627546960717	3149.8706694727607	2995.006807337215	3110.343990092799	3188.5637808465017	3223.724573701944
KEGG_ERBB_SIGNALING_PATHWAY	3805.8281101437988	4422.021575386287	3933.3566843443823	3635.6677174071483	3172.683031316532	3380.99117140664	3750.7867456425483	3554.369058923752	3278.035687204585	3320.3935089367005	3844.287383107574	3551.6485163147736	3628.520533119614
KEGG_ETHER_LIPID_METABOLISM	-24.550118558219765	-246.57642957680764	-715.2573671630744	-485.2480869371557	-968.5009598735578	-669.8697575787264	-58.366466786108504	-354.64252844672956	-772.0731537630927	-579.1158212598839	-429.5597130726637	-290.2330941736309	-120.49313787241226
KEGG_FATTY_ACID_METABOLISM	2746.9524598245534	2578.265979200927	1859.5596629937736	1989.433911163651	1939.0873040402275	2134.681334837218	2309.816941660909	2309.261152650817	1889.0472192102643	2264.9829195930743	2078.178376841226	2398.9803823681996	2670.635074061074
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1589.725029295314	1818.5149986180459	1274.974463497234	1576.1068944532726	1401.9978821141576	1336.445660815405	1601.282895267268	1643.3228207214852	1282.9638704268928	1410.2150341026663	1707.2080016661057	1520.3428693856986	1380.4968048667797
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	3394.9712083294053	3737.3201693591964	3239.930885897522	3359.6479246903	2806.643083376659	2968.1896500512958	3146.5901928887124	3168.5662406211177	2993.383641593182	2988.7664023155885	3271.873435687512	3252.551537493824	2987.806669415013
KEGG_FOCAL_ADHESION	3312.4579494635327	3385.7718632895303	4832.753891294797	3659.663194163206	3458.9548432523825	3361.7518951983857	3331.538038852019	3024.528685404226	3113.503391824639	3233.6905786177867	3183.1679560321536	3279.1897328699306	3562.948149756765
KEGG_FOLATE_BIOSYNTHESIS	-1331.071329607721	-704.810919693582	428.8986339915373	834.4278047471489	608.6146038149509	1304.2713154912908	647.3306185517067	823.1331769642948	1571.5988327055293	1304.8410183262822	1336.3401885394815	1756.1773527271325	625.1966798929043
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	3033.9587654625648	3394.510241856973	2559.3847867899185	2575.5626294675367	2297.198168517194	2701.1591060243973	2726.2448718968717	2568.916810082914	2712.7922717666333	2614.0276536340807	2200.0073685753305	2725.793110206012	2920.5350465476968
KEGG_GALACTOSE_METABOLISM	1745.5650115425633	2535.5494815094917	2774.10095512356	2364.4145075904325	1754.2943625795542	2472.0874079501664	1916.7841343837918	1902.305613780889	2521.857783469419	1922.9683682041978	1476.6650574486084	2057.2442334629523	2139.4420071492423
KEGG_GAP_JUNCTION	3155.7878165222683	3303.28134007462	2995.9451373077263	3043.5458897618773	2525.6764103149253	2754.3812428284054	3127.368359631293	2998.7117719184207	2759.6572116044917	2951.465795939188	3205.455319952356	3154.637181993505	3477.0906900198006
KEGG_GLIOMA	3786.5287247810866	3901.557296100791	4202.1274485433005	3955.5835272751847	3461.272011388597	3731.853612153651	4152.966056330062	3910.3024881960464	3411.5128049403847	3867.469646754016	4123.897922227727	4017.303165102683	4129.799200183963
KEGG_GLUTATHIONE_METABOLISM	1399.4373542997928	1777.4870869440856	1520.368568014661	1807.8656621796472	904.0200265604435	1749.0002458912277	1355.3637324640931	1923.1264559884603	1807.7602899452286	1520.781100537204	1146.0144546504762	1750.1115063592733	1695.2610614288606
KEGG_GLYCEROLIPID_METABOLISM	1940.0194657251504	2021.8260764147599	1545.5329630055494	1648.1439863409432	1457.55108259617	1420.3239848087196	1329.9149217384565	1469.4645355681896	1562.4894198877064	1484.6350786666917	1438.407458962347	1852.8091477145535	1924.5060025473522
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1367.917988763391	1954.1464610809744	1257.5264650832833	1249.2515161476786	1109.4727420159634	1054.9236107591114	974.0461497178621	1077.277195804627	1103.4974387379916	1123.7327005458774	1180.363874385277	1234.6074733399491	1281.381802793483
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	651.3901762485712	39.948737644290304	180.8186719292935	-439.166841634662	310.2603600787861	434.88490012195143	-165.59787953176237	587.7790196941351	223.05008156203257	708.0222492782923	-622.2779157729929	1024.5658113265272	1122.8843604450667
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	2614.8184654000033	2491.4085312488223	2357.528828490298	2115.697779145459	1615.505078160626	2213.642123406373	2010.8018744220717	2253.120882173813	2303.4374087324304	2263.7451721251673	1973.7580420836894	2378.8956288441805	2520.465797148565
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	2970.356956083595	2999.3855677739048	3223.4672326228592	2801.033977096731	3368.089779564498	3274.9137999109425	2836.3691865808123	3288.952088801563	3258.7379265334603	2589.39075865457	2932.368554590519	3084.750812014061	2806.2972205309725
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	2636.0897361503885	2512.65814348381	2633.837428124456	1853.5658767144214	1932.336327367946	2103.9655382859746	2216.2901159396097	2672.38698071235	2055.5363477727497	2418.700842606866	2113.9243215057886	2893.668874897654	2883.936994422482
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2205.6454752714	3497.1225096959715	1783.1239812801596	2045.0541670131715	1757.7423592952255	2801.3439614119725	2331.126200284323	2445.954504551677	2591.6147877178573	2091.427568657582	1569.4477571470725	2344.0573114614162	2747.6690906513686
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1496.7542306736668	1501.843603914851	1802.248592472337	1683.1846685810742	3050.16236701024	2501.5743515493396	1597.7327710299942	2192.5052988240404	2134.543488023295	1680.8550995336373	1520.1606532704664	2360.3230728062827	1994.8019064906694
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	2530.7597971097857	3314.689943051222	2185.87377151671	2478.4340292980014	2415.4931518984613	3082.933491115742	3029.163651370749	2651.930806052136	2776.7297722385265	2369.7956048651376	2559.927138553574	2183.894186528656	2692.9260576872057
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1654.8354727355381	1268.6099842117874	589.2954461619556	1249.4508087779177	1195.6822268942324	1571.4974048201002	863.5297659827302	1352.6619393265646	1075.750949932808	1657.8274665243916	1083.4396202540556	687.6804141721423	1933.6181095071424
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	-461.91447967146087	-201.4570680753568	-517.642057738567	-717.2473489884887	-833.8501711239314	-199.66334638338412	-588.5688758633623	-263.6962273005174	-587.1566174463096	-186.51615153002967	-616.5855123000456	-168.10552481985178	296.617568689755
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1582.7827775945007	1725.2459240923727	947.681072173531	2132.0604160343973	2098.9954511391225	2071.024473497555	2141.817978500523	2376.2938379076404	1786.6403157977602	2583.825251910199	2129.968170393149	2019.009964016026	2596.409955200914
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	2710.940352588819	3523.8743148084304	4022.075240612421	3561.619709209279	3457.3495788715354	3453.1350616551226	3001.1740037271975	3578.155405399635	3562.0670498132495	3470.8741236379574	3040.3296425607186	3788.9283844120255	3721.369473457513
KEGG_GNRH_SIGNALING_PATHWAY	2647.8652527662925	2903.9942112885183	2403.1287603626206	2599.2696884052657	2740.178880760888	2628.3860039890005	2913.381674098615	2572.35493032876	2688.6006232356976	2368.0181249865236	2874.646849820894	2618.9015062849558	2557.8054906523703
KEGG_GRAFT_VERSUS_HOST_DISEASE	-1440.861181521841	-1973.4617653061678	-1941.7535917772657	-1496.6854357776574	-2424.7347698864387	-4340.6587545383645	-2416.0789842300737	-3039.3593900689466	-3435.603024541483	-2501.4550516031595	-2901.687891945642	-1338.0248510961565	-2559.6502685860814
KEGG_HEDGEHOG_SIGNALING_PATHWAY	423.8592442156187	877.6188008315985	839.8472646969058	514.589005992073	626.3741399848132	1022.4324901242053	1000.0722170873287	982.3395472510783	979.8484010137927	855.0805162195247	1384.6848767705542	1112.139120693566	534.1747338808163
KEGG_HEMATOPOIETIC_CELL_LINEAGE	-2746.4907646098527	-3330.7671564865877	-1840.4269587254785	-2579.5609921446403	-2970.2901252122238	-3506.720580441616	-2809.576738008318	-3168.5500908872955	-3611.2624886010017	-3010.4960373443255	-3004.782761953041	-2992.9048364040746	-2894.786932366136
KEGG_HISTIDINE_METABOLISM	421.1795852557243	-1099.0349849874929	-797.9156367089472	-1141.1688560192833	-485.0868319863839	-515.936723675226	-95.45700614049383	-356.45764599441827	-1045.5880523399683	-466.30528004281405	-802.6065189538785	-80.97591159878175	34.812095752711684
KEGG_HOMOLOGOUS_RECOMBINATION	358.85299693526576	1134.223532468768	2000.5282782966424	2262.5379267752796	1904.6345908390576	1786.326875686069	1561.7195356659995	1966.6265322032068	2004.4560743476122	2325.5912764316126	1402.6043498194576	2043.5606482292806	1661.702570022997
KEGG_HUNTINGTONS_DISEASE	3648.3095173395286	4615.816674034913	4429.337339193486	4031.0751968181667	3400.242663789706	3982.162915680394	3672.257055264028	3979.63004966319	3997.5426469507493	3921.8238266561893	3766.9956038839828	4127.109747364115	4118.478976184368
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1846.9737581569389	1399.5075284633986	4683.774139727651	1512.938433439107	1527.6713396179766	1594.916468488931	1674.3117353981906	1174.8342691381004	983.345360567595	1266.6390749937145	1200.1778451098235	1215.829361316928	1867.0389453242387
KEGG_INOSITOL_PHOSPHATE_METABOLISM	3554.532534971235	3766.593693982417	3238.500835905321	2820.9381280252583	2734.864140231286	2959.142097861346	3105.934376131634	2802.3850576723653	3075.689041483898	2720.272296342733	2624.7783412889858	2967.5225978616363	3099.735739703281
KEGG_INSULIN_SIGNALING_PATHWAY	4030.6243191953945	3999.9152942013516	4146.06088254705	3515.977146154206	3277.965310337935	3480.913982380067	3618.052359831754	3600.573152735533	3299.1738504350305	3412.0961898584555	3653.0300384817474	3506.5608579311156	3581.2331163476356
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-2604.187723316796	-2923.8082312631677	-1919.0345132618595	-2401.4740183238937	-2722.494283287132	-3668.3486751056707	-2572.0728056747093	-3088.0969067759406	-3272.0936459949107	-2995.1975789202634	-3324.751355572518	-2139.848518052826	-3037.587836308534
KEGG_JAK_STAT_SIGNALING_PATHWAY	-410.2147635928286	-355.38936701738567	-473.7774266842771	-429.8815098888226	-626.1535321327337	-660.4105069106463	-472.5707087019564	-505.14853968867646	-899.6419137256216	-587.0404393038807	-703.5345737701609	-571.3522075171422	-494.8513875450535
KEGG_LEISHMANIA_INFECTION	1391.370445249866	771.1196072813618	1614.2305351389841	1014.091076881823	426.44346816942925	-159.90289474261408	698.5602377426876	319.84686901848	300.7296767932421	385.49634300718026	758.6937453468563	1149.9886783357288	324.76136281143954
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	2081.7643856248487	1965.1885699103332	2645.7915871789137	2054.3592216201832	1815.72611666187	1683.9628825975578	1715.365459408844	1649.4354445811514	1562.3881368365692	1563.1252523694438	1776.8845273787283	1731.6002012362424	1709.8075043074095
KEGG_LIMONENE_AND_PINENE_DEGRADATION	5089.236955535216	4225.335250694256	3474.4149383559707	3986.2189160741964	3184.072668216082	4527.328626563118	4248.741104437317	4847.683831321858	3926.0942809233584	4766.802947173781	4267.981282641575	4779.338169706913	5093.827464986909
KEGG_LINOLEIC_ACID_METABOLISM	-4843.643338846034	-4792.975726785454	-4880.690202499258	-5500.663154810029	-4729.401185735731	-5090.879676000431	-4927.345145753671	-5014.281742870452	-5107.291229283204	-5175.943896350054	-5034.131451920876	-5407.423176108933	-4877.732925736634
KEGG_LONG_TERM_DEPRESSION	2351.0959695656093	2530.145334602137	1846.0408573915265	1909.8364980187725	1514.0147894309048	1642.962932041144	2557.1374937907585	2073.6991910756096	1916.1040598658055	1816.9708654188216	2630.1302727891107	2023.5019364374712	2562.1050140890893
KEGG_LONG_TERM_POTENTIATION	3931.4178042853728	4461.3015124522335	2914.66212323895	3457.8913357767196	3027.8713496542186	3340.784096714873	3972.8859173219644	3782.3755012139627	3229.694417402903	3441.5072249866244	3722.5656748327783	3468.9861885225855	4071.250326045416
KEGG_LYSINE_DEGRADATION	4375.306248228806	4447.149109084032	4522.564107053924	4425.836588307502	4399.785306235282	4785.1519756827	4677.951735070084	4628.9403916388765	4296.750186291363	4492.986292341546	4631.338468839704	4726.4357209336595	4488.837517316702
KEGG_LYSOSOME	3258.6595070578132	3236.233798487703	3122.3805980963825	3351.794125771481	3364.3922384443085	3353.1762358148044	2937.699634247305	3164.4370754372685	3207.848191178229	3049.8589881672797	3157.77400491134	3438.1895159962314	3207.7570930215006
KEGG_MAPK_SIGNALING_PATHWAY	2573.898816285564	2657.6993174392956	2681.639804461969	2231.521419666733	2311.138788616596	2373.491951868584	2533.708259713825	2328.4321699873162	2270.0381235049954	2050.6840709354146	2413.374442323675	2302.5353859514053	2327.2500558526153
