pathway_description	BS_8T7DZV2F	BS_BA6AZWB3	BS_AM70R8RG	BS_AMZ70B6F	BS_BPWEFR89	BS_BVSW4GTG	BS_8GW1TMV2	BS_3V3KE3VT	BS_3F5PR9GS	BS_81SP2HX4	BS_7C40TRCY	BS_7XQRH69M	BS_VT6C6N6K	BS_VPBMDMQX	BS_WH5HDE0A	BS_TW8DQH8J	BS_M15PW2N0	BS_J1AB8PMA	BS_RD4D5F9F	BS_R6WNEEE4	BS_RCC8BXVE
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	2526.901806902897	1405.2285058382622	113.40232372096034	1300.7932243943578	1230.4191923797043	1105.8946836482046	2081.64264964008	521.4604227071522	190.01157404191508	1008.4438234181671	1585.3006610105003	900.4132383663145	1540.1895488888422	1685.9060771085733	323.2153698239126	1431.7698934387136	1133.3566695516492	2249.493023543693	1671.211766486551	1371.8535823749098	955.1776960991665
KEGG_APOPTOSIS	3674.946811204296	2211.6244790552028	2211.247593942242	2537.3570670154404	2176.2442979397474	2324.9608416471547	2359.969112059691	1625.5146114727268	2030.0693871203039	2108.642395912748	2487.539260011512	2480.529970750187	2457.960871686495	2135.5364627506315	2359.6325607241615	2100.748804250621	2096.1952019526234	2647.384986661771	2309.218998979244	2191.481699649872	2224.843600346152
KEGG_ARACHIDONIC_ACID_METABOLISM	-1457.3687527838174	-1869.6763820198448	-2890.1106663666424	-2194.330518308888	-1989.4624604224555	-2301.3956596045164	-2113.7778946370363	-2776.5585073146967	-2807.3265445878806	-2310.2128019838847	-2169.54231290824	-2393.5529448810394	-2355.4624521226406	-2037.5358489143873	-2925.9236070213574	-1851.701667241552	-2025.8424138363425	-2077.5330606239013	-2296.807075457883	-1739.7874437465716	-2326.2410275639368
KEGG_ARGININE_AND_PROLINE_METABOLISM	2195.3875360109214	1996.3558531389917	794.365015438043	998.586695425116	1223.9202479599408	1007.4187522564334	1594.041468652762	1255.3848719749421	651.5522897812698	1108.5017820219055	826.3894153039273	679.2013140156905	744.3063798018411	896.9469087976595	908.5840866106264	1161.683701452459	869.8256642452325	1125.3142400009929	1033.061584204148	1502.3169601616537	1502.0800023232605
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	3166.0995098975236	2606.949222426614	1659.3139102302266	2194.7545785193342	1916.9659259531836	2282.7137941934034	1725.4344013117952	1989.7652291385075	1898.6152699881131	1851.5993968733092	2379.124424080619	1799.1577050915876	2124.633792907798	1989.591412139831	2017.8098158188222	1526.5352809800188	1888.385711477522	2411.431086433842	2022.2472376432052	2091.1525797449794	1663.2243333677416
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-2710.2179038136965	-3033.1192097926687	-3853.604833980373	-3434.1305208055783	-2921.262469941158	-3405.248431809997	-2823.2182936891604	-2742.934015877977	-3358.8646749258805	-3281.010573624344	-3426.0637633103115	-3552.770323256628	-3263.968983708198	-3303.381595483209	-3606.2068279010045	-2916.5340218385472	-3079.7127651519404	-3190.3020542674403	-3109.5154705442746	-2818.537157830664	-3699.1757155316427
KEGG_ASTHMA	-270.9436750178502	-2614.980247407222	-4496.8597032513235	-2101.727409635466	-3656.047737709494	-3456.6340476419846	-1659.4466270182002	-3836.330495499742	-4233.1271709887815	-3002.7819249774648	-1568.7149605210107	-3220.1501219296306	-2008.073764603676	-2619.899729803453	-5080.239793875724	-1523.336508850688	-2823.504767150599	-1346.0348708051952	-2370.1216444774927	-2605.3520322149625	-3323.678945352992
KEGG_AUTOIMMUNE_THYROID_DISEASE	-766.6566834214154	-2505.242890022374	-3965.9998549615775	-2569.1859021057544	-2847.2112890992858	-3197.9305516775676	-1638.9359068938857	-3731.063862077426	-3986.2601159209753	-2940.4007077386605	-1856.247739753947	-3085.6651762555593	-2158.166332759378	-2436.4075617456465	-4235.317659816411	-1725.8999448630693	-2900.242015467278	-1641.3715948846475	-2347.985149183648	-2496.3610518200176	-3212.1623654293753
KEGG_AXON_GUIDANCE	3710.560910024178	3958.0797517196934	4197.510601826698	4032.8557860816345	3918.7443811826543	4085.4464326854322	3729.474550748868	4056.027451518148	3878.7059379837992	4058.8920269046175	3995.239623908319	4165.725971703852	3724.6110736540068	4202.947625925548	4318.145729388647	3504.3707458330027	3811.0919206844137	3862.8437903699996	4105.183371762438	3792.163244389105	4093.7828933089786
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	3565.7386577814123	2658.398227069478	2477.4414502350446	2762.3005497146496	2653.5642269302843	2721.554866014945	2761.583701586722	1891.158031418514	2359.493989155815	2778.131139131592	2892.7664558055076	2681.3627486526966	2829.4766093475864	2479.1753231121784	2463.510395842626	2690.4920614732528	2644.11024588534	3092.887341283309	2709.3585411316235	2602.6335635665637	2520.5116685390676
KEGG_BASAL_CELL_CARCINOMA	768.6151171323199	2023.6852502598613	1931.2779656534203	1612.6889980050582	2328.252375775892	2487.49062387756	1851.5024350657968	3181.0804490171813	2134.8709770864025	1822.4766972210473	1708.958228222542	1650.797165084643	2449.512533300076	2384.5251193789136	1316.988990862872	1901.9361600109532	1760.7406006420188	2456.1537644176897	2069.203983759695	2522.982498039999	695.6988264432948
KEGG_BASAL_TRANSCRIPTION_FACTORS	2000.936707574474	1408.4863042010675	1859.4952116863878	1911.8481062453538	1900.6446334495176	1657.933895897855	1939.8980367353743	2209.217029149502	2109.3057280179	1960.404033691022	1679.223924843418	1742.8248480089514	1837.72324890864	1241.8465251846937	1636.7968107293036	2287.81815896803	1747.15525447463	1525.3061528924973	1660.2461719764633	1884.2318204227886	1700.8987653983986
KEGG_BASE_EXCISION_REPAIR	2966.140831941686	2205.493621605503	3823.636221190829	3487.7052247478987	3303.3307348607577	3738.9939615170806	3480.9030563295855	4304.592656820396	3298.3472686394616	3796.6001978499207	3044.913168829822	3347.2088657542845	4031.1713787109366	3718.490334086786	3317.6591214275595	3583.671040159319	3095.6150033281538	3832.507954978264	3903.658707308663	4037.406983450688	2905.6171267932095
KEGG_BETA_ALANINE_METABOLISM	2201.9012475661657	2663.5946924798336	1245.7798187364006	1378.4126031067826	2378.4703881066853	1232.7123057668268	1913.323107297747	2475.8105749209753	1686.3324696933305	1785.0230808638462	1384.1823266632	1160.2755465873342	1225.294838064945	1361.0280148687398	1327.2410705341463	1887.428581975033	1830.1830122555748	2044.372902471794	1238.0772985597523	2288.7689344842456	1588.9679914563603
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	3469.493313490402	3265.663313802237	3721.171520829763	3289.6322869762116	2969.4590629707036	3382.6786296292994	2877.5292375286226	3642.4049626680153	3210.938770900595	3944.728809609749	2995.0849345910992	3399.665256029464	3438.8514609031336	3015.984424978624	3673.2430733682704	2800.5270842776717	3356.6596954010947	3443.1360868287575	3500.226219762335	3094.343347201522	3580.3449693992843
KEGG_BLADDER_CANCER	4506.719250948074	2874.236000183997	2389.5922868338366	2484.159963833985	3026.7405579442766	2548.3746660689703	2637.58111044414	3291.6017803262075	2332.277791889608	2559.272454663049	2318.281871419804	2654.0412780993756	2728.8447445596867	2772.292624578682	3065.548071480118	2024.6619314715044	2603.657025423894	3529.9041537854846	2504.2781715164383	2694.771516984236	2272.8078325090028
KEGG_BUTANOATE_METABOLISM	1337.1406007533951	1749.9712190230039	692.6212104604674	646.6250089216755	1416.7267501983388	850.7453906754599	1435.5070093310078	1686.2616499734595	893.1306737042178	1052.002489514858	129.99849673828066	614.0537637935504	1217.473457670665	758.9643729374875	1106.4090468647028	1298.8331990061324	1170.1639105719605	1249.216492858437	1103.5508577867786	1908.2010897642776	1477.2027701799088
KEGG_CALCIUM_SIGNALING_PATHWAY	417.754446377392	1637.0505990593083	758.9561315323135	833.3459138472372	552.2856153119938	737.5106559295273	226.33561374456622	-84.67801828417578	300.45036470908417	497.69014977565166	932.061044915783	797.8589999031028	183.22030068125605	1014.7359174713201	1214.9173100267744	84.38072855853534	578.4052224268416	419.5958347214473	622.3627694387287	430.07639288069913	1477.8148756177015
KEGG_CARDIAC_MUSCLE_CONTRACTION	2003.9612289628403	2890.7375633311276	3097.8481453317654	3038.15954147754	2675.566803802556	2510.927093121598	2408.8048294280143	2525.186766683757	2399.6369549121046	2907.601259040428	2730.624099169383	2752.546335685851	2277.67152419631	2789.842025533737	3407.724247418073	1877.7203163151717	2258.0940124677745	2191.0037691889447	2644.776626382776	2632.2864339713888	3611.467571081008
KEGG_CELL_ADHESION_MOLECULES_CAMS	2184.121846880087	1795.2387836329235	593.0985240215432	1155.5327450635705	912.2356931646627	1090.8061745839477	1320.175747624602	865.004540168642	395.98123376861986	1050.560697359204	1519.53711129172	949.1356032223684	1058.2568445349316	1158.6351082001984	651.3114090092349	1203.5537312509932	1169.8565172042145	1981.253639519502	1404.5971981947314	1246.0177688080094	791.6943501974965
KEGG_CELL_CYCLE	4076.6985349365077	2857.6720793291133	4247.268828324475	3808.518494490976	3721.309754127702	4188.5014237968535	4160.36952958363	4941.641008273684	3930.0729866645142	4562.6942670193075	3567.2958663189893	3835.878119567702	4591.532957410187	3425.258074741927	3698.8796287483856	4223.70969860659	3953.4849273212712	4612.3096594935305	4051.1142635367178	3733.187901278974	2928.1925389658045
KEGG_CHEMOKINE_SIGNALING_PATHWAY	2021.0044299194105	1665.2942217593754	1351.7977103133398	1628.363651310523	1432.7111887310202	1551.5917089639315	1424.316546959164	998.5783009321549	1072.583249486057	1448.536802415807	1638.4905916833304	1494.4321009142059	1327.5825354327608	1567.6359095108	1544.290020802102	1224.8656347721553	1487.184437303531	1808.3960457256107	1543.8762132531137	1280.3092221470415	1597.0668268850168
KEGG_CHRONIC_MYELOID_LEUKEMIA	5965.219296274026	4826.759508075107	4550.488563967154	4856.312865769882	5019.9781407666305	4955.1371717815055	4861.752518780213	4728.287115294503	4382.676931246568	4679.675994562611	4699.202437966625	4800.596478082649	4953.18887275793	4750.268011705866	4481.910446582171	4638.977816811164	4922.451077078858	5227.849680384066	4939.862665161334	4884.977285780102	4463.416975720198
KEGG_CIRCADIAN_RHYTHM_MAMMAL	4031.195053017831	5387.132984529962	2112.154433513333	2331.2321166091297	3806.053536683681	2798.579060182159	2501.4145609463994	2321.38612111112	1993.2458020420308	3039.3581461703543	2537.7777679822466	2272.3851725636614	2441.605435071975	3628.462500937727	3124.0328892673388	2653.9487015354043	2831.9176888856346	3189.2045803877445	3066.334819848689	2643.4514108817566	3974.8400025989085
KEGG_CITRATE_CYCLE_TCA_CYCLE	4553.503359611692	3972.4348452695867	3930.731922827661	4132.653820998708	3916.1404371746175	4051.2421585635348	4569.381787786049	4131.593786038122	3729.841002019626	4566.235510719147	4027.538546892547	3858.1610353964843	4360.255127408171	3840.949299406213	4398.512513482347	4448.53728837505	3616.9117807430866	4348.421932992054	4250.899384517006	4520.964326625202	5024.626141573353
KEGG_COLORECTAL_CANCER	5547.514695851836	5323.112860223677	4995.678201595321	5324.973095783651	5242.273752645473	5456.905975056385	5277.181203860338	5313.4068421581815	4965.324164007896	5095.684793250306	5190.702367452908	5189.210912251932	5529.415188729548	4989.370584288705	5053.203547581932	5214.057283015145	5240.628595713177	5641.382070945061	5324.9975290475195	5234.8151305562515	4742.524765973483
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1836.3898986916138	-601.2792722219529	-2119.565128417231	-486.76752605454385	-1294.294083871262	-1584.4838218553377	-375.05429819582605	-1948.8008142330436	-2033.9815214355813	-1510.8940916430338	-362.994149675289	-910.8354589559603	-148.60201978987243	-1351.8955373184135	-2450.567972898516	-547.4333977001097	-634.5238014718288	813.2012797276093	-968.434731809024	-664.867865325914	-2116.7518067938245
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	2901.369229770393	2443.788523267307	2694.4160986912048	2486.992061054012	2315.0658164962024	2408.975954860003	2702.3293291042755	3425.17361345437	2763.6672775595325	2666.778141478935	2328.205195906108	2416.7330836660294	2439.2031681464177	1947.509637268693	2465.8229982330213	2645.7464085194533	2200.6463992678364	2759.951862189513	2266.301810271916	2553.9687693536507	2378.8311973424697
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-1168.4305938852576	-2602.2701515861336	-3357.416572746639	-2993.4621693804784	-2844.8393387698943	-2840.344850913568	-2522.3242072196863	-3526.1079864596204	-3386.1373160279927	-3110.529561062407	-2736.3182448294956	-3012.730305919068	-2647.6736952725078	-2947.7784093712125	-3146.114611977944	-2736.1068670384275	-2743.98174088626	-1870.8715835532985	-2763.796513172455	-2844.1139129377298	-3522.6416694817544
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-336.95563287325785	-1538.0308309231696	-1626.924242835009	-1400.994489470767	-1373.7603788436	-1372.0536866114317	-994.7704051224791	-1568.1100218842803	-1629.0075288043272	-1170.1670414610835	-1435.0537691563022	-1529.7151152261167	-1417.2262199738188	-1229.512463382529	-1633.2733413715578	-843.0304601131684	-1421.264443410897	-1117.5218914040688	-1281.3543448421715	-1288.3626266388746	-1589.1979380497123
KEGG_DILATED_CARDIOMYOPATHY	2648.9474879422705	2434.675900516113	1673.7454514441506	1891.609128464439	2137.3023559733174	2021.4608664448806	1650.4399862422579	1175.1774264615578	1265.6182098905756	1732.189344908571	2169.5753402161663	1659.9032544205384	1706.58498121316	1996.6693900067366	1806.2067706184826	1060.9215512817773	1711.0792202944322	1903.1001366151322	1792.3221073565837	1747.1905312645958	1741.1954171592151
KEGG_DNA_REPLICATION	2867.8134753237464	2084.1818789398276	3949.7594473145546	3301.8096065563877	3430.7719927662765	3882.993071966239	3823.677178083286	5047.405193737821	3699.2984886599934	4644.871817940484	2646.3199869455857	2989.4052076781427	4403.6363159404555	3218.7272317540683	2936.5913159467564	3470.929037928767	3296.217037599983	4480.027569811842	4032.127675942842	4438.835363329168	2228.119996830088
KEGG_DORSO_VENTRAL_AXIS_FORMATION	4008.771332569633	4043.9127296620227	3186.553378796243	3338.026083258723	3507.3382302571626	3506.2470789703148	2837.3975241390217	3419.41510238945	3009.3600361064946	3258.7477354553885	3550.854316847155	3337.014803889617	3351.7912944821383	3276.554347639969	3419.6449960687387	2997.621539978334	3823.9845890435627	4183.490891686057	3170.8471109770853	3492.2109220850543	2710.691659623759
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-3209.483691750517	-3424.554711650373	-4333.109486558736	-3923.4487356625477	-3631.3489036764313	-4042.828860238151	-3391.9350977251133	-4158.333975080443	-3908.421897260185	-3752.5173787638223	-4088.217740584041	-4121.949000236191	-3815.410039762329	-3945.8940777712014	-4243.417413350894	-3165.9335102499954	-3550.550234200611	-4007.120816922201	-3867.867831151497	-3321.6526279646832	-4215.234831107798
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-1706.9384416414796	-2818.1113323259824	-2667.8954637276493	-2583.372919765573	-2431.705017037606	-2703.5259238908184	-2357.8794245259105	-2314.275956049587	-2917.5058283654025	-2159.821583771575	-2531.960144915648	-2636.5491707251713	-2726.057555482157	-2334.602352313361	-2486.108661216257	-2622.4608206250305	-2666.129490720661	-2461.4329171451645	-2551.1480267206935	-2569.9336501460402	-2621.6739886656023
KEGG_ECM_RECEPTOR_INTERACTION	4383.741629269178	2580.9236047765207	1758.3131422399147	3136.7276853711046	3549.195479449123	3180.429239334386	3143.2371174254713	2510.4026819859973	2311.9005454796534	3229.4721371520664	2976.8851014341417	2961.319201863098	3116.135455082749	3438.9610874647315	2379.4233305874823	2923.858190073688	3043.224634943763	4077.4259012811144	3221.88151816923	2901.8535671452846	2068.7351382799698
KEGG_ENDOCYTOSIS	4070.425094151831	4174.851529507765	3895.294722996361	4045.8520212612966	3800.804344546459	3966.7835193237515	3770.3923583828055	3471.392155088848	3613.88846960061	3610.419278925836	4079.653831199803	4017.1279471861544	3627.2802378269753	3976.942873806487	4136.355530799716	3467.482747933642	3785.198960525733	3730.845827029896	3964.874422358913	3786.6787646206685	4113.216921374344
KEGG_ENDOMETRIAL_CANCER	5134.3084459418915	5343.6725597183595	4467.085908996882	4792.615164581066	5103.232190245339	4945.93236633396	4726.035425985949	5080.588506028154	4671.897106089227	4616.110715639337	4674.477996757949	4676.744543933817	4826.512048687315	4746.07766139989	4670.257333057652	4732.2632683289885	4994.488293623752	4934.094119499643	4909.291934191062	4966.77849532714	4639.127306786497
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	3443.2377674212403	3362.641276145114	3266.4468992829934	3334.655214680379	3056.4281685849473	3243.856812549282	3607.882149473915	2978.8535445664784	2907.304709517579	3295.9600776965326	3400.905802629337	3200.6963433906294	2983.842406267666	3221.660542929332	3492.0446916862093	3073.7048507767795	2993.0645545496136	3438.8062423316587	3375.170901395357	3049.580004718204	3584.2561015256033
KEGG_ERBB_SIGNALING_PATHWAY	4252.87749591835	4380.067700929769	4162.91839448777	4222.5697863950645	3949.615971660318	4053.1675114843456	3627.17516779829	3764.2483974055194	3752.477164512966	3889.9885613435345	4139.310179524469	4271.595008760332	3787.8889242961213	3883.9831231221524	4425.137948432472	3803.062795632579	4260.538432023026	3767.2909557032963	4141.958390950211	3807.38127990622	4462.27350338539
KEGG_ETHER_LIPID_METABOLISM	1369.6761098991392	23.169083194961786	-849.120140103305	-821.5701172117824	-400.0167357103437	-461.6684003968476	-460.13253257209544	-400.8187853059535	-732.3606777294917	-812.4594316542498	-692.9258328122196	-579.6375841500158	-591.3636272365984	-538.0164723602848	-947.7651873349078	-365.5940134125158	-318.3952994883548	-280.41243839518756	-513.8997238080883	-355.8269781345971	-874.243439889251
KEGG_FATTY_ACID_METABOLISM	2519.4689668690244	2281.906848186256	1677.490015618272	1992.7045266994264	2138.123926830631	1830.829437522023	2452.3760042975446	1921.426844794123	1943.0261971959535	2015.2468882827252	1664.8618193378134	1941.2640498701385	1979.7262692163422	1861.4879011747325	1890.3677797878117	2548.897505217057	2261.372793239114	2172.4610778701863	1933.1856256688588	2415.1871491529782	1965.9856027166406
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	2134.6313865571738	1964.5823473321125	1956.6969683935622	2034.4310254363045	1730.102935399871	1795.8495464218704	1753.9394878590301	1488.2087561945154	1787.6240866149838	1859.880356078229	1961.0616941279968	1928.2835367790485	1685.503082457206	1872.4159947976368	2019.0362687901234	1678.0152557728015	1957.2515627071134	1935.7827521060372	1815.3830460373792	1644.1633976977282	1882.4590033421373
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	4417.51746957572	3871.8635828372044	3427.2487779782623	3752.0888135970836	3134.054052467507	3499.423944071048	3269.689838155731	3329.72133589618	3198.7274490069576	3448.602515671344	3717.0779267661037	3555.461596063031	3357.225622565482	3553.05268432252	3714.357347445948	3199.052931837414	3254.097686453979	3910.5192425135483	3530.1437998975507	3393.0308683631974	3543.891711289305
KEGG_FOCAL_ADHESION	5142.840290322138	3960.6947649210633	3386.853304689399	4003.7904225667917	4132.1762756634835	4131.741294024761	4037.479973402287	3365.1144037694758	3529.953601729092	4070.809466988123	3951.0102138299317	3998.965016506945	4086.320224083607	4229.265543743657	3732.190465486474	4000.742353295862	3893.0198939904603	4608.821703242047	4197.743801264125	4069.630918962528	3535.283056575674
KEGG_FOLATE_BIOSYNTHESIS	-162.1916466724415	-953.5344455208724	-196.38977143250486	-458.4620774669347	-726.3564814561814	-602.8614316497096	-833.4774236729481	630.5664931451738	-72.83148321835324	344.47849106356443	-597.9260172246304	-816.3156892138395	-248.9924646407162	-885.5389497333927	-214.87922004449683	-702.6341561990266	1044.624091591255	-652.9268804092553	-542.5020619353145	-364.112176744371	-690.0494998231552
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	2966.988493979361	2534.5289330960186	2021.0797448364792	1873.0376215485285	2545.167169547969	1985.5903008474925	2432.27790819073	2431.9555157928244	1766.1747087551375	2510.640926408172	1688.6980886438469	1524.2001613653483	1683.1352184768293	2152.344540075652	2362.5093030259504	1742.498432726461	2243.90014592676	2161.093516969242	2035.7375595054673	2412.5003699330155	2314.428351660612
KEGG_GALACTOSE_METABOLISM	2534.1401148724763	1503.8765215654057	1824.2666240307117	1645.8204047429663	1678.2542327440897	1884.6239084880508	2042.8017081465969	1767.851390183825	1997.1463852459965	1948.274762342102	2009.900687619127	1568.0292803646425	1969.3712458835435	1902.0070047919307	1849.0782111237022	1810.091878479625	1491.3877737564999	2215.1794593407703	2095.575637471369	2429.206799118254	1651.632918305455
KEGG_GAP_JUNCTION	3402.0909921934235	4130.1385578442205	3520.4692275864763	3595.3296759707646	3526.2517617435824	3836.4130228664344	3146.112620151418	2807.2970091876923	3170.1820813553404	3419.5654716298504	3710.024397161609	3613.7566510701254	3288.430613015629	3698.8737704983214	3790.453516637126	3438.1424438544946	3458.909630706863	3477.9000901816908	3744.2220023154878	3598.6439730033	3708.563986453919
KEGG_GLIOMA	5061.853874805389	4693.5279066926705	4274.636331270465	4438.660703894544	4346.3083903867755	4559.630094382153	4177.105327955687	3945.7928332986667	4035.050578168766	4437.872979709295	4319.776586989139	4499.758356258117	4348.7020404448795	4525.741885443978	4389.044000175543	4162.846183437847	4558.527704034186	4764.254125942063	4640.292199364318	4319.694165151359	4469.902100505007
KEGG_GLUTATHIONE_METABOLISM	2235.219016764564	1451.0746007119687	1179.0249857689523	1629.9992625536252	1699.6293407958983	1191.5596943119072	1833.7570817026863	1677.2003332133572	1291.9025262098203	2014.6438774026683	1294.9428210025671	1208.7201535618133	1269.9717270904457	1287.2463827106549	1207.8002214575681	1564.8011465558648	1619.7276547601887	1602.6782358595574	1389.1787659072925	2000.8957194957038	915.8571707184055
KEGG_GLYCEROLIPID_METABOLISM	2118.7760040895373	1716.6112789879135	1297.7776707230096	1632.3542725317584	1283.4036308567738	1258.8239864971983	1464.9103368667365	1232.1374593718501	1529.722274336602	1342.5801489743026	1739.2684197072758	1556.20870289286	1129.475199780085	1337.1444451757106	1653.3620656683834	1119.7264700038177	1236.097427569388	1511.8095739117034	1317.5014408624393	1287.3825616592057	1793.943173745516
