pathway_description	BS_FKDQJJB5	BS_E3BAT4C1	BS_1BWP5MCT	BS_V72H4RQS	BS_HE57E1RP	BS_R439VVPK	BS_N4B1SZZH	BS_CHDGRYHJ	BS_9V633J1X	BS_9NJHQE9F	BS_D144EJRQ	BS_TZVFR600	BS_V9HVBBDW	BS_ZV68CES9	BS_YEB88D32	BS_KVNGNETA	BS_AHEFXG7W	BS_1AYRM596	BS_W311713R	BS_SKGJ5SY9	BS_TA9WP4TH	BS_HZRM07TW	BS_HHPA8NJ2	BS_JT82QGXF	BS_S1M423AB
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	3239.1837502060225	2183.3332496041494	2750.7418405752796	2094.411091238717	2828.9326370680556	2768.634165792895	994.5273192099521	2312.1582036229793	2443.205057587129	2061.7842736877374	1858.897535239632	2502.4034893195003	2058.687196100207	2226.8495570354607	2506.5882103204476	2385.8617610074816	1733.6477655948656	1189.2437551541425	1398.6018099746016	1874.9935197593713	885.063045396304	2177.5671810473923	1084.7149186637253	1640.975904869245	1345.5470783184865
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	2805.502639451539	2627.327804518689	2733.426945966734	2659.7767241308775	2669.236789214321	2955.5895030387146	3242.6825663116088	2291.90396906738	1965.058315788272	2713.442180921984	2762.4148508944545	2673.8399826611803	2874.7842184956426	2395.8285365228385	3103.6824044396126	2981.680315271953	2934.1013377896234	2443.4545176146003	2421.6924623199466	2535.611573784676	2829.450600569604	3044.1788759249484	2216.875494307378	2679.664342250975	2802.335405546457
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	953.4344966882309	699.8319631363629	-204.63676995071	1057.9276077090617	1152.9825244584881	1366.7042112225135	1424.3363501999793	797.6517257313099	758.3665870399363	463.53344957653826	1401.8184163024289	640.3365080927451	462.72957938543186	1323.4838029211478	-224.0754061266398	778.2967254079431	1413.802077906499	1029.983016383203	757.4139176015215	1192.1780764984887	1658.3196599053463	1260.77354853193	1287.8481998752159	1245.8275359426498	1028.5633636866514
KEGG_APOPTOSIS	1987.23733399109	1960.1807221640047	1350.3640744621043	2163.6656330747446	1979.3050730321302	1981.3688034969764	2280.7429976807307	1665.95386987631	1815.9382416986846	1682.117694370916	2357.3119939286953	1954.3307793273489	2043.145107676939	1937.642881211268	1818.913025592763	1791.007480190192	1974.9136037964654	1970.9610386899167	1798.587441323305	2157.806312799148	2327.404459695481	2149.706190412431	2097.8702722862363	1952.8179956662425	2000.123258368898
KEGG_ARACHIDONIC_ACID_METABOLISM	-2543.408318265255	-2532.9376390117013	-3020.97771341895	-2856.5602946726513	-2970.190676704993	-2298.6331377078013	-2006.9922041457712	-2575.2503757375725	-3108.7731651078902	-3006.417061354069	-2754.3755948567705	-2894.3577944560393	-3007.6647141046187	-2438.3617898784114	-3088.473260771417	-2483.0426467802226	-2880.7728984625846	-2616.9002915324645	-2820.352299309904	-2575.1465230417634	-2010.8003103653245	-2180.4843901527947	-2543.203137237655	-2281.2882038025855	-2644.4924339201943
KEGG_ARGININE_AND_PROLINE_METABOLISM	1842.7450532395942	1276.9404313865707	1117.262835870557	1325.0376669208345	1627.5029938786884	1694.037414606777	1745.1498178985985	1446.6087354158008	878.1124633031086	1673.7368938475338	1485.8318584234712	1438.8573070957027	1021.5928602321055	1152.8858131722136	981.7821787714965	1509.182401380127	1438.2276135097927	1560.7912788710619	1011.0871327059158	1276.0651480291108	1748.4173877279045	1749.3712032503627	1370.6291719605633	1353.1884053925023	1320.884363118701
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1315.730584201643	1502.4118196647778	1519.1859565725917	2176.433929269844	1501.1977067089792	2019.5754497117614	3513.7508483294478	1786.519716054272	969.1721308423203	1796.3227849073428	2270.7675430272884	1576.8291664494682	1845.1170824470864	2265.3519002879584	1699.2951803359229	1507.3522131783975	2456.444022110376	2453.5523759019106	2275.637074635719	2226.5364841581013	2970.84320159251	1765.5543288843837	2361.5089329416987	2441.274007641985	2323.8723896525935
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-3547.9304590595884	-3159.6862145181176	-2709.0013446334942	-3257.8675385965225	-3798.4846324754108	-3130.5225661082213	-3809.1020581127204	-3451.289055339519	-3260.2540645130885	-3696.0876015624654	-3426.1927316659267	-3503.593426306138	-3113.864530746665	-3494.449832558971	-3932.3335259042206	-2881.347962997148	-3166.180974327739	-2727.584955471343	-3595.2002012321127	-3246.245672518199	-3292.6002152885785	-2655.8069933947872	-3542.4810669348535	-3451.393724198908	-3330.316216725386
KEGG_ASTHMA	-3518.4146937708474	-4078.11587461189	-5203.9296905403	-4152.05723542594	-4275.836724415714	-2712.7832910824536	-3265.1076166808407	-3853.731388697369	-4417.740728971962	-5055.813483881532	-3084.8861815855316	-4733.728597916065	-5394.549825774701	-3479.358089357116	-4830.363653177548	-3975.5149484264866	-2928.443160571979	-3260.3396432860545	-3746.1373967067066	-3651.8876971905447	-2498.883664502022	-2819.0791794735915	-2835.3470224429366	-3576.0955136805624	-4061.306682013874
KEGG_AUTOIMMUNE_THYROID_DISEASE	-3154.9966906659765	-3657.6440895893047	-4848.262536554279	-3482.7741522568103	-3451.295268695999	-2785.1215811442335	-2837.6769016495227	-3481.751728103097	-3989.6584600151264	-4237.716203475557	-2794.5889189380314	-3944.4959301991967	-4315.582489444933	-3067.4564692034155	-4345.926334372403	-3585.989824327802	-2661.3139085854	-3097.3359816633665	-3404.900446844368	-3265.5876320449433	-2244.325383592947	-2443.926254353526	-2662.40563289311	-3035.6301828083597	-3338.065199192297
KEGG_AXON_GUIDANCE	2926.2142719707845	3130.4212977995703	2735.213463598984	3213.4700487296723	2987.8502311018	3397.26479431032	3398.823774008297	3187.0859604911766	2758.8192381838544	3179.942609544736	3302.1088557216026	3287.4695234718074	3264.859746977778	3123.2968031748533	3681.1732794146956	3256.3564386201724	3830.3345955314617	3824.6119242264485	3510.9387930406047	3436.759522539156	4097.733916136442	3837.640738871425	3401.080272058907	3539.58029427771	3181.2394974258295
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	2182.820390917941	1936.5648210153977	1685.3317243786296	2476.4689032403603	2223.3043798456	2174.8210444226243	2742.595782153019	1960.9831702869033	2171.4563924289123	2202.3797099594594	2511.8575471957283	2078.5656129175695	2250.9620396869814	2294.5843717656408	1798.9099480804234	2022.1438495944785	2472.9457729611677	2502.971422529072	2349.085453904774	2276.452626406801	2886.3899412129176	2604.4444356579606	2409.6552635136904	2419.8403858716665	2409.905847752043
KEGG_BASAL_CELL_CARCINOMA	442.615813860828	304.13928567265066	925.243774991357	706.5018958697328	436.4409207107092	694.5164878636733	1308.3059201126998	181.7766612792111	705.7335219286651	212.09584226910192	428.76149928889936	606.2139306542249	516.3526947209721	105.52073131434554	653.7503468656687	248.6294298135872	-29.959757609331064	256.59662773964556	62.634472018515225	693.7421037838503	1085.6607563872476	594.7013603309624	41.107601723457265	413.8330233905708	312.70995089369535
KEGG_BASAL_TRANSCRIPTION_FACTORS	2719.568516385878	2186.4802892040625	2644.5723527792434	2504.5315982282755	2604.604626927512	2257.779940577191	1579.8025187359508	2617.74424195523	2391.9052940489673	2238.288157155408	2315.107437330669	2081.8719738566597	2212.978617469478	2496.6587326058925	2331.1896093369996	2165.9224037331933	2189.7292132230723	2236.0797099180545	1948.9215526539483	2358.911578766825	1168.3110422298178	1878.0321961400223	1955.8528922158148	1554.9222672736178	2058.7443220470486
KEGG_BASE_EXCISION_REPAIR	4125.4395387706045	3718.736860933841	3751.496890021919	3846.8776716707853	3857.5702050874406	4051.8350427217356	3792.6914640630694	3486.542377778678	3851.4648670078313	2873.0902952788347	2861.2508520025276	3661.2556381448558	3404.329210213731	3414.275144380508	3637.8803098614226	2973.806491012616	3010.8732908649963	3047.5772964610696	2762.6078627377537	3612.8025627895877	3338.6994160099584	3111.2454032778314	2801.3852502905447	3824.794144714717	2854.671762597085
KEGG_BETA_ALANINE_METABOLISM	1828.4593476049213	1157.8332013116287	1711.6946143368677	1648.4257398947448	1303.2975330607314	1840.9473548873411	1477.7316500763318	1090.5981642944716	1558.5829230789204	1573.664595968061	1328.105630502996	1721.1569417393366	1497.457320752821	1196.035283973648	1652.3089412092686	1034.1797508074524	1763.3616074049733	1910.468821954977	1161.0454698771973	1890.1948677185155	1980.8513590314742	1722.7512743869265	1335.671144078604	1347.3137532947458	1284.2553780112175
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	3708.383528050288	3299.7488533826127	2478.2033039311664	3711.3905487716675	3689.544738155466	3657.4391586834754	3055.070353041423	2883.9302854513444	2826.109970148571	3006.7294406162964	3242.245099515014	3563.1253453366735	2929.848504714144	2762.2511308877165	2703.8193980549404	3303.921391827611	3254.212998587658	3597.1200778357197	2638.5625437416566	2894.7182360762927	3091.750931876417	3503.6431381639886	3371.615836547968	2456.1515094542738	2828.8288393691655
KEGG_BLADDER_CANCER	2832.750625775012	2760.5355286771883	2681.1942605608074	3170.0749338687965	3077.0354123468333	3175.094235967372	3530.3053916273657	1952.5437659441322	2553.1531012455434	1875.5515673295085	3173.6584866821904	2685.6967254985884	2269.4587520587193	2820.8771962429837	2563.596282925344	2262.7959736755656	2838.052714510821	3245.3384173238246	2115.2189408948816	3246.270366377308	3504.2832818993593	3539.1762138318263	2138.9758625629875	3642.092865192015	3088.5141033341115
KEGG_BUTANOATE_METABOLISM	1219.892558033731	929.838227746066	248.9778043307706	1040.4889425754518	853.5093197509959	1220.2661532825769	861.0954381171705	662.3990117166959	773.3314301227838	883.3908747962287	736.4333731248953	1212.97972881052	653.0557131361238	730.344360436	982.5698556605403	327.9358635035096	638.9926451099709	979.810413351328	408.1004955213648	1245.6753503190412	690.2647245472144	898.0884819436978	299.3981223995961	629.0909876989208	679.176470697379
KEGG_CALCIUM_SIGNALING_PATHWAY	-22.751943096849573	401.9133808054703	45.51293211254779	158.51356633849537	-373.48262697047903	32.44373983027435	534.6720420450802	68.57558603270627	-548.6286172476739	287.4396982854705	240.36538449704312	-112.63532871632378	178.57660156443126	430.95337032700627	390.34893662983814	19.31678992695379	607.2031494881321	485.565141803967	654.3225530071941	738.1136156224547	902.6120262765871	541.7682052918462	494.0594630786527	717.1292559848262	617.3765861185329
KEGG_CARDIAC_MUSCLE_CONTRACTION	2343.3009556346205	2647.964565063441	2636.748291221349	2619.5183429478366	2688.922673594592	2892.615738649789	2600.1442567383947	2627.7489964527085	2333.0152207569845	2959.389921549504	2634.2187328989894	2799.0751604479065	2855.6401335330174	3070.7723787540544	2802.5035034886478	2903.929531721824	2933.651676553309	2640.307016284507	2671.75930329694	2965.501657580986	2748.508854439042	2861.6314111181837	2965.1401160351033	2841.280083701884	2217.963845279237
KEGG_CELL_ADHESION_MOLECULES_CAMS	33.94265622946841	-136.9698821598722	-461.00792904270565	587.7418452228048	-6.793156751107745	421.6724484728493	1468.8386406388126	59.410942451124356	-566.2859085570199	40.40746016727462	770.3975874625921	-20.889410975185456	-178.4434028750784	616.3155383535995	-387.33528552586176	375.49371049045476	943.7278737570887	766.8059410324331	584.4230948595559	278.02810244469583	1610.5333466695974	966.3794830895713	1085.8910666067732	875.8810826378249	594.4518534559666
KEGG_CELL_CYCLE	4557.231273459383	4428.439449789308	3934.399716464499	4526.578237526062	4773.555676706548	4741.654080430184	4337.242026389262	4186.422672161858	4433.2983899737155	3470.388044598867	3620.690944530652	4386.356415777487	3471.1460293850578	3742.06593058649	3609.5912846602005	3372.0314953154902	3954.5460627840803	4166.723312155455	3355.884702396108	4181.176070074094	3530.544613590724	3669.015786032798	3646.884702546784	4182.969444675104	3520.440481473628
KEGG_CHEMOKINE_SIGNALING_PATHWAY	921.0756788829749	1152.6761333815975	711.0204706833501	1192.513752243378	898.4928487575689	982.9478484933716	1817.6475987318645	847.8253575145172	758.5769927415859	953.1822055717439	1160.2251035989175	933.2262979793522	1158.0071956807515	1261.6312233214103	1036.6185424518626	1139.994099816795	1236.6506311132252	1345.930120617806	1409.736261303964	1263.4964186062116	1787.8696086697782	1263.5207158203175	1251.4044694061813	1376.2004209691331	1418.3937286236287
KEGG_CHRONIC_MYELOID_LEUKEMIA	5052.350514305492	4948.982471655483	4749.556773300335	5349.98629020025	5172.408964600285	4928.286417905412	5287.610205364326	4565.93481415832	4805.54136583447	4658.539941418205	5409.014785697225	4946.047955884442	4743.8740558019945	4901.612672936524	4628.249836336838	4687.90645959979	4754.246012242667	4993.92018053444	4448.583872802506	5229.1473924139445	5165.978193007657	5242.622915163523	4594.7834818591145	5020.657061949782	5072.143649952144
KEGG_CIRCADIAN_RHYTHM_MAMMAL	2926.161155350159	3494.4528416589637	2524.4514647511496	3868.086701605702	3005.8060719080113	3076.314361546054	4017.367575246177	3446.3208076017927	3913.5380726586336	4306.321954176901	4515.159554949998	3321.081751866712	4097.6106972614325	4130.6821689170065	4113.010435861976	4608.78095521359	3308.5126810830407	4185.20914461541	4752.60996174108	3844.806993406599	4602.361093497269	3503.8623181680887	4058.0202070700907	3303.31077448203	5092.773992498487
KEGG_CITRATE_CYCLE_TCA_CYCLE	4737.8941848250615	4038.459287136131	3884.809544112446	4930.053485129909	4814.969945545601	4874.170960205509	3640.259612373553	5058.139626706836	4750.267988766642	4918.852400815493	4564.838224760453	4678.787313863864	4450.868106994925	4641.960671295068	4193.2664661894105	4627.7539231735755	3675.084977670027	3723.7130903489124	3835.604373704511	4261.0506669024035	3420.6642654617463	3693.6659930918686	3889.335823141426	3583.021468896208	3646.809259997157
KEGG_COLORECTAL_CANCER	4708.203165435389	4736.30373005253	4592.262291773597	4983.88606525258	4956.166019121998	5061.078380191942	5498.9668955662855	4445.690343912751	4550.660691930949	4520.910906902756	5071.9228274532325	4887.547190676858	4751.799930673682	4649.909176385048	4438.112775388616	4422.950219629445	5027.412932568601	5177.810911956085	4687.357360315436	5019.960459658576	5131.83031436676	4958.990817843061	4810.940690138195	4980.916239129665	5038.739162640608
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	-1620.5523134802806	-2015.677789613036	-2919.6704256978337	-815.8164626849757	-1663.433046546791	-724.563571053488	87.95983961744241	-1604.0846926633985	-2213.832172908681	-2302.273533622809	-870.0390939930203	-2532.0269923763235	-2425.4496211194983	-861.5465024401019	-2485.3023368563063	-1854.8866865913387	-965.3567426790905	-682.041747508003	-1305.8402183677317	-1006.0070004798818	-560.5901561439496	-731.24729914005	-553.9728472328006	-1126.9858920971656	-1102.5631360536609
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	3167.3836975488866	2038.8970329921722	2214.2881112072773	2693.5529244933623	2884.3657860949825	2603.810097748019	2192.1163980677265	2158.814078081381	2635.0964851865174	2379.578430489826	2227.183915407233	2568.732402753889	1851.9854831557277	1668.3902369738735	2438.0515841459746	2405.5262900903745	2318.9078038113403	1741.4009220829776	1444.421229986454	2163.76583120728	1479.0667056799502	2336.810666080424	2008.838373337534	1349.3747158280548	1682.345250129374
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-3221.251283229899	-3245.359741717949	-3700.6823937078816	-3045.567084939128	-3362.1453759870583	-3129.285964691703	-2317.546102235361	-3406.2011462298387	-3723.088901626699	-3652.7574669437554	-3001.0494372464436	-3503.406483222274	-3516.556646679637	-3035.857087073683	-3665.8854293510894	-3543.2491708067946	-3163.835634552739	-2852.8580016413953	-3199.9453627987477	-2813.498714789299	-2357.9326439815413	-2898.6781128351613	-2964.1729799324858	-2881.414432487778	-2997.58996722949
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-958.506944541552	-1553.5011610338943	-1184.0608819111349	-1525.2968934294022	-1216.6142732821827	-1299.9579526816542	-1220.7870125113332	-1653.9939851130648	-1291.2211067719982	-1655.466781811714	-1450.2261974453077	-1379.8625289251358	-1329.5938784826603	-1359.6596930551323	-1288.7292246121378	-1268.0259636632709	-1653.8294433979545	-1497.2621295243416	-1843.9347158254232	-1454.515184583258	-1447.7696840607705	-1333.0072624073728	-1889.7187294716823	-1507.3096836178738	-1606.8812749948102
KEGG_DILATED_CARDIOMYOPATHY	1542.4118526317725	1403.37681278516	1393.7979936233369	2066.4938472480317	1297.7251790894225	1543.363803176324	2661.2240696532517	1414.0376068195455	1091.2764272609347	1718.1276110066865	1990.8878043328368	1209.8100493388101	1593.042890138755	1879.0812190255183	1835.138013796326	1489.796126878955	2195.343050413523	2103.957765830757	2175.679923701373	1916.3316523289104	2740.2330794010013	1566.6485501760908	2105.0067976748214	2224.188026609663	1966.119454699996
KEGG_DNA_REPLICATION	4207.478831576973	4203.154835336107	3569.6253085734243	4120.46874959854	4111.626280795688	4409.318086370797	3775.3502933198797	3666.0213449024995	3850.7893738258044	2494.3499958370485	2529.9273437507363	3744.9383934020625	2768.6085114758152	3173.1312553937714	3360.4436830541454	2678.8949209819057	3235.992208932732	3743.7556687120905	2765.377783911945	3554.3031826662136	3238.904121693993	2736.891100709605	2862.9448530467052	4107.506692515502	2861.0260618538014
KEGG_DORSO_VENTRAL_AXIS_FORMATION	3357.9153400815085	3884.771983980567	2469.2268049618015	4264.255845192458	3509.343139020317	3427.768086779519	4005.374180654482	1855.4137772460035	3309.0848158231656	2758.7525628476906	3883.788275730827	3627.985285057586	3093.903418793412	3338.8714431559983	2303.42766982994	3376.11536487368	3240.089092753691	3634.6632620052533	3662.3051333403782	3786.7635127083704	4602.573633701768	4134.148574690675	3190.1765085360657	4029.683942362839	4016.1551827952208
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-4058.688503259452	-4347.318307326892	-3673.820196883188	-4136.765607787598	-3965.1048016878512	-3938.663266317607	-4401.44943265165	-4004.931033492483	-3985.5441190147694	-4056.7177780394386	-4045.4067229679267	-4229.015445666441	-4057.1791417485	-4338.122651999021	-3983.6892599973635	-3826.4269149568017	-4419.007622217643	-4070.748212895138	-4287.77922800953	-3984.0080073869285	-4149.160690779046	-4094.453715585624	-4118.800892532017	-4454.640721013919	-4232.387165874519
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-2305.588579893815	-2883.111665999203	-1477.1616975539064	-2440.290906354864	-2290.455437832299	-2324.8864618211646	-2591.86557979847	-2400.887533226488	-2084.240758282026	-2554.3010650534043	-2777.290020119528	-2388.403410973211	-2543.526228066359	-3074.3273336555703	-2535.331210504786	-2117.930623774111	-2571.5270972478183	-2865.7519492050687	-2764.0988446542124	-2218.2335755820295	-2536.0266014982544	-2583.0493603199247	-2727.805847567791	-2280.2310002793984	-3065.107158044919
KEGG_ECM_RECEPTOR_INTERACTION	2505.1356504529667	2021.9544132369101	1516.3996452096108	3513.342661365963	2735.0890399205146	3354.7459472371265	4418.6010908856115	2392.8187028125394	1594.263687005623	1745.0932739465825	3223.289179204152	1976.8383688568229	1965.6025158561533	2586.0099068868694	1699.563961472939	2302.4928602472082	3341.463043940381	3484.2011481222307	3092.339659628491	2810.725986292733	3842.44459740423	3239.9522702434188	3347.6757998198664	3637.72827163697	3618.0846926881823
KEGG_ENDOCYTOSIS	3316.7750916486148	3635.586379549388	3409.5492161847087	3595.0512410477095	3399.203780868913	3419.2773175706698	4026.745733735299	3392.2861153631493	3225.5882887840035	3557.9765721051335	3737.7499825056857	3493.4739513765944	3687.9876059423077	3626.13287198581	3297.2987917209193	3554.0116788540126	3718.0203745322706	3817.055932329604	3779.474852542844	3947.8089701886893	4198.223758804312	3992.441070891635	3568.2992651771838	3852.4302205778404	3791.2998163271677
KEGG_ENDOMETRIAL_CANCER	4284.073581068244	4649.042504871522	4183.060991238241	4643.785646963568	4396.405478854418	4645.916979296719	5209.159440097967	4079.2455056667313	4264.794604842857	4235.084053645722	4819.494611969074	4475.321190559011	4547.955998160733	4790.083595664086	4470.084935255489	4235.124317796977	4467.856087228845	4744.986118177403	4210.45924729931	4835.159943111179	4932.954750551062	4708.359076992989	4179.239874369969	4648.326114675307	4676.209737553043
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	2652.965317142489	3040.978811525263	2681.5666080045503	3074.989252606103	2939.94296270781	3168.28211541537	3589.589242700509	3089.16649657557	2911.4669211252058	2977.428539620303	3138.888915719095	2902.318292057096	3251.216878660045	3274.461336220551	2556.339022553191	3194.6454850313767	3376.2075717171538	3281.430470416104	3301.631609521328	3224.767567746687	3707.3109737073373	3468.906348264405	3161.041218117225	3443.698433840478	3389.1709125470716
KEGG_ERBB_SIGNALING_PATHWAY	3404.2586201239847	3783.4829371831966	3514.479831527462	3624.1520222508043	3548.8115694725384	3661.2066837908205	3907.4241658092324	3424.933473590343	3475.314380498243	3776.3706973109984	4116.009031919182	3706.793745444622	3915.6066435944704	3984.8020735515474	3839.4659637915374	3590.8772168791875	4122.050178263511	4155.886944884305	3877.863917509263	4180.117720024058	4166.665326244687	4303.1377162573135	3706.80042645078	3923.723963327755	4170.329763852629
KEGG_ETHER_LIPID_METABOLISM	-854.5348013610255	-900.6736960559465	-609.5680656231034	-477.6621562678047	-715.4182403509767	-542.298156365383	-346.19856384936065	-444.75019944889755	-1051.0111078218542	-858.4117689619161	-446.85324087471236	-1000.0326496964681	-820.8921753746927	-584.4395434189228	-755.2039215545083	-440.0788042595141	-727.4678753103071	-801.191278942093	-1017.9653026334254	-596.4761604785836	-587.5498293463825	-554.5366100325555	-524.8246222560483	-981.3816584485794	-919.6707490395584
KEGG_FATTY_ACID_METABOLISM	1962.0411294824225	2273.8423873764114	1881.2305702322283	2065.886385375292	1913.4835982287586	2144.7904002860923	1725.1279720063903	2098.3730515625048	2064.6194363446575	2613.6775714528903	1880.4964057457673	2499.2361967334327	2154.39454228495	2365.946886661468	1750.8929631258834	1991.3246666556788	1715.1881234780794	2151.323399360941	2029.8896697637138	2161.149768606856	2098.2305963106155	2080.9254542898598	1829.517135823682	1770.1333465061962	2081.9786060653496
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1453.2983182505977	1475.798377535737	1482.4974569961942	1442.2859890290292	1391.7698514196109	1483.6737793333505	1921.5616033549504	1264.2201602840596	1442.0394463494868	1546.3068882196858	1612.168850515085	1394.6373566913626	1501.0674574488876	1665.4845980282953	1523.410311475458	1254.1250914303728	1861.88263916112	1741.020864460097	1682.4172509374584	1570.2455726735989	1919.773571259606	2061.3866905430114	1514.21069761352	1747.2933998931057	1728.0204599008612
