"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M1"	"KEGG_PYRIMIDINE_METABOLISM"	"KEGG_PYRIMIDINE_METABOLISM"	"1/98"	"98/5245"	0.845238924326197	0.937141904534841	0.896786511516595	"UPB1"	1
"M1"	"KEGG_ENDOCYTOSIS"	"KEGG_ENDOCYTOSIS"	"2/98"	"181/5245"	0.858386482211777	0.937141904534841	0.896786511516595	"IQSEC3/GRK1"	2
"M1"	"KEGG_HUNTINGTONS_DISEASE"	"KEGG_HUNTINGTONS_DISEASE"	"2/98"	"182/5245"	0.860505652677577	0.937141904534841	0.896786511516595	"DNAH2/COX6B2"	2
"M1"	"KEGG_OLFACTORY_TRANSDUCTION"	"KEGG_OLFACTORY_TRANSDUCTION"	"5/98"	"389/5245"	0.862596525765025	0.937141904534841	0.896786511516595	"GUCY2D/PRKG2/CNGB1/PDC/GUCA1A"	5
"M1"	"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"	"KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION"	"3/98"	"265/5245"	0.880084686289161	0.940073477354909	0.899591844358765	"INHBB/BMP7/AMHR2"	3
"M1"	"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	"KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION"	"1/98"	"116/5245"	0.890571050253325	0.940073477354909	0.899591844358765	"CLDN19"	1
"M1"	"KEGG_LYSOSOME"	"KEGG_LYSOSOME"	"1/98"	"121/5245"	0.900637200575544	0.940073477354909	0.899591844358765	"LAPTM4B"	1
"M1"	"KEGG_CELL_CYCLE"	"KEGG_CELL_CYCLE"	"1/98"	"125/5245"	0.908025517899628	0.940073477354909	0.899591844358765	"MYC"	1
"M1"	"KEGG_CELL_ADHESION_MOLECULES_CAMS"	"KEGG_CELL_ADHESION_MOLECULES_CAMS"	"1/98"	"133/5245"	0.921209303885362	0.942632776068743	0.902040934037074	"CLDN19"	1
"M1"	"KEGG_JAK_STAT_SIGNALING_PATHWAY"	"KEGG_JAK_STAT_SIGNALING_PATHWAY"	"1/98"	"155/5245"	0.948578240344894	0.959481438509778	0.918164055990218	"MYC"	1
"M1"	"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	"1/98"	"213/5245"	0.983455601904834	0.983455601904834	0.941105839143381	"FGF8"	1
"M2"	"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	"KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION"	"19/84"	"272/5245"	3.19275221708947e-08	2.29878159630442e-06	2.25173051099994e-06	"CHRM3/GRM8/GABBR2/GRM1/GRIN3A/GRIK4/CHRM4/HTR1A/CRHR1/GLRA2/AGTR1/GRM5/HTR2C/CHRM2/GRM7/LPAR4/NPY1R/HTR5A/HCRTR1"	19
"M2"	"KEGG_AXON_GUIDANCE"	"KEGG_AXON_GUIDANCE"	"10/84"	"129/5245"	3.36683133812937e-05	0.00121205928172657	0.00118725105081404	"UNC5D/PLXNA2/SEMA3C/EPHB1/EPHA6/SLIT3/SEMA3E/NTNG1/EPHA5/RND1"	10
"M2"	"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	"KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC"	"6/84"	"74/5245"	0.00109437066605707	0.0262648959853696	0.0257273103950257	"DSP/DSC2/CACNG2/ACTN2/CACNA2D3/CACNG3"	6
"M2"	"KEGG_CALCIUM_SIGNALING_PATHWAY"	"KEGG_CALCIUM_SIGNALING_PATHWAY"	"9/84"	"178/5245"	0.00200349812017539	0.0360629661631571	0.0353248352767767	"ERBB4/CHRM3/CACNA1H/GRM1/AGTR1/GRM5/HTR2C/CHRM2/HTR5A"	9
"M2"	"KEGG_BLADDER_CANCER"	"KEGG_BLADDER_CANCER"	"3/84"	"42/5245"	0.0290526179836366	0.418357698964367	0.409794822084979	"DAPK2/CDH1/CDKN2A"	3
"M2"	"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	"KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG"	"2/84"	"25/5245"	0.0599464474391377	0.578553856766307	0.566712111159979	"NEUROD1/FOXA2"	2
"M2"	"KEGG_MAPK_SIGNALING_PATHWAY"	"KEGG_MAPK_SIGNALING_PATHWAY"	"8/84"	"267/5245"	0.0626244803618539	0.578553856766307	0.566712111159979	"CACNA1H/PTPRR/CACNG2/PTPN5/FGF13/NTF3/CACNA2D3/CACNG3"	8
"M2"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE"	"2/84"	"26/5245"	0.064283761862923	0.578553856766307	0.566712111159979	"B3GAT1/HS3ST2"	2
"M2"	"KEGG_LONG_TERM_DEPRESSION"	"KEGG_LONG_TERM_DEPRESSION"	"3/84"	"70/5245"	0.101164393632342	0.660232404012387	0.646718875275292	"GRM1/CRHR1/GRM5"	3
"M2"	"KEGG_LONG_TERM_POTENTIATION"	"KEGG_LONG_TERM_POTENTIATION"	"3/84"	"70/5245"	0.101164393632342	0.660232404012387	0.646718875275292	"GRM1/PPP1R1A/GRM5"	3
"M2"	"KEGG_MELANOMA"	"KEGG_MELANOMA"	"3/84"	"71/5245"	0.10446214335131	0.660232404012387	0.646718875275292	"FGF13/CDH1/CDKN2A"	3
"M2"	"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	"KEGG_REGULATION_OF_ACTIN_CYTOSKELETON"	"6/84"	"213/5245"	0.124986965590527	0.660232404012387	0.646718875275292	"CHRM3/FGF13/CHRM4/ACTN2/CHRM2/TMSB4Y"	6
"M2"	"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	"KEGG_GLYCEROPHOSPHOLIPID_METABOLISM"	"3/84"	"77/5245"	0.12511130454729	0.660232404012387	0.646718875275292	"DGKB/ACHE/GPAT2"	3
"M2"	"KEGG_CARDIAC_MUSCLE_CONTRACTION"	"KEGG_CARDIAC_MUSCLE_CONTRACTION"	"3/84"	"79/5245"	0.132302856986738	0.660232404012387	0.646718875275292	"CACNG2/CACNA2D3/CACNG3"	3
"M2"	"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM"	"3/84"	"83/5245"	0.147107921317274	0.660232404012387	0.646718875275292	"CACNG2/CACNA2D3/CACNG3"	3
"M2"	"KEGG_ABC_TRANSPORTERS"	"KEGG_ABC_TRANSPORTERS"	"2/84"	"44/5245"	0.156123596418538	0.660232404012387	0.646718875275292	"ABCC8/ABCC12"	2
"M2"	"KEGG_TYPE_II_DIABETES_MELLITUS"	"KEGG_TYPE_II_DIABETES_MELLITUS"	"2/84"	"47/5245"	0.173174243984544	0.660232404012387	0.646718875275292	"ABCC8/KCNJ11"	2
"M2"	"KEGG_DILATED_CARDIOMYOPATHY"	"KEGG_DILATED_CARDIOMYOPATHY"	"3/84"	"90/5245"	0.174227995503269	0.660232404012387	0.646718875275292	"CACNG2/CACNA2D3/CACNG3"	3
"M2"	"KEGG_GAP_JUNCTION"	"KEGG_GAP_JUNCTION"	"3/84"	"90/5245"	0.174227995503269	0.660232404012387	0.646718875275292	"GRM1/GRM5/HTR2C"	3
"M2"	"KEGG_GLYCEROLIPID_METABOLISM"	"KEGG_GLYCEROLIPID_METABOLISM"	"2/84"	"49/5245"	0.184706401435541	0.664943045167947	0.651333099799012	"DGKB/GPAT2"	2
"M2"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE"	"1/84"	"15/5245"	0.215335997807648	0.73829484962622	0.723183551534456	"CHST1"	1
"M2"	"KEGG_RENIN_ANGIOTENSIN_SYSTEM"	"KEGG_RENIN_ANGIOTENSIN_SYSTEM"	"1/84"	"17/5245"	0.240341224136276	0.786571278991448	0.770471866848349	"AGTR1"	1
"M2"	"KEGG_P53_SIGNALING_PATHWAY"	"KEGG_P53_SIGNALING_PATHWAY"	"2/84"	"68/5245"	0.297383838056788	0.839432673923388	0.822251303404488	"TP73/CDKN2A"	2
"M2"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE"	"KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE"	"1/84"	"22/5245"	0.299461688431283	0.839432673923388	0.822251303404488	"B3GAT1"	1
"M2"	"KEGG_NITROGEN_METABOLISM"	"KEGG_NITROGEN_METABOLISM"	"1/84"	"23/5245"	0.310728243700625	0.839432673923388	0.822251303404488	"CA4"	1
"M2"	"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	"KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION"	"1/84"	"23/5245"	0.310728243700625	0.839432673923388	0.822251303404488	"CA4"	1
"M2"	"KEGG_ADHERENS_JUNCTION"	"KEGG_ADHERENS_JUNCTION"	"2/84"	"73/5245"	0.327062181104943	0.839432673923388	0.822251303404488	"ACTN2/CDH1"	2
"M2"	"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES"	"KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES"	"1/84"	"26/5245"	0.34346467225792	0.839432673923388	0.822251303404488	"ABO"	1
