pathway_description	pvalue	hub_gene	comparison
KEGG_LEISHMANIA_INFECTION	0.001996007984031936	HLA-DMA	cluster1_vs_cluster3
KEGG_ALLOGRAFT_REJECTION	0.001996007984031936	HLA-DRB1	cluster1_vs_cluster3
KEGG_VIRAL_MYOCARDITIS	0.001996007984031936	HLA-DRB1	cluster1_vs_cluster3
KEGG_N_GLYCAN_BIOSYNTHESIS	0.003992015968063872	GANAB	cluster1_vs_cluster3
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0.003992015968063872	BST1	cluster1_vs_cluster3
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0.003992015968063872	BNIP1	cluster1_vs_cluster3
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0.003992015968063872	AQP1	cluster1_vs_cluster3
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.003992015968063872	ITGB3	cluster1_vs_cluster3
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0.003992015968063872	TALDO1	cluster1_vs_cluster3
KEGG_GALACTOSE_METABOLISM	0.003992015968063872	B4GALT2	cluster1_vs_cluster3
KEGG_PURINE_METABOLISM	0.003992015968063872	POLR1B	cluster1_vs_cluster3
KEGG_PYRIMIDINE_METABOLISM	0.003992015968063872	CTPS1	cluster1_vs_cluster3
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.003992015968063872	TRDMT1	cluster1_vs_cluster3
KEGG_LYSINE_DEGRADATION	0.003992015968063872	DLST	cluster1_vs_cluster3
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.003992015968063872	GGT7	cluster1_vs_cluster3
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0.003992015968063872	PGP	cluster1_vs_cluster3
KEGG_BUTANOATE_METABOLISM	0.003992015968063872	PDHB	cluster1_vs_cluster3
KEGG_RNA_DEGRADATION	0.003992015968063872	EXOSC8	cluster1_vs_cluster3
KEGG_DNA_REPLICATION	0.003992015968063872	MCM3	cluster1_vs_cluster3
KEGG_PROTEASOME	0.003992015968063872	PSMD7	cluster1_vs_cluster3
KEGG_CALCIUM_SIGNALING_PATHWAY	0.003992015968063872	PLCB2	cluster1_vs_cluster3
KEGG_WNT_SIGNALING_PATHWAY	0.003992015968063872	EP300	cluster1_vs_cluster3
KEGG_ECM_RECEPTOR_INTERACTION	0.003992015968063872	ITGA5	cluster1_vs_cluster3
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0.003992015968063872	HLA-DRB1	cluster1_vs_cluster3
KEGG_LONG_TERM_DEPRESSION	0.003992015968063872	PLCB2	cluster1_vs_cluster3
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0.003992015968063872	GNAS	cluster1_vs_cluster3
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.003992015968063872	HLA-DRB1	cluster1_vs_cluster3
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.005988023952095809	PIGU	cluster1_vs_cluster3
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0.005988023952095809	HEXA	cluster1_vs_cluster3
KEGG_DILATED_CARDIOMYOPATHY	0.005988023952095809	ADCY7	cluster1_vs_cluster3
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.005988023952095809	GAMT	cluster1_vs_cluster3
KEGG_HISTIDINE_METABOLISM	0.005988023952095809	ACY3	cluster1_vs_cluster3
KEGG_BETA_ALANINE_METABOLISM	0.005988023952095809	HIBCH	cluster1_vs_cluster3
KEGG_PROPANOATE_METABOLISM	0.005988023952095809	MCEE	cluster1_vs_cluster3
KEGG_SPLICEOSOME	0.005988023952095809	SRSF3	cluster1_vs_cluster3
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0.005988023952095809	CSF2RB	cluster1_vs_cluster3
KEGG_P53_SIGNALING_PATHWAY	0.005988023952095809	CHEK1	cluster1_vs_cluster3
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.005988023952095809	HLA-DMA	cluster1_vs_cluster3
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0.005988023952095809	PTPN6	cluster1_vs_cluster3
KEGG_MELANOGENESIS	0.005988023952095809	GNAI3	cluster1_vs_cluster3
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.005988023952095809	HLA-DRB1	cluster1_vs_cluster3
KEGG_TASTE_TRANSDUCTION	0.007984031936127744	TAS2R20	cluster1_vs_cluster3
KEGG_SELENOAMINO_ACID_METABOLISM	0.007984031936127744	HEMK1	cluster1_vs_cluster3
KEGG_FOLATE_BIOSYNTHESIS	0.007984031936127744	DHFR	cluster1_vs_cluster3
KEGG_RNA_POLYMERASE	0.007984031936127744	POLR1B	cluster1_vs_cluster3
KEGG_PROTEIN_EXPORT	0.007984031936127744	SEC11A	cluster1_vs_cluster3
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0.007984031936127744	RAC2	cluster1_vs_cluster3
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0.007984031936127744	HLA-DMA	cluster1_vs_cluster3
KEGG_THYROID_CANCER	0.007984031936127744	HRAS	cluster1_vs_cluster3
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0.00998003992015968	PGAM1	cluster1_vs_cluster3
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0.00998003992015968	MCCC2	cluster1_vs_cluster3
KEGG_JAK_STAT_SIGNALING_PATHWAY	0.00998003992015968	PTPN6	cluster1_vs_cluster3
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.00998003992015968	PTPN6	cluster1_vs_cluster3
KEGG_BLADDER_CANCER	0.00998003992015968	E2F1	cluster1_vs_cluster3
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.011976047904191617	PLCB2	cluster1_vs_cluster3
KEGG_ADHERENS_JUNCTION	0.011976047904191617	CSNK2A1	cluster1_vs_cluster3
KEGG_GNRH_SIGNALING_PATHWAY	0.011976047904191617	PLCB2	cluster1_vs_cluster3
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0.011976047904191617	GNAI3	cluster1_vs_cluster3
KEGG_PANCREATIC_CANCER	0.011976047904191617	RALA	cluster1_vs_cluster3
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	0.013972055888223553	ITGB3	cluster1_vs_cluster3
KEGG_VIBRIO_CHOLERAE_INFECTION	0.013972055888223553	GNAS	cluster1_vs_cluster3
KEGG_SMALL_CELL_LUNG_CANCER	0.013972055888223553	ITGB1	cluster1_vs_cluster3
KEGG_NON_SMALL_CELL_LUNG_CANCER	0.013972055888223553	SOS1	cluster1_vs_cluster3
KEGG_LYSOSOME	0.015968063872255488	CTSA	cluster1_vs_cluster3
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.015968063872255488	COX5A	cluster1_vs_cluster3
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0.015968063872255488	ACY3	cluster1_vs_cluster3
KEGG_TYROSINE_METABOLISM	0.015968063872255488	COMT	cluster1_vs_cluster3
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0.015968063872255488	EXTL1	cluster1_vs_cluster3
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0.015968063872255488	IPPK	cluster1_vs_cluster3
KEGG_SULFUR_METABOLISM	0.015968063872255488	SUOX	cluster1_vs_cluster3
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.015968063872255488	GABRD	cluster1_vs_cluster3
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0.017964071856287425	CBS	cluster1_vs_cluster3
KEGG_TYPE_II_DIABETES_MELLITUS	0.017964071856287425	PRKCZ	cluster1_vs_cluster3
KEGG_GLUTATHIONE_METABOLISM	0.01996007984031936	PGD	cluster1_vs_cluster3
KEGG_BASAL_CELL_CARCINOMA	0.01996007984031936	SMO	cluster1_vs_cluster3
KEGG_FATTY_ACID_METABOLISM	0.021956087824351298	CPT2	cluster1_vs_cluster3
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0.021956087824351298	AKR1C3	cluster1_vs_cluster3
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.021956087824351298	VAV1	cluster1_vs_cluster3
KEGG_PATHWAYS_IN_CANCER	0.021956087824351298	CTNNA1	cluster1_vs_cluster3
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.021956087824351298	SOS1	cluster1_vs_cluster3
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0.023952095808383235	PDHA1	cluster1_vs_cluster3
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0.023952095808383235	GSTK1	cluster1_vs_cluster3
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.02594810379241517	ACTB	cluster1_vs_cluster3
KEGG_APOPTOSIS	0.027944111776447105	CASP10	cluster1_vs_cluster3
KEGG_PROSTATE_CANCER	0.027944111776447105	EP300	cluster1_vs_cluster3
KEGG_PRION_DISEASES	0.029940119760479042	C1QC	cluster1_vs_cluster3
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.031936127744510975	SUCLG1	cluster1_vs_cluster3
KEGG_GLIOMA	0.031936127744510975	SOS1	cluster1_vs_cluster3
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0.033932135728542916	CHST2	cluster1_vs_cluster3
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.033932135728542916	PLCB2	cluster1_vs_cluster3
KEGG_VEGF_SIGNALING_PATHWAY	0.033932135728542916	MAPK12	cluster1_vs_cluster3
KEGG_ABC_TRANSPORTERS	0.03592814371257485	ABCC5	cluster1_vs_cluster3
KEGG_BASE_EXCISION_REPAIR	0.03792415169660679	FEN1	cluster1_vs_cluster3
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0.03792415169660679	PLCB2	cluster1_vs_cluster3
KEGG_ENDOMETRIAL_CANCER	0.03792415169660679	SOS1	cluster1_vs_cluster3
KEGG_STEROID_BIOSYNTHESIS	0.03992015968063872	FDFT1	cluster1_vs_cluster3
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0.041916167664670656	ALDH7A1	cluster1_vs_cluster3
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0.041916167664670656	CYP27A1	cluster1_vs_cluster3
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0.043912175648702596	HMOX2	cluster1_vs_cluster3
KEGG_PYRUVATE_METABOLISM	0.04590818363273453	ME2	cluster1_vs_cluster3
KEGG_MAPK_SIGNALING_PATHWAY	0.04790419161676647	ARRB2	cluster1_vs_cluster3
KEGG_ENDOCYTOSIS	0.04790419161676647	TSG101	cluster1_vs_cluster3
