pathway	P.Value	adj.P.Val
KEGG_BLADDER_CANCER	3.4673921356675656e-49	9.484337312267164e-49
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	4.400093444191518e-49	1.1861121458255397e-48
KEGG_HUNTINGTONS_DISEASE	5.784720383515446e-49	1.5370828447626756e-48
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	2.816948106131796e-48	7.379610531556536e-48
KEGG_LONG_TERM_DEPRESSION	5.181592846632292e-48	1.3385781520466755e-47
KEGG_PROPANOATE_METABOLISM	7.940085843511988e-47	2.023090365607164e-46
KEGG_PURINE_METABOLISM	1.9407955978875497e-46	4.878215962257896e-46
KEGG_ALZHEIMERS_DISEASE	2.1836137988529746e-46	5.415362221155377e-46
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	3.507523185621401e-46	8.584201480599745e-46
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	2.0603219231628215e-44	4.976881528679024e-44
KEGG_GLYCEROLIPID_METABOLISM	3.118957261758877e-44	7.437513470348091e-44
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	3.7201236163230523e-44	8.758772058684655e-44
KEGG_CELL_CYCLE	4.547434982237961e-44	1.0572786333703262e-43
KEGG_LIMONENE_AND_PINENE_DEGRADATION	4.643341925899025e-43	1.0662488866879241e-42
KEGG_RNA_POLYMERASE	1.35289670117377e-41	3.068765688028307e-41
KEGG_TYROSINE_METABOLISM	6.02605483637696e-41	1.3504171079109811e-40
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	6.628350629350845e-41	1.4677062107848301e-40
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	6.834634970680706e-41	1.4955789465254252e-40
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1.3748649651530595e-40	2.9735451571915005e-40
KEGG_BETA_ALANINE_METABOLISM	1.4215498464721271e-40	3.0391755338369614e-40
KEGG_PROTEIN_EXPORT	5.2980945317672614e-40	1.1198245260326258e-39
KEGG_PYRUVATE_METABOLISM	3.5158595888585825e-39	7.347751500311196e-39
KEGG_PRION_DISEASES	1.1378139022986767e-38	2.3514820647505985e-38
KEGG_CITRATE_CYCLE_TCA_CYCLE	1.420909209199675e-38	2.9042759660564784e-38
KEGG_CIRCADIAN_RHYTHM_MAMMAL	3.4253017664964186e-38	6.925066614873195e-38
KEGG_PARKINSONS_DISEASE	5.648692640439716e-38	1.1297385280879432e-37
KEGG_APOPTOSIS	9.377742407361591e-38	1.8555958380524e-37
KEGG_LYSOSOME	2.2254005546154945e-37	4.357100033247179e-37
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	2.76626756149323e-37	5.359643400393133e-37
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	3.1769817671381595e-37	6.091944419460801e-37
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	3.3776462889727813e-37	6.410634793356504e-37
KEGG_NUCLEOTIDE_EXCISION_REPAIR	4.287448703013356e-37	8.055206654146305e-37
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	5.186395112322786e-37	9.646694908920382e-37
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1.6302435054148557e-36	3.002230613932309e-36
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1.578774879287593e-35	2.878942426936199e-35
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	4.171353353066529e-35	7.532735181265771e-35
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	4.3195081325484455e-35	7.72527416013472e-35
KEGG_ONE_CARBON_POOL_BY_FOLATE	4.81296283820465e-35	8.525819884819665e-35
KEGG_DILATED_CARDIOMYOPATHY	1.3643154502798042e-34	2.3939874882268264e-34
KEGG_CARDIAC_MUSCLE_CONTRACTION	3.5756592012764118e-34	6.215631882592641e-34
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	6.089876208126981e-34	1.0488120136218691e-33
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	6.946232486252292e-34	1.1853204059109415e-33
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	2.0942766422062514e-33	3.541231413185116e-33
KEGG_ECM_RECEPTOR_INTERACTION	2.7402875838061342e-33	4.591833248540008e-33
KEGG_P53_SIGNALING_PATHWAY	1.0397295898774151e-32	1.7266937831892788e-32
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.9688513712896113e-32	3.240764204069626e-32
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	5.88585178949908e-32	9.603231867077445e-32
KEGG_TYPE_II_DIABETES_MELLITUS	8.170089597167478e-32	1.3214231870201312e-31
KEGG_PRIMARY_IMMUNODEFICIENCY	1.1539149072636067e-31	1.8502428685433694e-31
KEGG_HEMATOPOIETIC_CELL_LINEAGE	7.87268986107613e-31	1.2515558240685129e-30
KEGG_PYRIMIDINE_METABOLISM	5.737162597866443e-30	9.043324094942021e-30
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	1.4142136394969875e-29	2.2104515709784848e-29
KEGG_OXIDATIVE_PHOSPHORYLATION	1.4541416840109647e-29	2.2539196102169955e-29
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	2.894539487419175e-29	4.4494573938840216e-29
KEGG_BASE_EXCISION_REPAIR	7.787484839674669e-29	1.1872722788356463e-28
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1.9381342003651988e-28	2.930837083479081e-28
KEGG_FATTY_ACID_METABOLISM	9.773041289911008e-27	1.465956193486651e-26
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	2.4979863304088647e-26	3.7170036596483906e-26
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	7.763750682502007e-25	1.1460774817026773e-24
KEGG_ABC_TRANSPORTERS	1.4133042757253822e-24	2.069878703030875e-24
KEGG_MISMATCH_REPAIR	1.5676388870583101e-24	2.277975257756607e-24
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1.713752371185721e-24	2.4709917910119698e-24
KEGG_BASAL_TRANSCRIPTION_FACTORS	3.840770839781789e-24	5.495256739995483e-24
KEGG_BUTANOATE_METABOLISM	5.986317837593969e-24	8.49965738772884e-24
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	6.2197166224779746e-24	8.764146149855328e-24
KEGG_PROTEASOME	7.394115653597501e-24	1.0340642944128836e-23
KEGG_AUTOIMMUNE_THYROID_DISEASE	1.3109311028968568e-23	1.8196506353642937e-23
KEGG_PENTOSE_PHOSPHATE_PATHWAY	1.8111769058823932e-22	2.495399292549075e-22
KEGG_HOMOLOGOUS_RECOMBINATION	7.029643110156242e-22	9.614070724184272e-22
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	1.421654804932206e-21	1.9301298811488344e-21
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	1.0309841513185587e-20	1.3895873343858835e-20
KEGG_TASTE_TRANSDUCTION	2.456870931737461e-20	3.287611462612717e-20
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1.1889442268096728e-19	1.5750402466005513e-19
KEGG_PEROXISOME	1.1939821224229985e-19	1.5750402466005513e-19
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1.566720488805366e-19	2.0521831754774513e-19
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	1.1605577695712743e-18	1.5095366793024967e-18
KEGG_ARGININE_AND_PROLINE_METABOLISM	3.955488517801791e-18	5.109172668827313e-18
KEGG_RENIN_ANGIOTENSIN_SYSTEM	1.8994367085724954e-17	2.4365188123757525e-17
KEGG_ASTHMA	2.27674607419731e-17	2.9005121219226e-17
KEGG_PHENYLALANINE_METABOLISM	8.163562102704368e-17	1.0329405109544303e-16
KEGG_NITROGEN_METABOLISM	8.352261592400308e-17	1.0496761190449036e-16
KEGG_OTHER_GLYCAN_DEGRADATION	8.4445599410335e-17	1.0541531201558597e-16
KEGG_GALACTOSE_METABOLISM	1.0756641958500752e-16	1.3338236028540934e-16
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	2.477603381872676e-16	3.051882311445813e-16
KEGG_DNA_REPLICATION	9.203178070954687e-16	1.1261783692089287e-15
KEGG_SPHINGOLIPID_METABOLISM	1.5716466099463338e-15	1.9106292120916215e-15
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	1.3614438829063279e-14	1.6443413131206297e-14
KEGG_O_GLYCAN_BIOSYNTHESIS	2.187190650975726e-14	2.624628781170871e-14
KEGG_HISTIDINE_METABOLISM	4.891175324728957e-14	5.83178596409991e-14
KEGG_BASAL_CELL_CARCINOMA	8.227326726135793e-14	9.747024019498455e-14
KEGG_SULFUR_METABOLISM	7.412454906700395e-13	8.726054510419452e-13
KEGG_TRYPTOPHAN_METABOLISM	1.5874470390884412e-12	1.8570135174242143e-12
KEGG_CALCIUM_SIGNALING_PATHWAY	2.5810573772725495e-12	3.000479201079339e-12
KEGG_STEROID_BIOSYNTHESIS	8.381506466666993e-12	9.682982626087333e-12
KEGG_ETHER_LIPID_METABOLISM	2.153382576038468e-11	2.4724022169330558e-11
KEGG_JAK_STAT_SIGNALING_PATHWAY	9.891720476703994e-11	1.1287484715748116e-10
KEGG_HEDGEHOG_SIGNALING_PATHWAY	1.5244854512431768e-10	1.7289895971416517e-10
KEGG_FOLATE_BIOSYNTHESIS	1.9254850479351972e-10	2.1705467813087676e-10
KEGG_GRAFT_VERSUS_HOST_DISEASE	6.310695943214148e-10	7.071020755649587e-10
KEGG_RIBOFLAVIN_METABOLISM	1.7569408377329243e-9	1.9568323102893646e-9
KEGG_REGULATION_OF_AUTOPHAGY	2.119406583396399e-9	2.3464858601888706e-9
KEGG_ALLOGRAFT_REJECTION	5.29432742483896e-9	5.826892905444063e-9
KEGG_VIRAL_MYOCARDITIS	2.827153056166505e-8	3.093238049688059e-8
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.2682633282228231e-7	1.3795144973651762e-7
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1.6075417309740032e-6	1.7383881509370033e-6
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	4.5958291756455515e-6	4.9411805009830785e-6
KEGG_GLUTATHIONE_METABOLISM	2.2665636015715335e-5	2.4228783327143976e-5
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	4.994701329397596e-5	5.308653984388303e-5
KEGG_CELL_ADHESION_MOLECULES_CAMS	6.127284020868452e-5	6.475425158417797e-5
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1.4693523648673154e-4	1.5440651969792128e-4
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	8.701283991699659e-4	9.092352935146836e-4
KEGG_PPAR_SIGNALING_PATHWAY	0.0025063259028559855	0.002604338647660409
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0.004042476747661892	0.004177225972583956
