pathway_description	BS_8ZP3CBQA	BS_E4F1D721	BS_0QYS36NR	BS_1J2WQ08M	BS_196BBNEJ	BS_6H1C1ME9	BS_4T0HPZDC	BS_WRHDP7WF	BS_XQYHPBFS	BS_KXMYBQ6N	BS_MA2T7ET1	BS_JHGW42S6	BS_RHD7XPNP	BS_RGPSEMHC	BS_PJPGVD62	BS_J8VX4D17	BS_8RHPJ740	BS_CXVJK2FY	BS_T1DVKKJB	BS_V4W81SFC
KEGG_ARACHIDONIC_ACID_METABOLISM	-0.06064448075228666	-0.033379408587947884	-0.023492813683002094	-0.07023480422900048	-0.06070358467589973	-0.061522188508219174	-0.033286238255877176	-0.05484212582666015	-0.046200967839814734	-0.054337559087590276	-0.07496743264458976	-0.0630466683598212	-0.04646268855050295	-0.03308498462116829	-0.008975252639716482	-0.06498784009123201	-0.07011286718923423	-0.08019788033550192	-0.09913134068736235	-0.09530045895874202
KEGG_ARGININE_AND_PROLINE_METABOLISM	0.18548538156933791	0.15185633712375782	0.17570914542349317	0.16542585365182175	0.18138358002370605	0.17239639973493773	0.17618708060426225	0.17501077524403974	0.16217968855272324	0.16038217022354526	0.1994353756067054	0.17493267234719562	0.16042708714257067	0.17068710360338946	0.17300100093373819	0.17439792120857434	0.1938474582247421	0.16023074648315896	0.15576949446952323	0.166463041346926
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	0.14005901815882585	0.1359519096050264	0.1424943915997589	0.16334532586069797	0.1312443296049448	0.13476525522149507	0.12854863428390229	0.1409171472335561	0.12840004829185367	0.11662334481124698	0.11452877078016328	0.13985593613425293	0.11235214420119018	0.12067275123021635	0.1029969638672939	0.12235238557361075	0.1425074727652317	0.07485944058183439	0.09310626823805215	0.14769894660561864
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-0.166085944926073	-0.18075426554368562	-0.16346247421246346	-0.16814122782476	-0.16514812506109142	-0.16427282158052872	-0.16452726813715193	-0.154347142831142	-0.15720630502712024	-0.1618134061485956	-0.159212784033806	-0.1678257928848852	-0.1654081895821649	-0.1712133640785581	-0.16966554031078437	-0.16485703596904244	-0.16339332954919195	-0.16860845341276257	-0.1989008054599166	-0.17627043999397782
KEGG_ASTHMA	-0.041456959447123194	-0.05073145733898373	0.11949838621958515	0.07089619699916809	-0.04711141680296126	0.03911040392828003	0.11582456041950558	0.06870103052903573	0.0728244434099894	0.1043233152805672	-0.022158086927037524	0.07240192161261877	4.672742461392991e-4	0.09790915547267046	0.07523055887938686	0.06494276822357209	-0.008173254027401062	-0.017259697831532927	0.03431429281697008	-0.03925063791550166
KEGG_AUTOIMMUNE_THYROID_DISEASE	-0.06618950832920673	-0.06775736868305304	0.03525348518028957	0.004895590051622402	-0.0771921774747814	-0.018014630942571802	0.033806964471529706	0.006400210817816263	0.0042188276356151765	0.03239779166990401	-0.04507808319990321	0.02146774792601344	-0.03972159668310446	0.025831806467294764	0.020594153974926397	-0.0015148262990958305	-0.04101803629794731	-0.060634067431420566	0.0032590457640988865	-0.08359586302891146
KEGG_AXON_GUIDANCE	0.1555936280471546	0.13505859629012715	0.1766100587951036	0.18840962264110164	0.1656609155854563	0.14581901733825317	0.1677097223814002	0.164796366415589	0.1592371368382299	0.15555676574601573	0.14951617240729342	0.15777883588456104	0.14805879771389654	0.1459189029083398	0.15374616420307907	0.15396364649643718	0.16114258331762019	0.19620997232889062	0.19177629147436798	0.17126093559521763
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0.14282270776307956	0.14815285371629588	0.21426698170619124	0.19438550610071056	0.14771738435061194	0.16662618744089933	0.20364375410105615	0.17509240119213276	0.1706157369621496	0.1849983728403503	0.13700692633298373	0.14728612304468158	0.13276444631150822	0.18631201431273128	0.2580826055873715	0.14686355840096363	0.14054173349078583	0.1729843658170918	0.16506277937697217	0.1670533952370835
KEGG_BASAL_CELL_CARCINOMA	0.0768716788096409	0.03813880139734679	0.06641072438778234	0.09339713739041748	0.11020058221796623	0.035066285729925366	0.06161911222919541	0.06895956957245493	0.055120578503237164	0.04962627784841959	0.05384261091724057	0.044494823110324204	0.08512252378201092	0.021674619230053982	-0.007767550384517852	0.074554094578385	0.07131088063621009	0.10586453036250003	0.11156428742446549	0.05391258129815377
KEGG_BASAL_TRANSCRIPTION_FACTORS	0.11757231697506008	0.1489196765770382	0.08614852904851908	0.1229306023023591	0.1055322743435431	0.13531543212774874	0.09528187957435216	0.11744325557772978	0.13200902639675355	0.10628456281362222	0.11449586392767203	0.1102069399000456	0.1054496731056198	0.10359705448612205	0.0831294110827349	0.113869008246848	0.1335146378914484	0.15428179285448418	0.12977231863080174	0.145319616666746
KEGG_BASE_EXCISION_REPAIR	0.20497938929703058	0.17263955000315823	0.20756652773596512	0.2248477957904325	0.2043294186898211	0.18097761716963176	0.1929120656660063	0.16704708398809073	0.17831187135977145	0.20914924326434373	0.20580319130119704	0.1705261424875824	0.18131214651219404	0.18191126177610825	0.19003379496349124	0.20997376287398364	0.20484309417373625	0.1920582673081292	0.19362446353401888	0.21651135216857748
KEGG_BETA_ALANINE_METABOLISM	0.1499877570062559	0.134852511699616	0.12033242982706166	0.1432539530906423	0.12571828783583577	0.13433073855591116	0.1397880111810615	0.13911984687834594	0.17211682873253162	0.11482692035241912	0.15027300787041592	0.1257631738740232	0.12404117158080044	0.15573621376744226	0.12705350033675908	0.11494385884351821	0.12952927486493152	0.11254907888693359	0.1180599003140608	0.1263266550061476
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0.20408159023930592	0.16915108991336747	0.18316229468039935	0.17663982830361963	0.20545721114414284	0.20821587282768958	0.18348056305493315	0.22616704879258448	0.1823406211575927	0.1465021493172193	0.19978933345031386	0.19202674447259235	0.18463721758895343	0.17748729652079404	0.20091063177800988	0.18936845861741258	0.22278525267749705	0.15686966059292287	0.19835934384514145	0.2456398578266384
KEGG_BLADDER_CANCER	0.23685047644206714	0.2333144450738832	0.2766110525860165	0.27980680622406584	0.23543363115134716	0.24154911727316342	0.2670195570245047	0.2574052514684942	0.2590944783029035	0.2715049550414088	0.22602412364697302	0.2442013116307117	0.2309940857118993	0.22260339737362933	0.27670466234740226	0.2657802554883194	0.25181856769025485	0.26090536204122505	0.25063379368983646	0.2667761033256775
KEGG_BUTANOATE_METABOLISM	0.11646472848529735	0.14996790814618213	0.07739812184003994	0.08329655658652217	0.1366957865107039	0.07940435857760111	0.08712595657655493	0.10527737475835373	0.11047821094519374	0.09590074311190054	0.15493612073954113	0.11678572171953158	0.11595394604932753	0.09340991303741	0.06715029264069847	0.09545754801325343	0.09776242205644173	0.06278018073202424	0.10491112246699086	0.12147666929991235
KEGG_CALCIUM_SIGNALING_PATHWAY	0.003492870448825993	-0.02004474014335791	0.013147433646092799	-0.01161778115658256	0.011528286731202412	-0.01172093779229776	0.015137227239673588	0.010525836542240515	0.0022361240537451155	-0.008255167563111012	-0.008728504189053292	-0.002683814042761449	-0.008026537540527113	0.0076956574833531065	0.009064934594093603	0.0031952205527791934	-0.00382213771935027	0.004901552811294803	0.010786907987998449	-0.021331996635938547
KEGG_CARDIAC_MUSCLE_CONTRACTION	0.19001190114165456	0.1710416075670277	0.1744304034882956	0.17731128472153393	0.17481104292134403	0.17422150433744146	0.18056310771752804	0.17612243670267572	0.17510668150862585	0.16111271471295838	0.15250106943736408	0.17807454152205116	0.17203670757647266	0.17180439056549526	0.1588669094883654	0.17983454317851025	0.1787907971381226	0.16536021875845427	0.15805843220959565	0.1857766895834421
KEGG_CELL_ADHESION_MOLECULES_CAMS	0.09137799064324956	0.08472728453988711	0.16566967178059053	0.14440987443204473	0.10997716985018843	0.10804906712633759	0.14677751372086512	0.1338567321624721	0.12018177657849798	0.14885410134447408	0.09293206534322392	0.1404201047870419	0.10554541538271262	0.13908307725166025	0.11946496862972258	0.11290369179791843	0.10401640755336412	0.07873485001571878	0.09622012411335995	0.0924880008477716
KEGG_CELL_CYCLE	0.16187100470472898	0.1910408576438264	0.1919453155407404	0.21104194680932586	0.1769356462424542	0.17570821507100742	0.18368103852888917	0.16906597454398817	0.1776779451910096	0.19911692227812178	0.17409016667575009	0.1613460305714322	0.16370917179246924	0.17038456097943178	0.1578112282792159	0.1775393671365891	0.1873956602744626	0.17950109181093815	0.1891431833703142	0.23574531413449007
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0.06280673088666362	0.08601494863934346	0.1556312467576205	0.1125676382478095	0.07971158188922	0.09724983530368946	0.13923325602869835	0.11964187623842322	0.10823298087492084	0.12042209283895426	0.07613758089899188	0.07789544613889568	0.08199681087008856	0.11395906165143517	0.17949082040898148	0.08564690548993817	0.08135865263540057	0.08407458060208155	0.09026756058639908	0.08252458177026281
KEGG_CHRONIC_MYELOID_LEUKEMIA	0.2699784512876866	0.27625238873885294	0.3009958075405863	0.29890593506248436	0.2766984253259089	0.2844138608500279	0.307460092235891	0.2919764441799101	0.2892442058398661	0.2887438761552821	0.2861307726510345	0.26907107244805517	0.2568735844375516	0.2904111786580233	0.309343220632173	0.2838069119566595	0.2825675151308781	0.2912170027476005	0.2759674925249416	0.29725975530105825
KEGG_CIRCADIAN_RHYTHM_MAMMAL	0.2920732553928718	0.3023102943613375	0.3010957907336603	0.23741107596092098	0.3320594951652766	0.33649731174554304	0.3251651603099015	0.2789983438817047	0.2722365866958561	0.28260072478316195	0.2928205689113434	0.35471826097388254	0.3552663154281258	0.287893523007871	0.3360881797260245	0.3179540184494962	0.3386089966426552	0.25247472647661484	0.33708779482043055	0.2584103655201845
KEGG_CITRATE_CYCLE_TCA_CYCLE	0.3215788260778328	0.34350417240219266	0.28531006562853395	0.29395625824410815	0.284417871779831	0.3202402892240751	0.2922564835024522	0.3075892284191802	0.2987709119703739	0.30672636686781773	0.32066937346102264	0.3088887924375306	0.3148933540416471	0.29668555345356185	0.2627215373514574	0.26785342035815835	0.3316462020069863	0.24244929452833847	0.25689332094273104	0.3148206494093364
KEGG_COLORECTAL_CANCER	0.2945035281039483	0.28128591048869395	0.29776993679232966	0.30494492775287896	0.2950774755063594	0.28764156510294314	0.30199215969139653	0.3095065765882366	0.30317933507067213	0.2835939737968761	0.27249596758446054	0.2853796690224179	0.285547021354071	0.29843701848932863	0.29595128467118137	0.29346988769662014	0.2822971432181999	0.2920342071533135	0.27097931362464955	0.31266815286403915
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0.06267265270140561	0.0780334666824165	0.1621788399691057	0.12488475150970156	0.02714240078306453	0.06207690646407437	0.11018678150494879	0.09262893470244567	0.07915704236958597	0.08413575935609419	-0.023783425801604027	0.09616852152966997	0.06237496658953133	0.12548221591957537	0.12187867942054657	0.05665433907314636	0.07127481015975945	0.016121877502103085	0.011224153071270723	0.012208531090543996
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0.16093481576399093	0.13428926414059547	0.15174414810126832	0.1728831900594824	0.13967513580614507	0.15932348290245166	0.15173324083191933	0.1343166337967736	0.15275788398742415	0.15194113302564424	0.17732780469777282	0.13497336133254412	0.11994892201915006	0.13550214319089293	0.14268258293963937	0.13550120780350305	0.17181039173499174	0.14057429446494968	0.15165097613827783	0.16769274001637205
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-0.13249152079898333	-0.08231461360657805	0.003971812567806591	-0.05444457749726715	-0.107806113414154	-0.10031950757885714	-0.02641845288069466	-0.04299339205060971	-0.08170777879154523	-0.03435830350931583	-0.1165584472416619	-0.10516165846732088	-0.09757323660663134	-0.06522309357953937	0.006865420253663975	-0.09015972560333699	-0.09528374453909368	-0.10653599592328249	-0.0903362361480064	-0.10774430372698811
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	-0.03948789029029907	6.765623154428036e-4	0.05481314808616239	-0.012871045563986544	-0.023512355329335686	-0.008595370503151577	0.031820023911850306	0.01613836021075821	-0.04184199217499491	0.041116411006809385	-0.033024582041027546	0.0013396743745483172	0.0015354629401490327	0.007328422138058837	0.06122565609398136	-0.015669456159577818	-0.03218708302936291	-0.0035650576068336952	-0.013234377175921486	-0.009356885153289318
KEGG_DILATED_CARDIOMYOPATHY	0.1082050269338612	0.09268828367444557	0.11876264698850729	0.12114973806427456	0.0960362451035747	0.09741323138923845	0.1032333805242685	0.10905994472984973	0.09960699763579434	0.08040900222541128	0.07019348574906999	0.09033853422149021	0.059737073562654175	0.10159592271590087	0.07823384137188504	0.09287536376387728	0.09904374470781768	0.04578625596906311	0.04626599778345077	0.10082945417310764
KEGG_DNA_REPLICATION	0.13115744128471943	0.11303091385641416	0.14823585106026085	0.19208835243294203	0.13506274821001032	0.11149271236760591	0.12396158334729507	0.11145440504946166	0.10918335733882198	0.16048371167627268	0.1351653102291531	0.0827334840669722	0.10251348037311438	0.09925643089697624	0.07701108099265332	0.12314045878403991	0.1291473257236699	0.11051230384736511	0.12348306749532903	0.19696361052391276
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0.1650059371703012	0.14904463477539207	0.1714830568214673	0.16267689177786243	0.17128924869719592	0.1570520930864549	0.1996100066303327	0.19786994671991562	0.1904175943915002	0.1698501658816303	0.16562389973221925	0.1703786741356962	0.15356709785263453	0.1731886145689337	0.18848153076166707	0.1642907001464685	0.17087117012954742	0.1647188928450533	0.13687411512756933	0.16621109121383076
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-0.10402089055693568	-0.11904734745312724	-0.1282336725542984	-0.14794529913853352	-0.11074705497198786	-0.1547868598288663	-0.13454535531099218	-0.14462836171321047	-0.13609213102355097	-0.14918305540045051	-0.1360653395123429	-0.09762816557610424	-0.10792885266892785	-0.12372310149459072	-0.14139896110268285	-0.15478096108546993	-0.1399492673606328	-0.15561887232864804	-0.17249406279161303	-0.17354673844087434
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-0.1282820586275187	-0.13450069666802136	-0.09096286989518194	-0.10672796139130596	-0.15143426649760597	-0.10555887397514561	-0.10435879212159434	-0.13381081497948102	-0.13065332425199952	-0.0916680510280876	-0.1305692681623871	-0.11469534672599122	-0.1347588406673156	-0.1235957506732508	-0.0898505435412148	-0.13143164608802596	-0.12655755909938138	-0.1383894172470469	-0.13544132180583252	-0.12592406112506177
KEGG_ECM_RECEPTOR_INTERACTION	0.17347694960853957	0.16440340162173814	0.24495646989388264	0.25360721050386736	0.16472802992286398	0.165739019295408	0.18105652079712273	0.1927154419963814	0.18030508514913274	0.21858320033155437	0.15187280289587127	0.20580337086496142	0.15675554887147608	0.1643552195734394	0.18253325393592873	0.1773718823130556	0.18519858250767574	0.14165945827321588	0.12801669719156705	0.1851236522790983
KEGG_ENDOCYTOSIS	0.2120815859677565	0.2086292289716041	0.23054327734503663	0.22184980699203607	0.21817386552350432	0.22128186218194196	0.2298662744236258	0.22195568867504775	0.22190115097565877	0.22504235920012064	0.22123147151529657	0.20611168631090288	0.2043742246885745	0.21278971229076019	0.2403555269319645	0.22080992033338356	0.22190413449504334	0.21740523908396495	0.2189331108036359	0.21642942987231692
KEGG_ENDOMETRIAL_CANCER	0.2893649531416449	0.26527494734236673	0.27701818113683313	0.2719416352810871	0.2998792834715987	0.2854260069923776	0.2805238421231299	0.29364251005272574	0.2873502540681492	0.2679233260467636	0.27565403751527806	0.2825994908296296	0.28083158834957067	0.2767330719995571	0.2864760963621056	0.2889230689337012	0.2714337667790094	0.2966899175286242	0.2985798147544582	0.28330144727988515
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0.21783067023271557	0.23105482572577118	0.26176789414649276	0.24761369754639279	0.21745091572198205	0.24687718394375657	0.2680208148403284	0.25622752726677045	0.2509370617162896	0.2349399128295578	0.21341654637862734	0.21303567989234612	0.20811975613357006	0.23285208714275935	0.3027837028256081	0.225807805832592	0.23720985530000172	0.22396650769874174	0.25887861401487866	0.23696354612463333
KEGG_ERBB_SIGNALING_PATHWAY	0.20210648929984357	0.18282725881716608	0.20647050801570294	0.1860820881979793	0.21234660439230293	0.20857799078552247	0.21667082373852747	0.20787935974630808	0.2172987236277917	0.18361705935106	0.20062021135235594	0.19624796183665225	0.19572271293696789	0.18956485808827706	0.21817070753373813	0.20418105062323422	0.20108943936634044	0.21238166913644774	0.23083320888988854	0.20700192687166302
KEGG_ETHER_LIPID_METABOLISM	0.016939173839577742	0.021085749713668132	0.04577091787424521	0.027374268527207507	0.021008484859802633	0.04982600365342039	0.046960686400736855	0.022377271770067642	0.051031274660018916	0.020754805587310906	0.02951615526657547	0.023468244786218173	0.022792858075164096	0.07875135889035413	0.06182345912999345	0.005489598660498953	0.02548491995370138	0.029496235588564904	0.021682185017098916	0.03713956734428135
KEGG_FATTY_ACID_METABOLISM	0.17899847810208208	0.1646795828571419	0.16448358949928196	0.1601353682617361	0.18140775168522147	0.14552505205791177	0.15673113740103964	0.1752904880734825	0.16806611295695784	0.13525679030003204	0.17164200268233545	0.16651797720176992	0.16556426681249026	0.1681979374860761	0.1487371065239502	0.15590714458815852	0.1487711836276151	0.16830771359731184	0.1760710250732868	0.18403251467904827
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0.07949055447944078	0.09072303003567818	0.1289411454682714	0.11447929175940745	0.08676190270787766	0.10587981506198971	0.1284814196924161	0.10628266480422753	0.11279614318008649	0.09966442137180513	0.06933767051006647	0.08174685471375608	0.07929203801026176	0.128231823017757	0.1812046157239343	0.07773523094064246	0.07154239586913454	0.10152574748322496	0.09870909286259678	0.09548482969326605
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0.2090637515341116	0.1988259339528501	0.27233361442401294	0.2573327488158965	0.2228080925943937	0.22625100499493828	0.27183214149468204	0.23855375560741926	0.2377263236915067	0.23652263280942418	0.1971422613520991	0.22118149038022042	0.20523121541164674	0.2601937048048575	0.3023744333209014	0.2196860269035085	0.2069490862125968	0.20775991316604253	0.22316854156280447	0.23757743529726655
KEGG_FOCAL_ADHESION	0.23400980501865803	0.21475238434477797	0.26691082080034123	0.2717701162439632	0.22294149662444948	0.2277852145011419	0.24641644470131685	0.24416752111375625	0.24127184597208975	0.24710341440437678	0.21691236351400225	0.2406020434569409	0.21408029861133962	0.22820350686321908	0.24960728816751843	0.22416044453693015	0.23304676827025128	0.2212471877935225	0.21386874185922647	0.23241383794125747
KEGG_FOLATE_BIOSYNTHESIS	0.01564048502244804	4.5731230953905484e-4	0.06417918338317433	0.037383693198507414	0.00606853940776654	0.025524115059190007	0.018603786030267307	0.07545876948933836	0.02167177984415381	0.03944439775863224	0.021159688466382297	-0.007824631459492207	0.015153269262095386	0.030365488168390842	0.0682659632589708	0.032485870863014965	0.049945829699517615	0.007464402586318406	-7.946385229678128e-4	0.053759074011294025
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0.20396037005617418	0.1366082989562195	0.18973918674556076	0.19314230734305227	0.20227714982599274	0.2173914451838244	0.21724155788594485	0.18443741564076807	0.19721481795254037	0.16621739327288618	0.18059263386233634	0.18937298198611435	0.19510257535289	0.161257993441615	0.22212115741004432	0.18031283344751867	0.21882256968017977	0.18681612448042553	0.20384205608647066	0.18055385054168974
KEGG_GALACTOSE_METABOLISM	0.20672331947804973	0.1629980624601774	0.22227054800969387	0.2325791248352217	0.18234957264251353	0.17888375201854403	0.21836606846663942	0.1815798804863884	0.1932736237778726	0.184057246194857	0.17394055549886173	0.16366844915329873	0.17166002584865717	0.169157717999299	0.23021948218567193	0.19336921417148362	0.21263548389245035	0.12492415737381869	0.17683392232754147	0.20140338506484098
KEGG_GAP_JUNCTION	0.15635533496127446	0.14055517186961536	0.1661181699202405	0.16188055073705657	0.16767433719541108	0.16103724847009196	0.1747914041339491	0.1726256368115552	0.17092807087971837	0.16217791878863366	0.16861045038440492	0.14594492796852046	0.13610650373474178	0.15671476637085177	0.1564375052772367	0.15195324726252957	0.15425505282155064	0.16101388261888314	0.1618921178357646	0.15269278664429312
KEGG_GLIOMA	0.19916408319962708	0.19580127830987315	0.21851473405079405	0.2220380724742665	0.21104928864781491	0.1973332278953697	0.21611317901413435	0.20206751576494586	0.21490685004697568	0.21422041999213892	0.2299888280857835	0.19893629320306536	0.19247228231557936	0.21389636084244962	0.23018218379829813	0.20174631797698628	0.19408946019532977	0.22507008993519154	0.23050636818084025	0.21608543204334227
KEGG_GLUTATHIONE_METABOLISM	0.22334867856432683	0.20984236806501635	0.23374707076431583	0.22517684146078423	0.21508572636647794	0.1868354744571939	0.2200955033072304	0.20673060561523043	0.19856738590470308	0.20359257352668875	0.18034502796279678	0.1905954801543635	0.20758075472595477	0.20566979299043572	0.2118835080824645	0.17446572999172336	0.21384839103136577	0.1464305575030333	0.15026910559285117	0.2005052628732518
KEGG_GLYCEROLIPID_METABOLISM	0.10416165219414078	0.09010265466057432	0.1083439505750013	0.11044088201057226	0.10442811236289747	0.10097698092789627	0.10925954395723263	0.09416190897753926	0.09070698030340985	0.08647965392613097	0.10248065901869034	0.10108320530180426	0.075598985080066	0.09053068943440576	0.13913151286019323	0.10512956396814274	0.10841434414108442	0.06348861784891699	0.08846165778546307	0.09292725976253574
