pathway	P.Value	adj.P.Val
KEGG_PENTOSE_PHOSPHATE_PATHWAY	1.5849257076886173e-44	1.0918377097410476e-43
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	2.8664982291398575e-44	1.9041738236429053e-43
KEGG_DILATED_CARDIOMYOPATHY	5.939320785839855e-43	3.8093574695386655e-42
KEGG_PROTEASOME	7.908748209491873e-43	4.9034238898849614e-42
KEGG_TIGHT_JUNCTION	9.897140483409185e-43	5.938284290045512e-42
KEGG_OOCYTE_MEIOSIS	4.4864637931455165e-42	2.6077570797658317e-41
KEGG_CITRATE_CYCLE_TCA_CYCLE	8.224953948732511e-42	4.635883134740142e-41
KEGG_VEGF_SIGNALING_PATHWAY	9.164214999570779e-42	5.013364676235779e-41
KEGG_PEROXISOME	1.693046963938021e-41	8.997335294070625e-41
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	2.453702728511783e-41	1.2677464097310878e-40
KEGG_ENDOMETRIAL_CANCER	5.71231137037086e-41	2.8355612655025168e-40
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	5.793082155327723e-41	2.8355612655025168e-40
KEGG_SMALL_CELL_LUNG_CANCER	8.650540477540823e-41	4.1256423815963926e-40
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1.0104880431267244e-40	4.698769400539269e-40
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	1.559186305473769e-40	7.073381776051732e-40
KEGG_NUCLEOTIDE_EXCISION_REPAIR	2.448737666729169e-40	1.0844409666943464e-39
KEGG_OXIDATIVE_PHOSPHORYLATION	3.5533962694289387e-40	1.5091927345600656e-39
KEGG_PRION_DISEASES	3.570133350572198e-40	1.5091927345600656e-39
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	4.705231556594116e-40	1.9448290433922347e-39
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	4.8425485326261716e-40	1.9580739718879737e-39
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	5.79278930925075e-40	2.2924655564268925e-39
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	7.646487371605916e-40	2.963013856497293e-39
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	3.385992336302042e-39	1.2852950501064893e-38
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	8.239582366684734e-39	3.0651246404067214e-38
KEGG_LONG_TERM_DEPRESSION	2.7689740421795474e-38	1.0098611212654819e-37
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1.7735937461921887e-37	6.344008399841291e-37
KEGG_VIRAL_MYOCARDITIS	5.492780052376379e-37	1.9276548863056728e-36
KEGG_TYPE_II_DIABETES_MELLITUS	5.768211650857727e-37	1.9868284575176617e-36
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	6.382642955184821e-37	2.1584937993897758e-36
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	6.704541874707756e-37	2.2268656940993618e-36
KEGG_HEMATOPOIETIC_CELL_LINEAGE	2.0070773261915524e-36	6.549410222309276e-36
KEGG_OTHER_GLYCAN_DEGRADATION	4.816999148679298e-36	1.5447617959557748e-35
KEGG_NOTCH_SIGNALING_PATHWAY	7.9620527156391115e-36	2.510070856116737e-35
KEGG_CIRCADIAN_RHYTHM_MAMMAL	7.119034890318531e-35	2.206900815998745e-34
KEGG_GAP_JUNCTION	7.282623778717679e-35	2.220603316133587e-34
KEGG_ADHERENS_JUNCTION	5.324896036802954e-34	1.5974688110408862e-33
KEGG_SELENOAMINO_ACID_METABOLISM	6.393165965773863e-34	1.887506142276093e-33
KEGG_CELL_CYCLE	1.5211696094887987e-33	4.420899177576821e-33
KEGG_HISTIDINE_METABOLISM	3.883247009910144e-33	1.1112060674512104e-32
KEGG_MTOR_SIGNALING_PATHWAY	6.572021791692193e-33	1.8521152322041635e-32
KEGG_APOPTOSIS	1.6709238454296327e-32	4.638684108207637e-32
KEGG_STARCH_AND_SUCROSE_METABOLISM	2.510523926943934e-32	6.867021329581938e-32
KEGG_PATHWAYS_IN_CANCER	2.827246315305483e-32	7.621272676040868e-32
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	1.157656948562377e-31	3.076059891894316e-31
KEGG_RENIN_ANGIOTENSIN_SYSTEM	1.3661622584942048e-31	3.5789602828158042e-31
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1.4468414804859487e-31	3.7376738245887007e-31
KEGG_PANCREATIC_CANCER	8.854690035381027e-31	2.2561265021655766e-30
KEGG_LONG_TERM_POTENTIATION	1.3736231887091469e-30	3.452620447295964e-30
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1.5092000230301007e-30	3.74281605711465e-30
KEGG_TASTE_TRANSDUCTION	5.398669548128295e-30	1.321253336778767e-29
KEGG_BETA_ALANINE_METABOLISM	5.747904309294777e-30	1.388454807180297e-29
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	6.486693785105483e-30	1.5468269795251535e-29
KEGG_NON_SMALL_CELL_LUNG_CANCER	1.0726293134366604e-29	2.525431041762264e-29
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	3.144172651732909e-29	7.273243336210319e-29
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	3.1673801625432034e-29	7.273243336210319e-29
KEGG_RIBOFLAVIN_METABOLISM	5.289866678385907e-29	1.1998965880241202e-28
KEGG_TRYPTOPHAN_METABOLISM	9.741436748763662e-29	2.1830207653855917e-28
KEGG_ARGININE_AND_PROLINE_METABOLISM	3.0241919954276527e-28	6.69642513273266e-28
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	4.579017677299896e-28	1.0019968093856244e-27
KEGG_RETINOL_METABOLISM	5.096845522198169e-28	1.1023410082893714e-27
KEGG_PHENYLALANINE_METABOLISM	1.784777413932224e-27	3.815731022889582e-27
KEGG_CARDIAC_MUSCLE_CONTRACTION	3.022028089525799e-27	6.387468461952257e-27
KEGG_HOMOLOGOUS_RECOMBINATION	1.4399469308961714e-26	3.0048079676634867e-26
KEGG_GLUTATHIONE_METABOLISM	1.4539393391920095e-26	3.0048079676634867e-26
KEGG_PPAR_SIGNALING_PATHWAY	3.539097853005465e-26	7.233760446802378e-26
KEGG_LYSOSOME	4.515947105042746e-26	9.130066973238595e-26
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.05968419247275e-25	2.1193683849455e-25
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	1.1858365830136543e-25	2.3464426004312735e-25
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	6.478872508085057e-25	1.2684950384250745e-24
KEGG_ARACHIDONIC_ACID_METABOLISM	1.4361267464864195e-24	2.7824955713174377e-24
KEGG_MISMATCH_REPAIR	1.497367622033796e-24	2.8712410071988254e-24
KEGG_FATTY_ACID_METABOLISM	4.1718310605699424e-24	7.917965074142953e-24
KEGG_GALACTOSE_METABOLISM	7.852668326652168e-24	1.4753498068255589e-23
KEGG_FOLATE_BIOSYNTHESIS	2.3061428749997684e-23	4.2894257474995694e-23
KEGG_ACUTE_MYELOID_LEUKEMIA	2.9975454673564227e-23	5.520232246814798e-23
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	3.1813822159220885e-23	5.795948043191499e-23
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	3.209584131444754e-23	5.795948043191499e-23
KEGG_GLYCEROLIPID_METABOLISM	3.655519767678975e-23	6.537756507579705e-23
KEGG_AUTOIMMUNE_THYROID_DISEASE	3.775452715617487e-23	6.645628732806226e-23
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	3.787293793964839e-23	6.645628732806226e-23
KEGG_MAPK_SIGNALING_PATHWAY	6.295698736727433e-23	1.0943924906834603e-22
KEGG_BASAL_TRANSCRIPTION_FACTORS	1.0059303111826386e-22	1.7324355359256555e-22
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	1.914914513181464e-22	3.2676522885481864e-22
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	2.0535232005463297e-22	3.472321048196521e-22
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	4.312924406317259e-22	7.227062518693786e-22
KEGG_ALZHEIMERS_DISEASE	1.1525066520824924e-21	1.9139842614941392e-21
KEGG_DNA_REPLICATION	5.203720715267773e-21	8.565416398582352e-21
KEGG_PYRUVATE_METABOLISM	8.886917509173507e-21	1.44997075149673e-20
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	1.0740866588961092e-20	1.7372184222145767e-20
KEGG_PROTEIN_EXPORT	1.8090930479761815e-20	2.9007871286514634e-20
KEGG_HEDGEHOG_SIGNALING_PATHWAY	1.8786833137938643e-20	2.9866247552620404e-20
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	5.099255888250228e-20	8.037810128936801e-20
KEGG_ENDOCYTOSIS	3.2979148272914857e-19	5.154724015766524e-19
KEGG_DORSO_VENTRAL_AXIS_FORMATION	3.9088534554955283e-19	6.058722856018069e-19
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	1.2486742070491403e-18	1.9194496075300834e-18
KEGG_JAK_STAT_SIGNALING_PATHWAY	1.453743347566545e-18	2.2163628085850603e-18
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	5.583394174721326e-18	8.443181434944444e-18
KEGG_GRAFT_VERSUS_HOST_DISEASE	7.650300026752683e-18	1.1475450040129025e-17
KEGG_RENAL_CELL_CARCINOMA	9.739754266542109e-18	1.4492754348614657e-17
KEGG_CALCIUM_SIGNALING_PATHWAY	1.2810949759375697e-17	1.8911402025745078e-17
KEGG_STEROID_HORMONE_BIOSYNTHESIS	1.5168949655934575e-17	2.2215942015778198e-17
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	4.736731839089586e-17	6.883063453677055e-17
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1.1229530929471908e-16	1.6191416689006006e-16
KEGG_PROPANOATE_METABOLISM	1.4896465973167595e-16	2.1313405161609021e-16
KEGG_ERBB_SIGNALING_PATHWAY	1.0036702135076877e-15	1.4250584710872511e-15
KEGG_SPHINGOLIPID_METABOLISM	1.4771564823538536e-15	2.0814477705895212e-15
KEGG_NON_HOMOLOGOUS_END_JOINING	1.914963165927667e-14	2.678068788440196e-14
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	4.268620638647519e-14	5.92510028946596e-14
KEGG_PURINE_METABOLISM	4.614619649511622e-14	6.35792040599379e-14
KEGG_MELANOMA	4.769961248206272e-14	6.52362347181152e-14
KEGG_NITROGEN_METABOLISM	5.899028431528446e-14	8.00889991433789e-14
KEGG_LEISHMANIA_INFECTION	1.7544392027825278e-13	2.364678925489494e-13
KEGG_THYROID_CANCER	2.729496453575207e-13	3.6524197148560326e-13
KEGG_AXON_GUIDANCE	1.2926502240349172e-12	1.7173781547892471e-12
KEGG_SULFUR_METABOLISM	1.3681838058263043e-12	1.8048382119410822e-12
KEGG_P53_SIGNALING_PATHWAY	1.7415745076519187e-12	2.281217312839837e-12
KEGG_HUNTINGTONS_DISEASE	2.2726191020144695e-12	2.955994076746093e-12
KEGG_INSULIN_SIGNALING_PATHWAY	1.9207501091398468e-11	2.480968890972302e-11
KEGG_PRIMARY_IMMUNODEFICIENCY	2.0275418332191826e-11	2.6008467653708133e-11
KEGG_RNA_DEGRADATION	2.6020150374110336e-11	3.31489586957844e-11
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	2.7033306562792604e-11	3.4205408303941664e-11
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	6.171693308890187e-11	7.756317266578209e-11
KEGG_STEROID_BIOSYNTHESIS	3.8681891135771055e-10	4.828746141780816e-10
KEGG_LINOLEIC_ACID_METABOLISM	4.0541519712951577e-10	5.027148444405996e-10
KEGG_RNA_POLYMERASE	7.315230697941535e-10	9.010813972298845e-10
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	1.928565557015916e-9	2.3599552210852655e-9
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	2.69457045256062e-9	3.2757523148776162e-9
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	5.268443378565177e-9	6.3631848598254745e-9
KEGG_RIBOSOME	1.0466059873214122e-8	1.2559271847856945e-8
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	1.3574592635495018e-8	1.618509121924406e-8
KEGG_LYSINE_DEGRADATION	2.6031782760216392e-8	3.084020123184872e-8
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	3.068078462993053e-8	3.61178857035891e-8
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	4.151315809274386e-8	4.856256229717206e-8
KEGG_REGULATION_OF_AUTOPHAGY	4.445549834301437e-8	5.1679516823754214e-8
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	4.728781894500556e-8	5.4630647973733126e-8
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	2.6572209663479254e-7	3.050883331732803e-7
KEGG_BUTANOATE_METABOLISM	6.531848445773827e-7	7.453520312355411e-7
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	7.511916275367645e-7	8.519612361087694e-7
KEGG_FOCAL_ADHESION	2.1118624788952552e-5	2.3806449762091965e-5
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	4.8480197856351044e-5	5.4321185549887315e-5
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	2.2826511910835546e-4	2.542354021206833e-4
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	4.6963396949565905e-4	5.199518947987654e-4
KEGG_INOSITOL_PHOSPHATE_METABOLISM	4.7467500200159456e-4	5.224233749840035e-4
KEGG_PROSTATE_CANCER	5.254500859199519e-4	5.749042116535945e-4
KEGG_VIBRIO_CHOLERAE_INFECTION	8.944154371348544e-4	9.72872931620368e-4
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0.001128012723781291	0.0012198277129262798
KEGG_COLORECTAL_CANCER	0.0016455248215417482	0.0017691769757616485
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0.0023762684172958046	0.0025401489977989636
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.002633416131506733	0.0027989451454871563
KEGG_BASAL_CELL_CARCINOMA	0.004481837943836899	0.004736487827009451
KEGG_BLADDER_CANCER	0.005337017664132127	0.00560839144366427
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0.005463343153094848	0.005708886665593493
KEGG_OLFACTORY_TRANSDUCTION	0.007252212118989261	0.007535818179508394
