pathway_description	BS_4KNBXM3C	BS_3ZPJAK9A	BS_2853394H	BS_E7NVYA6G	BS_CZPQ493E	BS_8ZE4Z9G5	BS_KKDTW11T	BS_00FD2KMP	BS_F21R36MM	BS_KRS4EV4X	BS_HRJ9145M
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	3183.1332692133	2808.6062067289313	2190.371506725891	2242.9974684470617	2454.6025612603116	1934.2544246434409	2220.4954747853462	3229.294605863972	2587.8284454958957	2172.4002182016284	3281.226166330889
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	3539.7611714474388	1595.4533322738007	1153.7901984852742	3013.949517844989	2935.4976727553985	2122.9305804245105	3161.4437656783975	1558.2926523133738	2145.1143548205346	1872.7429076017488	3352.062009088306
KEGG_APOPTOSIS	2821.870380654227	2140.7896089943642	1678.2132168250828	2990.2178779066417	2158.6433532089595	2369.4562591735594	2059.8080481727084	1786.6889007804857	2323.17247649809	2010.5379666002336	3486.0503501041676
KEGG_ARACHIDONIC_ACID_METABOLISM	-1589.6156386780249	-2351.1704115086495	-2646.5559007579004	-1625.6548324168052	-1735.682088360828	-2591.1778723573025	-2600.5970692561195	-2156.8947533600203	-2285.7891143040897	-2108.9183646895362	-1326.753209508829
KEGG_ARGININE_AND_PROLINE_METABOLISM	2979.2064131694096	2961.524983499681	2297.277842490319	2457.1594681083534	2928.200977110606	2414.25432395377	1968.4067802271366	2891.7293212121185	2632.874450170866	2770.657796513753	2943.068150629735
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	3816.7715327288715	3420.124937095052	3672.9752099949	3899.2683781573614	3824.3048301858926	2737.6108607671013	3095.529521793169	3383.2469716335636	3709.3266548123283	2471.9423351510923	3688.088254326196
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	-2851.874662567632	-3110.3467790731547	-2932.302734995693	-3132.5647084016928	-2931.5224182140155	-2884.032183107265	90.31570388660293	-3100.6112900897688	-3073.5040876720277	-2562.8466044205734	-2960.35996520375
KEGG_ASTHMA	-120.05788245250733	-3088.1453063265144	-3843.0599546651265	235.36651025467836	-437.7622385102477	-2282.547493723262	-2515.336291700012	-3064.193642899928	-2584.7003442457817	-2354.9094357788254	526.1637315240732
KEGG_AUTOIMMUNE_THYROID_DISEASE	-366.6457752235565	-2329.293125775531	-2568.7382512276927	-167.38664777188933	-783.5019229120135	-1654.0900822277972	862.87196958799	-2308.819328273001	-1930.233076970373	-1899.6352351155056	47.20140891434676
KEGG_AXON_GUIDANCE	3351.7353082744194	3214.469327736484	3271.21310572296	3075.944794591069	3536.89720981736	3387.9565094993286	2457.6881712021823	3796.673206718684	3337.1126372167128	2534.4577241149636	3231.84359462881
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	4088.3665330763943	3077.5570565214766	1893.1997171721905	4138.319924811787	3102.9656081993053	3204.2017950589507	2589.44600173415	2795.294970428984	2943.843084288512	2530.966513750709	4512.583790151253
KEGG_BASAL_CELL_CARCINOMA	327.6512790878405	862.3900177514588	801.6506236029545	393.5335394310023	596.2166318837299	748.3399655684934	1527.3999148786716	74.90030977934475	-97.85021267417687	872.8077379547576	304.20999639447473
KEGG_BASAL_TRANSCRIPTION_FACTORS	1728.4239335613893	2181.007151104941	2092.3319793425253	2189.6576221221167	1873.2501562673697	2979.109906810936	2449.8708948752137	2147.9752023611036	2552.36286048926	2627.3943487792803	1886.5668658825125
KEGG_BASE_EXCISION_REPAIR	2002.0331056167015	1759.7774755692753	2337.835215746203	1626.2829999345158	1907.618900868707	3487.4227449868686	1404.7776075393776	2000.3048546048303	2570.645805698039	3701.9696911999145	2151.962850215281
KEGG_BETA_ALANINE_METABOLISM	4065.9749583987286	4473.300009981971	2670.424706028589	3563.1997339442933	3722.975325194937	3372.581655384285	2664.2697399888275	4050.5147561166814	3330.4203162660724	3340.2923006986293	3451.02337960922
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	3843.721286290551	4165.761864540087	3377.565364055088	3127.286859885675	4082.1524605944633	4264.946678390619	2981.4611113116316	3762.558058128099	3840.379992961258	4312.36840469673	3992.962665916599
KEGG_BLADDER_CANCER	2899.3473923076435	2446.2904534441004	2460.7218442329286	3438.608035474379	2926.4879008281823	3445.242210137001	2051.0558721312173	2390.791201289592	3281.322529472929	2800.098958399787	3730.1805571858695
KEGG_BUTANOATE_METABOLISM	2558.594058274024	3213.591033450848	2297.547456147886	2025.0887335715834	2730.443252053763	3006.2469918597453	893.6559521026666	2818.575266214093	2244.111669476346	2848.034964702354	2064.0592832977927
KEGG_CALCIUM_SIGNALING_PATHWAY	1610.6483450008982	1793.9638269464212	1342.487080898094	1170.956525853284	1690.392729725596	232.26023047180752	1258.7621038129964	2192.4413123182258	1278.7558580054065	316.07316675017864	1199.2839570729775
KEGG_CARDIAC_MUSCLE_CONTRACTION	2898.030856935684	2949.441667447394	2832.9026390432555	2485.708997000118	2696.32033077867	2156.493942542058	2397.835080767829	3676.542930159252	3165.449971952916	2072.7099918604545	2142.527611815747
KEGG_CELL_ADHESION_MOLECULES_CAMS	2850.468910597252	1874.1217079943744	1220.4717474310692	2759.8097574431795	2260.8842374414508	1020.4410431060787	1394.655939606666	1617.8988784040284	1704.1095868684533	961.6471018480206	2759.5752805390184
KEGG_CELL_CYCLE	3179.147109844609	2843.0787186878406	3160.3315391655415	3231.7021113588416	3133.218617013499	4817.531779658264	2330.2562965640336	3081.438198488475	3857.3708376382765	3824.964617981728	3089.757409012238
KEGG_CHEMOKINE_SIGNALING_PATHWAY	2476.4084322591843	1399.3406545687849	780.0181766478763	2083.1885190645407	1663.0125969727906	1376.2910641047056	890.7894981707741	1402.0581926142968	1535.2872616704972	748.4291260952141	2668.0545898887995
KEGG_CHRONIC_MYELOID_LEUKEMIA	5071.892083551296	4438.80656897241	3845.4215429958113	4833.192951250063	4676.451049111078	4894.418209994197	3931.54348619564	4256.113177913407	5038.5096417206805	4503.847082556284	5252.075580602752
KEGG_CIRCADIAN_RHYTHM_MAMMAL	4478.601930991077	5968.171478919314	5135.45423350179	4907.141946235071	4552.794364436364	3484.6877095636246	4354.021509447153	4383.364322008138	5084.157223354732	5227.651847438325	4762.167641250713
KEGG_CITRATE_CYCLE_TCA_CYCLE	5667.9532269904885	5847.550148597715	5400.529051510284	5492.600855961795	5705.675228729193	5599.77542231531	5267.855894891771	5656.69995702507	5774.492166167909	6392.159870100442	5761.855463661403
KEGG_COLORECTAL_CANCER	5354.196691214431	5005.677796805157	4489.40457268651	5244.01529590543	5171.670146193777	5002.107637056062	4128.817214024504	4659.684566994485	5003.520461799955	4868.407656660387	5185.726509162281
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	2014.5293586918833	259.76157959962256	-249.33968683332387	2846.913363205247	1060.108077180932	-46.915389090863755	1728.3120552671207	-314.0093934294746	1096.1182683165207	-369.2429658246874	2958.302386311161
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	2351.817137742153	2786.4972980362654	2401.288800079634	2308.919740380583	2370.560614107333	2676.200215042165	1597.2908045621061	2708.6609310882195	2173.6487860285597	3441.0638892601182	2377.5900740526995
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	-1418.4904748366262	-2524.5539355590654	-3031.9901951827933	-1005.3743688737359	-2042.5398413716794	-2703.360127453844	-1411.8691501809017	-3006.317393079031	-2359.6997650363473	-2864.6866470063924	-551.4698869398235
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	346.56231805914285	-704.904286951778	-1126.413056104564	527.4344706614338	-196.85669403574866	-42.21221930401043	1038.465563897198	-713.4578583150596	-430.2346189603595	-368.7152549310831	413.9931006651095
KEGG_DILATED_CARDIOMYOPATHY	3134.540062461023	2712.687156701708	2905.6601522364635	2828.3856380818925	3108.661888378274	1973.2994269730825	2428.021245380465	2850.5253341021144	3196.1911165338297	1573.5881788898023	3014.2346768033276
KEGG_DNA_REPLICATION	2286.252624609344	1388.834587869107	2574.866989518603	1829.34573443328	1744.4103610774546	4538.347053704827	1407.3807141624256	1957.7725986281584	2963.397836203636	4103.512539852569	1869.4187451688176
KEGG_DORSO_VENTRAL_AXIS_FORMATION	4216.82915460551	3826.7577689516074	3856.9766855008547	4112.220852150762	3900.3011482075253	3564.2869743106694	3028.3266594213455	4065.359369170059	4291.678584149378	3723.9351137953	4179.465994772096
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	-2605.5675627845894	-2579.7581901156773	-2680.286447948746	-2316.8524408716185	-2217.6451589537974	-2774.578809716595	-1513.051365512637	-2670.1982782459145	-2918.0616688571527	-2857.007770622029	-2586.9166552287825
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	-1861.5954298337483	-2405.462781460642	-2421.631633264038	-2023.4096602197624	-2227.1388710579613	-1914.5988638284616	-135.9772578812972	-2497.314776967838	-2126.535435283655	-1960.593545731629	-1603.5404423846285
KEGG_ECM_RECEPTOR_INTERACTION	4816.687182036765	3144.3559511994954	4001.0527419299524	4526.022464010104	4535.612478466635	3556.4870441671537	4036.335796354815	2960.4031873505846	4709.448450244159	3030.0588752213207	5295.189119607136
KEGG_ENDOCYTOSIS	4445.203919648344	4022.8744611844068	3819.2348949273837	3937.428063242758	4037.0597202874433	4027.498185195789	3362.5076827151315	4282.803265075829	4091.910570862994	3466.7119703938024	4313.07262643944
KEGG_ENDOMETRIAL_CANCER	5248.904706976242	5193.009401859103	4906.039424047985	5064.168626801131	5256.4327835485165	5180.896941580537	4036.4982791069415	5130.229127519382	4936.3643720456475	5231.552151382817	5186.157133626621
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	3688.627065146944	3001.0667927363156	2562.8556484383935	3530.3455838006776	3217.9516326208595	3327.60757492441	2338.607255060704	3549.3752683321654	3422.059360551126	2967.053547692667	4287.955030297391
KEGG_ERBB_SIGNALING_PATHWAY	4114.392114980772	3736.1695781654616	3425.860371649531	3659.3212627799567	3929.434739531942	4035.521641644047	2231.0414813357	4317.398359241053	3833.0618688843715	3266.592492681386	4095.4490604577495
KEGG_ETHER_LIPID_METABOLISM	861.3013344618648	614.8507025207782	63.811617791965546	855.0725983230259	662.7809415410084	-156.46657552628312	-856.2179188989976	534.38515765792	-105.67051649987843	0.18154617732579936	857.2871839240161
KEGG_FATTY_ACID_METABOLISM	3579.916022776526	3674.3649340319553	3011.404416437612	3263.5871182444644	3573.680821805181	3068.6304243330815	1405.7910098893026	3226.4492505253183	2785.418784036603	3697.934128952342	3528.9527600961774
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	2819.6846695099193	1878.2532016800633	1242.586689618065	2471.668054438358	1903.2277814022582	1753.1608564761846	863.1689305916389	1871.256224452878	1680.9601687341583	1481.4513851777974	2849.8429002093308
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	5170.037686137242	4131.194333912887	3253.812219505009	4779.331807827753	4218.135751068108	3929.79145765497	2848.2057699238103	4195.944320332859	3938.502621540265	3301.914520783519	5046.828691830018
KEGG_FOCAL_ADHESION	4876.300378172211	3893.916915831347	3972.7716824202453	4809.713594499046	4614.224870252223	4165.835281009748	4112.61721724219	3895.746138404751	4856.605153896244	3670.7303023744134	5243.625053174706
KEGG_FOLATE_BIOSYNTHESIS	-63.38646927605805	-494.1589597714228	-363.6384620536046	-28.901453234608198	-555.9405666741695	294.9216277214764	-792.6029207602915	-56.30676265607508	7.230539787120506	-278.7584570067829	-336.73415903382556
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	3459.137479998615	3299.82594130472	3070.7492846780424	2821.7687715022275	3425.1938849546113	3097.1902914672282	2544.8555294337275	3411.975380265956	3995.138480766018	3642.5567480875543	3844.4951746063416
KEGG_GALACTOSE_METABOLISM	3880.1301115377973	2760.58513376014	2766.354193947589	3264.4405796695064	3260.4939265199955	2508.1800316215376	3510.742482316973	2886.812536818865	3415.960369734392	3253.740024431703	4465.846349261545
KEGG_GAP_JUNCTION	3937.817084444163	3850.338492910085	3676.94935069243	3769.075657469586	3860.8988182138983	3518.8416225539877	3339.4740497244766	4279.271443958987	3884.4536231345046	2826.2574961768805	3836.1660394190585
KEGG_GLIOMA	4499.297118796689	4226.699037570965	3560.754048697152	4092.9303602477084	4296.021826611663	4332.866838735048	3170.848829890858	4620.304585036094	4423.7488719564135	3658.14255865039	4652.727878120517
KEGG_GLUTATHIONE_METABOLISM	3014.277751139154	2203.9330898065837	1535.2290517157107	2656.1558146127027	2657.7007273540767	2807.331644585116	1391.1246368480734	2419.3652215799775	2426.0072894380282	2814.2461010471616	3346.801087850872
KEGG_GLYCEROLIPID_METABOLISM	2004.0261920719586	2209.4312719305562	2417.8609298804968	1856.7755763538007	2399.5451948201935	1213.6579493525496	986.2429956061205	2085.250877153452	1841.5591316474456	1629.8720321196888	2050.465916132025
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1500.6542017317242	1778.0133416187	1483.9448434742517	1447.850593848034	1844.5243118484032	932.846578499777	573.9832184763982	1466.4049710800427	1223.779420650355	1213.6211903772673	1533.5989948082806
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1557.3545047099833	2161.429147685687	982.4496929184752	678.5777779703913	1701.7697987513202	730.1569341292252	908.231477015077	1387.628258067476	881.3712414309011	2659.441371218896	1147.8933870317505
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	2805.80887300828	2572.607958558052	2364.6504375158293	2743.139845955613	2670.8853157507183	2848.417404138241	2739.988355538777	2707.4463038269187	2846.5215073580603	3101.405941688954	3335.0530519159747
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	2176.392880753454	1801.1265131654727	1890.312177267837	1470.8349071079483	2091.3919071691	1058.483242420485	1057.3610448426516	1030.9086165305525	2035.2552267849806	1529.6164286343646	2791.1910003720495
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	1032.872168744032	1535.3135811865977	1515.190194565339	279.70542029328135	1226.3395865843831	588.88140529257	426.97784475466324	1297.5431280679059	1008.8792133779116	880.1069301217049	1372.39960920048
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	349.5655859599301	-364.04614913607475	10.563936185850253	-151.87390037590194	227.0101688857976	715.4143613979322	334.2993300457074	-156.87121728865532	105.99482014777641	374.51375058917256	998.3690876661658
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	3007.606779546577	2051.6601192972103	2131.2904106360784	2768.0220953383687	2478.548062991147	2259.5942927406977	3518.7226611452497	1823.4517583834968	2337.0113915182974	2445.3916986383374	3882.063889486013
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	2465.7559366934893	2125.9568665731513	1896.130940075931	1818.1153073333971	2444.5465272738984	2144.1757713845727	1325.42691807938	2519.804062630079	2290.648028230986	1562.2219314554404	2466.254244095364
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	1662.4748126562026	584.4171544518304	1111.3366968464106	1116.2710641042158	1032.5998967128944	-154.6860285057519	660.4863327689291	847.194819475706	784.9343484924302	985.7566750615206	1808.9615086265894
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	-1306.5254828810794	-578.4638283197746	-968.5087605513982	-1239.7499026942842	-1300.978750602526	-1173.2233392767794	1246.3628594567472	-895.1944656740616	-1324.0602561941523	-1199.4641003069119	-755.2027239739673
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1491.4806313240133	2132.934058537081	1893.031635447307	1720.6373850768105	1815.363503098597	1623.6253919867577	1508.4989391757626	1690.7431837406493	1877.5098764205486	2229.8304251116515	2134.0129767416365
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	3649.8609261831443	3900.250777478279	3093.3999461148032	3090.035203514941	3641.944425105039	3078.3578167357464	2984.25932569177	3435.9880371736235	3760.8264836130475	4502.582997597752	3245.835775896965
KEGG_GNRH_SIGNALING_PATHWAY	3118.94598786584	2851.6816086865583	2443.768375659005	2627.7437166652253	2803.2402924184225	2528.860531706099	1577.921365555594	3089.17304550862	2625.8468053639554	2169.395518981988	3046.4166717995304
KEGG_GRAFT_VERSUS_HOST_DISEASE	1207.562934204032	-1086.819874634186	-1804.3966672810093	1850.1803100348243	1016.9918735778883	-481.99426161892734	-33.701531820868695	-1492.5303729485331	-509.10988255599113	-743.9515474716227	1992.092423996908
KEGG_HEDGEHOG_SIGNALING_PATHWAY	61.9680196315403	694.4345937748058	254.3817557252296	132.01355557262468	401.71782214478844	316.96966680941114	864.0103370419965	299.316889670381	-124.6646988497123	293.77814179481356	-318.0161986507501
KEGG_HEMATOPOIETIC_CELL_LINEAGE	722.1883575489774	-1495.9488022039704	-1806.5613261707294	705.1296603222272	-495.31583705990306	-1555.9617790976981	-206.88165964010295	-2078.414746996914	-1168.127655283888	-1888.3905978321836	1641.7713604613273
KEGG_HISTIDINE_METABOLISM	767.975045197265	1261.8802475152297	765.6991107173853	698.9051858181901	787.4279403342007	-451.12437604220213	154.82098854883589	861.8178115658338	329.30252780486626	713.0802289847124	439.3352348893168
KEGG_HOMOLOGOUS_RECOMBINATION	1828.7772061052601	1863.6378817959649	2202.655630629739	2135.7979405624847	1950.7182146321884	3163.2821897964823	2098.8312561940947	1789.2940424322187	2568.6434986098757	3367.6378606948365	1886.1109383628173
KEGG_HUNTINGTONS_DISEASE	4351.416511894075	4294.42791367437	3944.433047399383	4208.279135380939	4053.9395881149994	4033.8066598741807	3640.5309055026373	4410.027288246945	4239.944785011796	4448.669192566562	4169.949834641457
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	2895.3865496654453	2486.0169379338186	2659.4683441061534	2841.59896447105	2837.0687069789656	1729.6605148860217	2232.673882907089	2514.107077927023	3118.4231573583365	1401.027216896884	2897.3201098953286
KEGG_INOSITOL_PHOSPHATE_METABOLISM	4388.656101251156	4316.664008350448	3648.4587134901994	4337.214728265661	4270.189292673711	4173.965649018659	3168.0718031201486	4376.8152455780255	3632.244943955082	3744.604232050973	4154.064245051459
KEGG_INSULIN_SIGNALING_PATHWAY	3807.2470113280197	3811.9282089033877	3361.6897604136284	3765.344886364501	3584.8573182558466	3740.3801670320972	3299.0572352715917	3675.9962385188264	3778.62865956478	3715.0235357916245	4131.524904646782
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	-618.0136183986924	-2751.256993271575	-3126.4068434409273	29.307168175793777	-1197.9494575810586	-2345.6348542655396	-2215.03858875874	-3171.512117358683	-2326.0490155617026	-2521.597879434338	430.9587417642797
KEGG_JAK_STAT_SIGNALING_PATHWAY	552.2177485678476	-195.28314373095236	-546.2379994245803	941.5160054810585	74.5225975790072	-221.40510469571745	1050.5548998911672	-406.94966396062773	-113.08649822084953	-414.5933593630689	1052.239343710302
KEGG_LEISHMANIA_INFECTION	4371.435593145383	1894.9227222431036	775.6644345150144	4389.961226411304	3151.3527679135823	1821.9809152043636	2068.492389560781	1798.540608820953	2496.275973203654	1755.008309550065	4850.389389912669
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	3718.9008452318576	2602.8874593352175	1861.0808678250487	3626.4867167540797	2758.8200326609913	2214.8289609583408	2230.171427000105	2370.1660985885737	2667.4017045988458	2026.4685044759335	3801.0202122727424
KEGG_LIMONENE_AND_PINENE_DEGRADATION	4885.900226377333	4840.052183173579	4937.520409141138	4539.921104333722	4875.349496443821	5069.907838624997	3147.1110719083244	4681.259121998022	4508.838990842698	5634.436214761492	4599.276300666159
KEGG_LINOLEIC_ACID_METABOLISM	-4672.057940864777	-4589.592008391534	-4427.238896134008	-4114.4907250929955	-4172.515103286425	-4271.533109406261	-3822.7991323465485	-4510.447518906737	-4505.323977074756	-4303.513906882556	-4312.760498000094
KEGG_LONG_TERM_DEPRESSION	3372.3420587386245	3328.433242306546	3203.020647810654	2815.1723300581107	3557.6725142472587	2082.006321735569	1833.274668670414	3638.3429546522348	3148.226891842416	1960.5981027943471	2929.7513069880424
KEGG_LONG_TERM_POTENTIATION	4534.3406575889185	4749.593908995204	3882.5173461777613	3767.1569171419433	4515.919706993291	3343.9971610193697	3246.847892693131	5372.826677378738	3984.914900937596	2876.7755341014927	4246.407465851964
KEGG_LYSINE_DEGRADATION	4578.06007024913	5060.596741930776	5040.317145487796	4630.6546295379285	4973.158990713246	5142.386544736921	4001.1060114720294	4841.799383273672	4686.921943823676	5828.537883123578	4695.862799482578
KEGG_LYSOSOME	5132.293794841036	4121.9400009713245	3541.7034095571616	4913.3746161696	4511.001070262375	3835.5365255859106	3897.1985937554673	4094.5276844712844	4003.057205801375	4185.712741216554	5614.761768087983
KEGG_MAPK_SIGNALING_PATHWAY	2672.9145729110514	2403.907076039426	1924.527448987139	2472.80213394752	2521.1243466060405	2275.540183721565	1625.778898864537	2663.4823239029793	2427.2933019100983	1724.4791686780245	2677.501582387895
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	-5283.72750373831	-5073.460187340199	-4409.943078501257	-5057.072207787839	-4882.716396347369	-4141.457198818038	-1227.1113933940433	-4735.11866508914	-4242.3133533105565	-4112.542910890209	-4957.0270678693805
KEGG_MELANOGENESIS	2005.7014188375597	2016.4306466019152	1860.86389350038	1838.7765673610102	2019.1137463655195	1793.2003348118997	1905.7988088280053	2128.656223042777	1634.822728925763	1469.398886246243	1870.486470097816
KEGG_MELANOMA	1968.3467553509818	1836.1130906263497	1275.4610455946295	2338.212759807415	2083.1403196407045	2396.9446400619945	1461.276964152712	1992.7625251039208	2309.361205927591	1449.751169540874	2486.758152475595
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	-2336.807677007382	-2605.578037821372	-2951.3342411965486	-2211.6846992932615	-1975.0562306656075	-2885.5057804225935	-1439.3425845803167	-2555.2309496703647	-2899.126264042976	-2989.193244008543	-2299.628198473906
KEGG_MISMATCH_REPAIR	3219.9932194291014	2995.2876845933006	3881.5226112647633	3436.8465312864355	2999.478849167801	4816.453254146556	3004.2907812968388	3420.8907546034316	4305.704847590769	4888.30102626149	3231.9741817215327
KEGG_MTOR_SIGNALING_PATHWAY	4230.970686393237	4050.9057693775067	3810.940951647919	4216.5142887028	3978.165227662994	4159.683914145244	3161.1837203047853	4152.197697103969	4184.217747787934	4238.340437584366	4413.713713519763
KEGG_N_GLYCAN_BIOSYNTHESIS	4942.887124268997	4669.949501161005	3887.799176170107	4828.868938385702	4435.843265693846	4204.097028256179	4406.274265235614	4457.099578950832	4607.847589751827	4781.343635836061	5165.528615076111
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	1955.4196663699386	779.0159294641126	-11.906701741369034	1824.995483785744	1117.066878165493	617.4124976816456	1544.5542875162628	698.0835948807126	1049.5827358382976	129.704150203077	2018.733104601608
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	-2559.9292258507267	-2294.0179771321737	-2437.319001294174	-2791.1918574168285	-2477.4383770837394	-3656.2749712947325	-747.1631546782646	-1839.2661519291723	-2814.1648343030547	-3402.962664417125	-3016.7348045285025
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	4405.573289479207	4011.6591605707035	3576.6013344894036	4017.0336021117037	3933.3546239813004	4131.424026700273	3302.1578307428863	4133.848820402678	4105.922818641651	3879.157305150129	4543.095291030946
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	1460.275183861866	821.9999635368094	770.7768125978073	1084.5373242431597	1217.146167102981	850.2026204969898	-386.84114356061764	598.4274398250418	1166.373887356276	615.0095846313307	1623.0769425272138
KEGG_NITROGEN_METABOLISM	1261.9976429059243	2233.19426149659	914.6239520911458	1512.4218266231983	1344.982207142737	1525.5817946060051	1111.8416496387	1045.0827579913403	1454.759776476716	964.3392475429118	1470.2668252556487
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	2320.845233201011	1440.3046738042176	1148.7623803096212	2942.5593021084114	1782.0408594354103	1424.4120744707016	1967.0571742543325	1123.7997328846832	1715.0960314953281	1074.530882852523	3167.670704654396
KEGG_NON_HOMOLOGOUS_END_JOINING	3591.543711254295	3678.347943902665	3867.022829846841	3621.9408357919365	3340.6298722636566	4126.2399428039935	3989.457126356019	3691.743856693549	3761.338638377243	4238.062311028654	3757.7112885756287
KEGG_NON_SMALL_CELL_LUNG_CANCER	3924.673318950234	3774.3012401664655	3237.9662045271525	3636.954750423425	3718.948816459646	4087.2602605452703	2807.726138900256	4066.5969494771634	3926.924386361119	3650.8105604330794	4150.139981816115
