"Module"	"Gene1"	"Gene2"
"M1"	"SH3GL3"	"FZD4"
"M1"	"SH3GL3"	"CDC25C"
"M1"	"SH3GL3"	"ERAS"
"M1"	"SH3GL3"	"SLC7A7"
"M1"	"SH3GL3"	"SEL1L"
"M1"	"SH3GL3"	"IGFALS"
"M1"	"SH3GL3"	"AP1G2"
"M1"	"SH3GL3"	"WDR26"
"M1"	"SH3GL3"	"ARL13A"
"M1"	"SH3GL3"	"MPPED1"
"M1"	"SH3GL3"	"PTP4A1"
"M1"	"SH3GL3"	"ABCG8"
"M1"	"SH3GL3"	"CDCA4"
"M1"	"SH3GL3"	"TEP1"
"M1"	"SH3GL3"	"PPL"
"M1"	"SH3GL3"	"MRPS25"
"M1"	"SH3GL3"	"ATP6V0A1"
"M1"	"SH3GL3"	"TANGO2"
"M1"	"SH3GL3"	"ABCA6"
"M1"	"SH3GL3"	"TNNC1"
"M1"	"SH3GL3"	"CBX2"
"M1"	"SH3GL3"	"CCDC14"
"M1"	"SH3GL3"	"MAPK6"
"M1"	"SH3GL3"	"AGTRAP"
"M1"	"SH3GL3"	"ATP5J"
"M1"	"CGB"	"PLP1"
"M1"	"KDM6B"	"CYP4F3"
"M1"	"CDK1"	"FA2H"
"M1"	"STT3B"	"ART3"
"M1"	"CA8"	"DERL3"
"M1"	"CA8"	"PBK"
"M1"	"CA8"	"LRPAP1"
"M1"	"CA8"	"WDR12"
"M1"	"CA8"	"DET1"
"M1"	"CA8"	"RAPGEF6"
"M1"	"CA8"	"TNFAIP3"
"M1"	"CA8"	"RECQL5"
"M1"	"CA8"	"LPAR2"
"M1"	"CA8"	"NFATC2IP"
"M1"	"CA8"	"SLC25A22"
"M1"	"CA8"	"TRAPPC11"
"M1"	"CA8"	"FKBP1A"
"M1"	"CA8"	"SRCIN1"
"M1"	"CA8"	"FGL2"
"M1"	"HSPB2"	"TESK2"
"M1"	"HSPB2"	"ZCCHC11"
"M1"	"HSPB2"	"GATA5"
"M1"	"HSPB2"	"PTP4A1"
"M1"	"HSPB2"	"IL18"
"M1"	"HSPB2"	"KPNA5"
"M1"	"HSPB2"	"RPL18"
"M1"	"HSPB2"	"SCN1A"
"M1"	"HSPB2"	"MT1X"
"M1"	"HSPB2"	"TGM3"
"M1"	"HSPB2"	"ZNF2"
"M1"	"HSPB2"	"PHGDH"
"M1"	"HSPB2"	"ELAVL2"
"M1"	"ELANE"	"EXTL1"
"M1"	"ELANE"	"BCAS1"
"M1"	"ELANE"	"CALB2"
"M1"	"ANKRD18A"	"UMOD"
"M1"	"ANKRD18A"	"CD247"
"M1"	"ANKRD18A"	"EVC2"
"M1"	"ANKRD18A"	"PEX12"
"M1"	"ANKRD18A"	"SNRNP27"
"M1"	"ANKRD18A"	"LRP8"
"M1"	"ANKRD18A"	"ACKR3"
"M1"	"ANKRD18A"	"MYO16"
"M1"	"ANKRD18A"	"STAP2"
"M1"	"ANKRD18A"	"HIPK3"
"M1"	"ANKRD18A"	"WDR26"
"M1"	"ANKRD18A"	"AHRR"
"M1"	"ANKRD18A"	"TMED1"
"M1"	"ANKRD18A"	"CBLL1"
"M1"	"ANKRD18A"	"CBFA2T2"
"M1"	"ANKRD18A"	"PSEN1"
"M1"	"ANKRD18A"	"XPO4"
"M1"	"ANKRD18A"	"ALG2"
"M1"	"ANKRD18A"	"STOML1"
"M1"	"ANKRD18A"	"MUC6"
"M1"	"ANKRD18A"	"RPAP1"
"M1"	"ANKRD18A"	"TM9SF2"
"M1"	"ANKRD18A"	"COPS5"
"M1"	"ANKRD18A"	"MYOT"
"M1"	"ANKRD18A"	"ORC6"
"M1"	"ANKRD18A"	"DDX41"
"M1"	"ANKRD18A"	"RNASEH2A"
"M1"	"HIRIP3"	"NMB"
"M1"	"HIRIP3"	"DDIT4L"
"M1"	"HIRIP3"	"EXTL1"
"M1"	"TRIM56"	"GFAP"
"M1"	"TRIM56"	"ADAP1"
"M1"	"TRIM56"	"DDIT4L"
"M1"	"TRIM56"	"ART3"
"M1"	"FAM3B"	"ADCY8"
"M1"	"PPP1R10"	"S100A1"
"M1"	"FOLR1"	"AMIGO3"
"M1"	"FOLR1"	"FOLR3"
"M1"	"FOLR1"	"IL18"
"M1"	"FOLR1"	"MINK1"
"M1"	"FOLR1"	"RPL23"
"M1"	"EN1"	"EXTL1"
"M1"	"HPN"	"EXTL1"
"M1"	"URM1"	"GRIK1"
"M1"	"URM1"	"SLC27A6"
"M1"	"PNLIP"	"EXTL1"
"M1"	"PNLIP"	"FAM50B"
"M1"	"IGLL1"	"FA2H"
"M1"	"GDI2"	"C8orf34"
"M1"	"AZGP1"	"EXTL1"
"M1"	"GRHL3"	"FBN1"
"M1"	"GRHL3"	"KPNA3"
"M1"	"GRHL3"	"KCNJ1"
"M1"	"GRHL3"	"TAPBP"
"M1"	"GRHL3"	"CEP97"
"M1"	"GRHL3"	"TLE4"
"M1"	"GRHL3"	"FGF8"
"M1"	"GRHL3"	"APBB1IP"
"M1"	"GRHL3"	"CSRP3"
"M1"	"GRHL3"	"CTBS"
"M1"	"GRHL3"	"CASP8"
"M1"	"GRHL3"	"RAB5B"
"M1"	"GRHL3"	"PTP4A1"
"M1"	"GRHL3"	"RINT1"
"M1"	"GRHL3"	"DDR1"
"M1"	"GRHL3"	"MTIF2"
"M1"	"GRHL3"	"ABCC4"
"M1"	"GRHL3"	"DEDD"
"M1"	"GRHL3"	"MIIP"
"M1"	"GRHL3"	"TEP1"
"M1"	"GRHL3"	"PPL"
"M1"	"GRHL3"	"PTTG1"
"M1"	"GRHL3"	"OGG1"
"M1"	"GRHL3"	"HSPA2"
"M1"	"GRHL3"	"SRR"
"M1"	"GRHL3"	"DYRK1A"
"M1"	"GRHL3"	"NRP2"
"M1"	"TNFRSF11B"	"RSPO4"
"M1"	"CHML"	"SLC27A6"
"M1"	"WWC2"	"FA2H"
"M1"	"WWC2"	"PCDHA1"
"M1"	"TUBB4A"	"POU2F1"
"M1"	"TUBB4A"	"PER3"
"M1"	"TUBB4A"	"NKRF"
"M1"	"TUBB4A"	"TAF12"
"M1"	"TUBB4A"	"RAB4A"
"M1"	"TUBB4A"	"DHX9"
"M1"	"TUBB4A"	"TESK2"
"M1"	"TUBB4A"	"ZCCHC11"
"M1"	"TUBB4A"	"TROAP"
"M1"	"TUBB4A"	"TSG101"
"M1"	"TUBB4A"	"RIMS4"
"M1"	"TUBB4A"	"DCBLD1"
"M1"	"TUBB4A"	"PPAP2B"
"M1"	"TUBB4A"	"MAT2B"
"M1"	"TUBB4A"	"HPRT1"
"M1"	"TUBB4A"	"SPATA13"
"M1"	"TUBB4A"	"ZADH2"
"M1"	"TUBB4A"	"PFN2"
"M1"	"TUBB4A"	"AGRN"
"M1"	"TUBB4A"	"NEIL1"
"M1"	"TUBB4A"	"ERBB2"
"M1"	"TUBB4A"	"WDR26"
"M1"	"TUBB4A"	"TMED1"
"M1"	"TUBB4A"	"PRF1"
"M1"	"TUBB4A"	"VPS28"
"M1"	"TUBB4A"	"APBB1IP"
"M1"	"TUBB4A"	"CSRP3"
"M1"	"TUBB4A"	"PTP4A1"
"M1"	"TUBB4A"	"PPP2R5E"
"M1"	"TUBB4A"	"DEK"
"M1"	"TUBB4A"	"VIMP"
"M1"	"TUBB4A"	"ELMSAN1"
"M1"	"TUBB4A"	"MPZ"
"M1"	"TUBB4A"	"ATP2A2"
"M1"	"TUBB4A"	"C2"
"M1"	"TUBB4A"	"CPSF6"
"M1"	"TUBB4A"	"DDR1"
"M1"	"TUBB4A"	"MYOD1"
"M1"	"TUBB4A"	"RPL11"
"M1"	"TUBB4A"	"MYOC"
"M1"	"TUBB4A"	"FCGRT"
"M1"	"TUBB4A"	"ZNF639"
"M1"	"TUBB4A"	"UHMK1"
"M1"	"TUBB4A"	"PPL"
"M1"	"TUBB4A"	"MDH1"
"M1"	"TUBB4A"	"TSPAN13"
"M1"	"TUBB4A"	"ATXN1L"
"M1"	"TUBB4A"	"DCAF5"
"M1"	"TUBB4A"	"LYL1"
"M1"	"TUBB4A"	"ERI3"
"M1"	"TUBB4A"	"RIC8A"
"M1"	"TUBB4A"	"SCARB2"
"M1"	"TUBB4A"	"TRMT11"
"M1"	"TUBB4A"	"DGCR14"
"M1"	"TUBB4A"	"FKBP5"
"M1"	"TUBB4A"	"GPC3"
"M1"	"TUBB4A"	"OMG"
"M1"	"TUBB4A"	"LYRM4"
"M1"	"TUBB4A"	"BAG1"
"M1"	"TUBB4A"	"ENO3"
"M1"	"TUBB4A"	"BCAN"
"M1"	"TRPC5"	"C8orf34"
"M1"	"CARNS1"	"PEMT"
"M1"	"CARNS1"	"PRF1"
"M1"	"CARNS1"	"PTP4A1"
"M1"	"CARNS1"	"MAGEA2B"
"M1"	"CARNS1"	"CAV1"
"M1"	"CARNS1"	"CELSR1"
"M1"	"CARNS1"	"HIRA"
"M1"	"CARNS1"	"GIMAP8"
"M1"	"CARNS1"	"DHRS13"
"M1"	"LIMS2"	"USP12"
"M1"	"LIMS2"	"AIMP2"
"M1"	"LIMS2"	"XPO5"
"M1"	"LIMS2"	"PRKAB2"
"M1"	"LIMS2"	"IL3"
"M1"	"LIMS2"	"CAMK2B"
"M1"	"LIMS2"	"MUC2"
"M1"	"LIMS2"	"PLAG1"
"M1"	"LIMS2"	"BCCIP"
"M1"	"LIMS2"	"RAB5A"
"M1"	"LIMS2"	"IVNS1ABP"
"M1"	"DPYSL4"	"RNF43"
"M1"	"DPYSL4"	"MYL3"
"M1"	"DPYSL4"	"PLP1"
"M1"	"ZNF638"	"PKP2"
"M1"	"SLIT3"	"PPP4R4"
"M1"	"ARHGEF11"	"ART3"
"M1"	"PRDX2"	"EXTL1"
"M1"	"SLC9A2"	"CD80"
"M1"	"SLC9A2"	"NKIRAS1"
"M1"	"SLC9A2"	"DPYSL5"
"M1"	"SLC9A2"	"CCL25"
"M1"	"SLC9A2"	"UPK2"
"M1"	"SLC9A2"	"COMMD10"
"M1"	"SLC9A2"	"RAD51B"
"M1"	"SLC9A2"	"SIGLEC8"
"M1"	"SLC9A2"	"PHF8"
"M1"	"SLC9A2"	"BCAR3"
"M1"	"SLC9A2"	"REV1"
"M1"	"SLC9A2"	"SRSF9"
"M1"	"SLC9A2"	"CEP97"
"M1"	"SLC9A2"	"SKI"
"M1"	"SLC9A2"	"RBBP8"
"M1"	"SLC9A2"	"RAMP1"
"M1"	"SLC9A2"	"PPP2R3B"
"M1"	"SLC9A2"	"KDM3A"
"M1"	"SLC9A2"	"KLHDC9"
"M1"	"SLC9A2"	"CTBS"
"M1"	"SLC9A2"	"PTP4A1"
"M1"	"SLC9A2"	"CCNA1"
"M1"	"SLC9A2"	"RHOH"
"M1"	"SLC9A2"	"CCDC91"
"M1"	"SLC9A2"	"CCNY"
"M1"	"SLC9A2"	"TP53BP2"
"M1"	"SLC9A2"	"SLC25A17"
"M1"	"SLC9A2"	"TLK1"
"M1"	"SLC9A2"	"RNF19A"
"M1"	"SLC9A2"	"NEDD9"
"M1"	"SLC9A2"	"AGO4"
"M1"	"SLC9A2"	"RPS3A"
"M1"	"SLC9A2"	"ANGEL1"
"M1"	"SLC9A2"	"USP2"
"M1"	"SLC9A2"	"LDOC1L"
"M1"	"SLC9A2"	"C1QTNF7"
"M1"	"SF1"	"EXTL1"
"M1"	"AKAP7"	"EXTL1"
"M1"	"DKC1"	"IGSF1"
"M1"	"CAND2"	"EXTL1"
"M1"	"C1GALT1C1"	"ACADL"
"M1"	"TOP1MT"	"RSPO4"
"M1"	"MTSS1"	"PKP2"
"M1"	"DAO"	"PLXNA1"
"M1"	"DAO"	"LIN37"
"M1"	"DAO"	"TUBA1C"
"M1"	"DAO"	"SNAPC4"
"M1"	"DAO"	"RAB5B"
"M1"	"DAO"	"PTP4A1"
"M1"	"DAO"	"PRKAB2"
"M1"	"DAO"	"ARPC1B"
"M1"	"DAO"	"TSNAX"
"M1"	"DAO"	"ANP32A"
"M1"	"DAO"	"PRKDC"
"M1"	"DAO"	"ASB3"
"M1"	"DAO"	"FGFR3"
"M1"	"DAO"	"ZNF8"
"M1"	"DAO"	"ZW10"
"M1"	"DAO"	"BMPR1A"
"M1"	"DAO"	"NOSIP"
"M1"	"DAO"	"ZDHHC17"
"M1"	"DAO"	"DLC1"
"M1"	"DAO"	"ZIC3"
"M1"	"DAO"	"ANGPT2"
"M1"	"DAO"	"EDAR"
"M1"	"DAO"	"DCAF17"
"M1"	"DAO"	"CNTFR"
"M1"	"DAO"	"RHOQ"
"M1"	"DAO"	"BOD1L1"
"M1"	"DAO"	"PRPF38B"
"M1"	"TPPP"	"RAN"
"M1"	"TPPP"	"PCDH7"
"M1"	"TPPP"	"CRYZL1"
"M1"	"TPPP"	"ACSL6"
"M1"	"SCN2A"	"BCAS1"
"M1"	"MRAS"	"RSPO4"
"M1"	"FZD1"	"GREM1"
"M1"	"FZD1"	"MYO7B"
"M1"	"RPP25"	"FOLR3"
"M1"	"RPP25"	"ANKRD44"
"M1"	"RPP25"	"BZRAP1"
"M1"	"RPP25"	"MCC"
"M1"	"RPP25"	"C10orf82"
"M1"	"RPP25"	"IFNGR2"
"M1"	"RPP25"	"TIMM13"
"M1"	"RPP25"	"KIAA1429"
"M1"	"RPP25"	"PCDH20"
"M1"	"RPP25"	"DCP2"
"M1"	"RPP25"	"BTN2A1"
"M1"	"RPP25"	"CLUAP1"
"M1"	"RPP25"	"PDE8B"
"M1"	"RPP25"	"C19orf68"
"M1"	"RPP25"	"LARP4B"
"M1"	"RPP25"	"ADO"
"M1"	"RPP25"	"DUSP15"
"M1"	"RPP25"	"GLS2"
"M1"	"RPP25"	"ZFC3H1"
"M1"	"RPP25"	"CCNF"
"M1"	"RPP25"	"FANCF"
"M1"	"GALNT2"	"CYP4F3"
"M1"	"TLR6"	"EXTL1"
"M1"	"MSH2"	"RSPO4"
"M1"	"GUCY2D"	"RSPO4"
"M1"	"TLN1"	"POU3F4"
"M1"	"SMC6"	"CYP4F3"
"M1"	"WDR5B"	"EXTL1"
"M1"	"COL1A1"	"MFAP4"
"M1"	"MRPL4"	"ART3"
"M1"	"HIST1H4B"	"EXTL1"
"M1"	"EIF4EBP2"	"RXRG"
"M1"	"EIF4EBP2"	"S100A1"
"M1"	"SEMA6A"	"EXTL1"
"M1"	"HAPLN1"	"RSPO4"
"M1"	"RIMS1"	"MYL3"
"M1"	"STAT3"	"OLR1"
"M1"	"DIO3"	"NPTX2"
"M1"	"DIO3"	"FOLR3"
"M1"	"DIO3"	"PTP4A1"
"M1"	"DIO3"	"PGR"
"M1"	"DIO3"	"SGCE"
"M1"	"DIO3"	"ITGB1"
"M1"	"DIO3"	"SYCP2L"
"M1"	"DIO3"	"BNIPL"
"M1"	"MARCH1"	"MYL3"
"M1"	"ARHGAP1"	"C8orf34"
"M1"	"TWSG1"	"PADI2"
"M1"	"RFC3"	"CNTNAP4"
"M1"	"RFC3"	"C8orf34"
"M1"	"DICER1"	"PADI2"
"M1"	"DICER1"	"SLC7A2"
"M1"	"GNA15"	"FGF1"
"M1"	"GNA15"	"SLC27A6"
"M1"	"RFX4"	"RSPO4"
"M1"	"CD22"	"STXBP1"
"M1"	"CD22"	"MTPN"
"M1"	"CD22"	"LACTB"
"M1"	"CD22"	"PSMB9"
"M1"	"CD22"	"DGCR14"
"M1"	"CD22"	"TRPC3"
"M1"	"CD22"	"NKX2-5"
"M1"	"CD22"	"FPR1"
"M1"	"CD22"	"MELK"
"M1"	"CD22"	"POLR3GL"
"M1"	"CD22"	"ERN2"
"M1"	"TF"	"TBC1D8"
"M1"	"TF"	"S100A13"
"M1"	"TF"	"GRIN2D"
"M1"	"TF"	"NR4A3"
"M1"	"TF"	"PLG"
"M1"	"TF"	"PEMT"
"M1"	"TF"	"TAPBP"
"M1"	"TF"	"DMPK"
"M1"	"TF"	"USP28"
"M1"	"TF"	"PPP1R2"
"M1"	"TF"	"ZNRF3"
"M1"	"TF"	"RBM10"
"M1"	"TF"	"CSRP3"
"M1"	"TF"	"CTBS"
"M1"	"TF"	"PABPC3"
"M1"	"TF"	"PTP4A1"
"M1"	"TF"	"RINT1"
"M1"	"TF"	"AVEN"
"M1"	"TF"	"TEP1"
"M1"	"TF"	"PPL"
"M1"	"TF"	"CCR4"
"M1"	"TF"	"NMT2"
"M1"	"TF"	"ATP6V0D2"
"M1"	"TF"	"HSPA2"
"M1"	"TF"	"CALB1"
"M1"	"TF"	"MKL2"
"M1"	"TF"	"CSRP2BP"
"M1"	"TF"	"SCFD2"
"M1"	"TF"	"MYLPF"
"M1"	"TF"	"UBAC1"
"M1"	"TF"	"ZCCHC8"
"M1"	"TF"	"ZNF808"
"M1"	"TF"	"SAMD9"
"M1"	"TF"	"HEY2"
"M1"	"TICRR"	"ADRA1D"
"M1"	"SMARCA1"	"S100A1"
"M1"	"URGCP"	"FAM107A"
"M1"	"DNAJC19"	"PTGDS"
"M1"	"DNAJC19"	"S100A1"
"M1"	"KATNA1"	"BCAS1"
"M1"	"SPINK7"	"CYP4F3"
"M1"	"ACR"	"CYP4F3"
"M1"	"ZNF3"	"PADI2"
"M1"	"GABPA"	"C8orf34"
"M1"	"IRF8"	"RXRG"
"M1"	"TNFAIP1"	"C8orf34"
"M1"	"MSTN"	"XPO1"
"M1"	"MSTN"	"LCMT2"
"M1"	"MSTN"	"TMEM168"
"M1"	"MSTN"	"NKD1"
"M1"	"MSTN"	"MLLT11"
"M1"	"MSTN"	"SLC37A3"
"M1"	"MSTN"	"KPTN"
"M1"	"MSTN"	"ZNF383"
"M1"	"MSTN"	"PALMD"
"M1"	"MSTN"	"IL22RA1"
"M1"	"MSTN"	"NDUFAF7"
"M1"	"MSTN"	"ADRM1"
"M1"	"MSTN"	"ATG4D"
"M1"	"MSTN"	"PRDX4"
"M1"	"MSTN"	"SLCO3A1"
"M1"	"MSTN"	"FAM134C"
"M1"	"MSTN"	"CYP3A7"
"M1"	"MSTN"	"SRM"
"M1"	"MSTN"	"PRMT1"
"M1"	"MSTN"	"ATP5H"
"M1"	"MSTN"	"NUPR1"
"M1"	"SRSF11"	"SLC27A6"
"M1"	"ITGAM"	"PADI2"
"M1"	"PAX6"	"EXTL1"
"M1"	"GIPC1"	"MFAP4"
"M1"	"ARNT"	"CNTNAP4"
"M1"	"ARNT"	"ADAP1"
"M1"	"ARNT"	"DDIT4L"
"M1"	"ARNT"	"PKP2"
"M1"	"PPFIBP2"	"C8orf34"
"M1"	"RXFP3"	"ASPA"
"M1"	"THBD"	"CPNE6"
"M1"	"NOC4L"	"RSPO4"
"M1"	"FOXP2"	"CCL25"
"M1"	"FOXP2"	"P2RX7"
"M1"	"FOXP2"	"NFATC2"
"M1"	"FOXP2"	"TAF7L"
"M1"	"FOXP2"	"XRCC1"
"M1"	"FOXP2"	"GJD4"
"M1"	"FOXP2"	"SIGLEC8"
"M1"	"FOXP2"	"PIGA"
"M1"	"FOXP2"	"ERGIC3"
"M1"	"FOXP2"	"BCAR3"
"M1"	"FOXP2"	"TARBP2"
"M1"	"FOXP2"	"SUB1"
"M1"	"FOXP2"	"TAPBP"
"M1"	"FOXP2"	"TROAP"
"M1"	"FOXP2"	"TXNL1"
"M1"	"FOXP2"	"PPAP2B"
"M1"	"FOXP2"	"FAIM2"
"M1"	"FOXP2"	"DPF1"
"M1"	"FOXP2"	"SGCA"
"M1"	"FOXP2"	"KDM3A"
"M1"	"FOXP2"	"CRIPT"
"M1"	"FOXP2"	"TMED1"
"M1"	"FOXP2"	"HPR"
"M1"	"FOXP2"	"PTP4A1"
"M1"	"FOXP2"	"EDF1"
"M1"	"FOXP2"	"VLDLR"
"M1"	"FOXP2"	"SRSF5"
"M1"	"FOXP2"	"SSTR2"
"M1"	"FOXP2"	"NRAP"
"M1"	"FOXP2"	"NMT1"
"M1"	"FOXP2"	"RELA"
"M1"	"FOXP2"	"SPCS2"
"M1"	"FOXP2"	"HMMR"
"M1"	"FOXP2"	"PHYHIPL"
"M1"	"FOXP2"	"MED13"
"M1"	"FOXP2"	"TALDO1"
"M1"	"FOXP2"	"DXO"
"M1"	"FOXP2"	"TMA16"
"M1"	"FOXP2"	"CDC42EP1"
"M1"	"FOXP2"	"PDXDC1"
"M1"	"FOXP2"	"EPHB6"
"M1"	"RBX1"	"EXTL1"
"M1"	"PSD2"	"RGL2"
"M1"	"PSD2"	"NFIB"
"M1"	"PSD2"	"CASP8"
"M1"	"PSD2"	"FOLR3"
"M1"	"PSD2"	"PTP4A1"
"M1"	"PSD2"	"CCDC42"
"M1"	"PSD2"	"CDH3"
"M1"	"PSD2"	"FHL5"
"M1"	"PSD2"	"SULT1E1"
"M1"	"PSD2"	"PROSER1"
"M1"	"PSD2"	"CDH8"
"M1"	"PSD2"	"NDUFA9"
"M1"	"PSD2"	"CD99"
"M1"	"PSD2"	"GUCY2C"
"M1"	"PSD2"	"PPP1R9B"
"M1"	"PSD2"	"HSD17B10"
"M1"	"PSD2"	"MKI67IP"
"M1"	"PSD2"	"RPL5"
"M1"	"PSD2"	"SAMSN1"
"M1"	"PSD2"	"NBN"
"M1"	"PSD2"	"OLIG3"
"M1"	"PSD2"	"CYP2D6"
"M1"	"PSD2"	"SCEL"
"M1"	"PSD2"	"C4BPA"
"M1"	"PSD2"	"PSMB1"
"M1"	"PSD2"	"CLCA1"
"M1"	"PSD2"	"GAS1"
"M1"	"PSD2"	"ULBP2"
"M1"	"PSD2"	"PRKAA2"
"M1"	"PSD2"	"CCDC107"
"M1"	"PSD2"	"PREPL"
"M1"	"PSD2"	"MYO15B"
"M1"	"PSD2"	"MAP1LC3B"
"M1"	"PSD2"	"EGF"
"M1"	"PSD2"	"MCHR2"
"M1"	"PSD2"	"SCP2"
"M1"	"PSD2"	"KANSL1"
"M1"	"TMEM11"	"ADRA2A"
"M1"	"TMEM11"	"FAM107A"
"M1"	"LCN2"	"S100A1"
"M1"	"CDK20"	"MYRF"
"M1"	"RAF1"	"KCTD8"
"M1"	"IGSF1"	"KLHL21"
"M1"	"IGSF1"	"PEX19"
"M1"	"IGSF1"	"UMOD"
"M1"	"IGSF1"	"MNT"
"M1"	"IGSF1"	"CCL22"
"M1"	"IGSF1"	"DVL3"
"M1"	"IGSF1"	"REV1"
"M1"	"IGSF1"	"MIA3"
"M1"	"IGSF1"	"SYTL4"
"M1"	"IGSF1"	"CRY1"
"M1"	"IGSF1"	"PPP2R3B"
"M1"	"IGSF1"	"LPP"
"M1"	"IGSF1"	"KLHDC9"
"M1"	"IGSF1"	"PTP4A1"
"M1"	"IGSF1"	"GABRA1"
"M1"	"IGSF1"	"NPR2"
"M1"	"IGSF1"	"ANP32A"
"M1"	"IGSF1"	"LSAMP"
"M1"	"IGSF1"	"RELA"
"M1"	"IGSF1"	"GNL3"
"M1"	"IGSF1"	"ITGA2"
"M1"	"IGSF1"	"ZMAT5"
"M1"	"IGSF1"	"PPP6R3"
"M1"	"IGSF1"	"ZNF516"
"M1"	"IGSF1"	"RNF126"
"M1"	"IGSF1"	"C4orf46"
"M1"	"IGSF1"	"EIF3B"
"M1"	"IGSF1"	"FAM122B"
"M1"	"IGSF1"	"FBXO44"
"M1"	"IGSF1"	"HLA-A"
"M1"	"IGSF1"	"DUSP23"
"M1"	"IGSF1"	"MTA2"
"M1"	"IGSF1"	"TBC1D10A"
"M1"	"IGSF1"	"PATE3"
